Input	Output
cup : b ; urn : g g ; urn : o p c o p ; jar : m m ; SEPARATE add two emberiae to cup	cup : b e e ; urn : g g ; urn : o p c o p ; jar : m m ;
thermos : g ; flask : b b v ; thermos : g v v g ; flask : v ; SEPARATE add four purple to first flask	thermos : g ; flask : b b v p p p p ; thermos : g v v g ; flask : v ;
vessel : e h h ; canister : v p g v ; flagon : r a y a ; SEPARATE add one orange to vessel	vessel : e h h o ; canister : v p g v ; flagon : r a y a ;
jug : e a ; flagon : v b a v a ; flagon : e y y e f ; SEPARATE add six purple to jug	jug : e a p p p p p p ; flagon : v b a v a ; flagon : e y y e f ;
cup : p r ; jug : c f f r ; SEPARATE add six emberiae to cup	cup : p r e e e e e e ; jug : c f f r ;
glass : p m p m ; flagon : g v g e e v ; cup : c e ; flagon : b ; SEPARATE add three harlequin to cup	glass : p m p m ; flagon : g v g e e v ; cup : c e h h h ; flagon : b ;
jug : c c ; glass : e e ; burette : g ; SEPARATE add five magenta to glass	jug : c c ; glass : e e m m m m m ; burette : g ;
urn : y ; beaker : c e c ; burette : a a p ; SEPARATE add six blue to urn	urn : y b b b b b b ; beaker : c e c ; burette : a a p ;
bottle : m m ; vessel : g m d d ; flask : o g p ; SEPARATE add six orange to bottle	bottle : m m o o o o o o ; vessel : g m d d ; flask : o g p ;
pitcher : d ; canister : e e m ; SEPARATE add three orange to pitcher	pitcher : d o o o ; canister : e e m ;
flask : o m ; flask : h h o d ; cup : r g g ; SEPARATE add five aqua to last flask	flask : o m ; flask : h h o d a a a a a ; cup : r g g ;
glass : a a ; cup : m c m f f ; pitcher : d h d ; canister : h e y y e ; SEPARATE add four fuchsia to pitcher	glass : a a ; cup : m c m f f ; pitcher : d h d f f f f ; canister : h e y y e ;
glass : c d c b b ; canister : a d d ; flask : g o ; vessel : h d h ; SEPARATE add five fuchsia to glass	glass : c d c b b f f f f f ; canister : a d d ; flask : g o ; vessel : h d h ;
canister : d d c ; glass : d d r r ; SEPARATE add four aqua to canister	canister : d d c a a a a ; glass : d d r r ;
cup : h f h f ; thermos : v v ; SEPARATE add two red to cup	cup : h f h f r r ; thermos : v v ;
burette : a p p a y ; burette : a c d c d ; SEPARATE add six harlequin to first burette	burette : a p p a y h h h h h h ; burette : a c d c d ;
pitcher : e e f v ; cup : o g v g o ; SEPARATE add three orange to pitcher	pitcher : e e f v o o o ; cup : o g v g o ;
burette : d f v ; burette : f d d ; SEPARATE add five green to first burette	burette : d f v g g g g g ; burette : f d d ;
jar : p d y d y ; urn : g m m r ; SEPARATE add four green to jar	jar : p d y d y g g g g ; urn : g m m r ;
jug : y y o d d ; flask : p h ; burette : e ; SEPARATE add one blue to flask	jug : y y o d d ; flask : p h b ; burette : e ;
burette : a f f ; mug : e ; SEPARATE add six aqua to burette	burette : a f f a a a a a a ; mug : e ;
mug : y g y ; canister : b ; SEPARATE add three magenta to mug	mug : y g y m m m ; canister : b ;
thermos : d ; thermos : c g g c ; decanter : g g o o ; SEPARATE add two aqua to decanter	thermos : d ; thermos : c g g c ; decanter : g g o o a a ;
mug : v v ; flask : f p p f ; bottle : f e e b ; SEPARATE add three yellow to bottle	mug : v v ; flask : f p p f ; bottle : f e e b y y y ;
pitcher : m f f ; flask : a a ; jug : y y m o ; SEPARATE add three cabernet to flask	pitcher : m f f ; flask : a a c c c ; jug : y y m o ;
glass : f f ; jug : f e m e ; bottle : a ; cup : m ; SEPARATE add six daffodil to jug	glass : f f ; jug : f e m e d d d d d d ; bottle : a ; cup : m ;
decanter : m r r p m p ; thermos : a g a g ; glass : g g ; SEPARATE add four yellow to decanter	decanter : m r r p m p y y y y ; thermos : a g a g ; glass : g g ;
bottle : v m v m p ; thermos : d ; SEPARATE add four yellow to bottle	bottle : v m v m p y y y y ; thermos : d ;
flagon : p p m r ; thermos : y p v p ; pitcher : g g r y y ; cup : c h h ; SEPARATE add five orange to pitcher	flagon : p p m r ; thermos : y p v p ; pitcher : g g r y y o o o o o ; cup : c h h ;
bottle : f f ; flask : c c ; beaker : r r p ; SEPARATE add four harlequin to beaker	bottle : f f ; flask : c c ; beaker : r r p h h h h ;
thermos : d ; pitcher : m m ; SEPARATE add five yellow to pitcher	thermos : d ; pitcher : m m y y y y y ;
beaker : r y ; thermos : m f ; SEPARATE add five orange to thermos	beaker : r y ; thermos : m f o o o o o ;
vessel : c ; canister : v d ; glass : e f g f ; SEPARATE add two violet to glass	vessel : c ; canister : v d ; glass : e f g f v v ;
glass : h h ; cup : c c r ; decanter : o b f f b ; flask : m r r ; SEPARATE add one harlequin to glass	glass : h h h ; cup : c c r ; decanter : o b f f b ; flask : m r r ;
cup : y d y d ; decanter : r ; glass : e ; beaker : e p h e h ; SEPARATE add one purple to beaker	cup : y d y d ; decanter : r ; glass : e ; beaker : e p h e h p ;
burette : y y f c ; mug : h h f r f ; glass : r ; SEPARATE add five violet to glass	burette : y y f c ; mug : h h f r f ; glass : r v v v v v ;
urn : m ; flask : h h ; canister : g m ; SEPARATE add six cabernet to urn	urn : m c c c c c c ; flask : h h ; canister : g m ;
thermos : r a r ; beaker : o h o ; thermos : d v p ; SEPARATE add three purple to last thermos	thermos : r a r ; beaker : o h o ; thermos : d v p p p p ;
flask : d g ; cup : g g ; SEPARATE add five cabernet to cup	flask : d g ; cup : g g c c c c c ;
glass : f ; mug : h d h d ; SEPARATE add three red to mug	glass : f ; mug : h d h d r r r ;
flask : o b b p ; vessel : o o ; flask : p c p c ; SEPARATE add three purple to first flask	flask : o b b p p p p ; vessel : o o ; flask : p c p c ;
mug : y y g a ; cup : d m ; flagon : g g p r p ; SEPARATE add four purple to mug	mug : y y g a p p p p ; cup : d m ; flagon : g g p r p ;
glass : g v g v ; mug : r ; jug : r f r f ; pitcher : b y b y ; SEPARATE add six emberiae to mug	glass : g v g v ; mug : r e e e e e e ; jug : r f r f ; pitcher : b y b y ;
burette : p m ; decanter : a a ; jug : f ; thermos : m m g f g f ; SEPARATE add one green to thermos	burette : p m ; decanter : a a ; jug : f ; thermos : m m g f g f g ;
vessel : m c c g g ; flask : a o a o ; vessel : e e ; glass : d d h ; SEPARATE add five daffodil to first vessel	vessel : m c c g g d d d d d ; flask : a o a o ; vessel : e e ; glass : d d h ;
cup : e e ; beaker : h e h e ; SEPARATE add two magenta to cup	cup : e e m m ; beaker : h e h e ;
decanter : a d ; glass : d d ; jar : r v f ; bottle : d ; SEPARATE add five purple to jar	decanter : a d ; glass : d d ; jar : r v f p p p p p ; bottle : d ;
pitcher : v d d v c ; vessel : y y ; urn : f o o ; jar : a a o o ; SEPARATE add one blue to pitcher	pitcher : v d d v c b ; vessel : y y ; urn : f o o ; jar : a a o o ;
flask : h m m p p h ; flask : r r a a d ; SEPARATE add four violet to first flask	flask : h m m p p h v v v v ; flask : r r a a d ;
pitcher : f b p f ; vessel : c o c e o ; jar : p p y y ; urn : b b ; SEPARATE add six yellow to vessel	pitcher : f b p f ; vessel : c o c e o y y y y y y ; jar : p p y y ; urn : b b ;
decanter : p b ; beaker : g ; burette : c b c e ; mug : m m e r r ; SEPARATE add four fuchsia to beaker	decanter : p b ; beaker : g f f f f ; burette : c b c e ; mug : m m e r r ;
vessel : r c r ; flagon : d c p p c ; SEPARATE add four blue to vessel	vessel : r c r b b b b ; flagon : d c p p c ;
jug : f ; thermos : f h h f b ; urn : o e ; canister : d ; SEPARATE add five cabernet to jug	jug : f c c c c c ; thermos : f h h f b ; urn : o e ; canister : d ;
flask : c b m m ; thermos : e g o g o ; glass : v a g ; SEPARATE add six harlequin to glass	flask : c b m m ; thermos : e g o g o ; glass : v a g h h h h h h ;
thermos : g g ; flask : d e e f d ; SEPARATE add three green to thermos	thermos : g g g g g ; flask : d e e f d ;
pitcher : a p ; flagon : h ; pitcher : v a a v ; jug : a g a ; SEPARATE add five emberiae to first pitcher	pitcher : a p e e e e e ; flagon : h ; pitcher : v a a v ; jug : a g a ;
bottle : y ; burette : c d v ; mug : c ; SEPARATE add four red to bottle	bottle : y r r r r ; burette : c d v ; mug : c ;
urn : p h ; cup : h h f ; decanter : p b b p r r ; cup : p ; SEPARATE add five red to urn	urn : p h r r r r r ; cup : h h f ; decanter : p b b p r r ; cup : p ;
pitcher : f y f a a ; cup : h r h o r ; decanter : f d f b d ; SEPARATE add six emberiae to pitcher	pitcher : f y f a a e e e e e e ; cup : h r h o r ; decanter : f d f b d ;
thermos : b ; jug : f ; SEPARATE add six daffodil to thermos	thermos : b d d d d d d ; jug : f ;
cup : f ; pitcher : d d a ; beaker : d d o ; SEPARATE add four harlequin to pitcher	cup : f ; pitcher : d d a h h h h ; beaker : d d o ;
pitcher : o v o ; glass : p p ; SEPARATE add two magenta to pitcher	pitcher : o v o m m ; glass : p p ;
canister : p p d e d e ; cup : r r ; thermos : d a d a h ; cup : m ; SEPARATE add four emberiae to canister	canister : p p d e d e e e e e ; cup : r r ; thermos : d a d a h ; cup : m ;
glass : a ; mug : g r r g ; decanter : m o ; vessel : h h r b b r ; SEPARATE add three red to glass	glass : a r r r ; mug : g r r g ; decanter : m o ; vessel : h h r b b r ;
beaker : b a h a b ; urn : h g g h d ; vessel : b p r b ; urn : f ; SEPARATE add one magenta to second urn	beaker : b a h a b ; urn : h g g h d ; vessel : b p r b ; urn : f m ;
vessel : e d ; jar : h h ; SEPARATE add two emberiae to jar	vessel : e d ; jar : h h e e ;
decanter : f ; flask : a a r b ; SEPARATE add three purple to flask	decanter : f ; flask : a a r b p p p ;
beaker : r f r a ; burette : v ; decanter : v v h ; SEPARATE add four emberiae to beaker	beaker : r f r a e e e e ; burette : v ; decanter : v v h ;
pitcher : a a ; canister : v ; vessel : f f m ; SEPARATE add three aqua to canister	pitcher : a a ; canister : v a a a ; vessel : f f m ;
flagon : b b ; jar : a ; jug : r r ; pitcher : b ; SEPARATE add three green to jug	flagon : b b ; jar : a ; jug : r r g g g ; pitcher : b ;
cup : o ; burette : g m c ; jar : m m ; SEPARATE add four cabernet to jar	cup : o ; burette : g m c ; jar : m m c c c c ;
beaker : p f ; flagon : f v p f ; pitcher : c c ; pitcher : c c ; SEPARATE add six purple to flagon	beaker : p f ; flagon : f v p f p p p p p p ; pitcher : c c ; pitcher : c c ;
decanter : f f ; glass : a r r ; mug : r r ; SEPARATE add three green to decanter	decanter : f f g g g ; glass : a r r ; mug : r r ;
cup : b h ; vessel : y y d ; decanter : c v ; glass : b y e b y ; SEPARATE add four cabernet to cup	cup : b h c c c c ; vessel : y y d ; decanter : c v ; glass : b y e b y ;
pitcher : d d f ; mug : e r ; cup : v r ; SEPARATE add one red to mug	pitcher : d d f ; mug : e r r ; cup : v r ;
decanter : g p g p f ; mug : d d ; glass : o p o ; SEPARATE add five harlequin to mug	decanter : g p g p f ; mug : d d h h h h h ; glass : o p o ;
urn : e e c c m ; pitcher : v d v d ; thermos : g c c g ; beaker : p ; SEPARATE add five magenta to pitcher	urn : e e c c m ; pitcher : v d v d m m m m m ; thermos : g c c g ; beaker : p ;
mug : h m m ; glass : r o r g g ; SEPARATE add three orange to mug	mug : h m m o o o ; glass : r o r g g ;
flask : d d h h p ; bottle : m ; thermos : p g ; SEPARATE add one daffodil to thermos	flask : d d h h p ; bottle : m ; thermos : p g d ;
pitcher : e g p g ; jug : f o a f o ; SEPARATE add four purple to pitcher	pitcher : e g p g p p p p ; jug : f o a f o ;
beaker : p p ; canister : y y ; pitcher : g g ; SEPARATE add one yellow to pitcher	beaker : p p ; canister : y y ; pitcher : g g y ;
urn : a a ; pitcher : e e ; jug : b b ; SEPARATE add four orange to urn	urn : a a o o o o ; pitcher : e e ; jug : b b ;
beaker : y c c p p ; thermos : d r y r ; pitcher : c c ; SEPARATE add one blue to beaker	beaker : y c c p p b ; thermos : d r y r ; pitcher : c c ;
flask : e e ; cup : h y f h f y ; vessel : p e e p ; SEPARATE add four harlequin to vessel	flask : e e ; cup : h y f h f y ; vessel : p e e p h h h h ;
flagon : h c ; jug : a g a ; SEPARATE add four yellow to flagon	flagon : h c y y y y ; jug : a g a ;
burette : b v b ; bottle : c c b r ; flask : e p h p h e ; SEPARATE add three yellow to burette	burette : b v b y y y ; bottle : c c b r ; flask : e p h p h e ;
flagon : o ; beaker : g ; jug : h h c c ; bottle : a b a ; SEPARATE add six daffodil to jug	flagon : o ; beaker : g ; jug : h h c c d d d d d d ; bottle : a b a ;
burette : p y ; mug : v d b ; flask : r ; mug : c c ; SEPARATE add six emberiae to first mug	burette : p y ; mug : v d b e e e e e e ; flask : r ; mug : c c ;
decanter : b ; pitcher : m e ; flask : p ; SEPARATE add three blue to flask	decanter : b ; pitcher : m e ; flask : p b b b ;
jar : g p f ; pitcher : b c b ; SEPARATE add five emberiae to jar	jar : g p f e e e e e ; pitcher : b c b ;
pitcher : p p ; flagon : v v p p ; SEPARATE add one blue to pitcher	pitcher : p p b ; flagon : v v p p ;
thermos : m ; canister : v v ; urn : m b b m ; glass : e a a p p ; SEPARATE add six purple to glass	thermos : m ; canister : v v ; urn : m b b m ; glass : e a a p p p p p p p p ;
flagon : a e g e ; vessel : v v d ; SEPARATE add two violet to vessel	flagon : a e g e ; vessel : v v d v v ;
canister : m m ; pitcher : d p m ; SEPARATE add five red to pitcher	canister : m m ; pitcher : d p m r r r r r ;
glass : d d y r y r ; cup : m m d ; cup : p g y ; SEPARATE add two purple to first cup	glass : d d y r y r ; cup : m m d p p ; cup : p g y ;
mug : e e ; burette : e d p e ; vessel : e e a a ; burette : g o b ; SEPARATE add five orange to vessel	mug : e e ; burette : e d p e ; vessel : e e a a o o o o o ; burette : g o b ;
jug : f b h h f ; burette : o p o f ; canister : r o r ; SEPARATE add two emberiae to jug	jug : f b h h f e e ; burette : o p o f ; canister : r o r ;
decanter : a a ; pitcher : b b c c d d ; SEPARATE add one purple to pitcher	decanter : a a ; pitcher : b b c c d d p ;
beaker : e e y f y ; bottle : o o ; SEPARATE add six daffodil to beaker	beaker : e e y f y d d d d d d ; bottle : o o ;
jug : y y ; beaker : m v v ; SEPARATE add one aqua to jug	jug : y y a ; beaker : m v v ;
jar : g v v g ; thermos : b y y d ; urn : v v ; bottle : v v ; SEPARATE add six daffodil to urn	jar : g v v g ; thermos : b y y d ; urn : v v d d d d d d ; bottle : v v ;
beaker : g g m f m f ; thermos : a a ; SEPARATE add two magenta to thermos	beaker : g g m f m f ; thermos : a a m m ;
canister : g g v ; burette : c o c o ; jug : v v e b ; mug : h d e e h ; SEPARATE add three cabernet to mug	canister : g g v ; burette : c o c o ; jug : v v e b ; mug : h d e e h c c c ;
jug : r ; thermos : p p ; SEPARATE add six green to thermos	jug : r ; thermos : p p g g g g g g ;
jug : b r r b ; jar : r ; thermos : g e a e ; SEPARATE add six purple to jar	jug : b r r b ; jar : r p p p p p p ; thermos : g e a e ;
thermos : h o h c c ; burette : h m m ; SEPARATE add six fuchsia to thermos	thermos : h o h c c f f f f f f ; burette : h m m ;
urn : a a ; pitcher : y b y b ; SEPARATE add four red to pitcher	urn : a a ; pitcher : y b y b r r r r ;
canister : r r ; jug : v d y d v ; SEPARATE add three magenta to jug	canister : r r ; jug : v d y d v m m m ;
vessel : m ; mug : c ; cup : g c ; burette : v a g ; SEPARATE add one red to cup	vessel : m ; mug : c ; cup : g c r ; burette : v a g ;
pitcher : f ; mug : o o d h ; flask : v v ; SEPARATE add two violet to flask	pitcher : f ; mug : o o d h ; flask : v v v v ;
jar : p ; pitcher : p g g h p ; jar : c r e e ; SEPARATE add four red to first jar	jar : p r r r r ; pitcher : p g g h p ; jar : c r e e ;
beaker : p f ; cup : c ; SEPARATE add two fuchsia to cup	beaker : p f ; cup : c f f ;
pitcher : c ; flagon : r r h h ; SEPARATE add five fuchsia to pitcher	pitcher : c f f f f f ; flagon : r r h h ;
mug : c c ; glass : o m g o g ; SEPARATE add three emberiae to mug	mug : c c e e e ; glass : o m g o g ;
thermos : g f ; jug : p r r c ; beaker : f o ; SEPARATE add two green to jug	thermos : g f ; jug : p r r c g g ; beaker : f o ;
urn : e c ; mug : d o d ; jar : c c r o r ; canister : e r r h ; SEPARATE add six harlequin to jar	urn : e c ; mug : d o d ; jar : c c r o r h h h h h h ; canister : e r r h ;
urn : y ; thermos : a r a r c ; SEPARATE add three harlequin to urn	urn : y h h h ; thermos : a r a r c ;
bottle : b b ; glass : c c ; jar : f ; SEPARATE add three cabernet to bottle	bottle : b b c c c ; glass : c c ; jar : f ;
cup : m f m ; decanter : f ; urn : f a a r ; pitcher : d d h ; SEPARATE add six orange to pitcher	cup : m f m ; decanter : f ; urn : f a a r ; pitcher : d d h o o o o o o ;
cup : e g r e ; beaker : p m p m g ; SEPARATE add one green to beaker	cup : e g r e ; beaker : p m p m g g ;
bottle : e c e ; urn : e ; beaker : a r ; SEPARATE add one daffodil to urn	bottle : e c e ; urn : e d ; beaker : a r ;
burette : f f ; pitcher : p ; burette : v v r r e ; glass : y p y f ; SEPARATE add three purple to last burette	burette : f f ; pitcher : p ; burette : v v r r e p p p ; glass : y p y f ;
burette : v v ; jug : v ; thermos : b b ; SEPARATE add six green to burette	burette : v v g g g g g g ; jug : v ; thermos : b b ;
flagon : y e y e ; flagon : v m e e ; SEPARATE add three green to first flagon	flagon : y e y e g g g ; flagon : v m e e ;
canister : f f ; glass : h b b h ; jar : p p d ; decanter : h ; SEPARATE add six emberiae to decanter	canister : f f ; glass : h b b h ; jar : p p d ; decanter : h e e e e e e ;
decanter : d d ; jug : v v ; SEPARATE add one emberiae to jug	decanter : d d ; jug : v v e ;
glass : b c v ; flask : p g ; burette : m v v g ; jug : r o r a o ; SEPARATE add one fuchsia to flask	glass : b c v ; flask : p g f ; burette : m v v g ; jug : r o r a o ;
vessel : m e m ; pitcher : e p ; canister : p r c p ; SEPARATE add three daffodil to pitcher	vessel : m e m ; pitcher : e p d d d ; canister : p r c p ;
urn : e ; bottle : g e h h g ; SEPARATE add one yellow to urn	urn : e y ; bottle : g e h h g ;
mug : c e e c ; beaker : r y y e ; SEPARATE add five emberiae to mug	mug : c e e c e e e e e ; beaker : r y y e ;
glass : c a a r c ; decanter : r f f h h ; SEPARATE add two green to decanter	glass : c a a r c ; decanter : r f f h h g g ;
jug : f r r ; canister : g d p ; canister : p ; SEPARATE add three green to first canister	jug : f r r ; canister : g d p g g g ; canister : p ;
pitcher : r ; thermos : h ; flagon : a ; jug : h e o e h o ; SEPARATE add four magenta to thermos	pitcher : r ; thermos : h m m m m ; flagon : a ; jug : h e o e h o ;
beaker : v v ; urn : g ; bottle : o o ; SEPARATE add four violet to urn	beaker : v v ; urn : g v v v v ; bottle : o o ;
burette : a b c ; canister : g ; SEPARATE add four yellow to canister	burette : a b c ; canister : g y y y y ;
bottle : a e e ; bottle : p b b ; SEPARATE add three fuchsia to last bottle	bottle : a e e ; bottle : p b b f f f ;
bottle : v g v g ; pitcher : r e y y e r ; SEPARATE add three yellow to pitcher	bottle : v g v g ; pitcher : r e y y e r y y y ;
vessel : p p ; canister : p f p f ; flagon : r r b ; mug : o c ; SEPARATE add four blue to mug	vessel : p p ; canister : p f p f ; flagon : r r b ; mug : o c b b b b ;
flask : p d d p ; thermos : v o e e ; bottle : r e r p ; SEPARATE add two green to flask	flask : p d d p g g ; thermos : v o e e ; bottle : r e r p ;
cup : d d a ; pitcher : c v c v ; mug : y y ; cup : d c c d ; SEPARATE add five fuchsia to last cup	cup : d d a ; pitcher : c v c v ; mug : y y ; cup : d c c d f f f f f ;
jug : m a m ; jar : r r ; glass : h r h m ; SEPARATE add two daffodil to jug	jug : m a m d d ; jar : r r ; glass : h r h m ;
vessel : f g ; bottle : g ; SEPARATE add two purple to bottle	vessel : f g ; bottle : g p p ;
flagon : b y y e b ; burette : f r a a ; jar : c r y r ; SEPARATE add four green to burette	flagon : b y y e b ; burette : f r a a g g g g ; jar : c r y r ;
pitcher : m m ; vessel : v m ; bottle : m m ; SEPARATE add four green to bottle	pitcher : m m ; vessel : v m ; bottle : m m g g g g ;
decanter : h ; cup : v v ; SEPARATE add five cabernet to decanter	decanter : h c c c c c ; cup : v v ;
jar : m ; thermos : f f ; SEPARATE add five aqua to thermos	jar : m ; thermos : f f a a a a a ;
jug : b y y b ; flagon : r r ; urn : o o ; SEPARATE add five blue to flagon	jug : b y y b ; flagon : r r b b b b b ; urn : o o ;
jar : o ; flask : g c g b ; pitcher : o b r b ; bottle : a a d ; SEPARATE add six aqua to pitcher	jar : o ; flask : g c g b ; pitcher : o b r b a a a a a a ; bottle : a a d ;
burette : a a ; flask : a d d ; SEPARATE add six yellow to burette	burette : a a y y y y y y ; flask : a d d ;
flask : f v f v c ; thermos : r r ; SEPARATE add six magenta to thermos	flask : f v f v c ; thermos : r r m m m m m m ;
cup : y g ; pitcher : a r v r v ; SEPARATE add four red to cup	cup : y g r r r r ; pitcher : a r v r v ;
flagon : p d d p c ; thermos : b b ; SEPARATE add two violet to thermos	flagon : p d d p c ; thermos : b b v v ;
jar : y y ; mug : v g g c c ; SEPARATE add four cabernet to mug	jar : y y ; mug : v g g c c c c c c ;
jar : b p b c ; burette : v d ; pitcher : f h ; pitcher : m o m ; SEPARATE add three cabernet to first pitcher	jar : b p b c ; burette : v d ; pitcher : f h c c c ; pitcher : m o m ;
pitcher : m m ; flask : m m ; mug : h h g y y ; SEPARATE add one cabernet to flask	pitcher : m m ; flask : m m c ; mug : h h g y y ;
decanter : r r h ; beaker : m m ; SEPARATE add four cabernet to beaker	decanter : r r h ; beaker : m m c c c c ;
beaker : d v ; glass : p g p ; SEPARATE add six daffodil to glass	beaker : d v ; glass : p g p d d d d d d ;
urn : p e e ; beaker : v h ; SEPARATE add five orange to urn	urn : p e e o o o o o ; beaker : v h ;
flask : e ; thermos : g g ; jug : b b ; SEPARATE add five harlequin to jug	flask : e ; thermos : g g ; jug : b b h h h h h ;
cup : r b ; decanter : m m v v f ; burette : r h h ; SEPARATE add six purple to decanter	cup : r b ; decanter : m m v v f p p p p p p ; burette : r h h ;
beaker : c r c v ; burette : f m g ; jar : a y a y ; jar : g ; SEPARATE add three harlequin to beaker	beaker : c r c v h h h ; burette : f m g ; jar : a y a y ; jar : g ;
mug : a a p ; thermos : h h a ; SEPARATE add three yellow to mug	mug : a a p y y y ; thermos : h h a ;
decanter : b b h ; thermos : o h h a o a ; urn : d ; pitcher : p p d ; SEPARATE add six daffodil to urn	decanter : b b h ; thermos : o h h a o a ; urn : d d d d d d d ; pitcher : p p d ;
mug : p e b e ; pitcher : a r a r ; vessel : c f f c b ; SEPARATE add six blue to mug	mug : p e b e b b b b b b ; pitcher : a r a r ; vessel : c f f c b ;
bottle : p ; beaker : p h e e h ; flask : a g a g ; beaker : h h ; SEPARATE add five aqua to bottle	bottle : p a a a a a ; beaker : p h e e h ; flask : a g a g ; beaker : h h ;
glass : f f y d d y ; glass : a v f f ; cup : h y b b y ; thermos : g g ; SEPARATE add five daffodil to last glass	glass : f f y d d y ; glass : a v f f d d d d d ; cup : h y b b y ; thermos : g g ;
bottle : c ; glass : a a p o o p ; jar : o o ; urn : f f ; SEPARATE add two fuchsia to bottle	bottle : c f f ; glass : a a p o o p ; jar : o o ; urn : f f ;
vessel : v v ; flask : c e c ; SEPARATE add six blue to vessel	vessel : v v b b b b b b ; flask : c e c ;
pitcher : m m v v b b ; flask : y g y ; SEPARATE add three cabernet to pitcher	pitcher : m m v v b b c c c ; flask : y g y ;
glass : e e y ; flask : p ; bottle : o ; SEPARATE add five cabernet to bottle	glass : e e y ; flask : p ; bottle : o c c c c c ;
flask : d ; pitcher : h f f h a ; SEPARATE add two purple to pitcher	flask : d ; pitcher : h f f h a p p ;
flask : b ; glass : v p f ; burette : o ; jug : v ; SEPARATE add five emberiae to jug	flask : b ; glass : v p f ; burette : o ; jug : v e e e e e ;
jug : a b v v ; flagon : f r r ; SEPARATE add six magenta to jug	jug : a b v v m m m m m m ; flagon : f r r ;
pitcher : b f f ; thermos : v p y v ; jar : d h e h d ; SEPARATE add five daffodil to pitcher	pitcher : b f f d d d d d ; thermos : v p y v ; jar : d h e h d ;
flask : y f o ; thermos : d ; cup : y y b b ; mug : f f ; SEPARATE add five orange to mug	flask : y f o ; thermos : d ; cup : y y b b ; mug : f f o o o o o ;
pitcher : e e ; jar : p e p e o ; SEPARATE add three violet to pitcher	pitcher : e e v v v ; jar : p e p e o ;
flask : h y ; burette : f f o o ; decanter : r p r p ; SEPARATE add one aqua to decanter	flask : h y ; burette : f f o o ; decanter : r p r p a ;
glass : h v h ; flask : g o g c ; SEPARATE add one cabernet to glass	glass : h v h c ; flask : g o g c ;
vessel : e e ; glass : m e h ; SEPARATE add three harlequin to glass	vessel : e e ; glass : m e h h h h ;
burette : o p p o ; cup : h r a r a ; thermos : c c y o o ; burette : f b b f ; SEPARATE add six purple to thermos	burette : o p p o ; cup : h r a r a ; thermos : c c y o o p p p p p p ; burette : f b b f ;
cup : v ; mug : v e ; bottle : c c ; SEPARATE add four aqua to mug	cup : v ; mug : v e a a a a ; bottle : c c ;
