Input	Output
jar : a a ; jug : f a p a f ; glass : g d g y d y ; decanter : c f c f ; SEPARATE destroy decanter	jar : a a ; jug : f a p a f ; glass : g d g y d y ;
beaker : e ; jar : y g f y f ; urn : p o p b ; thermos : y p p ; SEPARATE destroy jar	beaker : e ; urn : p o p b ; thermos : y p p ;
burette : p y y ; vessel : m m ; SEPARATE filter vessel	burette : p y y ; vessel : m m ;
canister : h a h ; glass : c g g ; pitcher : e e ; decanter : f p f e e ; SEPARATE double decanter	canister : h a h ; glass : c g g ; pitcher : e e ; decanter : f p f e e f p f e e ;
flagon : h h ; glass : y y ; vessel : e e ; SEPARATE destroy flagon	glass : y y ; vessel : e e ;
cup : f p ; beaker : p p ; urn : f f c m ; SEPARATE empty beaker	cup : f p ; beaker : _ ; urn : f f c m ;
flagon : o o y y ; burette : d ; bottle : c m r ; mug : a a ; SEPARATE unmix mug	flagon : o o y y ; burette : d ; bottle : c m r ; mug : a a ;
decanter : e e ; jug : o r o r ; burette : m v f m ; cup : b ; SEPARATE shift burette before cup	decanter : e e ; jug : o r o r ; burette : m v f m ; cup : b ;
flagon : v ; decanter : b d o ; flask : g g r f ; jug : p v d d p v ; SEPARATE shift jug before flask	flagon : v ; decanter : b d o ; jug : p v d d p v ; flask : g g r f ;
thermos : v v ; beaker : o o v ; SEPARATE double thermos	thermos : v v v v ; beaker : o o v ;
canister : m c ; beaker : v ; flask : h e p e ; jug : r ; SEPARATE shift canister after jug	beaker : v ; flask : h e p e ; jug : r ; canister : m c ;
thermos : y y ; bottle : p d d p ; SEPARATE destroy thermos	bottle : p d d p ;
glass : y y r h h ; flask : h p p m m h ; SEPARATE filter flask	glass : y y r h h ; flask : h h p p m m ;
cup : v ; burette : y c f c y ; pitcher : o e ; SEPARATE empty burette	cup : v ; burette : _ ; pitcher : o e ;
burette : p p ; cup : b p ; SEPARATE shift burette after cup	cup : b p ; burette : p p ;
jug : g f d g f d ; beaker : v ; SEPARATE empty jug	jug : _ ; beaker : v ;
flagon : y c c y ; urn : v v g g ; glass : a y ; cup : y m m e e y ; SEPARATE create burette	flagon : y c c y ; urn : v v g g ; glass : a y ; cup : y m m e e y ; burette : _ ;
decanter : d d ; vessel : a a ; SEPARATE double vessel	decanter : d d ; vessel : a a a a ;
beaker : o ; vessel : v r ; SEPARATE double vessel	beaker : o ; vessel : v r v r ;
burette : p p e e ; glass : y h h g y ; SEPARATE shift burette after glass	glass : y h h g y ; burette : p p e e ;
jar : b y y b ; bottle : c f c ; thermos : f ; SEPARATE unmix jar	jar : b b ; jar : y y ; bottle : c f c ; thermos : f ;
cup : m r d d ; jar : m f f m ; urn : y e y ; beaker : d m m ; SEPARATE empty jar	cup : m r d d ; jar : _ ; urn : y e y ; beaker : d m m ;
flagon : m m ; cup : d y d ; SEPARATE unmix flagon	flagon : m m ; cup : d y d ;
bottle : m m ; decanter : o o r r ; canister : y m m p ; urn : y ; SEPARATE shift bottle before urn	decanter : o o r r ; canister : y m m p ; bottle : m m ; urn : y ;
bottle : c c v f v ; vessel : r c r ; beaker : p h p y ; jug : e ; SEPARATE double jug	bottle : c c v f v ; vessel : r c r ; beaker : p h p y ; jug : e e ;
cup : d ; jug : a a ; decanter : a v a ; SEPARATE unmix jug	cup : d ; jug : a a ; decanter : a v a ;
burette : d ; bottle : a h ; thermos : d d v e v e ; bottle : r r ; SEPARATE empty second bottle	burette : d ; bottle : a h ; thermos : d d v e v e ; bottle : _ ;
jar : r m m r g ; canister : d r ; thermos : b y b o y o ; decanter : g g d p ; SEPARATE destroy canister	jar : r m m r g ; thermos : b y b o y o ; decanter : g g d p ;
flagon : o v o m ; vessel : y ; flagon : f f ; canister : m a a ; SEPARATE destroy last flagon	flagon : o v o m ; vessel : y ; canister : m a a ;
pitcher : e r r m ; pitcher : f c p p f ; decanter : o o v b v ; canister : y m e e y ; SEPARATE create bottle	pitcher : e r r m ; pitcher : f c p p f ; decanter : o o v b v ; canister : y m e e y ; bottle : _ ;
mug : v g e ; jug : r o ; burette : d ; SEPARATE double mug	mug : v g e v g e ; jug : r o ; burette : d ;
burette : m m ; flagon : r b b ; SEPARATE destroy burette	flagon : r b b ;
bottle : m c m c ; jug : c ; decanter : g g p ; SEPARATE empty jug	bottle : m c m c ; jug : _ ; decanter : g g p ;
beaker : p p ; flagon : b b ; flask : r r ; canister : y g g ; SEPARATE unmix beaker	beaker : p p ; flagon : b b ; flask : r r ; canister : y g g ;
flagon : o h h m m ; jug : m v o m ; beaker : y e e ; SEPARATE double flagon	flagon : o h h m m o h h m m ; jug : m v o m ; beaker : y e e ;
flagon : e e h p h p ; vessel : e e ; glass : a a e e o ; SEPARATE filter glass	flagon : e e h p h p ; vessel : e e ; glass : a a e e o ;
urn : r b r ; bottle : g g ; pitcher : h a a ; flagon : d ; SEPARATE destroy bottle	urn : r b r ; pitcher : h a a ; flagon : d ;
flagon : b a a m ; flask : r m r m b b ; pitcher : b d ; SEPARATE create jar	flagon : b a a m ; flask : r m r m b b ; pitcher : b d ; jar : _ ;
vessel : a f c f a ; glass : b ; flagon : d d y o ; burette : h d y h ; SEPARATE create cup	vessel : a f c f a ; glass : b ; flagon : d d y o ; burette : h d y h ; cup : _ ;
vessel : v a a ; mug : r ; burette : y ; SEPARATE double burette	vessel : v a a ; mug : r ; burette : y y ;
urn : v ; decanter : g ; beaker : e c d e d ; flask : v f a ; SEPARATE destroy decanter	urn : v ; beaker : e c d e d ; flask : v f a ;
thermos : g g f f ; thermos : b ; SEPARATE destroy first thermos	thermos : b ;
jar : b b m ; mug : r c o c ; thermos : m v c c v ; SEPARATE empty mug	jar : b b m ; mug : _ ; thermos : m v c c v ;
beaker : p p ; mug : y v v g ; bottle : v ; SEPARATE shift bottle after mug	beaker : p p ; mug : y v v g ; bottle : v ;
cup : h ; canister : d r r d ; jar : m c m h ; SEPARATE unmix canister	cup : h ; canister : d d ; canister : r r ; jar : m c m h ;
vessel : p m p ; decanter : o a a r o ; urn : m ; flask : m ; SEPARATE create pitcher	vessel : p m p ; decanter : o a a r o ; urn : m ; flask : m ; pitcher : _ ;
flagon : a r a r ; jug : c f g c ; SEPARATE double flagon	flagon : a r a r a r a r ; jug : c f g c ;
beaker : b e b g e ; jar : a ; canister : g ; SEPARATE destroy beaker	jar : a ; canister : g ;
bottle : p m o o p ; pitcher : h f ; beaker : v r v ; glass : a a ; SEPARATE destroy beaker	bottle : p m o o p ; pitcher : h f ; glass : a a ;
vessel : c ; jug : d v a d ; urn : y e e b ; mug : p p ; SEPARATE double urn	vessel : c ; jug : d v a d ; urn : y e e b y e e b ; mug : p p ;
vessel : c p p d ; jar : e f b b e ; burette : b p y p ; cup : r p r c ; SEPARATE empty vessel	vessel : _ ; jar : e f b b e ; burette : b p y p ; cup : r p r c ;
mug : y y ; vessel : d d ; cup : o ; thermos : v c d d ; SEPARATE unmix mug	mug : y y ; vessel : d d ; cup : o ; thermos : v c d d ;
thermos : h f h ; bottle : h h ; vessel : h a h g ; SEPARATE empty bottle	thermos : h f h ; bottle : _ ; vessel : h a h g ;
thermos : f ; canister : v c ; SEPARATE unmix canister	thermos : f ; canister : v ; canister : c ;
vessel : e m m ; decanter : o c f c ; pitcher : m g g ; SEPARATE unmix vessel	vessel : e ; vessel : m m ; decanter : o c f c ; pitcher : m g g ;
beaker : o p o p ; decanter : h h ; beaker : h c c y h ; SEPARATE destroy first beaker	decanter : h h ; beaker : h c c y h ;
urn : r d y ; glass : f v v ; mug : e a a g g ; SEPARATE filter glass	urn : r d y ; glass : f v v ; mug : e a a g g ;
pitcher : a a ; pitcher : r ; jug : r r y ; SEPARATE shift jug after first pitcher	pitcher : a a ; jug : r r y ; pitcher : r ;
jar : y y ; burette : h o ; burette : b g b g ; beaker : r r b b ; SEPARATE destroy beaker	jar : y y ; burette : h o ; burette : b g b g ;
pitcher : f b ; decanter : m a a m ; pitcher : a p h ; SEPARATE empty decanter	pitcher : f b ; decanter : _ ; pitcher : a p h ;
bottle : e e f f ; flagon : d d ; SEPARATE filter bottle	bottle : e e f f ; flagon : d d ;
flask : y e m m e y ; mug : m ; thermos : m ; SEPARATE double mug	flask : y e m m e y ; mug : m m ; thermos : m ;
vessel : v v h d ; beaker : p a y a ; jar : m ; SEPARATE filter beaker	vessel : v v h d ; beaker : p a a y ; jar : m ;
jar : v f d d f ; pitcher : e ; flask : e e b b o ; SEPARATE destroy jar	pitcher : e ; flask : e e b b o ;
beaker : a c a g ; glass : a h h ; SEPARATE shift glass after beaker	beaker : a c a g ; glass : a h h ;
canister : h m p p ; bottle : v o o ; SEPARATE empty canister	canister : _ ; bottle : v o o ;
urn : a d ; glass : e e m m b b ; SEPARATE shift glass before urn	glass : e e m m b b ; urn : a d ;
flagon : o f f ; vessel : a r r ; SEPARATE filter vessel	flagon : o f f ; vessel : a r r ;
beaker : c a a c ; flagon : m m ; SEPARATE destroy flagon	beaker : c a a c ;
urn : m ; decanter : c a c h ; decanter : y m r m ; decanter : b ; SEPARATE shift urn after last decanter	decanter : c a c h ; decanter : y m r m ; decanter : b ; urn : m ;
cup : v m v ; pitcher : d f d ; canister : r e e ; bottle : e a ; SEPARATE shift canister after pitcher	cup : v m v ; pitcher : d f d ; canister : r e e ; bottle : e a ;
pitcher : e p c ; flagon : o g g d ; flagon : a a ; flask : r ; SEPARATE shift first flagon after flask	pitcher : e p c ; flagon : a a ; flask : r ; flagon : o g g d ;
bottle : v v ; flask : r v o v o ; jug : r v p p v r ; mug : v d e d e v ; SEPARATE empty jug	bottle : v v ; flask : r v o v o ; jug : _ ; mug : v d e d e v ;
pitcher : e e ; glass : g v g v m ; bottle : y g o o g y ; SEPARATE create pitcher	pitcher : e e ; glass : g v g v m ; bottle : y g o o g y ; pitcher : _ ;
jar : h ; vessel : m m ; mug : y ; SEPARATE filter jar	jar : h ; vessel : m m ; mug : y ;
urn : b ; decanter : o o f ; SEPARATE double urn	urn : b b ; decanter : o o f ;
jug : o a o ; jar : p v v ; cup : d d m b b ; canister : h h ; SEPARATE create decanter	jug : o a o ; jar : p v v ; cup : d d m b b ; canister : h h ; decanter : _ ;
cup : g g ; cup : p ; flask : d y m d ; cup : a a ; SEPARATE unmix second cup	cup : g g ; cup : p ; flask : d y m d ; cup : a a ;
burette : b a a b ; flask : e e m ; beaker : p p e ; canister : m ; SEPARATE empty burette	burette : _ ; flask : e e m ; beaker : p p e ; canister : m ;
mug : o ; pitcher : c c v f v ; SEPARATE filter mug	mug : o ; pitcher : c c v f v ;
flagon : p p e c e ; urn : v ; SEPARATE unmix urn	flagon : p p e c e ; urn : v ;
beaker : d y d y f ; cup : v c a ; SEPARATE filter beaker	beaker : d d y y f ; cup : v c a ;
thermos : e e ; canister : a p ; bottle : f a f a ; beaker : v o v g ; SEPARATE destroy bottle	thermos : e e ; canister : a p ; beaker : v o v g ;
beaker : f f d m d ; flask : r v m r v m ; thermos : d m d e ; pitcher : d ; SEPARATE unmix beaker	beaker : f f ; beaker : d d ; beaker : m ; flask : r v m r v m ; thermos : d m d e ; pitcher : d ;
pitcher : d ; mug : e h c h c ; beaker : y y e e g g ; flagon : f f p g g p ; SEPARATE shift flagon before mug	pitcher : d ; flagon : f f p g g p ; mug : e h c h c ; beaker : y y e e g g ;
bottle : h c g ; jar : b v g b v ; vessel : d ; pitcher : e v v e ; SEPARATE filter vessel	bottle : h c g ; jar : b v g b v ; vessel : d ; pitcher : e v v e ;
urn : r m r ; flagon : c ; vessel : r r g f g ; flask : h h b ; SEPARATE create thermos	urn : r m r ; flagon : c ; vessel : r r g f g ; flask : h h b ; thermos : _ ;
canister : g v m v ; thermos : h h ; cup : b c e e b ; SEPARATE filter canister	canister : g v v m ; thermos : h h ; cup : b c e e b ;
burette : h p h p ; cup : y ; SEPARATE unmix cup	burette : h p h p ; cup : y ;
mug : o o ; jar : c c m p m p ; SEPARATE empty jar	mug : o o ; jar : _ ;
jar : g d y y d g ; jug : v ; burette : d d f v v ; SEPARATE destroy jar	jug : v ; burette : d d f v v ;
glass : b y v y ; urn : m c m c ; urn : a ; SEPARATE create pitcher	glass : b y v y ; urn : m c m c ; urn : a ; pitcher : _ ;
glass : o a f f ; glass : g a r a ; bottle : p p b ; SEPARATE shift bottle before last glass	glass : o a f f ; bottle : p p b ; glass : g a r a ;
bottle : r r a c c ; flagon : r d d ; thermos : p e p ; glass : e m e ; SEPARATE create bottle	bottle : r r a c c ; flagon : r d d ; thermos : p e p ; glass : e m e ; bottle : _ ;
beaker : b m ; flask : m m a h ; bottle : d y d ; SEPARATE shift beaker before flask	beaker : b m ; flask : m m a h ; bottle : d y d ;
bottle : a a ; pitcher : e g m ; burette : o y o ; cup : f f e v e v ; SEPARATE create pitcher	bottle : a a ; pitcher : e g m ; burette : o y o ; cup : f f e v e v ; pitcher : _ ;
thermos : d e e ; jar : m g ; burette : m m ; pitcher : c c ; SEPARATE destroy burette	thermos : d e e ; jar : m g ; pitcher : c c ;
beaker : g g ; mug : v v b ; burette : e e m a m ; vessel : c b b c r ; SEPARATE empty burette	beaker : g g ; mug : v v b ; burette : _ ; vessel : c b b c r ;
urn : d p p m d ; pitcher : r r ; bottle : b h b y ; flagon : g g ; SEPARATE destroy pitcher	urn : d p p m d ; bottle : b h b y ; flagon : g g ;
decanter : e e d a a ; mug : c v v c y y ; vessel : h r a a ; thermos : a a ; SEPARATE shift vessel before mug	decanter : e e d a a ; vessel : h r a a ; mug : c v v c y y ; thermos : a a ;
urn : o e b e b ; vessel : c c ; pitcher : e ; flask : a f f ; SEPARATE filter pitcher	urn : o e b e b ; vessel : c c ; pitcher : e ; flask : a f f ;
pitcher : a h e h a ; thermos : g g y h ; jar : a g g b b ; thermos : e d o d e ; SEPARATE filter second thermos	pitcher : a h e h a ; thermos : g g y h ; jar : a g g b b ; thermos : e e d d o ;
jar : p r p e e ; beaker : b y y a b a ; vessel : v p v h p ; SEPARATE empty jar	jar : _ ; beaker : b y y a b a ; vessel : v p v h p ;
bottle : b b p p r ; thermos : p m m ; SEPARATE shift thermos after bottle	bottle : b b p p r ; thermos : p m m ;
burette : f d m f ; jug : e e f ; burette : g d g d r r ; SEPARATE unmix last burette	burette : f d m f ; jug : e e f ; burette : g g ; burette : d d ; burette : r r ;
glass : d b b ; mug : v o o h ; SEPARATE double mug	glass : d b b ; mug : v o o h v o o h ;
flagon : c y ; decanter : a ; SEPARATE unmix flagon	flagon : c ; flagon : y ; decanter : a ;
burette : h ; pitcher : d a p p ; SEPARATE create decanter	burette : h ; pitcher : d a p p ; decanter : _ ;
canister : y ; decanter : b ; SEPARATE destroy decanter	canister : y ;
canister : f f ; canister : c c ; SEPARATE destroy first canister	canister : c c ;
thermos : f f ; burette : p p f f ; burette : y y ; SEPARATE filter first burette	thermos : f f ; burette : p p f f ; burette : y y ;
cup : m o p o m ; burette : f a f ; SEPARATE filter cup	cup : m m o o p ; burette : f a f ;
flask : p y p y ; urn : r r g ; flagon : e ; SEPARATE unmix urn	flask : p y p y ; urn : r r ; urn : g ; flagon : e ;
urn : r d r b ; jar : p p ; pitcher : d ; SEPARATE shift urn after jar	jar : p p ; urn : r d r b ; pitcher : d ;
canister : v r e v ; decanter : b ; urn : p e e h ; pitcher : b b ; SEPARATE unmix canister	canister : v v ; canister : r ; canister : e ; decanter : b ; urn : p e e h ; pitcher : b b ;
mug : y ; beaker : r d d a ; cup : y y f f ; SEPARATE empty beaker	mug : y ; beaker : _ ; cup : y y f f ;
urn : e ; thermos : y o y ; SEPARATE double thermos	urn : e ; thermos : y o y y o y ;
jar : r ; jug : m m a a v ; SEPARATE create decanter	jar : r ; jug : m m a a v ; decanter : _ ;
vessel : f p p f ; decanter : h h o d d ; mug : y y p p ; SEPARATE destroy decanter	vessel : f p p f ; mug : y y p p ;
flask : p b b p o ; canister : d f h f h ; SEPARATE shift flask before canister	flask : p b b p o ; canister : d f h f h ;
urn : d ; beaker : p d d ; SEPARATE destroy beaker	urn : d ;
vessel : m o o a a ; cup : a b b a ; burette : y y ; jar : o d o f f ; SEPARATE empty vessel	vessel : _ ; cup : a b b a ; burette : y y ; jar : o d o f f ;
cup : h b h ; bottle : y v h h y v ; canister : g d g ; vessel : h p p h ; SEPARATE double cup	cup : h b h h b h ; bottle : y v h h y v ; canister : g d g ; vessel : h p p h ;
flagon : d y o o ; thermos : y f h y f h ; burette : a a y ; glass : m ; SEPARATE empty glass	flagon : d y o o ; thermos : y f h y f h ; burette : a a y ; glass : _ ;
beaker : p ; canister : r d h r d h ; flagon : f ; urn : d d m c m c ; SEPARATE destroy canister	beaker : p ; flagon : f ; urn : d d m c m c ;
jar : f ; glass : p h h d p ; flagon : e e b ; SEPARATE create thermos	jar : f ; glass : p h h d p ; flagon : e e b ; thermos : _ ;
decanter : h c c d ; mug : m p o p m ; thermos : y y ; vessel : a v v ; SEPARATE filter thermos	decanter : h c c d ; mug : m p o p m ; thermos : y y ; vessel : a v v ;
thermos : g g ; vessel : r h m m r ; pitcher : b b ; SEPARATE empty pitcher	thermos : g g ; vessel : r h m m r ; pitcher : _ ;
bottle : m h g ; bottle : e e ; jar : e ; thermos : f f ; SEPARATE double jar	bottle : m h g ; bottle : e e ; jar : e e ; thermos : f f ;
glass : y ; bottle : g r ; beaker : d h b ; cup : m ; SEPARATE destroy glass	bottle : g r ; beaker : d h b ; cup : m ;
cup : v v r r ; glass : m m e y ; SEPARATE unmix glass	cup : v v r r ; glass : m m ; glass : e ; glass : y ;
jar : o p ; bottle : y r h y ; cup : e f g f g ; SEPARATE shift bottle after jar	jar : o p ; bottle : y r h y ; cup : e f g f g ;
bottle : g ; mug : m f m ; SEPARATE shift bottle before mug	bottle : g ; mug : m f m ;
cup : h h ; canister : e e r h h ; SEPARATE create canister	cup : h h ; canister : e e r h h ; canister : _ ;
decanter : f o v ; jar : p ; SEPARATE empty decanter	decanter : _ ; jar : p ;
vessel : m m b ; mug : p ; bottle : f ; decanter : o m y y o m ; SEPARATE shift vessel before bottle	mug : p ; vessel : m m b ; bottle : f ; decanter : o m y y o m ;
decanter : p f ; glass : e h h e v ; beaker : p ; SEPARATE double beaker	decanter : p f ; glass : e h h e v ; beaker : p p ;
decanter : e v v ; beaker : y d ; SEPARATE filter beaker	decanter : e v v ; beaker : y d ;
pitcher : h p p ; bottle : m r r ; vessel : c a h ; bottle : m f g g ; SEPARATE double pitcher	pitcher : h p p h p p ; bottle : m r r ; vessel : c a h ; bottle : m f g g ;
canister : y g ; urn : d d ; jar : y y ; jug : r ; SEPARATE filter canister	canister : y g ; urn : d d ; jar : y y ; jug : r ;
pitcher : o d c d c o ; bottle : b b ; urn : a ; jar : v ; SEPARATE filter pitcher	pitcher : o o d d c c ; bottle : b b ; urn : a ; jar : v ;
mug : p ; urn : b m m b ; vessel : d c ; burette : p ; SEPARATE shift vessel after burette	mug : p ; urn : b m m b ; burette : p ; vessel : d c ;
pitcher : h c h e e ; flask : g v d g ; canister : a o a v ; cup : b c h c ; SEPARATE empty canister	pitcher : h c h e e ; flask : g v d g ; canister : _ ; cup : b c h c ;
flagon : a g g ; thermos : m b ; SEPARATE double flagon	flagon : a g g a g g ; thermos : m b ;
flagon : d f b d ; vessel : h ; SEPARATE filter flagon	flagon : d d f b ; vessel : h ;
beaker : b b ; jug : d d r r ; SEPARATE unmix jug	beaker : b b ; jug : d d ; jug : r r ;
decanter : m h b b m h ; jar : b f y b ; burette : o o m ; SEPARATE create canister	decanter : m h b b m h ; jar : b f y b ; burette : o o m ; canister : _ ;
jug : f d f y ; canister : c c ; SEPARATE filter jug	jug : f f d y ; canister : c c ;
flagon : p b b p ; vessel : v b b ; SEPARATE empty vessel	flagon : p b b p ; vessel : _ ;
urn : e f f ; jug : c b ; flask : b b c c ; SEPARATE double urn	urn : e f f e f f ; jug : c b ; flask : b b c c ;
jug : a a ; decanter : f f p ; SEPARATE unmix decanter	jug : a a ; decanter : f f ; decanter : p ;
jar : h g ; urn : o d r ; SEPARATE shift urn before jar	urn : o d r ; jar : h g ;
mug : f b f b y ; urn : f v c v ; SEPARATE double mug	mug : f b f b y f b f b y ; urn : f v c v ;
urn : c y f ; flask : f f e ; mug : y y ; SEPARATE shift mug after urn	urn : c y f ; mug : y y ; flask : f f e ;
decanter : g h h b g ; bottle : b ; SEPARATE create bottle	decanter : g h h b g ; bottle : b ; bottle : _ ;
glass : d h ; beaker : o ; pitcher : r m m ; SEPARATE destroy glass	beaker : o ; pitcher : r m m ;
pitcher : h h ; mug : e ; SEPARATE empty pitcher	pitcher : _ ; mug : e ;
burette : g h ; burette : r m f ; flagon : v ; cup : y y ; SEPARATE double flagon	burette : g h ; burette : r m f ; flagon : v v ; cup : y y ;
glass : c c m m ; beaker : r r ; SEPARATE shift beaker before glass	beaker : r r ; glass : c c m m ;
cup : a ; decanter : e y y ; SEPARATE unmix cup	cup : a ; decanter : e y y ;
flask : g a ; beaker : h d h d b ; thermos : r r ; SEPARATE unmix beaker	flask : g a ; beaker : h h ; beaker : d d ; beaker : b ; thermos : r r ;
flagon : d c d c ; jug : m ; jar : p o ; thermos : g a g v ; SEPARATE create burette	flagon : d c d c ; jug : m ; jar : p o ; thermos : g a g v ; burette : _ ;
glass : y p ; jar : g y g d d ; vessel : o m m ; beaker : v d ; SEPARATE create decanter	glass : y p ; jar : g y g d d ; vessel : o m m ; beaker : v d ; decanter : _ ;
mug : a a h h ; vessel : y v o ; canister : y y ; mug : v v ; SEPARATE empty second mug	mug : a a h h ; vessel : y v o ; canister : y y ; mug : _ ;
vessel : b ; decanter : h h b m b ; canister : e r e r b ; thermos : y y r b ; SEPARATE shift canister after decanter	vessel : b ; decanter : h h b m b ; canister : e r e r b ; thermos : y y r b ;
burette : c c m a a ; mug : g g ; SEPARATE destroy burette	mug : g g ;
pitcher : v v h r ; vessel : o o ; SEPARATE destroy pitcher	vessel : o o ;
mug : y m r m ; cup : f ; glass : m c a a m ; SEPARATE double mug	mug : y m r m y m r m ; cup : f ; glass : m c a a m ;
mug : e ; pitcher : c e e c ; burette : m m c ; SEPARATE filter burette	mug : e ; pitcher : c e e c ; burette : m m c ;
flask : c c p p ; glass : v v g r ; pitcher : p p v ; thermos : f f ; SEPARATE shift glass after pitcher	flask : c c p p ; pitcher : p p v ; glass : v v g r ; thermos : f f ;
jug : h d e ; flask : d o a d o ; canister : p p ; canister : f ; SEPARATE create glass	jug : h d e ; flask : d o a d o ; canister : p p ; canister : f ; glass : _ ;
flagon : a f o ; canister : f ; flagon : o o ; beaker : o h h ; SEPARATE unmix first flagon	flagon : a ; flagon : f ; flagon : o ; canister : f ; flagon : o o ; beaker : o h h ;
burette : e v d d ; urn : d ; bottle : m m v r r ; SEPARATE empty bottle	burette : e v d d ; urn : d ; bottle : _ ;
vessel : h h a e a ; burette : a ; flask : a ; decanter : c ; SEPARATE shift decanter before vessel	decanter : c ; vessel : h h a e a ; burette : a ; flask : a ;
cup : p p h ; bottle : e e ; glass : g v ; SEPARATE shift bottle before glass	cup : p p h ; bottle : e e ; glass : g v ;
jar : m c c ; flagon : e e o ; mug : o r o ; SEPARATE shift jar before mug	flagon : e e o ; jar : m c c ; mug : o r o ;
thermos : p o ; flagon : c c ; SEPARATE destroy flagon	thermos : p o ;
flask : r y r a ; burette : m ; flagon : v v ; SEPARATE filter burette	flask : r y r a ; burette : m ; flagon : v v ;
glass : g e e a g ; decanter : f f e y ; decanter : g ; canister : b b h c h c ; SEPARATE unmix glass	glass : g g ; glass : e e ; glass : a ; decanter : f f e y ; decanter : g ; canister : b b h c h c ;
vessel : y g ; jug : f f ; urn : r r e ; SEPARATE unmix jug	vessel : y g ; jug : f f ; urn : r r e ;
vessel : c ; jug : h ; SEPARATE unmix jug	vessel : c ; jug : h ;
beaker : b o o ; decanter : h h ; urn : d b d b p ; SEPARATE destroy beaker	decanter : h h ; urn : d b d b p ;
canister : g g c c ; vessel : c c ; SEPARATE empty canister	canister : _ ; vessel : c c ;
beaker : e o f e ; flagon : m m ; SEPARATE create jug	beaker : e o f e ; flagon : m m ; jug : _ ;
jug : b d ; mug : d f f m d ; SEPARATE filter mug	jug : b d ; mug : d d f f m ;
