Input	Output
beaker : h p r h ; beaker : c m c m ; SEPARATE unmix second beaker	beaker : h p r h ; beaker : c c ; beaker : m m ;
mug : y ; mug : e a m e ; SEPARATE unmix first mug	mug : y ; mug : e a m e ;
jar : f g g ; cup : c e ; jar : p o o p ; SEPARATE unmix cup	jar : f g g ; cup : c ; cup : e ; jar : p o o p ;
canister : d d h h y y ; bottle : g g a ; vessel : y v v ; SEPARATE unmix bottle	canister : d d h h y y ; bottle : g g ; bottle : a ; vessel : y v v ;
beaker : g ; flagon : b ; thermos : p p ; canister : e e h m ; SEPARATE unmix thermos	beaker : g ; flagon : b ; thermos : p p ; canister : e e h m ;
decanter : h ; jug : a e a ; SEPARATE unmix decanter	decanter : h ; jug : a e a ;
decanter : b v b ; decanter : o v a o ; SEPARATE unmix second decanter	decanter : b v b ; decanter : o o ; decanter : v ; decanter : a ;
canister : e e r ; cup : b m v b v ; mug : m e f e ; beaker : p m r m r p ; SEPARATE unmix beaker	canister : e e r ; cup : b m v b v ; mug : m e f e ; beaker : p p ; beaker : m m ; beaker : r r ;
beaker : o o ; cup : c g c ; SEPARATE unmix cup	beaker : o o ; cup : c c ; cup : g ;
jug : m b m b y y ; pitcher : r ; canister : r g a a g ; SEPARATE unmix canister	jug : m b m b y y ; pitcher : r ; canister : r ; canister : g g ; canister : a a ;
flask : c c ; bottle : e b b ; thermos : d ; thermos : r h r ; SEPARATE unmix second thermos	flask : c c ; bottle : e b b ; thermos : d ; thermos : r r ; thermos : h ;
bottle : e e ; beaker : v a f v a ; canister : m v m ; bottle : f g f g y ; SEPARATE unmix beaker	bottle : e e ; beaker : v v ; beaker : a a ; beaker : f ; canister : m v m ; bottle : f g f g y ;
thermos : g ; canister : a a f f ; cup : r r ; cup : y c b b ; SEPARATE unmix thermos	thermos : g ; canister : a a f f ; cup : r r ; cup : y c b b ;
thermos : y y m ; bottle : e g g f ; flask : g g ; SEPARATE unmix flask	thermos : y y m ; bottle : e g g f ; flask : g g ;
jar : y y ; mug : f o m o ; SEPARATE unmix mug	jar : y y ; mug : f ; mug : o o ; mug : m ;
cup : h d h ; glass : g g ; thermos : v o o a ; burette : d b ; SEPARATE unmix burette	cup : h d h ; glass : g g ; thermos : v o o a ; burette : d ; burette : b ;
urn : c ; flagon : f f ; bottle : g ; SEPARATE unmix urn	urn : c ; flagon : f f ; bottle : g ;
jug : v v o ; vessel : c y y m m ; mug : c h y y c h ; beaker : b ; SEPARATE unmix beaker	jug : v v o ; vessel : c y y m m ; mug : c h y y c h ; beaker : b ;
flagon : b v v b ; jug : f f b b ; thermos : v ; jug : v c ; SEPARATE unmix last jug	flagon : b v v b ; jug : f f b b ; thermos : v ; jug : v ; jug : c ;
jug : p f p ; canister : d m ; jug : m m ; SEPARATE unmix canister	jug : p f p ; canister : d ; canister : m ; jug : m m ;
glass : y y a ; vessel : o o h ; canister : a a ; SEPARATE unmix vessel	glass : y y a ; vessel : o o ; vessel : h ; canister : a a ;
urn : y ; urn : v b ; flagon : v f b f v ; cup : y h p ; SEPARATE unmix cup	urn : y ; urn : v b ; flagon : v f b f v ; cup : y ; cup : h ; cup : p ;
burette : y b ; canister : d d h g ; flask : r g m ; jug : c r f ; SEPARATE unmix canister	burette : y b ; canister : d d ; canister : h ; canister : g ; flask : r g m ; jug : c r f ;
flask : b v b ; vessel : o o ; SEPARATE unmix flask	flask : b b ; flask : v ; vessel : o o ;
urn : g r b b g ; decanter : a f a f ; beaker : c g b g ; decanter : c b o c ; SEPARATE unmix first decanter	urn : g r b b g ; decanter : a a ; decanter : f f ; beaker : c g b g ; decanter : c b o c ;
urn : c ; urn : v h ; cup : v v ; SEPARATE unmix second urn	urn : c ; urn : v ; urn : h ; cup : v v ;
flagon : y f f p ; beaker : d d ; burette : g e g o e ; urn : o ; SEPARATE unmix urn	flagon : y f f p ; beaker : d d ; burette : g e g o e ; urn : o ;
bottle : h h y a y ; burette : v v ; canister : o a c c a o ; decanter : e ; SEPARATE unmix bottle	bottle : h h ; bottle : y y ; bottle : a ; burette : v v ; canister : o a c c a o ; decanter : e ;
flask : p r ; glass : o r d ; bottle : v h o o ; SEPARATE unmix glass	flask : p r ; glass : o ; glass : r ; glass : d ; bottle : v h o o ;
glass : c r a c ; decanter : a o a o ; decanter : d ; bottle : y ; SEPARATE unmix second decanter	glass : c r a c ; decanter : a o a o ; decanter : d ; bottle : y ;
jug : b b a c a ; jar : d h ; thermos : c ; SEPARATE unmix jar	jug : b b a c a ; jar : d ; jar : h ; thermos : c ;
jug : a d o o a ; vessel : a a ; glass : p o p o ; SEPARATE unmix jug	jug : a a ; jug : d ; jug : o o ; vessel : a a ; glass : p o p o ;
pitcher : g m m g ; canister : g ; SEPARATE unmix canister	pitcher : g m m g ; canister : g ;
vessel : c c h ; beaker : f ; flask : a h g h ; SEPARATE unmix flask	vessel : c c h ; beaker : f ; flask : a ; flask : h h ; flask : g ;
flagon : f f ; burette : y d g ; decanter : v a ; urn : o o ; SEPARATE unmix decanter	flagon : f f ; burette : y d g ; decanter : v ; decanter : a ; urn : o o ;
decanter : a a ; jar : a d d ; mug : b e ; SEPARATE unmix mug	decanter : a a ; jar : a d d ; mug : b ; mug : e ;
decanter : g ; flagon : e g y g y ; SEPARATE unmix decanter	decanter : g ; flagon : e g y g y ;
jar : g ; mug : r ; flagon : d c c ; mug : d e e y ; SEPARATE unmix first mug	jar : g ; mug : r ; flagon : d c c ; mug : d e e y ;
glass : e e m ; beaker : a ; SEPARATE unmix glass	glass : e e ; glass : m ; beaker : a ;
cup : o ; canister : y y ; decanter : m y y h m h ; pitcher : o o ; SEPARATE unmix canister	cup : o ; canister : y y ; decanter : m y y h m h ; pitcher : o o ;
jar : f f a ; flagon : e v b e ; burette : v p p ; SEPARATE unmix flagon	jar : f f a ; flagon : e e ; flagon : v ; flagon : b ; burette : v p p ;
mug : m f c c m f ; jug : y y r r c ; flask : o ; SEPARATE unmix jug	mug : m f c c m f ; jug : y y ; jug : r r ; jug : c ; flask : o ;
flask : a ; thermos : e ; SEPARATE unmix flask	flask : a ; thermos : e ;
glass : r ; jug : b h h y ; decanter : v y v y ; SEPARATE unmix jug	glass : r ; jug : b ; jug : h h ; jug : y ; decanter : v y v y ;
cup : g o g r ; flagon : o p p e ; glass : r ; SEPARATE unmix flagon	cup : g o g r ; flagon : o ; flagon : p p ; flagon : e ; glass : r ;
decanter : e h ; flask : b b ; jar : p y p ; beaker : d ; SEPARATE unmix jar	decanter : e h ; flask : b b ; jar : p p ; jar : y ; beaker : d ;
glass : a ; urn : a d a d ; thermos : c c ; mug : o f p o p ; SEPARATE unmix thermos	glass : a ; urn : a d a d ; thermos : c c ; mug : o f p o p ;
flagon : e r e ; jar : g g ; decanter : v f f o ; vessel : d f c f ; SEPARATE unmix vessel	flagon : e r e ; jar : g g ; decanter : v f f o ; vessel : d ; vessel : f f ; vessel : c ;
thermos : b b d ; flask : c e o c o ; SEPARATE unmix thermos	thermos : b b ; thermos : d ; flask : c e o c o ;
flask : r r ; decanter : g a a ; SEPARATE unmix flask	flask : r r ; decanter : g a a ;
beaker : a a e ; bottle : e ; bottle : g a a o g ; jar : h ; SEPARATE unmix first bottle	beaker : a a e ; bottle : e ; bottle : g a a o g ; jar : h ;
cup : v a v d ; mug : c g p g ; glass : f ; canister : y r y r ; SEPARATE unmix glass	cup : v a v d ; mug : c g p g ; glass : f ; canister : y r y r ;
flask : y a p p a ; glass : b b f ; bottle : o d d ; SEPARATE unmix bottle	flask : y a p p a ; glass : b b f ; bottle : o ; bottle : d d ;
thermos : g d ; beaker : v m v m ; urn : d d e y y ; flask : r p p b r ; SEPARATE unmix urn	thermos : g d ; beaker : v m v m ; urn : d d ; urn : e ; urn : y y ; flask : r p p b r ;
vessel : d ; jug : a a ; flask : p r d d p ; jar : c c ; SEPARATE unmix jug	vessel : d ; jug : a a ; flask : p r d d p ; jar : c c ;
bottle : f e b f ; burette : r ; thermos : h f o h ; canister : y p d p y d ; SEPARATE unmix thermos	bottle : f e b f ; burette : r ; thermos : h h ; thermos : f ; thermos : o ; canister : y p d p y d ;
flagon : h h ; urn : p c p c ; SEPARATE unmix flagon	flagon : h h ; urn : p c p c ;
pitcher : f p g f ; urn : b d r r b ; SEPARATE unmix pitcher	pitcher : f f ; pitcher : p ; pitcher : g ; urn : b d r r b ;
beaker : b b ; flagon : m o m ; SEPARATE unmix flagon	beaker : b b ; flagon : m m ; flagon : o ;
glass : d d v v ; cup : v h h ; canister : b c ; mug : c ; SEPARATE unmix cup	glass : d d v v ; cup : v ; cup : h h ; canister : b c ; mug : c ;
canister : m a m ; urn : f h h ; flask : d ; SEPARATE unmix urn	canister : m a m ; urn : f ; urn : h h ; flask : d ;
canister : r r ; glass : r a r ; bottle : a a f o ; SEPARATE unmix canister	canister : r r ; glass : r a r ; bottle : a a f o ;
mug : p m m o ; glass : r r ; jug : b y ; SEPARATE unmix jug	mug : p m m o ; glass : r r ; jug : b ; jug : y ;
urn : b v ; thermos : a ; bottle : b ; SEPARATE unmix urn	urn : b ; urn : v ; thermos : a ; bottle : b ;
thermos : h h d ; jar : g g p b b ; urn : o b ; SEPARATE unmix urn	thermos : h h d ; jar : g g p b b ; urn : o ; urn : b ;
canister : d r d ; pitcher : c v c v f ; SEPARATE unmix canister	canister : d d ; canister : r ; pitcher : c v c v f ;
pitcher : e a a ; jar : g m g ; thermos : r c f c f ; SEPARATE unmix jar	pitcher : e a a ; jar : g g ; jar : m ; thermos : r c f c f ;
flagon : p v v p ; thermos : r e a ; urn : c ; SEPARATE unmix urn	flagon : p v v p ; thermos : r e a ; urn : c ;
thermos : m y y d m ; jar : f o f ; beaker : g g a v ; SEPARATE unmix thermos	thermos : m m ; thermos : y y ; thermos : d ; jar : f o f ; beaker : g g a v ;
urn : c g c ; urn : g g ; bottle : d o ; vessel : m g e ; SEPARATE unmix first urn	urn : c c ; urn : g ; urn : g g ; bottle : d o ; vessel : m g e ;
glass : g a g ; mug : o o e y y ; flask : a v v o ; SEPARATE unmix flask	glass : g a g ; mug : o o e y y ; flask : a ; flask : v v ; flask : o ;
cup : p f p ; mug : p m e ; SEPARATE unmix cup	cup : p p ; cup : f ; mug : p m e ;
jar : r f d r ; jug : d d b f ; vessel : m m ; flask : f b ; SEPARATE unmix flask	jar : r f d r ; jug : d d b f ; vessel : m m ; flask : f ; flask : b ;
flagon : m g m p ; mug : m ; urn : f e o f ; SEPARATE unmix urn	flagon : m g m p ; mug : m ; urn : f f ; urn : e ; urn : o ;
flagon : r ; pitcher : m b g m ; SEPARATE unmix pitcher	flagon : r ; pitcher : m m ; pitcher : b ; pitcher : g ;
flask : a a g ; vessel : b b h g h ; SEPARATE unmix vessel	flask : a a g ; vessel : b b ; vessel : h h ; vessel : g ;
canister : m m h h ; jug : d o d o ; SEPARATE unmix jug	canister : m m h h ; jug : d d ; jug : o o ;
glass : o y d d ; thermos : d p d p b b ; SEPARATE unmix thermos	glass : o y d d ; thermos : d d ; thermos : p p ; thermos : b b ;
bottle : e h ; bottle : b h h ; jug : f ; thermos : y y f ; SEPARATE unmix jug	bottle : e h ; bottle : b h h ; jug : f ; thermos : y y f ;
beaker : f ; glass : y g ; SEPARATE unmix beaker	beaker : f ; glass : y g ;
jar : c m ; glass : c y y m c m ; urn : f f r ; jar : a p a f ; SEPARATE unmix first jar	jar : c ; jar : m ; glass : c y y m c m ; urn : f f r ; jar : a p a f ;
cup : r o ; thermos : a ; pitcher : m m p ; SEPARATE unmix thermos	cup : r o ; thermos : a ; pitcher : m m p ;
mug : r r ; jug : g g ; glass : f e ; urn : e g a ; SEPARATE unmix mug	mug : r r ; jug : g g ; glass : f e ; urn : e g a ;
pitcher : f g f r g ; vessel : b ; mug : y ; SEPARATE unmix vessel	pitcher : f g f r g ; vessel : b ; mug : y ;
urn : b b ; decanter : h a ; SEPARATE unmix decanter	urn : b b ; decanter : h ; decanter : a ;
vessel : v g a v ; beaker : e m e ; flagon : v ; mug : f p p ; SEPARATE unmix flagon	vessel : v g a v ; beaker : e m e ; flagon : v ; mug : f p p ;
jug : b o b r r ; cup : d ; beaker : h d d ; urn : d f d ; SEPARATE unmix urn	jug : b o b r r ; cup : d ; beaker : h d d ; urn : d d ; urn : f ;
vessel : p c ; vessel : f f ; vessel : e e b a b ; vessel : p p r ; SEPARATE unmix second vessel	vessel : p c ; vessel : f f ; vessel : e e b a b ; vessel : p p r ;
flagon : c m ; mug : m y v y v ; SEPARATE unmix mug	flagon : c m ; mug : m ; mug : y y ; mug : v v ;
glass : h ; bottle : e ; flagon : r r v ; SEPARATE unmix flagon	glass : h ; bottle : e ; flagon : r r ; flagon : v ;
mug : r m r m ; decanter : a b m b a m ; vessel : d ; mug : o h h e e ; SEPARATE unmix first mug	mug : r r ; mug : m m ; decanter : a b m b a m ; vessel : d ; mug : o h h e e ;
flask : v ; decanter : a r r m a ; flask : f y d f d ; pitcher : e p g e ; SEPARATE unmix pitcher	flask : v ; decanter : a r r m a ; flask : f y d f d ; pitcher : e e ; pitcher : p ; pitcher : g ;
jar : o ; canister : o o ; cup : y y ; flask : b f f b ; SEPARATE unmix flask	jar : o ; canister : o o ; cup : y y ; flask : b b ; flask : f f ;
jar : e r y ; decanter : r r f g ; SEPARATE unmix decanter	jar : e r y ; decanter : r r ; decanter : f ; decanter : g ;
beaker : a e a e ; pitcher : p h y p ; canister : f r f r ; SEPARATE unmix beaker	beaker : a a ; beaker : e e ; pitcher : p h y p ; canister : f r f r ;
glass : b r o r ; jar : d d ; jar : c f f c ; thermos : r r p ; SEPARATE unmix thermos	glass : b r o r ; jar : d d ; jar : c f f c ; thermos : r r ; thermos : p ;
cup : o o ; canister : y d a d ; SEPARATE unmix cup	cup : o o ; canister : y d a d ;
mug : o o ; jug : v v ; vessel : p y h y p ; SEPARATE unmix mug	mug : o o ; jug : v v ; vessel : p y h y p ;
jar : e y o e o y ; beaker : c c ; SEPARATE unmix beaker	jar : e y o e o y ; beaker : c c ;
pitcher : a a d ; canister : v v o o ; SEPARATE unmix pitcher	pitcher : a a ; pitcher : d ; canister : v v o o ;
flask : b b ; bottle : b a o ; SEPARATE unmix flask	flask : b b ; bottle : b a o ;
vessel : y y ; pitcher : m c h ; SEPARATE unmix pitcher	vessel : y y ; pitcher : m ; pitcher : c ; pitcher : h ;
jug : d e y d y ; beaker : e ; bottle : f h p h f ; SEPARATE unmix bottle	jug : d e y d y ; beaker : e ; bottle : f f ; bottle : h h ; bottle : p ;
canister : g ; flagon : d v v ; decanter : p e b p ; pitcher : r g g ; SEPARATE unmix canister	canister : g ; flagon : d v v ; decanter : p e b p ; pitcher : r g g ;
bottle : b m b ; burette : b p b p ; beaker : a ; SEPARATE unmix burette	bottle : b m b ; burette : b b ; burette : p p ; beaker : a ;
cup : e e m f f ; jar : e e ; SEPARATE unmix jar	cup : e e m f f ; jar : e e ;
burette : c o ; canister : b b ; decanter : o o ; beaker : b b ; SEPARATE unmix decanter	burette : c o ; canister : b b ; decanter : o o ; beaker : b b ;
beaker : y y e h h ; burette : c c r r y ; urn : g e g e ; SEPARATE unmix urn	beaker : y y e h h ; burette : c c r r y ; urn : g g ; urn : e e ;
mug : a ; canister : p g p g r ; canister : m m ; mug : g b g b ; SEPARATE unmix second mug	mug : a ; canister : p g p g r ; canister : m m ; mug : g g ; mug : b b ;
mug : b b ; decanter : h ; mug : f a c a ; bottle : a d a ; SEPARATE unmix decanter	mug : b b ; decanter : h ; mug : f a c a ; bottle : a d a ;
beaker : c r c p ; bottle : g p ; SEPARATE unmix beaker	beaker : c c ; beaker : r ; beaker : p ; bottle : g p ;
flagon : g b d b d ; glass : m ; SEPARATE unmix flagon	flagon : g ; flagon : b b ; flagon : d d ; glass : m ;
pitcher : h r r ; burette : v d d v ; burette : c ; jug : d e c e ; SEPARATE unmix pitcher	pitcher : h ; pitcher : r r ; burette : v d d v ; burette : c ; jug : d e c e ;
burette : g g v ; mug : p a a ; glass : e c e o ; SEPARATE unmix mug	burette : g g v ; mug : p ; mug : a a ; glass : e c e o ;
thermos : y ; glass : h a ; SEPARATE unmix glass	thermos : y ; glass : h ; glass : a ;
canister : e ; bottle : r r v h ; SEPARATE unmix canister	canister : e ; bottle : r r v h ;
pitcher : r d m d r ; bottle : p f a f a p ; SEPARATE unmix bottle	pitcher : r d m d r ; bottle : p p ; bottle : f f ; bottle : a a ;
canister : a a ; thermos : d c d ; SEPARATE unmix canister	canister : a a ; thermos : d c d ;
urn : r r ; glass : f ; flagon : f h a h f a ; SEPARATE unmix flagon	urn : r r ; glass : f ; flagon : f f ; flagon : h h ; flagon : a a ;
burette : a ; jug : p o o a a ; beaker : e d ; SEPARATE unmix beaker	burette : a ; jug : p o o a a ; beaker : e ; beaker : d ;
flask : c f ; cup : g e m ; canister : h y h y ; pitcher : h r h r v ; SEPARATE unmix pitcher	flask : c f ; cup : g e m ; canister : h y h y ; pitcher : h h ; pitcher : r r ; pitcher : v ;
bottle : d e ; decanter : e e c b ; SEPARATE unmix decanter	bottle : d e ; decanter : e e ; decanter : c ; decanter : b ;
vessel : f c o ; flask : g o g f ; mug : h h o r ; cup : a p c c a ; SEPARATE unmix mug	vessel : f c o ; flask : g o g f ; mug : h h ; mug : o ; mug : r ; cup : a p c c a ;
canister : y c c y ; mug : c ; SEPARATE unmix mug	canister : y c c y ; mug : c ;
thermos : m v c c m ; canister : a ; bottle : g c g ; SEPARATE unmix thermos	thermos : m m ; thermos : v ; thermos : c c ; canister : a ; bottle : g c g ;
glass : g e e a g ; decanter : f f e y ; decanter : g ; canister : b b h c h c ; SEPARATE unmix glass	glass : g g ; glass : e e ; glass : a ; decanter : f f e y ; decanter : g ; canister : b b h c h c ;
thermos : y y r ; glass : g b r r b ; SEPARATE unmix thermos	thermos : y y ; thermos : r ; glass : g b r r b ;
mug : p o ; flagon : d g d ; jug : v d d v ; decanter : a h d a ; SEPARATE unmix jug	mug : p o ; flagon : d g d ; jug : v v ; jug : d d ; decanter : a h d a ;
bottle : y ; cup : m f ; SEPARATE unmix bottle	bottle : y ; cup : m f ;
canister : b b f ; beaker : y g v v ; SEPARATE unmix beaker	canister : b b f ; beaker : y ; beaker : g ; beaker : v v ;
jug : b d f f b ; canister : f f r ; beaker : c g g c m ; SEPARATE unmix jug	jug : b b ; jug : d ; jug : f f ; canister : f f r ; beaker : c g g c m ;
jug : r a v v a ; mug : g ; canister : g c f ; SEPARATE unmix jug	jug : r ; jug : a a ; jug : v v ; mug : g ; canister : g c f ;
flask : r r d ; flagon : p c p ; pitcher : g b b ; SEPARATE unmix flask	flask : r r ; flask : d ; flagon : p c p ; pitcher : g b b ;
pitcher : h v h ; flagon : v r o v ; SEPARATE unmix pitcher	pitcher : h h ; pitcher : v ; flagon : v r o v ;
