Input	Output
glass : e d e ; bottle : v v ; canister : h h v ; SEPARATE unmix glass	glass : e e ; glass : d ; bottle : v v ; canister : h h v ;
decanter : o o ; flask : h h ; thermos : a d d a f ; SEPARATE unmix decanter	decanter : o o ; flask : h h ; thermos : a d d a f ;
jar : e r ; bottle : p p ; beaker : e o o ; canister : c g ; SEPARATE unmix canister	jar : e r ; bottle : p p ; beaker : e o o ; canister : c ; canister : g ;
thermos : r r ; decanter : p p ; SEPARATE unmix decanter	thermos : r r ; decanter : p p ;
flask : v a ; glass : c f y ; mug : c c ; SEPARATE unmix glass	flask : v a ; glass : c ; glass : f ; glass : y ; mug : c c ;
mug : f f y ; jug : f ; SEPARATE unmix jug	mug : f f y ; jug : f ;
glass : v h f ; flagon : g ; jug : p d p b d ; SEPARATE unmix glass	glass : v ; glass : h ; glass : f ; flagon : g ; jug : p d p b d ;
pitcher : f y y ; burette : b b f h f ; SEPARATE unmix burette	pitcher : f y y ; burette : b b ; burette : f f ; burette : h ;
bottle : g p g p ; jug : h h ; SEPARATE unmix bottle	bottle : g g ; bottle : p p ; jug : h h ;
thermos : p v v ; thermos : v ; urn : v y y o o ; SEPARATE unmix last thermos	thermos : p v v ; thermos : v ; urn : v y y o o ;
bottle : g c ; jar : g g e a ; beaker : v o a ; SEPARATE unmix beaker	bottle : g c ; jar : g g e a ; beaker : v ; beaker : o ; beaker : a ;
canister : b o b ; glass : g ; flask : r r v ; thermos : g ; SEPARATE unmix glass	canister : b o b ; glass : g ; flask : r r v ; thermos : g ;
mug : d a ; cup : c b c ; SEPARATE unmix cup	mug : d a ; cup : c c ; cup : b ;
jug : g m g m ; vessel : d ; SEPARATE unmix jug	jug : g g ; jug : m m ; vessel : d ;
burette : p p ; canister : h d h d ; SEPARATE unmix canister	burette : p p ; canister : h h ; canister : d d ;
cup : r r ; thermos : a b b a ; SEPARATE unmix thermos	cup : r r ; thermos : a a ; thermos : b b ;
flagon : r r g d ; mug : g ; burette : e e ; decanter : y y ; SEPARATE unmix flagon	flagon : r r ; flagon : g ; flagon : d ; mug : g ; burette : e e ; decanter : y y ;
flagon : d h v h v ; jug : h v c c v h ; SEPARATE unmix flagon	flagon : d ; flagon : h h ; flagon : v v ; jug : h v c c v h ;
flask : r r ; flagon : r r ; SEPARATE unmix flask	flask : r r ; flagon : r r ;
bottle : d e ; decanter : e e c b ; SEPARATE unmix decanter	bottle : d e ; decanter : e e ; decanter : c ; decanter : b ;
decanter : m ; glass : r h r h ; SEPARATE unmix decanter	decanter : m ; glass : r h r h ;
jug : r m m ; mug : c r d d ; SEPARATE unmix jug	jug : r ; jug : m m ; mug : c r d d ;
cup : g ; glass : y d c y c ; SEPARATE unmix cup	cup : g ; glass : y d c y c ;
thermos : h b e ; urn : r r ; thermos : c a a e c e ; SEPARATE unmix last thermos	thermos : h b e ; urn : r r ; thermos : c c ; thermos : a a ; thermos : e e ;
canister : g ; canister : p c p y c ; pitcher : e c e d d ; SEPARATE unmix first canister	canister : g ; canister : p c p y c ; pitcher : e c e d d ;
jug : c c ; glass : d d ; beaker : c ; flagon : m ; SEPARATE unmix jug	jug : c c ; glass : d d ; beaker : c ; flagon : m ;
vessel : a a ; glass : v ; SEPARATE unmix glass	vessel : a a ; glass : v ;
mug : g g ; glass : d ; glass : m c c ; thermos : b b a ; SEPARATE unmix thermos	mug : g g ; glass : d ; glass : m c c ; thermos : b b ; thermos : a ;
decanter : e a e ; burette : m m c ; SEPARATE unmix burette	decanter : e a e ; burette : m m ; burette : c ;
pitcher : g g ; flask : e e o m ; jug : f o f o c ; SEPARATE unmix flask	pitcher : g g ; flask : e e ; flask : o ; flask : m ; jug : f o f o c ;
cup : c ; vessel : a a p p y ; SEPARATE unmix vessel	cup : c ; vessel : a a ; vessel : p p ; vessel : y ;
thermos : h h ; decanter : g g ; canister : e d d ; SEPARATE unmix canister	thermos : h h ; decanter : g g ; canister : e ; canister : d d ;
flask : m m ; vessel : o o ; SEPARATE unmix flask	flask : m m ; vessel : o o ;
jug : a m d d ; flagon : r m m r ; SEPARATE unmix flagon	jug : a m d d ; flagon : r r ; flagon : m m ;
jug : y ; cup : e ; SEPARATE unmix cup	jug : y ; cup : e ;
beaker : f d f ; beaker : m d m d ; SEPARATE unmix last beaker	beaker : f d f ; beaker : m m ; beaker : d d ;
thermos : f e e ; jar : v v ; mug : g o ; SEPARATE unmix thermos	thermos : f ; thermos : e e ; jar : v v ; mug : g o ;
cup : g ; decanter : o m o ; urn : v ; thermos : f f ; SEPARATE unmix urn	cup : g ; decanter : o m o ; urn : v ; thermos : f f ;
flask : p p b ; canister : p y p ; SEPARATE unmix canister	flask : p p b ; canister : p p ; canister : y ;
flask : c c ; jug : c a b b ; cup : c c ; jug : b ; SEPARATE unmix cup	flask : c c ; jug : c a b b ; cup : c c ; jug : b ;
canister : h a a h ; burette : r f f p ; SEPARATE unmix burette	canister : h a a h ; burette : r ; burette : f f ; burette : p ;
urn : v v ; pitcher : m o y y o ; flask : h h ; SEPARATE unmix flask	urn : v v ; pitcher : m o y y o ; flask : h h ;
jug : c c ; jug : f d ; canister : b b ; SEPARATE unmix canister	jug : c c ; jug : f d ; canister : b b ;
jar : r h d d ; flask : e e ; SEPARATE unmix jar	jar : r ; jar : h ; jar : d d ; flask : e e ;
urn : e h e h r ; flask : b e ; bottle : d ; SEPARATE unmix bottle	urn : e h e h r ; flask : b e ; bottle : d ;
burette : o ; flagon : f ; canister : d m m ; SEPARATE unmix burette	burette : o ; flagon : f ; canister : d m m ;
canister : b b ; pitcher : y p y ; SEPARATE unmix canister	canister : b b ; pitcher : y p y ;
flagon : m r m ; jar : h m h y y ; jug : b p ; SEPARATE unmix jar	flagon : m r m ; jar : h h ; jar : m ; jar : y y ; jug : b p ;
canister : d o d ; beaker : p m m p f f ; mug : e ; SEPARATE unmix mug	canister : d o d ; beaker : p m m p f f ; mug : e ;
vessel : g g ; vessel : d b c d b ; SEPARATE unmix last vessel	vessel : g g ; vessel : d d ; vessel : b b ; vessel : c ;
canister : v ; flask : g m g d d ; burette : g ; SEPARATE unmix burette	canister : v ; flask : g m g d d ; burette : g ;
urn : y ; flask : o o a ; glass : p p ; decanter : e e o ; SEPARATE unmix decanter	urn : y ; flask : o o a ; glass : p p ; decanter : e e ; decanter : o ;
glass : o e b b ; pitcher : v e v e ; canister : d g g e ; SEPARATE unmix canister	glass : o e b b ; pitcher : v e v e ; canister : d ; canister : g g ; canister : e ;
thermos : r m m r ; bottle : d ; jug : y y c c ; SEPARATE unmix bottle	thermos : r m m r ; bottle : d ; jug : y y c c ;
mug : m m ; mug : o o ; beaker : p g g p ; SEPARATE unmix first mug	mug : m m ; mug : o o ; beaker : p g g p ;
decanter : f r ; glass : a a y ; SEPARATE unmix decanter	decanter : f ; decanter : r ; glass : a a y ;
canister : c c h h e ; jug : c c ; SEPARATE unmix jug	canister : c c h h e ; jug : c c ;
glass : b y b y ; mug : o o ; SEPARATE unmix glass	glass : b b ; glass : y y ; mug : o o ;
beaker : g c b ; burette : v v ; beaker : c d p ; SEPARATE unmix last beaker	beaker : g c b ; burette : v v ; beaker : c ; beaker : d ; beaker : p ;
vessel : o p y p y ; jug : b a a c ; jar : p d ; SEPARATE unmix jar	vessel : o p y p y ; jug : b a a c ; jar : p ; jar : d ;
urn : a a b ; vessel : o o g g ; SEPARATE unmix vessel	urn : a a b ; vessel : o o ; vessel : g g ;
bottle : d f f ; thermos : b d d ; SEPARATE unmix bottle	bottle : d ; bottle : f f ; thermos : b d d ;
flagon : b b ; cup : b b a ; SEPARATE unmix flagon	flagon : b b ; cup : b b a ;
glass : f ; burette : e c ; canister : e e ; SEPARATE unmix canister	glass : f ; burette : e c ; canister : e e ;
beaker : a a ; decanter : o h h ; SEPARATE unmix decanter	beaker : a a ; decanter : o ; decanter : h h ;
bottle : p ; bottle : m m ; SEPARATE unmix last bottle	bottle : p ; bottle : m m ;
canister : g d g ; mug : o ; SEPARATE unmix canister	canister : g g ; canister : d ; mug : o ;
decanter : p v v c ; urn : h b e b e ; SEPARATE unmix urn	decanter : p v v c ; urn : h ; urn : b b ; urn : e e ;
vessel : c e e ; beaker : v ; SEPARATE unmix beaker	vessel : c e e ; beaker : v ;
cup : c f ; jar : o h o h ; SEPARATE unmix cup	cup : c ; cup : f ; jar : o h o h ;
decanter : h h r r ; canister : f ; SEPARATE unmix decanter	decanter : h h ; decanter : r r ; canister : f ;
canister : y b ; jug : d v v d ; flask : b b p ; SEPARATE unmix canister	canister : y ; canister : b ; jug : d v v d ; flask : b b p ;
beaker : m r y m ; beaker : v v ; flask : m ; SEPARATE unmix first beaker	beaker : m m ; beaker : r ; beaker : y ; beaker : v v ; flask : m ;
beaker : d v v r r ; jar : b m m v ; SEPARATE unmix beaker	beaker : d ; beaker : v v ; beaker : r r ; jar : b m m v ;
jar : y y ; mug : f o m o ; SEPARATE unmix mug	jar : y y ; mug : f ; mug : o o ; mug : m ;
bottle : p p ; cup : v v c e ; burette : c c ; SEPARATE unmix cup	bottle : p p ; cup : v v ; cup : c ; cup : e ; burette : c c ;
jar : d e c ; bottle : e e b ; burette : p o o p m ; SEPARATE unmix burette	jar : d e c ; bottle : e e b ; burette : p p ; burette : o o ; burette : m ;
vessel : a ; pitcher : p a ; urn : h ; SEPARATE unmix vessel	vessel : a ; pitcher : p a ; urn : h ;
cup : a ; decanter : e y y ; SEPARATE unmix cup	cup : a ; decanter : e y y ;
jug : d e y d y ; beaker : e ; bottle : f h p h f ; SEPARATE unmix bottle	jug : d e y d y ; beaker : e ; bottle : f f ; bottle : h h ; bottle : p ;
jar : f o g ; mug : d d ; jar : c c ; flask : m ; SEPARATE unmix last jar	jar : f o g ; mug : d d ; jar : c c ; flask : m ;
flask : m r ; thermos : e r y r ; decanter : a a v ; SEPARATE unmix decanter	flask : m r ; thermos : e r y r ; decanter : a a ; decanter : v ;
decanter : b y y r r ; jar : r r ; bottle : p a a p ; SEPARATE unmix decanter	decanter : b ; decanter : y y ; decanter : r r ; jar : r r ; bottle : p a a p ;
flagon : r r ; bottle : f f o ; thermos : b e e ; SEPARATE unmix bottle	flagon : r r ; bottle : f f ; bottle : o ; thermos : b e e ;
jug : b b a c a ; jar : d h ; thermos : c ; SEPARATE unmix jar	jug : b b a c a ; jar : d ; jar : h ; thermos : c ;
cup : p p d ; bottle : d m d ; jar : a a v ; SEPARATE unmix bottle	cup : p p d ; bottle : d d ; bottle : m ; jar : a a v ;
flagon : c c ; bottle : f f ; jar : d o o d c c ; SEPARATE unmix bottle	flagon : c c ; bottle : f f ; jar : d o o d c c ;
jug : h h y g g ; beaker : d ; SEPARATE unmix beaker	jug : h h y g g ; beaker : d ;
burette : e a a r r ; urn : g g h c h ; glass : o ; SEPARATE unmix urn	burette : e a a r r ; urn : g g ; urn : h h ; urn : c ; glass : o ;
jar : g d g d m m ; thermos : r r d ; SEPARATE unmix jar	jar : g g ; jar : d d ; jar : m m ; thermos : r r d ;
decanter : b ; jug : d d h h ; glass : c c ; SEPARATE unmix jug	decanter : b ; jug : d d ; jug : h h ; glass : c c ;
vessel : e d ; pitcher : b b ; jug : c ; SEPARATE unmix jug	vessel : e d ; pitcher : b b ; jug : c ;
mug : c y d y ; glass : h h ; beaker : m d d ; SEPARATE unmix mug	mug : c ; mug : y y ; mug : d ; glass : h h ; beaker : m d d ;
canister : f f ; jug : f ; jug : v ; jar : h ; SEPARATE unmix first jug	canister : f f ; jug : f ; jug : v ; jar : h ;
flagon : o o ; mug : m ; SEPARATE unmix mug	flagon : o o ; mug : m ;
mug : c g c ; jug : m c e m ; SEPARATE unmix mug	mug : c c ; mug : g ; jug : m c e m ;
bottle : m ; pitcher : g g ; SEPARATE unmix pitcher	bottle : m ; pitcher : g g ;
decanter : b b ; flagon : f e ; flask : f f b r ; SEPARATE unmix decanter	decanter : b b ; flagon : f e ; flask : f f b r ;
burette : o a a ; flagon : f r f ; mug : f m m ; SEPARATE unmix mug	burette : o a a ; flagon : f r f ; mug : f ; mug : m m ;
beaker : b ; vessel : v v m ; SEPARATE unmix beaker	beaker : b ; vessel : v v m ;
jar : p c p ; jug : g ; canister : h ; SEPARATE unmix jar	jar : p p ; jar : c ; jug : g ; canister : h ;
beaker : f ; canister : m a a m ; SEPARATE unmix canister	beaker : f ; canister : m m ; canister : a a ;
vessel : v g g ; decanter : f r f m r ; SEPARATE unmix vessel	vessel : v ; vessel : g g ; decanter : f r f m r ;
cup : o r h h o ; beaker : v g g r v ; SEPARATE unmix cup	cup : o o ; cup : r ; cup : h h ; beaker : v g g r v ;
decanter : m m f f ; jug : r e e r ; cup : o ; SEPARATE unmix decanter	decanter : m m ; decanter : f f ; jug : r e e r ; cup : o ;
cup : h h ; decanter : m a a ; thermos : r p r p ; SEPARATE unmix cup	cup : h h ; decanter : m a a ; thermos : r p r p ;
urn : h o h ; decanter : a ; SEPARATE unmix decanter	urn : h o h ; decanter : a ;
vessel : b ; burette : d d g b b ; vessel : f d ; SEPARATE unmix first vessel	vessel : b ; burette : d d g b b ; vessel : f d ;
glass : e e m ; beaker : a ; SEPARATE unmix glass	glass : e e ; glass : m ; beaker : a ;
vessel : v y y b v ; thermos : m ; decanter : o o ; SEPARATE unmix decanter	vessel : v y y b v ; thermos : m ; decanter : o o ;
thermos : o ; burette : e ; SEPARATE unmix burette	thermos : o ; burette : e ;
flagon : r c c r ; flagon : h f h f ; glass : y y ; SEPARATE unmix last flagon	flagon : r c c r ; flagon : h h ; flagon : f f ; glass : y y ;
decanter : v ; urn : h y h ; flagon : f a g ; SEPARATE unmix urn	decanter : v ; urn : h h ; urn : y ; flagon : f a g ;
beaker : a a ; burette : f f ; SEPARATE unmix beaker	beaker : a a ; burette : f f ;
flagon : v a a ; canister : o ; glass : c o a ; SEPARATE unmix glass	flagon : v a a ; canister : o ; glass : c ; glass : o ; glass : a ;
pitcher : y g a ; burette : o o c ; decanter : b c b ; SEPARATE unmix decanter	pitcher : y g a ; burette : o o c ; decanter : b b ; decanter : c ;
mug : p v m ; jar : f a a f ; SEPARATE unmix jar	mug : p v m ; jar : f f ; jar : a a ;
burette : h h ; glass : b b ; burette : d ; bottle : p y p y ; SEPARATE unmix bottle	burette : h h ; glass : b b ; burette : d ; bottle : p p ; bottle : y y ;
decanter : a ; jar : m r c r ; urn : g g ; SEPARATE unmix jar	decanter : a ; jar : m ; jar : r r ; jar : c ; urn : g g ;
pitcher : o g ; mug : m ; SEPARATE unmix mug	pitcher : o g ; mug : m ;
cup : m v v y y ; beaker : m ; cup : c c ; SEPARATE unmix beaker	cup : m v v y y ; beaker : m ; cup : c c ;
urn : v ; urn : a ; SEPARATE unmix last urn	urn : v ; urn : a ;
pitcher : c a h c h ; mug : d d m m b ; cup : r ; SEPARATE unmix mug	pitcher : c a h c h ; mug : d d ; mug : m m ; mug : b ; cup : r ;
jar : p v v ; urn : r e e m r ; SEPARATE unmix jar	jar : p ; jar : v v ; urn : r e e m r ;
mug : y y ; vessel : d d ; cup : o ; thermos : v c d d ; SEPARATE unmix mug	mug : y y ; vessel : d d ; cup : o ; thermos : v c d d ;
burette : f o o r f r ; jug : m m ; flask : y d ; SEPARATE unmix flask	burette : f o o r f r ; jug : m m ; flask : y ; flask : d ;
glass : a ; glass : y c a c y ; SEPARATE unmix last glass	glass : a ; glass : y y ; glass : c c ; glass : a ;
flagon : y r b y b ; jar : c g g c ; SEPARATE unmix jar	flagon : y r b y b ; jar : c c ; jar : g g ;
bottle : e ; pitcher : e e o o ; SEPARATE unmix bottle	bottle : e ; pitcher : e e o o ;
beaker : y d y d ; pitcher : e ; canister : b b m ; SEPARATE unmix pitcher	beaker : y d y d ; pitcher : e ; canister : b b m ;
glass : c d ; flask : h h ; SEPARATE unmix glass	glass : c ; glass : d ; flask : h h ;
pitcher : h a a h ; burette : a a ; SEPARATE unmix pitcher	pitcher : h h ; pitcher : a a ; burette : a a ;
pitcher : d p p ; cup : h m p m ; SEPARATE unmix cup	pitcher : d p p ; cup : h ; cup : m m ; cup : p ;
jug : r a v v a ; mug : g ; canister : g c f ; SEPARATE unmix jug	jug : r ; jug : a a ; jug : v v ; mug : g ; canister : g c f ;
flask : v ; canister : f f ; urn : h h ; cup : e ; SEPARATE unmix cup	flask : v ; canister : f f ; urn : h h ; cup : e ;
flask : a p ; decanter : h v h ; SEPARATE unmix decanter	flask : a p ; decanter : h h ; decanter : v ;
flask : g e g e ; flagon : g p g ; pitcher : d ; SEPARATE unmix pitcher	flask : g e g e ; flagon : g p g ; pitcher : d ;
vessel : c o p o ; bottle : e e a a ; SEPARATE unmix bottle	vessel : c o p o ; bottle : e e ; bottle : a a ;
flagon : e m ; beaker : v ; SEPARATE unmix flagon	flagon : e ; flagon : m ; beaker : v ;
burette : o b ; bottle : r ; glass : a a v v ; SEPARATE unmix burette	burette : o ; burette : b ; bottle : r ; glass : a a v v ;
thermos : p c c p ; mug : b f ; SEPARATE unmix thermos	thermos : p p ; thermos : c c ; mug : b f ;
cup : p a a p ; cup : g g ; SEPARATE unmix last cup	cup : p a a p ; cup : g g ;
glass : m p e p ; thermos : c g p c p ; urn : g g ; SEPARATE unmix thermos	glass : m p e p ; thermos : c c ; thermos : g ; thermos : p p ; urn : g g ;
thermos : r ; jug : a a ; vessel : v m c ; flask : v v ; SEPARATE unmix thermos	thermos : r ; jug : a a ; vessel : v m c ; flask : v v ;
cup : o o ; canister : y d a d ; SEPARATE unmix cup	cup : o o ; canister : y d a d ;
canister : v y v ; beaker : p d d ; burette : e g o ; SEPARATE unmix beaker	canister : v y v ; beaker : p ; beaker : d d ; burette : e g o ;
jar : v b b v ; decanter : c c ; decanter : a a ; SEPARATE unmix first decanter	jar : v b b v ; decanter : c c ; decanter : a a ;
jar : e r y ; decanter : r r f g ; SEPARATE unmix decanter	jar : e r y ; decanter : r r ; decanter : f ; decanter : g ;
jug : y p p ; decanter : o r v o ; SEPARATE unmix jug	jug : y ; jug : p p ; decanter : o r v o ;
vessel : v a ; glass : d g g d ; SEPARATE unmix vessel	vessel : v ; vessel : a ; glass : d g g d ;
flagon : m y m ; mug : o o ; thermos : o f f o m ; SEPARATE unmix mug	flagon : m y m ; mug : o o ; thermos : o f f o m ;
canister : y e h h ; beaker : p d p ; urn : d c d c ; SEPARATE unmix urn	canister : y e h h ; beaker : p d p ; urn : d d ; urn : c c ;
vessel : c m o m o ; cup : b b ; SEPARATE unmix cup	vessel : c m o m o ; cup : b b ;
jug : r a v v ; canister : v o o v ; SEPARATE unmix canister	jug : r a v v ; canister : v v ; canister : o o ;
urn : m m f ; flagon : g g d ; vessel : m a a ; SEPARATE unmix flagon	urn : m m f ; flagon : g g ; flagon : d ; vessel : m a a ;
glass : m ; flagon : e e ; pitcher : f y f y p p ; SEPARATE unmix pitcher	glass : m ; flagon : e e ; pitcher : f f ; pitcher : y y ; pitcher : p p ;
flask : h e e a ; canister : g m m g r r ; SEPARATE unmix flask	flask : h ; flask : e e ; flask : a ; canister : g m m g r r ;
pitcher : f ; thermos : c c ; flask : g ; urn : h o h ; SEPARATE unmix flask	pitcher : f ; thermos : c c ; flask : g ; urn : h o h ;
pitcher : p p ; flagon : m m ; SEPARATE unmix flagon	pitcher : p p ; flagon : m m ;
decanter : g g ; bottle : f g h h g f ; SEPARATE unmix bottle	decanter : g g ; bottle : f f ; bottle : g g ; bottle : h h ;
jar : o o g h g ; jug : d ; SEPARATE unmix jar	jar : o o ; jar : g g ; jar : h ; jug : d ;
jug : e h h ; flask : h ; SEPARATE unmix jug	jug : e ; jug : h h ; flask : h ;
decanter : c r v r ; urn : r ; pitcher : v b v o b ; SEPARATE unmix pitcher	decanter : c r v r ; urn : r ; pitcher : v v ; pitcher : b b ; pitcher : o ;
beaker : a ; glass : b b ; flagon : m m ; SEPARATE unmix beaker	beaker : a ; glass : b b ; flagon : m m ;
burette : c c p ; bottle : c e ; beaker : v v b b h h ; SEPARATE unmix bottle	burette : c c p ; bottle : c ; bottle : e ; beaker : v v b b h h ;
glass : h f f e e ; glass : f ; SEPARATE unmix last glass	glass : h f f e e ; glass : f ;
decanter : b b a ; pitcher : m h m ; jar : m m ; SEPARATE unmix jar	decanter : b b a ; pitcher : m h m ; jar : m m ;
jar : d o d b ; thermos : a a ; SEPARATE unmix thermos	jar : d o d b ; thermos : a a ;
cup : e y g g e ; bottle : v v ; SEPARATE unmix bottle	cup : e y g g e ; bottle : v v ;
canister : v ; cup : c c ; SEPARATE unmix canister	canister : v ; cup : c c ;
vessel : c a p a p ; glass : g ; thermos : g ; SEPARATE unmix thermos	vessel : c a p a p ; glass : g ; thermos : g ;
beaker : f f ; jar : p g y p ; SEPARATE unmix beaker	beaker : f f ; jar : p g y p ;
thermos : c h g g h ; bottle : g ; canister : p h h p ; SEPARATE unmix canister	thermos : c h g g h ; bottle : g ; canister : p p ; canister : h h ;
beaker : c c d ; jar : c c ; beaker : a c a c ; SEPARATE unmix first beaker	beaker : c c ; beaker : d ; jar : c c ; beaker : a c a c ;
vessel : g o g o ; burette : o ; SEPARATE unmix burette	vessel : g o g o ; burette : o ;
jar : f h c f ; flagon : h ; jug : o h h p ; SEPARATE unmix flagon	jar : f h c f ; flagon : h ; jug : o h h p ;
urn : o o ; flagon : e e ; burette : d h d g h g ; SEPARATE unmix urn	urn : o o ; flagon : e e ; burette : d h d g h g ;
flask : y y v v ; glass : r ; jar : a d d p a ; SEPARATE unmix glass	flask : y y v v ; glass : r ; jar : a d d p a ;
vessel : e f e ; beaker : o f ; burette : r r a h a ; SEPARATE unmix vessel	vessel : e e ; vessel : f ; beaker : o f ; burette : r r a h a ;
pitcher : y p f ; canister : p p m v ; SEPARATE unmix pitcher	pitcher : y ; pitcher : p ; pitcher : f ; canister : p p m v ;
flask : a c d a c ; cup : p e o ; SEPARATE unmix flask	flask : a a ; flask : c c ; flask : d ; cup : p e o ;
glass : v v b ; urn : g ; urn : g ; SEPARATE unmix last urn	glass : v v b ; urn : g ; urn : g ;
thermos : m ; mug : r f b r f ; burette : f f ; SEPARATE unmix mug	thermos : m ; mug : r r ; mug : f f ; mug : b ; burette : f f ;
cup : e p d e ; mug : y p y ; SEPARATE unmix cup	cup : e e ; cup : p ; cup : d ; mug : y p y ;
beaker : e o c c ; urn : d ; SEPARATE unmix urn	beaker : e o c c ; urn : d ;
thermos : a a ; jug : e ; urn : o ; SEPARATE unmix urn	thermos : a a ; jug : e ; urn : o ;
mug : v c v c ; flagon : h h e e ; SEPARATE unmix mug	mug : v v ; mug : c c ; flagon : h h e e ;
burette : y d y g d ; beaker : o p d ; SEPARATE unmix burette	burette : y y ; burette : d d ; burette : g ; beaker : o p d ;
cup : f f ; mug : o ; SEPARATE unmix cup	cup : f f ; mug : o ;
flask : o o ; beaker : v v ; burette : e r r e ; SEPARATE unmix burette	flask : o o ; beaker : v v ; burette : e e ; burette : r r ;
thermos : v v ; thermos : c c y ; SEPARATE unmix first thermos	thermos : v v ; thermos : c c y ;
canister : f v v f ; thermos : p ; SEPARATE unmix thermos	canister : f v v f ; thermos : p ;
mug : a a y c c ; pitcher : p m p ; SEPARATE unmix pitcher	mug : a a y c c ; pitcher : p p ; pitcher : m ;
flask : c m c ; jug : a a ; SEPARATE unmix jug	flask : c m c ; jug : a a ;
glass : d d ; pitcher : f c m f c ; SEPARATE unmix pitcher	glass : d d ; pitcher : f f ; pitcher : c c ; pitcher : m ;
decanter : d ; pitcher : m a m a ; canister : g ; SEPARATE unmix decanter	decanter : d ; pitcher : m a m a ; canister : g ;
pitcher : y y ; flagon : h f ; jar : a y p ; cup : h ; SEPARATE unmix flagon	pitcher : y y ; flagon : h ; flagon : f ; jar : a y p ; cup : h ;
glass : a a ; pitcher : y g g ; burette : b ; SEPARATE unmix burette	glass : a a ; pitcher : y g g ; burette : b ;
cup : d ; thermos : m o m o ; jug : o ; burette : o o ; SEPARATE unmix burette	cup : d ; thermos : m o m o ; jug : o ; burette : o o ;
vessel : c c v h ; urn : o r c c ; urn : v a c a ; SEPARATE unmix vessel	vessel : c c ; vessel : v ; vessel : h ; urn : o r c c ; urn : v a c a ;
vessel : p r ; flask : v v ; canister : o o ; SEPARATE unmix flask	vessel : p r ; flask : v v ; canister : o o ;
vessel : y ; decanter : m g d d ; cup : e f f e ; SEPARATE unmix cup	vessel : y ; decanter : m g d d ; cup : e e ; cup : f f ;
thermos : c a a ; pitcher : e o o e ; SEPARATE unmix pitcher	thermos : c a a ; pitcher : e e ; pitcher : o o ;
pitcher : r a a o ; pitcher : m m ; SEPARATE unmix last pitcher	pitcher : r a a o ; pitcher : m m ;
pitcher : a f ; urn : o h h ; SEPARATE unmix pitcher	pitcher : a ; pitcher : f ; urn : o h h ;
burette : v ; bottle : v g g v ; thermos : c y y ; SEPARATE unmix bottle	burette : v ; bottle : v v ; bottle : g g ; thermos : c y y ;
flask : e v e d ; pitcher : v f r r ; beaker : g g ; SEPARATE unmix beaker	flask : e v e d ; pitcher : v f r r ; beaker : g g ;
bottle : f f h ; vessel : f ; decanter : d y p p y ; SEPARATE unmix bottle	bottle : f f ; bottle : h ; vessel : f ; decanter : d y p p y ;
pitcher : f d d f ; bottle : a a r r ; decanter : v o ; SEPARATE unmix bottle	pitcher : f d d f ; bottle : a a ; bottle : r r ; decanter : v o ;
burette : h p ; vessel : o o ; SEPARATE unmix vessel	burette : h p ; vessel : o o ;
mug : h o ; mug : f g y g ; decanter : c c ; SEPARATE unmix second mug	mug : h o ; mug : f ; mug : g g ; mug : y ; decanter : c c ;
glass : c c y ; flagon : v v ; SEPARATE unmix glass	glass : c c ; glass : y ; flagon : v v ;
beaker : a a ; flask : h h p p v v ; SEPARATE unmix beaker	beaker : a a ; flask : h h p p v v ;
