Input	Output
urn : r ; canister : p d d p m m ; urn : h h a d a ; SEPARATE add four green to first urn	urn : r g g g g ; canister : p d d p m m ; urn : h h a d a ;
flask : b ; bottle : r r ; bottle : d d y ; SEPARATE add six orange to second bottle	flask : b ; bottle : r r ; bottle : d d y o o o o o o ;
thermos : f f o ; bottle : d h d h ; urn : r p p ; SEPARATE add four yellow to urn	thermos : f f o ; bottle : d h d h ; urn : r p p y y y y ;
beaker : e e d c c d ; glass : a a d ; SEPARATE add six aqua to glass	beaker : e e d c c d ; glass : a a d a a a a a a ;
canister : o g m g m o ; mug : p p v v ; beaker : a e ; glass : f ; SEPARATE add one green to mug	canister : o g m g m o ; mug : p p v v g ; beaker : a e ; glass : f ;
canister : y h y ; flagon : b ; thermos : o m b ; pitcher : r d d ; SEPARATE add six green to flagon	canister : y h y ; flagon : b g g g g g g ; thermos : o m b ; pitcher : r d d ;
flagon : y f ; canister : b f b d f ; urn : m ; jug : m r ; SEPARATE add five orange to urn	flagon : y f ; canister : b f b d f ; urn : m o o o o o ; jug : m r ;
pitcher : b a p b ; pitcher : y y ; SEPARATE add two orange to first pitcher	pitcher : b a p b o o ; pitcher : y y ;
burette : m b m d ; jug : a p a g p g ; thermos : c c ; flask : h o h b o ; SEPARATE add five fuchsia to flask	burette : m b m d ; jug : a p a g p g ; thermos : c c ; flask : h o h b o f f f f f ;
jug : d d ; flagon : m o f f o m ; pitcher : r b b ; SEPARATE add six green to pitcher	jug : d d ; flagon : m o f f o m ; pitcher : r b b g g g g g g ;
thermos : g ; burette : m ; SEPARATE add five daffodil to burette	thermos : g ; burette : m d d d d d ;
flask : m m o o ; jar : o o y y ; jar : y f o ; decanter : m b m g b ; SEPARATE add one red to last jar	flask : m m o o ; jar : o o y y ; jar : y f o r ; decanter : m b m g b ;
flagon : o a y a o ; beaker : g g ; bottle : m m ; SEPARATE add two cabernet to beaker	flagon : o a y a o ; beaker : g g c c ; bottle : m m ;
burette : p b p b ; vessel : h h y a ; decanter : h ; SEPARATE add four yellow to decanter	burette : p b p b ; vessel : h h y a ; decanter : h y y y y ;
glass : o o ; mug : b v b v c c ; beaker : d d ; SEPARATE add two blue to beaker	glass : o o ; mug : b v b v c c ; beaker : d d b b ;
cup : b d b ; canister : a d ; jug : r g ; SEPARATE add two daffodil to canister	cup : b d b ; canister : a d d d ; jug : r g ;
jug : y y ; bottle : g f e e g ; flagon : e r r h ; canister : g c c ; SEPARATE add four violet to bottle	jug : y y ; bottle : g f e e g v v v v ; flagon : e r r h ; canister : g c c ;
cup : b h ; vessel : y y d ; decanter : c v ; glass : b y e b y ; SEPARATE add four cabernet to cup	cup : b h c c c c ; vessel : y y d ; decanter : c v ; glass : b y e b y ;
canister : e ; beaker : p p ; bottle : d c c ; pitcher : f f o ; SEPARATE add two harlequin to pitcher	canister : e ; beaker : p p ; bottle : d c c ; pitcher : f f o h h ;
pitcher : c c f f b ; urn : y y ; urn : h h d d g ; SEPARATE add four daffodil to second urn	pitcher : c c f f b ; urn : y y ; urn : h h d d g d d d d ;
mug : m m ; thermos : e ; SEPARATE add three aqua to thermos	mug : m m ; thermos : e a a a ;
thermos : c f ; jug : o ; jug : m h ; SEPARATE add three fuchsia to first jug	thermos : c f ; jug : o f f f ; jug : m h ;
mug : a ; flask : a a b b ; decanter : d p d p ; thermos : g g ; SEPARATE add six orange to decanter	mug : a ; flask : a a b b ; decanter : d p d p o o o o o o ; thermos : g g ;
flask : c ; flask : a b b p a ; SEPARATE add four yellow to first flask	flask : c y y y y ; flask : a b b p a ;
pitcher : a ; thermos : g d p g ; thermos : f ; SEPARATE add five aqua to last thermos	pitcher : a ; thermos : g d p g ; thermos : f a a a a a ;
thermos : c c a ; thermos : g g o o ; mug : m m ; SEPARATE add two violet to first thermos	thermos : c c a v v ; thermos : g g o o ; mug : m m ;
mug : o o ; jar : m ; bottle : b b ; cup : o a ; SEPARATE add three aqua to mug	mug : o o a a a ; jar : m ; bottle : b b ; cup : o a ;
jug : c c ; glass : e e ; burette : g ; SEPARATE add five magenta to glass	jug : c c ; glass : e e m m m m m ; burette : g ;
jug : h ; vessel : d d ; SEPARATE add four blue to jug	jug : h b b b b ; vessel : d d ;
flagon : r v h v ; flagon : y h y e h ; thermos : d d ; burette : f r f r ; SEPARATE add five purple to last flagon	flagon : r v h v ; flagon : y h y e h p p p p p ; thermos : d d ; burette : f r f r ;
bottle : r ; cup : m f m y ; SEPARATE add six green to bottle	bottle : r g g g g g g ; cup : m f m y ;
beaker : r y ; thermos : m f ; SEPARATE add five orange to thermos	beaker : r y ; thermos : m f o o o o o ;
mug : e e a ; decanter : b f ; SEPARATE add two magenta to decanter	mug : e e a ; decanter : b f m m ;
vessel : v y v m y ; jar : r o r b ; pitcher : y y ; SEPARATE add five violet to vessel	vessel : v y v m y v v v v v ; jar : r o r b ; pitcher : y y ;
pitcher : r c c r ; mug : y y o d ; urn : a a m m e ; SEPARATE add five daffodil to urn	pitcher : r c c r ; mug : y y o d ; urn : a a m m e d d d d d ;
jar : p p ; decanter : c c ; flagon : v v h a ; glass : b e b ; SEPARATE add three red to glass	jar : p p ; decanter : c c ; flagon : v v h a ; glass : b e b r r r ;
mug : o h o b ; urn : e e ; SEPARATE add six orange to urn	mug : o h o b ; urn : e e o o o o o o ;
vessel : d h d b ; flask : d y d y h ; SEPARATE add six orange to flask	vessel : d h d b ; flask : d y d y h o o o o o o ;
flagon : r r o o ; flask : b h b h r r ; mug : v b m m ; glass : o e ; SEPARATE add two red to flask	flagon : r r o o ; flask : b h b h r r r r ; mug : v b m m ; glass : o e ;
decanter : o o v g ; thermos : e v p e p ; SEPARATE add one harlequin to thermos	decanter : o o v g ; thermos : e v p e p h ;
thermos : b r e r b e ; cup : e m c e c ; SEPARATE add six red to thermos	thermos : b r e r b e r r r r r r ; cup : e m c e c ;
flask : f f ; vessel : y v m y ; flask : m ; beaker : b b ; SEPARATE add five blue to last flask	flask : f f ; vessel : y v m y ; flask : m b b b b b ; beaker : b b ;
glass : e o e o ; pitcher : d d ; bottle : e r r ; glass : e e ; SEPARATE add two cabernet to first glass	glass : e o e o c c ; pitcher : d d ; bottle : e r r ; glass : e e ;
mug : e m m r ; pitcher : m ; bottle : g e e g ; SEPARATE add six emberiae to mug	mug : e m m r e e e e e e ; pitcher : m ; bottle : g e e g ;
flask : h ; flagon : p h v h ; vessel : d ; SEPARATE add four yellow to flask	flask : h y y y y ; flagon : p h v h ; vessel : d ;
canister : m m ; jar : c d c p p d ; SEPARATE add three yellow to canister	canister : m m y y y ; jar : c d c p p d ;
bottle : a a b y ; beaker : a ; SEPARATE add one emberiae to bottle	bottle : a a b y e ; beaker : a ;
pitcher : r y y ; thermos : f a f ; jug : c m ; SEPARATE add four yellow to pitcher	pitcher : r y y y y y y ; thermos : f a f ; jug : c m ;
urn : f ; decanter : f f ; bottle : m r h h r ; SEPARATE add one cabernet to bottle	urn : f ; decanter : f f ; bottle : m r h h r c ;
jug : a b a ; vessel : h f f ; flask : r ; SEPARATE add two magenta to flask	jug : a b a ; vessel : h f f ; flask : r m m ;
flask : g g ; beaker : a e e a f f ; jar : f ; SEPARATE add six orange to jar	flask : g g ; beaker : a e e a f f ; jar : f o o o o o o ;
jar : a a y ; urn : d r r h ; pitcher : a c c a g ; SEPARATE add two orange to pitcher	jar : a a y ; urn : d r r h ; pitcher : a c c a g o o ;
jug : r c y y c ; cup : d h a a ; glass : d y y d ; SEPARATE add two cabernet to jug	jug : r c y y c c c ; cup : d h a a ; glass : d y y d ;
vessel : o r o b r ; burette : c h c ; canister : o m m ; SEPARATE add one red to burette	vessel : o r o b r ; burette : c h c r ; canister : o m m ;
bottle : b ; urn : d d ; SEPARATE add three harlequin to urn	bottle : b ; urn : d d h h h ;
mug : h h ; vessel : m ; SEPARATE add four emberiae to vessel	mug : h h ; vessel : m e e e e ;
beaker : c c h d h ; canister : m b m b a ; jug : m p m p y ; SEPARATE add three blue to jug	beaker : c c h d h ; canister : m b m b a ; jug : m p m p y b b b ;
flagon : p y ; decanter : d d ; jar : r m ; urn : b b ; SEPARATE add two blue to urn	flagon : p y ; decanter : d d ; jar : r m ; urn : b b b b ;
bottle : e p f e ; jar : a h a f h ; urn : f f v c v ; bottle : b b ; SEPARATE add three cabernet to jar	bottle : e p f e ; jar : a h a f h c c c ; urn : f f v c v ; bottle : b b ;
beaker : h v m h ; jug : o b b ; SEPARATE add two purple to beaker	beaker : h v m h p p ; jug : o b b ;
mug : b g d d b ; beaker : p p o ; jar : p y y ; urn : y b y m b ; SEPARATE add four fuchsia to urn	mug : b g d d b ; beaker : p p o ; jar : p y y ; urn : y b y m b f f f f ;
beaker : g c c g ; decanter : r g g y y ; SEPARATE add five magenta to decanter	beaker : g c c g ; decanter : r g g y y m m m m m ;
glass : h h a a ; flagon : v ; thermos : r ; beaker : e e ; SEPARATE add one violet to thermos	glass : h h a a ; flagon : v ; thermos : r v ; beaker : e e ;
pitcher : y b b y ; decanter : y y ; flask : m o m ; SEPARATE add two violet to pitcher	pitcher : y b b y v v ; decanter : y y ; flask : m o m ;
jar : c y c b b ; jug : g p g p ; flagon : o o ; mug : y g y v ; SEPARATE add five magenta to flagon	jar : c y c b b ; jug : g p g p ; flagon : o o m m m m m ; mug : y g y v ;
vessel : o f o f ; mug : h ; urn : r ; canister : g p g f p ; SEPARATE add five orange to urn	vessel : o f o f ; mug : h ; urn : r o o o o o ; canister : g p g f p ;
vessel : e b p ; urn : d ; vessel : b e e ; decanter : o y o p ; SEPARATE add four red to second vessel	vessel : e b p ; urn : d ; vessel : b e e r r r r ; decanter : o y o p ;
mug : e ; beaker : y e ; burette : a a ; SEPARATE add two harlequin to beaker	mug : e ; beaker : y e h h ; burette : a a ;
flagon : o ; flask : a y a ; beaker : p p h h ; SEPARATE add five fuchsia to flask	flagon : o ; flask : a y a f f f f f ; beaker : p p h h ;
mug : y y ; beaker : v ; SEPARATE add one aqua to beaker	mug : y y ; beaker : v a ;
flask : e h o o ; beaker : g g h h o o ; burette : r c c r ; canister : f e y f ; SEPARATE add five aqua to flask	flask : e h o o a a a a a ; beaker : g g h h o o ; burette : r c c r ; canister : f e y f ;
thermos : g h y ; decanter : v e ; jar : v v b y y ; SEPARATE add four yellow to thermos	thermos : g h y y y y y ; decanter : v e ; jar : v v b y y ;
cup : c ; flagon : v v a r a r ; flagon : f g m m f ; SEPARATE add five emberiae to first flagon	cup : c ; flagon : v v a r a r e e e e e ; flagon : f g m m f ;
bottle : p y p d y ; mug : m ; SEPARATE add one cabernet to bottle	bottle : p y p d y c ; mug : m ;
mug : h h p p ; vessel : f y ; flask : o g ; glass : g g ; SEPARATE add six aqua to glass	mug : h h p p ; vessel : f y ; flask : o g ; glass : g g a a a a a a ;
mug : o o ; vessel : c o ; burette : e e ; mug : g y b y g ; SEPARATE add six violet to first mug	mug : o o v v v v v v ; vessel : c o ; burette : e e ; mug : g y b y g ;
jar : m m d a ; bottle : e p ; SEPARATE add four magenta to bottle	jar : m m d a ; bottle : e p m m m m ;
bottle : a e ; pitcher : g ; canister : m a ; SEPARATE add four harlequin to bottle	bottle : a e h h h h ; pitcher : g ; canister : m a ;
flagon : c o c ; jug : f o b f ; jug : o g o ; thermos : r r ; SEPARATE add three cabernet to flagon	flagon : c o c c c c ; jug : f o b f ; jug : o g o ; thermos : r r ;
flagon : h m h v m ; glass : g a p g a ; urn : m g ; pitcher : v g g ; SEPARATE add four harlequin to flagon	flagon : h m h v m h h h h ; glass : g a p g a ; urn : m g ; pitcher : v g g ;
urn : b b ; glass : p o f ; SEPARATE add four red to glass	urn : b b ; glass : p o f r r r r ;
urn : b o g ; beaker : h v ; bottle : v m b v b ; SEPARATE add one orange to urn	urn : b o g o ; beaker : h v ; bottle : v m b v b ;
vessel : o r g o ; burette : r r b b ; flagon : f f v p ; SEPARATE add five green to flagon	vessel : o r g o ; burette : r r b b ; flagon : f f v p g g g g g ;
beaker : f d o ; burette : v v y ; SEPARATE add three fuchsia to beaker	beaker : f d o f f f ; burette : v v y ;
bottle : o o ; bottle : y r r b ; SEPARATE add one yellow to second bottle	bottle : o o ; bottle : y r r b y ;
burette : a b e e b ; pitcher : m m ; SEPARATE add six emberiae to burette	burette : a b e e b e e e e e e ; pitcher : m m ;
pitcher : d d ; urn : b d o b ; SEPARATE add one green to pitcher	pitcher : d d g ; urn : b d o b ;
pitcher : r m m p p ; decanter : o g g o ; pitcher : v ; SEPARATE add four emberiae to last pitcher	pitcher : r m m p p ; decanter : o g g o ; pitcher : v e e e e ;
beaker : h c h ; cup : f y f m ; jug : e e p ; SEPARATE add six red to beaker	beaker : h c h r r r r r r ; cup : f y f m ; jug : e e p ;
glass : p m p m ; flagon : g v g e e v ; cup : c e ; flagon : b ; SEPARATE add three harlequin to cup	glass : p m p m ; flagon : g v g e e v ; cup : c e h h h ; flagon : b ;
vessel : p p o ; flagon : v d r d ; jar : d d y ; SEPARATE add two aqua to flagon	vessel : p p o ; flagon : v d r d a a ; jar : d d y ;
canister : g ; pitcher : h h d ; SEPARATE add five magenta to pitcher	canister : g ; pitcher : h h d m m m m m ;
burette : f f c y ; thermos : p a a p ; SEPARATE add three emberiae to burette	burette : f f c y e e e ; thermos : p a a p ;
pitcher : a a o e o ; pitcher : h ; SEPARATE add five magenta to first pitcher	pitcher : a a o e o m m m m m ; pitcher : h ;
flagon : b b e ; jug : m ; SEPARATE add three fuchsia to jug	flagon : b b e ; jug : m f f f ;
urn : r r h f f ; flagon : o a a m m ; vessel : r f f r ; glass : p b r r ; SEPARATE add one purple to vessel	urn : r r h f f ; flagon : o a a m m ; vessel : r f f r p ; glass : p b r r ;
flask : g v p g ; burette : b f f ; vessel : c g g c ; glass : p a v p ; SEPARATE add three red to vessel	flask : g v p g ; burette : b f f ; vessel : c g g c r r r ; glass : p a v p ;
glass : m b b y y m ; decanter : e ; thermos : f a f ; decanter : v v d ; SEPARATE add two orange to glass	glass : m b b y y m o o ; decanter : e ; thermos : f a f ; decanter : v v d ;
bottle : m a ; pitcher : d ; SEPARATE add four violet to bottle	bottle : m a v v v v ; pitcher : d ;
thermos : m ; canister : v v ; urn : m b b m ; glass : e a a p p ; SEPARATE add six purple to glass	thermos : m ; canister : v v ; urn : m b b m ; glass : e a a p p p p p p p p ;
decanter : r b h h ; thermos : y r r ; SEPARATE add three red to decanter	decanter : r b h h r r r ; thermos : y r r ;
pitcher : r o o ; burette : v v y ; bottle : f h g g h ; beaker : r ; SEPARATE add five violet to pitcher	pitcher : r o o v v v v v ; burette : v v y ; bottle : f h g g h ; beaker : r ;
bottle : c ; bottle : a a ; pitcher : f b ; SEPARATE add two fuchsia to last bottle	bottle : c ; bottle : a a f f ; pitcher : f b ;
bottle : c h c ; vessel : h v h v p ; thermos : b ; cup : f o f ; SEPARATE add six blue to vessel	bottle : c h c ; vessel : h v h v p b b b b b b ; thermos : b ; cup : f o f ;
bottle : c d r ; mug : c c ; flask : m m v p v ; beaker : p p a a ; SEPARATE add three harlequin to bottle	bottle : c d r h h h ; mug : c c ; flask : m m v p v ; beaker : p p a a ;
flagon : m m ; flask : b p b v ; bottle : a f a ; vessel : g g ; SEPARATE add five cabernet to vessel	flagon : m m ; flask : b p b v ; bottle : a f a ; vessel : g g c c c c c ;
glass : y f y ; canister : c d e e d ; SEPARATE add one red to canister	glass : y f y ; canister : c d e e d r ;
jug : c ; pitcher : y y h h e e ; canister : v v ; SEPARATE add four green to canister	jug : c ; pitcher : y y h h e e ; canister : v v g g g g ;
beaker : r ; burette : h v v d d ; jug : b y y b ; urn : r m r e m ; SEPARATE add two red to jug	beaker : r ; burette : h v v d d ; jug : b y y b r r ; urn : r m r e m ;
canister : g y ; burette : y v o o ; urn : m m g ; jar : c v v r ; SEPARATE add one fuchsia to burette	canister : g y ; burette : y v o o f ; urn : m m g ; jar : c v v r ;
decanter : m o f o ; pitcher : d h h ; SEPARATE add two emberiae to pitcher	decanter : m o f o ; pitcher : d h h e e ;
flask : r m m ; cup : f c f a c a ; jug : a y a y ; SEPARATE add three emberiae to flask	flask : r m m e e e ; cup : f c f a c a ; jug : a y a y ;
jug : y c f ; flagon : y a c c ; SEPARATE add five green to flagon	jug : y c f ; flagon : y a c c g g g g g ;
jar : r b ; burette : p m p m v ; thermos : r b b d ; SEPARATE add one harlequin to jar	jar : r b h ; burette : p m p m v ; thermos : r b b d ;
canister : g h h e g e ; mug : f f ; SEPARATE add four aqua to mug	canister : g h h e g e ; mug : f f a a a a ;
mug : f ; jar : b h h b ; SEPARATE add four purple to jar	mug : f ; jar : b h h b p p p p ;
cup : p r ; jug : c f f r ; SEPARATE add six emberiae to cup	cup : p r e e e e e e ; jug : c f f r ;
vessel : a a y h ; canister : v h h a a ; canister : f o ; SEPARATE add one aqua to first canister	vessel : a a y h ; canister : v h h a a a ; canister : f o ;
vessel : o d e d e ; decanter : v o v ; flagon : e ; SEPARATE add five daffodil to decanter	vessel : o d e d e ; decanter : v o v d d d d d ; flagon : e ;
thermos : g ; flagon : b b ; SEPARATE add two violet to flagon	thermos : g ; flagon : b b v v ;
cup : a ; flask : e c y e y ; SEPARATE add one cabernet to flask	cup : a ; flask : e c y e y c ;
jar : g p f ; pitcher : b c b ; SEPARATE add five emberiae to jar	jar : g p f e e e e e ; pitcher : b c b ;
flagon : p a ; flagon : v p h h v ; glass : b g a ; SEPARATE add six aqua to glass	flagon : p a ; flagon : v p h h v ; glass : b g a a a a a a a ;
bottle : p e ; mug : v b b v ; SEPARATE add three aqua to mug	bottle : p e ; mug : v b b v a a a ;
flagon : v y y v ; burette : o p ; thermos : o o ; pitcher : v c v c ; SEPARATE add five violet to thermos	flagon : v y y v ; burette : o p ; thermos : o o v v v v v ; pitcher : v c v c ;
flagon : y a h h y ; mug : h h ; flask : m m ; flagon : m m ; SEPARATE add six red to mug	flagon : y a h h y ; mug : h h r r r r r r ; flask : m m ; flagon : m m ;
urn : m ; flask : h h ; canister : g m ; SEPARATE add six cabernet to urn	urn : m c c c c c c ; flask : h h ; canister : g m ;
flask : v c v m ; pitcher : g d ; SEPARATE add one cabernet to flask	flask : v c v m c ; pitcher : g d ;
pitcher : b b m ; bottle : c v c ; canister : g ; SEPARATE add one violet to canister	pitcher : b b m ; bottle : c v c ; canister : g v ;
thermos : c ; thermos : d f a f ; vessel : b h ; SEPARATE add three magenta to vessel	thermos : c ; thermos : d f a f ; vessel : b h m m m ;
bottle : a a p p b ; flagon : v v p b p ; SEPARATE add six red to bottle	bottle : a a p p b r r r r r r ; flagon : v v p b p ;
glass : e ; flagon : e r r e ; SEPARATE add two harlequin to flagon	glass : e ; flagon : e r r e h h ;
cup : b e e m m ; mug : f b ; SEPARATE add one aqua to cup	cup : b e e m m a ; mug : f b ;
glass : e b b ; flask : d c c d ; SEPARATE add five violet to flask	glass : e b b ; flask : d c c d v v v v v ;
cup : f o g f o ; canister : b o ; jug : c c o f f ; thermos : a ; SEPARATE add six red to jug	cup : f o g f o ; canister : b o ; jug : c c o f f r r r r r r ; thermos : a ;
decanter : g b r ; urn : r a f r a f ; bottle : r a p r ; flask : o v ; SEPARATE add five fuchsia to flask	decanter : g b r ; urn : r a f r a f ; bottle : r a p r ; flask : o v f f f f f ;
beaker : a d ; glass : y y ; SEPARATE add six red to beaker	beaker : a d r r r r r r ; glass : y y ;
urn : b b ; burette : r d e r e ; canister : g a g a ; mug : p g a p ; SEPARATE add three emberiae to burette	urn : b b ; burette : r d e r e e e e ; canister : g a g a ; mug : p g a p ;
canister : a f a ; flask : o g g ; vessel : r f r m ; SEPARATE add one aqua to flask	canister : a f a ; flask : o g g a ; vessel : r f r m ;
canister : o o ; flagon : m ; flask : d d ; thermos : r ; SEPARATE add six cabernet to flask	canister : o o ; flagon : m ; flask : d d c c c c c c ; thermos : r ;
decanter : m ; cup : a o ; canister : a a g r ; SEPARATE add one magenta to decanter	decanter : m m ; cup : a o ; canister : a a g r ;
thermos : a v a v ; jar : f f g ; mug : r a r c c a ; SEPARATE add six green to mug	thermos : a v a v ; jar : f f g ; mug : r a r c c a g g g g g g ;
decanter : m f ; cup : b ; jar : p d p d ; flagon : e ; SEPARATE add one daffodil to decanter	decanter : m f d ; cup : b ; jar : p d p d ; flagon : e ;
flask : v ; pitcher : h h ; SEPARATE add six orange to pitcher	flask : v ; pitcher : h h o o o o o o ;
burette : o ; mug : p p ; SEPARATE add three aqua to mug	burette : o ; mug : p p a a a ;
urn : v ; flagon : b b ; SEPARATE add two yellow to urn	urn : v y y ; flagon : b b ;
mug : g g ; flask : b y y b ; SEPARATE add two yellow to flask	mug : g g ; flask : b y y b y y ;
glass : a v v ; jug : v v ; flagon : b h ; SEPARATE add one purple to glass	glass : a v v p ; jug : v v ; flagon : b h ;
canister : m o o c ; flagon : v ; pitcher : e b r ; mug : h d f h ; SEPARATE add two violet to canister	canister : m o o c v v ; flagon : v ; pitcher : e b r ; mug : h d f h ;
urn : p ; mug : g c g a a c ; flask : m ; SEPARATE add two aqua to mug	urn : p ; mug : g c g a a c a a ; flask : m ;
glass : o h e e o ; pitcher : d m p m ; mug : y ; burette : a a ; SEPARATE add six green to pitcher	glass : o h e e o ; pitcher : d m p m g g g g g g ; mug : y ; burette : a a ;
pitcher : f o b b ; flagon : o a a ; jar : m m a o ; SEPARATE add two fuchsia to pitcher	pitcher : f o b b f f ; flagon : o a a ; jar : m m a o ;
pitcher : m p p a ; jug : h ; pitcher : f c h h ; SEPARATE add one blue to jug	pitcher : m p p a ; jug : h b ; pitcher : f c h h ;
cup : p h p d h ; thermos : f y y ; pitcher : h r h r ; decanter : a a ; SEPARATE add one orange to pitcher	cup : p h p d h ; thermos : f y y ; pitcher : h r h r o ; decanter : a a ;
beaker : p o p ; jug : m b ; beaker : m g d d ; mug : g g f ; SEPARATE add five orange to last beaker	beaker : p o p ; jug : m b ; beaker : m g d d o o o o o ; mug : g g f ;
flask : v ; jar : h ; SEPARATE add five blue to jar	flask : v ; jar : h b b b b b ;
beaker : m m o ; glass : c c ; flask : r r ; SEPARATE add four blue to beaker	beaker : m m o b b b b ; glass : c c ; flask : r r ;
urn : o o y ; flask : g e e ; thermos : c r e r ; burette : v d v h ; SEPARATE add three blue to burette	urn : o o y ; flask : g e e ; thermos : c r e r ; burette : v d v h b b b ;
burette : o b m ; flagon : r ; beaker : f p f ; SEPARATE add four daffodil to flagon	burette : o b m ; flagon : r d d d d ; beaker : f p f ;
thermos : v ; pitcher : g g e f e f ; SEPARATE add four green to thermos	thermos : v g g g g ; pitcher : g g e f e f ;
vessel : v ; jar : h h ; thermos : a p p a ; SEPARATE add three blue to thermos	vessel : v ; jar : h h ; thermos : a p p a b b b ;
vessel : d d ; canister : c m ; beaker : m f y f ; SEPARATE add four blue to canister	vessel : d d ; canister : c m b b b b ; beaker : m f y f ;
beaker : g d ; jug : e p p e m m ; jug : g d ; SEPARATE add four violet to first jug	beaker : g d ; jug : e p p e m m v v v v ; jug : g d ;
