Input	Output
flagon : a y ; bottle : a ; canister : r r e a e a ; flask : e ; SEPARATE destroy flask	flagon : a y ; bottle : a ; canister : r r e a e a ;
canister : g p p ; burette : c a ; pitcher : m b m b f ; jar : f f ; SEPARATE filter pitcher	canister : g p p ; burette : c a ; pitcher : m m b b f ; jar : f f ;
decanter : v v ; bottle : e c b ; SEPARATE add six yellow to decanter	decanter : v v y y y y y y ; bottle : e c b ;
cup : r y y e ; beaker : f d d ; SEPARATE filter beaker	cup : r y y e ; beaker : f d d ;
mug : e e a ; decanter : b f ; SEPARATE add two magenta to decanter	mug : e e a ; decanter : b f m m ;
decanter : m m ; glass : r r o ; burette : c ; cup : b ; SEPARATE filter cup	decanter : m m ; glass : r r o ; burette : c ; cup : b ;
bottle : b ; bottle : y ; jar : r v o ; SEPARATE shift first bottle before last bottle	bottle : b ; bottle : y ; jar : r v o ;
pitcher : h ; canister : h e a e ; bottle : y y ; SEPARATE unmix pitcher	pitcher : h ; canister : h e a e ; bottle : y y ;
bottle : m a b a b m ; urn : a a ; SEPARATE destroy urn	bottle : m a b a b m ;
canister : m ; jug : f ; burette : h ; SEPARATE empty burette	canister : m ; jug : f ; burette : _ ;
glass : r ; jug : e ; thermos : h ; SEPARATE unmix glass	glass : r ; jug : e ; thermos : h ;
bottle : g g p y p y ; decanter : o m o b m ; pitcher : r r ; SEPARATE empty pitcher	bottle : g g p y p y ; decanter : o m o b m ; pitcher : _ ;
thermos : b r r b ; decanter : o o ; SEPARATE create bottle	thermos : b r r b ; decanter : o o ; bottle : _ ;
urn : d ; jug : o g ; SEPARATE destroy urn	jug : o g ;
thermos : d h h v d ; cup : g h g f ; SEPARATE empty thermos	thermos : _ ; cup : g h g f ;
bottle : f ; jar : r r f ; bottle : b ; jar : g g ; SEPARATE filter last jar	bottle : f ; jar : r r f ; bottle : b ; jar : g g ;
flask : p ; mug : v r r g v g ; SEPARATE destroy mug	flask : p ;
pitcher : m m ; canister : e y ; bottle : v c c v y ; SEPARATE unmix pitcher	pitcher : m m ; canister : e y ; bottle : v c c v y ;
flagon : b c b ; flagon : y y ; jug : o e ; burette : b h v h b ; SEPARATE add four purple to burette	flagon : b c b ; flagon : y y ; jug : o e ; burette : b h v h b p p p p ;
thermos : d ; pitcher : m m ; SEPARATE add five yellow to pitcher	thermos : d ; pitcher : m m y y y y y ;
pitcher : m y o y ; bottle : c e f e ; cup : e ; SEPARATE empty cup	pitcher : m y o y ; bottle : c e f e ; cup : _ ;
flagon : r r ; canister : a h h a ; flask : h h m ; SEPARATE double canister	flagon : r r ; canister : a h h a a h h a ; flask : h h m ;
decanter : y y f f c c ; decanter : c v f v ; bottle : d f d y y f ; mug : r r y v ; SEPARATE unmix second decanter	decanter : y y f f c c ; decanter : c ; decanter : v v ; decanter : f ; bottle : d f d y y f ; mug : r r y v ;
flagon : b ; pitcher : r f g r f ; SEPARATE shift flagon after pitcher	pitcher : r f g r f ; flagon : b ;
vessel : f ; mug : m m ; SEPARATE add one violet to vessel	vessel : f v ; mug : m m ;
jar : y y d ; jug : p p a g a ; vessel : p v r v r ; cup : r m y m r ; SEPARATE double jar	jar : y y d y y d ; jug : p p a g a ; vessel : p v r v r ; cup : r m y m r ;
flask : y a a ; mug : h o ; jar : r r m ; urn : a a b v ; SEPARATE filter urn	flask : y a a ; mug : h o ; jar : r r m ; urn : a a b v ;
pitcher : a a h o o ; thermos : c c r ; mug : y ; SEPARATE unmix mug	pitcher : a a h o o ; thermos : c c r ; mug : y ;
vessel : o y o y e ; burette : p ; mug : f ; jug : b m p m b p ; SEPARATE add three green to jug	vessel : o y o y e ; burette : p ; mug : f ; jug : b m p m b p g g g ;
urn : f f e e ; glass : d a c c ; pitcher : o ; SEPARATE filter pitcher	urn : f f e e ; glass : d a c c ; pitcher : o ;
jar : e y e y ; beaker : o o f y ; SEPARATE create decanter	jar : e y e y ; beaker : o o f y ; decanter : _ ;
vessel : r r ; thermos : r m b ; flagon : v y v e y ; SEPARATE unmix thermos	vessel : r r ; thermos : r ; thermos : m ; thermos : b ; flagon : v y v e y ;
jar : o o c h c ; urn : v h ; flagon : r d d r ; SEPARATE unmix jar	jar : o o ; jar : c c ; jar : h ; urn : v h ; flagon : r d d r ;
jug : g g ; canister : r a r ; SEPARATE add one harlequin to canister	jug : g g ; canister : r a r h ;
beaker : g e e v g ; beaker : y y ; SEPARATE empty second beaker	beaker : g e e v g ; beaker : _ ;
burette : p p d e d e ; flagon : o p p ; glass : h e a h a e ; canister : b c p b p ; SEPARATE filter canister	burette : p p d e d e ; flagon : o p p ; glass : h e a h a e ; canister : b b c p p ;
burette : b v o ; flask : m m r ; SEPARATE filter burette	burette : b v o ; flask : m m r ;
jug : r ; thermos : m v e e v m ; SEPARATE shift thermos after jug	jug : r ; thermos : m v e e v m ;
bottle : b e m m b e ; jug : b a ; SEPARATE create vessel	bottle : b e m m b e ; jug : b a ; vessel : _ ;
canister : o a v a v ; decanter : b f b f v ; flask : y y o c c ; thermos : p o ; SEPARATE empty canister	canister : _ ; decanter : b f b f v ; flask : y y o c c ; thermos : p o ;
decanter : g r ; canister : v ; decanter : r ; pitcher : g a g ; SEPARATE destroy pitcher	decanter : g r ; canister : v ; decanter : r ;
canister : h a a y y ; cup : d o o ; vessel : r h r ; SEPARATE empty vessel	canister : h a a y y ; cup : d o o ; vessel : _ ;
decanter : a h h d ; flask : f ; pitcher : a c a ; SEPARATE empty decanter	decanter : _ ; flask : f ; pitcher : a c a ;
decanter : o o m m ; decanter : v f v ; SEPARATE empty first decanter	decanter : _ ; decanter : v f v ;
thermos : d d y ; mug : v c p p v c ; SEPARATE double thermos	thermos : d d y d d y ; mug : v c p p v c ;
vessel : m v ; urn : p a c ; SEPARATE filter urn	vessel : m v ; urn : p a c ;
canister : y o g y g o ; flask : r r ; glass : e h h ; beaker : r y r y ; SEPARATE unmix glass	canister : y o g y g o ; flask : r r ; glass : e ; glass : h h ; beaker : r y r y ;
beaker : c c ; cup : y ; SEPARATE add five green to beaker	beaker : c c g g g g g ; cup : y ;
glass : f ; flask : y ; SEPARATE add four green to glass	glass : f g g g g ; flask : y ;
decanter : r b h h ; thermos : y r r ; SEPARATE add three red to decanter	decanter : r b h h r r r ; thermos : y r r ;
beaker : v v ; glass : f p f p ; SEPARATE empty beaker	beaker : _ ; glass : f p f p ;
pitcher : g v v f g ; flask : o o r r ; beaker : p p ; flagon : b d v v ; SEPARATE filter pitcher	pitcher : g g v v f ; flask : o o r r ; beaker : p p ; flagon : b d v v ;
jar : h g ; urn : o d r ; SEPARATE shift urn before jar	urn : o d r ; jar : h g ;
glass : p m o p ; mug : e a f a f ; SEPARATE destroy mug	glass : p m o p ;
cup : g a g v ; jar : o o ; SEPARATE add one yellow to jar	cup : g a g v ; jar : o o y ;
flask : r ; flask : o h o ; bottle : c c ; SEPARATE empty bottle	flask : r ; flask : o h o ; bottle : _ ;
burette : h b h ; decanter : g y e g y ; decanter : a a f ; SEPARATE create jar	burette : h b h ; decanter : g y e g y ; decanter : a a f ; jar : _ ;
burette : c c ; pitcher : e f e b b ; canister : g b b ; glass : m y y c c ; SEPARATE unmix pitcher	burette : c c ; pitcher : e e ; pitcher : f ; pitcher : b b ; canister : g b b ; glass : m y y c c ;
mug : y ; mug : e a m e ; SEPARATE unmix first mug	mug : y ; mug : e a m e ;
jar : o v v ; flagon : r ; jar : r ; SEPARATE double last jar	jar : o v v ; flagon : r ; jar : r r ;
glass : c b b ; glass : c c b y ; mug : b b ; SEPARATE filter first glass	glass : c b b ; glass : c c b y ; mug : b b ;
burette : e e ; jug : d d c ; mug : v v ; glass : m m ; SEPARATE unmix jug	burette : e e ; jug : d d ; jug : c ; mug : v v ; glass : m m ;
canister : v ; jug : a g p p ; SEPARATE shift canister after jug	jug : a g p p ; canister : v ;
bottle : y ; glass : o o m ; SEPARATE add three harlequin to bottle	bottle : y h h h ; glass : o o m ;
burette : a e m ; decanter : h f ; bottle : a m a ; SEPARATE add six purple to decanter	burette : a e m ; decanter : h f p p p p p p ; bottle : a m a ;
thermos : a m m a ; mug : h r r ; canister : d r r ; SEPARATE filter canister	thermos : a m m a ; mug : h r r ; canister : d r r ;
bottle : y ; jug : g r r ; jug : v h v b ; mug : f y f y ; SEPARATE create thermos	bottle : y ; jug : g r r ; jug : v h v b ; mug : f y f y ; thermos : _ ;
beaker : v v ; urn : g ; bottle : o o ; SEPARATE add four violet to urn	beaker : v v ; urn : g v v v v ; bottle : o o ;
pitcher : r r ; jug : m c b m c ; SEPARATE empty jug	pitcher : r r ; jug : _ ;
urn : h h f ; flagon : d d ; canister : r r ; SEPARATE double urn	urn : h h f h h f ; flagon : d d ; canister : r r ;
thermos : g g f a ; flask : v f m ; flask : g c b b ; SEPARATE unmix thermos	thermos : g g ; thermos : f ; thermos : a ; flask : v f m ; flask : g c b b ;
urn : y ; flask : p d ; urn : o v o m m ; SEPARATE empty first urn	urn : _ ; flask : p d ; urn : o v o m m ;
glass : b o ; mug : p p o o a ; bottle : h ; flagon : b ; SEPARATE add four orange to mug	glass : b o ; mug : p p o o a o o o o ; bottle : h ; flagon : b ;
jug : d d ; pitcher : a f g a g f ; thermos : e p ; SEPARATE unmix thermos	jug : d d ; pitcher : a f g a g f ; thermos : e ; thermos : p ;
cup : v e o o ; cup : f b b f ; SEPARATE unmix last cup	cup : v e o o ; cup : f f ; cup : b b ;
vessel : a ; thermos : f ; SEPARATE create urn	vessel : a ; thermos : f ; urn : _ ;
canister : o g g o f ; burette : v d h v ; SEPARATE destroy burette	canister : o g g o f ;
mug : h h f ; flask : p p b ; glass : v y y v ; SEPARATE create glass	mug : h h f ; flask : p p b ; glass : v y y v ; glass : _ ;
flask : v y ; jug : g e p e p ; SEPARATE filter flask	flask : v y ; jug : g e p e p ;
jar : f e ; flagon : o ; glass : g b g p p ; SEPARATE add six blue to flagon	jar : f e ; flagon : o b b b b b b ; glass : g b g p p ;
vessel : f f ; jug : o o ; burette : d d ; mug : v r r v ; SEPARATE shift vessel after jug	jug : o o ; vessel : f f ; burette : d d ; mug : v r r v ;
thermos : h f h ; bottle : h h ; vessel : h a h g ; SEPARATE empty bottle	thermos : h f h ; bottle : _ ; vessel : h a h g ;
cup : r g r g c c ; pitcher : f d f ; decanter : g g ; cup : y a y r r ; SEPARATE add two red to pitcher	cup : r g r g c c ; pitcher : f d f r r ; decanter : g g ; cup : y a y r r ;
decanter : y y ; mug : d d ; SEPARATE double mug	decanter : y y ; mug : d d d d ;
jug : h h ; flask : a a c c ; vessel : o ; bottle : p p ; SEPARATE filter flask	jug : h h ; flask : a a c c ; vessel : o ; bottle : p p ;
burette : c ; flagon : m m b o b ; bottle : r r ; SEPARATE create pitcher	burette : c ; flagon : m m b o b ; bottle : r r ; pitcher : _ ;
jar : m m h a ; glass : a a c c ; SEPARATE destroy jar	glass : a a c c ;
flagon : e c ; flagon : c p p c h ; burette : p p o ; SEPARATE double last flagon	flagon : e c ; flagon : c p p c h c p p c h ; burette : p p o ;
glass : g d d g m ; bottle : y y ; flask : f g g ; glass : c f b ; SEPARATE destroy flask	glass : g d d g m ; bottle : y y ; glass : c f b ;
cup : e ; jug : e m ; jar : r ; SEPARATE empty jar	cup : e ; jug : e m ; jar : _ ;
thermos : y a d d y ; bottle : m v v e e ; burette : f h b f ; SEPARATE filter burette	thermos : y a d d y ; bottle : m v v e e ; burette : f f h b ;
decanter : m ; burette : o v v ; SEPARATE filter burette	decanter : m ; burette : o v v ;
urn : h h ; pitcher : g p p ; cup : y y r f ; decanter : e r c c r ; SEPARATE create cup	urn : h h ; pitcher : g p p ; cup : y y r f ; decanter : e r c c r ; cup : _ ;
glass : r r y y ; cup : a a e ; urn : c e e ; beaker : d f r r ; SEPARATE unmix cup	glass : r r y y ; cup : a a ; cup : e ; urn : c e e ; beaker : d f r r ;
thermos : y ; flask : r f p r f ; bottle : g h g h ; glass : e ; SEPARATE empty glass	thermos : y ; flask : r f p r f ; bottle : g h g h ; glass : _ ;
canister : d ; jug : r ; burette : o d m m o ; SEPARATE destroy canister	jug : r ; burette : o d m m o ;
flagon : a a y ; flask : c v h c ; SEPARATE create vessel	flagon : a a y ; flask : c v h c ; vessel : _ ;
urn : y g a g ; urn : c c ; urn : p ; SEPARATE add one emberiae to third urn	urn : y g a g ; urn : c c ; urn : p e ;
jug : f b ; pitcher : v ; vessel : d o d h h ; SEPARATE destroy pitcher	jug : f b ; vessel : d o d h h ;
flagon : g h h p ; thermos : o o h ; urn : p f b f p ; SEPARATE double flagon	flagon : g h h p g h h p ; thermos : o o h ; urn : p f b f p ;
cup : f o f o p p ; flagon : p p g g ; SEPARATE add six magenta to cup	cup : f o f o p p m m m m m m ; flagon : p p g g ;
flask : y y ; glass : a a ; bottle : g g h h ; burette : p p ; SEPARATE empty glass	flask : y y ; glass : _ ; bottle : g g h h ; burette : p p ;
beaker : v v ; burette : g g ; SEPARATE shift burette before beaker	burette : g g ; beaker : v v ;
mug : y y ; beaker : v ; SEPARATE add one aqua to beaker	mug : y y ; beaker : v a ;
flask : m p m a a p ; thermos : f e ; jug : y ; decanter : d d o g ; SEPARATE double thermos	flask : m p m a a p ; thermos : f e f e ; jug : y ; decanter : d d o g ;
vessel : p c h h ; jug : d d m p m ; flagon : b a a m ; bottle : h h ; SEPARATE add two cabernet to jug	vessel : p c h h ; jug : d d m p m c c ; flagon : b a a m ; bottle : h h ;
urn : a h a ; glass : e e ; decanter : g ; bottle : f ; SEPARATE filter glass	urn : a h a ; glass : e e ; decanter : g ; bottle : f ;
glass : r c r ; cup : c ; burette : g g v f ; thermos : v f f a a ; SEPARATE add one cabernet to burette	glass : r c r ; cup : c ; burette : g g v f c ; thermos : v f f a a ;
urn : o ; flask : y y ; SEPARATE create mug	urn : o ; flask : y y ; mug : _ ;
flagon : f a f ; jug : h c g h ; beaker : f f ; vessel : e e v m ; SEPARATE double vessel	flagon : f a f ; jug : h c g h ; beaker : f f ; vessel : e e v m e e v m ;
canister : o e m e o ; decanter : b a ; SEPARATE double decanter	canister : o e m e o ; decanter : b a b a ;
flask : h ; jar : a f f a y ; flask : m m h ; SEPARATE destroy first flask	jar : a f f a y ; flask : m m h ;
urn : y r ; burette : e e a ; decanter : g r ; SEPARATE shift decanter before burette	urn : y r ; decanter : g r ; burette : e e a ;
cup : p f p ; mug : p m e ; SEPARATE unmix cup	cup : p p ; cup : f ; mug : p m e ;
pitcher : b b e o e ; pitcher : a a ; mug : e e v ; SEPARATE unmix first pitcher	pitcher : b b ; pitcher : e e ; pitcher : o ; pitcher : a a ; mug : e e v ;
jug : p f p ; bottle : d ; mug : p e e ; flagon : c c ; SEPARATE double flagon	jug : p f p ; bottle : d ; mug : p e e ; flagon : c c c c ;
beaker : o ; glass : b b ; bottle : y y ; SEPARATE create decanter	beaker : o ; glass : b b ; bottle : y y ; decanter : _ ;
cup : r m r e m ; decanter : b b f ; thermos : p p d ; beaker : g y g v ; SEPARATE destroy beaker	cup : r m r e m ; decanter : b b f ; thermos : p p d ;
canister : d f f ; pitcher : h m v ; thermos : d o g ; burette : c o c o ; SEPARATE shift burette after thermos	canister : d f f ; pitcher : h m v ; thermos : d o g ; burette : c o c o ;
canister : r p ; beaker : b h b r h r ; SEPARATE add two orange to beaker	canister : r p ; beaker : b h b r h r o o ;
flagon : h ; burette : m h h c ; flagon : b o m ; burette : m m ; SEPARATE shift first burette before first flagon	burette : m h h c ; flagon : h ; flagon : b o m ; burette : m m ;
jar : y f g ; decanter : e ; SEPARATE double decanter	jar : y f g ; decanter : e e ;
burette : b e v v ; bottle : r a ; SEPARATE add four daffodil to burette	burette : b e v v d d d d ; bottle : r a ;
glass : y r r y f ; bottle : h g f f ; jar : h r g r ; mug : f f e e ; SEPARATE empty mug	glass : y r r y f ; bottle : h g f f ; jar : h r g r ; mug : _ ;
beaker : b m m ; beaker : v h b v ; SEPARATE empty last beaker	beaker : b m m ; beaker : _ ;
thermos : m ; canister : v v h ; jar : r m r ; mug : h ; SEPARATE create burette	thermos : m ; canister : v v h ; jar : r m r ; mug : h ; burette : _ ;
bottle : b c c ; urn : p y p ; SEPARATE filter urn	bottle : b c c ; urn : p p y ;
burette : r ; cup : m d m d a a ; SEPARATE empty cup	burette : r ; cup : _ ;
jar : m m g ; vessel : m ; jug : a b m m a ; cup : d y d e y ; SEPARATE destroy cup	jar : m m g ; vessel : m ; jug : a b m m a ;
jar : y a y v ; pitcher : c c ; jar : o a a ; SEPARATE filter pitcher	jar : y a y v ; pitcher : c c ; jar : o a a ;
mug : h f h f ; canister : p ; jar : p p a a ; SEPARATE filter canister	mug : h f h f ; canister : p ; jar : p p a a ;
urn : o c o ; flagon : g d f ; flagon : y ; jug : v g v g ; SEPARATE destroy jug	urn : o c o ; flagon : g d f ; flagon : y ;
bottle : p a d d p ; jug : h ; cup : g g ; canister : v ; SEPARATE empty cup	bottle : p a d d p ; jug : h ; cup : _ ; canister : v ;
beaker : f f ; pitcher : h g ; flask : c a b ; beaker : m m c b ; SEPARATE empty first beaker	beaker : _ ; pitcher : h g ; flask : c a b ; beaker : m m c b ;
thermos : b f m b m ; canister : p ; canister : g ; mug : b a a m b ; SEPARATE filter last canister	thermos : b f m b m ; canister : p ; canister : g ; mug : b a a m b ;
beaker : o g o ; beaker : m r y y ; bottle : o ; decanter : a r a ; SEPARATE unmix first beaker	beaker : o o ; beaker : g ; beaker : m r y y ; bottle : o ; decanter : a r a ;
jug : g ; urn : g ; jug : r r ; SEPARATE shift urn after first jug	jug : g ; urn : g ; jug : r r ;
vessel : h h y y ; glass : b b o h ; SEPARATE filter vessel	vessel : h h y y ; glass : b b o h ;
urn : r y g g ; vessel : e m v e v ; flask : v v ; mug : f m m ; SEPARATE double mug	urn : r y g g ; vessel : e m v e v ; flask : v v ; mug : f m m f m m ;
decanter : y y ; decanter : v a v e e ; mug : a d v v d ; SEPARATE filter mug	decanter : y y ; decanter : v a v e e ; mug : a d d v v ;
decanter : p p g r r ; pitcher : p ; SEPARATE unmix decanter	decanter : p p ; decanter : g ; decanter : r r ; pitcher : p ;
mug : e a r e a ; glass : m v f f ; SEPARATE create flask	mug : e a r e a ; glass : m v f f ; flask : _ ;
beaker : y c c o ; burette : o o b ; cup : m p p o m ; thermos : b e c ; SEPARATE filter thermos	beaker : y c c o ; burette : o o b ; cup : m p p o m ; thermos : b e c ;
beaker : g b b g ; bottle : o e ; SEPARATE empty bottle	beaker : g b b g ; bottle : _ ;
decanter : c b ; vessel : c c b b ; SEPARATE double vessel	decanter : c b ; vessel : c c b b c c b b ;
canister : d ; urn : b m c b m ; SEPARATE empty urn	canister : d ; urn : _ ;
decanter : p r b b ; mug : f f ; SEPARATE shift mug before decanter	mug : f f ; decanter : p r b b ;
urn : o r o v ; decanter : p ; SEPARATE destroy decanter	urn : o r o v ;
canister : v ; jug : b c o ; glass : p p ; vessel : y f y f ; SEPARATE shift glass before jug	canister : v ; glass : p p ; jug : b c o ; vessel : y f y f ;
mug : e ; vessel : p g p r r ; urn : v c y v c ; SEPARATE add one harlequin to urn	mug : e ; vessel : p g p r r ; urn : v c y v c h ;
urn : c c ; jar : y m r ; SEPARATE shift urn before jar	urn : c c ; jar : y m r ;
burette : a b p p b ; decanter : r y h h ; pitcher : f e e f ; decanter : h b f ; SEPARATE double first decanter	burette : a b p p b ; decanter : r y h h r y h h ; pitcher : f e e f ; decanter : h b f ;
vessel : o y d d y ; canister : d b d a b a ; glass : b e f ; jar : v ; SEPARATE create burette	vessel : o y d d y ; canister : d b d a b a ; glass : b e f ; jar : v ; burette : _ ;
pitcher : v v g y ; thermos : c c ; decanter : o d o e d ; SEPARATE double pitcher	pitcher : v v g y v v g y ; thermos : c c ; decanter : o d o e d ;
urn : g ; pitcher : r r ; glass : a a ; burette : v g g v ; SEPARATE destroy burette	urn : g ; pitcher : r r ; glass : a a ;
flask : y y ; thermos : r m m v ; vessel : p p ; cup : o m m o a ; SEPARATE filter vessel	flask : y y ; thermos : r m m v ; vessel : p p ; cup : o m m o a ;
flask : r m c ; jar : h h ; beaker : e e ; burette : r r ; SEPARATE create urn	flask : r m c ; jar : h h ; beaker : e e ; burette : r r ; urn : _ ;
beaker : f d d v v ; pitcher : f o ; flagon : a ; urn : o a ; SEPARATE create burette	beaker : f d d v v ; pitcher : f o ; flagon : a ; urn : o a ; burette : _ ;
jar : e ; flask : p d p d ; SEPARATE double flask	jar : e ; flask : p d p d p d p d ;
mug : a a v ; canister : a g g ; cup : h y o y ; SEPARATE shift cup after mug	mug : a a v ; cup : h y o y ; canister : a g g ;
canister : e d d ; decanter : v a v ; SEPARATE double decanter	canister : e d d ; decanter : v a v v a v ;
burette : c b b c ; thermos : p ; jug : b h r h ; SEPARATE add six violet to jug	burette : c b b c ; thermos : p ; jug : b h r h v v v v v v ;
decanter : e e b ; thermos : b b o ; pitcher : a a ; glass : p ; SEPARATE filter pitcher	decanter : e e b ; thermos : b b o ; pitcher : a a ; glass : p ;
beaker : y b y ; burette : c y a y c a ; beaker : b p f b ; flask : f p ; SEPARATE add one aqua to last beaker	beaker : y b y ; burette : c y a y c a ; beaker : b p f b a ; flask : f p ;
jar : m m ; vessel : o h o ; burette : c e y c e ; thermos : y b c c b ; SEPARATE empty burette	jar : m m ; vessel : o h o ; burette : _ ; thermos : y b c c b ;
canister : v ; cup : c c ; SEPARATE unmix canister	canister : v ; cup : c c ;
burette : f f r v ; burette : m d m a d ; flagon : p p ; flask : f f ; SEPARATE create burette	burette : f f r v ; burette : m d m a d ; flagon : p p ; flask : f f ; burette : _ ;
canister : m g ; mug : v a ; bottle : p c c p ; SEPARATE unmix bottle	canister : m g ; mug : v a ; bottle : p p ; bottle : c c ;
flagon : v v ; thermos : r p e e ; SEPARATE destroy flagon	thermos : r p e e ;
beaker : m m ; jar : d d c f c ; cup : m m p p v ; cup : h h o v ; SEPARATE create urn	beaker : m m ; jar : d d c f c ; cup : m m p p v ; cup : h h o v ; urn : _ ;
flagon : o a y a o ; beaker : g g ; bottle : m m ; SEPARATE add two cabernet to beaker	flagon : o a y a o ; beaker : g g c c ; bottle : m m ;
burette : e m e m ; decanter : d c c ; bottle : g m r ; SEPARATE destroy decanter	burette : e m e m ; bottle : g m r ;
vessel : d f d f ; mug : f f v ; thermos : f ; decanter : p p d d ; SEPARATE unmix decanter	vessel : d f d f ; mug : f f v ; thermos : f ; decanter : p p ; decanter : d d ;
bottle : g g ; decanter : a g a c ; decanter : a a ; SEPARATE add five green to bottle	bottle : g g g g g g g ; decanter : a g a c ; decanter : a a ;
bottle : c b c ; decanter : v f v e ; mug : c p ; SEPARATE destroy bottle	decanter : v f v e ; mug : c p ;
bottle : m b ; canister : v b o b ; SEPARATE create jug	bottle : m b ; canister : v b o b ; jug : _ ;
thermos : h h y d d ; urn : d g g y y ; flagon : a b b g ; SEPARATE filter flagon	thermos : h h y d d ; urn : d g g y y ; flagon : a b b g ;
thermos : b b e ; decanter : v v ; burette : h h ; SEPARATE add six harlequin to thermos	thermos : b b e h h h h h h ; decanter : v v ; burette : h h ;
canister : f f ; flask : y m v y m v ; SEPARATE create flagon	canister : f f ; flask : y m v y m v ; flagon : _ ;
mug : h h ; vessel : e e f ; burette : m b ; flask : v ; SEPARATE add four red to flask	mug : h h ; vessel : e e f ; burette : m b ; flask : v r r r r ;
thermos : a h h a ; mug : h h d d a ; SEPARATE filter thermos	thermos : a a h h ; mug : h h d d a ;
jug : f ; flagon : r ; SEPARATE create flask	jug : f ; flagon : r ; flask : _ ;
beaker : r r p b ; pitcher : h ; cup : f f ; SEPARATE create thermos	beaker : r r p b ; pitcher : h ; cup : f f ; thermos : _ ;
vessel : a f a ; urn : y ; SEPARATE unmix vessel	vessel : a a ; vessel : f ; urn : y ;
cup : c p ; vessel : c d c r d ; glass : d c ; beaker : g y c c ; SEPARATE unmix vessel	cup : c p ; vessel : c c ; vessel : d d ; vessel : r ; glass : d c ; beaker : g y c c ;
flask : h c r h ; thermos : p r f p ; decanter : m m p p ; flagon : a a o o f ; SEPARATE destroy flagon	flask : h c r h ; thermos : p r f p ; decanter : m m p p ;
bottle : f ; burette : h ; glass : f e r f e ; SEPARATE destroy glass	bottle : f ; burette : h ;
burette : r y y ; urn : c c ; mug : o e e o p ; jug : c m c m ; SEPARATE add one orange to burette	burette : r y y o ; urn : c c ; mug : o e e o p ; jug : c m c m ;
jar : e e ; canister : f b b o o ; SEPARATE filter canister	jar : e e ; canister : f b b o o ;
burette : e ; thermos : p b d b ; bottle : h e e d h ; vessel : g g a r ; SEPARATE empty bottle	burette : e ; thermos : p b d b ; bottle : _ ; vessel : g g a r ;
decanter : p c ; bottle : y v ; mug : r c h h c ; SEPARATE create flask	decanter : p c ; bottle : y v ; mug : r c h h c ; flask : _ ;
cup : e e f f ; beaker : g ; flagon : g r y r ; SEPARATE add one emberiae to cup	cup : e e f f e ; beaker : g ; flagon : g r y r ;
bottle : v ; urn : d m p ; bottle : r a h ; canister : b ; SEPARATE empty canister	bottle : v ; urn : d m p ; bottle : r a h ; canister : _ ;
bottle : y e e ; flagon : m m ; bottle : b ; flagon : b o ; SEPARATE shift last bottle before first bottle	bottle : b ; bottle : y e e ; flagon : m m ; flagon : b o ;
thermos : v o v ; urn : p ; SEPARATE shift urn before thermos	urn : p ; thermos : v o v ;
