Input	Output
vessel : p o p o ; jug : e c o ; thermos : o ; SEPARATE destroy jug	vessel : p o p o ; thermos : o ;
mug : r e ; flagon : y a y r a ; SEPARATE shift flagon after mug	mug : r e ; flagon : y a y r a ;
decanter : h r h ; beaker : e e a a ; SEPARATE filter beaker	decanter : h r h ; beaker : e e a a ;
glass : r ; urn : f f ; flagon : h p p ; canister : a v v m ; SEPARATE empty flagon	glass : r ; urn : f f ; flagon : _ ; canister : a v v m ;
jug : v m m ; urn : m e m ; SEPARATE filter jug	jug : v m m ; urn : m e m ;
canister : d ; urn : b m c b m ; SEPARATE empty urn	canister : d ; urn : _ ;
jar : p a p g ; thermos : b m y y b ; SEPARATE filter jar	jar : p p a g ; thermos : b m y y b ;
decanter : o ; mug : r b b ; jar : v d d f ; SEPARATE filter jar	decanter : o ; mug : r b b ; jar : v d d f ;
cup : e d d ; canister : p p g ; SEPARATE double cup	cup : e d d e d d ; canister : p p g ;
vessel : r ; pitcher : g g ; SEPARATE empty pitcher	vessel : r ; pitcher : _ ;
cup : a y a p ; flask : m e e m ; pitcher : p p c f ; cup : d r d ; SEPARATE add three orange to last cup	cup : a y a p ; flask : m e e m ; pitcher : p p c f ; cup : d r d o o o ;
pitcher : v d d ; jar : b c c ; burette : f f g ; SEPARATE shift pitcher before burette	jar : b c c ; pitcher : v d d ; burette : f f g ;
canister : h m m h ; cup : d d h h ; jug : g y b ; SEPARATE shift canister after jug	cup : d d h h ; jug : g y b ; canister : h m m h ;
canister : r r h h ; thermos : d h h ; flask : v ; pitcher : g b b ; SEPARATE double pitcher	canister : r r h h ; thermos : d h h ; flask : v ; pitcher : g b b g b b ;
vessel : h h ; cup : f f a ; thermos : d d y p ; SEPARATE filter vessel	vessel : h h ; cup : f f a ; thermos : d d y p ;
flagon : m m ; jug : f f ; flask : v v ; bottle : h a h y ; SEPARATE create jar	flagon : m m ; jug : f f ; flask : v v ; bottle : h a h y ; jar : _ ;
decanter : e r a ; bottle : y y p ; SEPARATE double bottle	decanter : e r a ; bottle : y y p y y p ;
canister : r o r ; burette : v f f ; thermos : b b ; vessel : o c c o ; SEPARATE destroy burette	canister : r o r ; thermos : b b ; vessel : o c c o ;
decanter : p g g ; jug : g g ; SEPARATE create decanter	decanter : p g g ; jug : g g ; decanter : _ ;
decanter : r o r a ; bottle : g y o ; pitcher : g g f ; beaker : e ; SEPARATE double bottle	decanter : r o r a ; bottle : g y o g y o ; pitcher : g g f ; beaker : e ;
bottle : a a ; decanter : o a ; pitcher : c d e c ; vessel : a a ; SEPARATE filter vessel	bottle : a a ; decanter : o a ; pitcher : c d e c ; vessel : a a ;
cup : m m ; canister : e ; SEPARATE unmix canister	cup : m m ; canister : e ;
flagon : c o c o ; cup : p p ; SEPARATE add four green to cup	flagon : c o c o ; cup : p p g g g g ;
thermos : c a c a ; bottle : o h h b ; urn : d r o r o ; pitcher : c c o d d ; SEPARATE create flask	thermos : c a c a ; bottle : o h h b ; urn : d r o r o ; pitcher : c c o d d ; flask : _ ;
vessel : h h ; vessel : g b h h ; SEPARATE empty last vessel	vessel : h h ; vessel : _ ;
canister : o o b ; cup : m p m ; thermos : r ; SEPARATE unmix canister	canister : o o ; canister : b ; cup : m p m ; thermos : r ;
decanter : f d m d m ; bottle : m ; jug : c a c h ; flagon : f f ; SEPARATE double decanter	decanter : f d m d m f d m d m ; bottle : m ; jug : c a c h ; flagon : f f ;
flagon : f f v v ; cup : d e ; jug : d m p d m p ; vessel : h ; SEPARATE filter vessel	flagon : f f v v ; cup : d e ; jug : d m p d m p ; vessel : h ;
flagon : p p ; flask : y e c ; vessel : d g g ; pitcher : d d ; SEPARATE filter pitcher	flagon : p p ; flask : y e c ; vessel : d g g ; pitcher : d d ;
bottle : p y ; beaker : p g g ; mug : m r a r a ; thermos : e ; SEPARATE empty beaker	bottle : p y ; beaker : _ ; mug : m r a r a ; thermos : e ;
burette : r r ; beaker : p h h o ; beaker : h h ; SEPARATE add six red to burette	burette : r r r r r r r r ; beaker : p h h o ; beaker : h h ;
beaker : a a v ; beaker : h v h ; burette : d c d ; SEPARATE create pitcher	beaker : a a v ; beaker : h v h ; burette : d c d ; pitcher : _ ;
burette : m ; pitcher : d m ; flask : m m ; mug : c c ; SEPARATE destroy flask	burette : m ; pitcher : d m ; mug : c c ;
glass : m m ; urn : y y ; beaker : g g b f ; flagon : o o ; SEPARATE filter beaker	glass : m m ; urn : y y ; beaker : g g b f ; flagon : o o ;
urn : b v v b m ; jug : d d f ; mug : o c c ; thermos : d d ; SEPARATE add six green to mug	urn : b v v b m ; jug : d d f ; mug : o c c g g g g g g ; thermos : d d ;
cup : o o ; urn : a f a b ; flagon : o o d d ; SEPARATE destroy cup	urn : a f a b ; flagon : o o d d ;
jug : r b b ; burette : g e y ; mug : e o e ; SEPARATE unmix jug	jug : r ; jug : b b ; burette : g e y ; mug : e o e ;
flagon : d p d ; jug : o y o e e ; jug : y p f ; SEPARATE create pitcher	flagon : d p d ; jug : o y o e e ; jug : y p f ; pitcher : _ ;
cup : h h ; decanter : m a a ; thermos : r p r p ; SEPARATE unmix cup	cup : h h ; decanter : m a a ; thermos : r p r p ;
canister : v ; jar : a f f b ; pitcher : b b c ; SEPARATE add two fuchsia to pitcher	canister : v ; jar : a f f b ; pitcher : b b c f f ;
glass : v g v f g ; jug : h a h ; flagon : a p o o p ; SEPARATE filter glass	glass : v v g g f ; jug : h a h ; flagon : a p o o p ;
pitcher : f p g f ; urn : b d r r b ; SEPARATE unmix pitcher	pitcher : f f ; pitcher : p ; pitcher : g ; urn : b d r r b ;
pitcher : e e ; burette : p m ; cup : y y e h h e ; SEPARATE unmix cup	pitcher : e e ; burette : p m ; cup : y y ; cup : e e ; cup : h h ;
beaker : f ; canister : m a a m ; SEPARATE unmix canister	beaker : f ; canister : m m ; canister : a a ;
glass : v ; beaker : c c m ; SEPARATE empty glass	glass : _ ; beaker : c c m ;
cup : g m c ; thermos : m c ; SEPARATE shift thermos before cup	thermos : m c ; cup : g m c ;
canister : y h v h ; urn : e h h ; glass : b ; thermos : m ; SEPARATE add two magenta to urn	canister : y h v h ; urn : e h h m m ; glass : b ; thermos : m ;
flagon : o p r p ; glass : f d d ; glass : m ; SEPARATE add three purple to first glass	flagon : o p r p ; glass : f d d p p p ; glass : m ;
cup : d d v v y ; jar : g p y p ; SEPARATE filter jar	cup : d d v v y ; jar : g p p y ;
flask : c d ; jar : d g d g ; pitcher : y y ; vessel : a a o m o ; SEPARATE filter flask	flask : c d ; jar : d g d g ; pitcher : y y ; vessel : a a o m o ;
thermos : m y p p ; beaker : d g g d ; SEPARATE unmix beaker	thermos : m y p p ; beaker : d d ; beaker : g g ;
pitcher : p p ; flagon : v v p p ; SEPARATE add one blue to pitcher	pitcher : p p b ; flagon : v v p p ;
jar : e e ; burette : v ; SEPARATE filter jar	jar : e e ; burette : v ;
bottle : h ; jug : m m v r v ; burette : a b f b ; canister : m m ; SEPARATE create pitcher	bottle : h ; jug : m m v r v ; burette : a b f b ; canister : m m ; pitcher : _ ;
jug : b b ; decanter : e e ; SEPARATE shift jug before decanter	jug : b b ; decanter : e e ;
canister : o o p e p ; decanter : h r h r ; bottle : g h y ; SEPARATE empty decanter	canister : o o p e p ; decanter : _ ; bottle : g h y ;
vessel : b m g ; beaker : r b ; jar : h g e h e g ; urn : e g ; SEPARATE empty vessel	vessel : _ ; beaker : r b ; jar : h g e h e g ; urn : e g ;
cup : y y ; flagon : g r g ; mug : a g a h ; SEPARATE double mug	cup : y y ; flagon : g r g ; mug : a g a h a g a h ;
beaker : v ; glass : y c y c p ; canister : a m g ; SEPARATE unmix beaker	beaker : v ; glass : y c y c p ; canister : a m g ;
jar : r r ; pitcher : g h g ; flagon : f ; SEPARATE unmix jar	jar : r r ; pitcher : g h g ; flagon : f ;
bottle : a h h a c ; decanter : d y d y ; urn : y d h h y ; jar : a b b a ; SEPARATE double bottle	bottle : a h h a c a h h a c ; decanter : d y d y ; urn : y d h h y ; jar : a b b a ;
mug : e e ; decanter : v h v ; SEPARATE double mug	mug : e e e e ; decanter : v h v ;
thermos : y y ; thermos : m h p p ; SEPARATE destroy last thermos	thermos : y y ;
thermos : g ; jar : v v r r ; jar : d c ; mug : y y ; SEPARATE filter last jar	thermos : g ; jar : v v r r ; jar : d c ; mug : y y ;
jug : v p y v y ; glass : r ; pitcher : e b e ; SEPARATE add six blue to glass	jug : v p y v y ; glass : r b b b b b b ; pitcher : e b e ;
thermos : d ; bottle : r r v v ; mug : g o o ; SEPARATE create vessel	thermos : d ; bottle : r r v v ; mug : g o o ; vessel : _ ;
jug : v v m h m ; jar : b y y ; SEPARATE filter jar	jug : v v m h m ; jar : b y y ;
glass : f f ; pitcher : f ; cup : h a e a h ; SEPARATE unmix pitcher	glass : f f ; pitcher : f ; cup : h a e a h ;
jar : y b b ; jug : e m m y e ; cup : h h ; SEPARATE add six purple to jug	jar : y b b ; jug : e m m y e p p p p p p ; cup : h h ;
cup : e e ; vessel : e h h e ; jar : o ; SEPARATE filter jar	cup : e e ; vessel : e h h e ; jar : o ;
flask : g e ; canister : o e g e o ; SEPARATE destroy flask	canister : o e g e o ;
bottle : y d d y ; mug : o h b h o ; beaker : o o ; pitcher : g g d ; SEPARATE destroy bottle	mug : o h b h o ; beaker : o o ; pitcher : g g d ;
thermos : d g g m m ; decanter : f b h h ; pitcher : a a ; pitcher : y ; SEPARATE shift decanter after first pitcher	thermos : d g g m m ; pitcher : a a ; decanter : f b h h ; pitcher : y ;
decanter : a g ; canister : y ; SEPARATE filter decanter	decanter : a g ; canister : y ;
pitcher : c v v f ; canister : p p d ; burette : v ; SEPARATE empty burette	pitcher : c v v f ; canister : p p d ; burette : _ ;
flagon : m ; vessel : e o c ; SEPARATE empty vessel	flagon : m ; vessel : _ ;
canister : r r ; pitcher : v v ; decanter : y r e e ; SEPARATE shift pitcher after canister	canister : r r ; pitcher : v v ; decanter : y r e e ;
flask : a a g ; vessel : b b h g h ; SEPARATE unmix vessel	flask : a a g ; vessel : b b ; vessel : h h ; vessel : g ;
beaker : g g r ; pitcher : a o a ; decanter : p f v p ; SEPARATE filter pitcher	beaker : g g r ; pitcher : a a o ; decanter : p f v p ;
urn : d b ; burette : g m g y m ; bottle : p a f p a f ; SEPARATE create jar	urn : d b ; burette : g m g y m ; bottle : p a f p a f ; jar : _ ;
pitcher : d d h ; thermos : r m r m ; glass : o ; mug : r r ; SEPARATE destroy glass	pitcher : d d h ; thermos : r m r m ; mug : r r ;
pitcher : m e r m ; cup : h g g c ; jug : p m g p g ; decanter : m m ; SEPARATE destroy jug	pitcher : m e r m ; cup : h g g c ; decanter : m m ;
urn : y a g y a ; flask : m ; beaker : g b g ; SEPARATE empty urn	urn : _ ; flask : m ; beaker : g b g ;
glass : d f d f h ; burette : e e a ; SEPARATE shift burette before glass	burette : e e a ; glass : d f d f h ;
jar : a f c c f ; vessel : m m ; flask : v m ; SEPARATE destroy flask	jar : a f c c f ; vessel : m m ;
vessel : f g f ; urn : o o ; decanter : c ; SEPARATE shift decanter after urn	vessel : f g f ; urn : o o ; decanter : c ;
bottle : b e ; jar : y r r y ; urn : r v r v ; SEPARATE empty jar	bottle : b e ; jar : _ ; urn : r v r v ;
pitcher : e g p g ; jug : f o a f o ; SEPARATE add four purple to pitcher	pitcher : e g p g p p p p ; jug : f o a f o ;
flagon : g ; beaker : f h f h ; flagon : e m e o o ; decanter : p a ; SEPARATE destroy beaker	flagon : g ; flagon : e m e o o ; decanter : p a ;
canister : v b v g ; vessel : m m ; vessel : g ; flask : y f y ; SEPARATE add six violet to last vessel	canister : v b v g ; vessel : m m ; vessel : g v v v v v v ; flask : y f y ;
pitcher : r o r ; decanter : m m ; beaker : y y ; SEPARATE create decanter	pitcher : r o r ; decanter : m m ; beaker : y y ; decanter : _ ;
mug : a a ; jug : c c ; SEPARATE create jar	mug : a a ; jug : c c ; jar : _ ;
jar : h h ; canister : g v ; pitcher : f p o ; SEPARATE filter jar	jar : h h ; canister : g v ; pitcher : f p o ;
flagon : y c y p c ; vessel : r v y y ; jar : b b f ; mug : v ; SEPARATE add four emberiae to vessel	flagon : y c y p c ; vessel : r v y y e e e e ; jar : b b f ; mug : v ;
beaker : m m ; burette : h h ; jug : y ; SEPARATE double jug	beaker : m m ; burette : h h ; jug : y y ;
beaker : h h ; flask : g d g d v v ; thermos : g f b g ; SEPARATE add six emberiae to flask	beaker : h h ; flask : g d g d v v e e e e e e ; thermos : g f b g ;
canister : c c m ; jug : y e v e ; SEPARATE filter jug	canister : c c m ; jug : y e e v ;
decanter : o ; flask : y y ; SEPARATE unmix decanter	decanter : o ; flask : y y ;
beaker : r r a d ; cup : m m ; glass : m b m ; flagon : e b y y ; SEPARATE filter cup	beaker : r r a d ; cup : m m ; glass : m b m ; flagon : e b y y ;
urn : y r r y ; vessel : c ; beaker : h d c ; cup : v v b ; SEPARATE create burette	urn : y r r y ; vessel : c ; beaker : h d c ; cup : v v b ; burette : _ ;
mug : v a a p v p ; pitcher : d d v h ; flagon : g ; jug : p b b e ; SEPARATE destroy mug	pitcher : d d v h ; flagon : g ; jug : p b b e ;
bottle : m m ; vessel : m ; SEPARATE create canister	bottle : m m ; vessel : m ; canister : _ ;
burette : c h h c ; flagon : p p ; flask : c o ; flask : r e r b ; SEPARATE unmix last flask	burette : c h h c ; flagon : p p ; flask : c o ; flask : r r ; flask : e ; flask : b ;
canister : m ; flask : c p c ; thermos : d g f g ; SEPARATE filter canister	canister : m ; flask : c p c ; thermos : d g f g ;
glass : g ; pitcher : b b o h ; burette : d b b ; SEPARATE filter pitcher	glass : g ; pitcher : b b o h ; burette : d b b ;
canister : p c p v v ; thermos : r r ; pitcher : m m a ; SEPARATE create bottle	canister : p c p v v ; thermos : r r ; pitcher : m m a ; bottle : _ ;
flask : d p f p d ; thermos : o m v o m v ; pitcher : m m b ; SEPARATE unmix pitcher	flask : d p f p d ; thermos : o m v o m v ; pitcher : m m ; pitcher : b ;
urn : y ; jar : a c o ; bottle : b d e d ; SEPARATE destroy bottle	urn : y ; jar : a c o ;
mug : y v y ; thermos : e e r ; bottle : p g ; SEPARATE filter bottle	mug : y v y ; thermos : e e r ; bottle : p g ;
cup : c ; jar : h h ; canister : m e c ; thermos : e e ; SEPARATE destroy cup	jar : h h ; canister : m e c ; thermos : e e ;
jar : a a ; pitcher : v e v r ; flagon : b b ; SEPARATE empty jar	jar : _ ; pitcher : v e v r ; flagon : b b ;
urn : d y v d v y ; bottle : b b h ; flagon : v c v f ; mug : a o ; SEPARATE double bottle	urn : d y v d v y ; bottle : b b h b b h ; flagon : v c v f ; mug : a o ;
flask : f b b e ; canister : c d c g d ; flagon : g g ; burette : y e e y ; SEPARATE empty burette	flask : f b b e ; canister : c d c g d ; flagon : g g ; burette : _ ;
flask : h c b h b ; pitcher : y y ; canister : a a ; burette : g r a a g ; SEPARATE shift burette after canister	flask : h c b h b ; pitcher : y y ; canister : a a ; burette : g r a a g ;
glass : d c d h c ; flask : f f m o ; jar : c c ; flask : r d r v ; SEPARATE destroy jar	glass : d c d h c ; flask : f f m o ; flask : r d r v ;
bottle : p d ; flask : r r ; mug : a ; flask : c h c h ; SEPARATE unmix first flask	bottle : p d ; flask : r r ; mug : a ; flask : c h c h ;
jug : o v v ; flagon : y y ; SEPARATE create mug	jug : o v v ; flagon : y y ; mug : _ ;
bottle : m ; flask : c c ; flask : v e y y v ; SEPARATE destroy first flask	bottle : m ; flask : v e y y v ;
glass : h c ; canister : c ; SEPARATE filter glass	glass : h c ; canister : c ;
canister : c b b ; urn : m b m ; SEPARATE destroy canister	urn : m b m ;
flagon : g e d ; decanter : c c d ; cup : h p h p ; decanter : p ; SEPARATE destroy flagon	decanter : c c d ; cup : h p h p ; decanter : p ;
canister : o h o a ; decanter : f r r ; urn : o ; mug : f h h ; SEPARATE unmix mug	canister : o h o a ; decanter : f r r ; urn : o ; mug : f ; mug : h h ;
thermos : d c ; mug : h ; thermos : g a ; SEPARATE destroy second thermos	thermos : d c ; mug : h ;
vessel : d ; vessel : y b g y b ; beaker : f f ; jar : o o y ; SEPARATE unmix first vessel	vessel : d ; vessel : y b g y b ; beaker : f f ; jar : o o y ;
beaker : o r o m ; jug : y h ; flask : p o ; bottle : a ; SEPARATE empty jug	beaker : o r o m ; jug : _ ; flask : p o ; bottle : a ;
cup : p d r r p ; flask : m r m ; SEPARATE filter flask	cup : p d r r p ; flask : m m r ;
canister : h o o m h m ; vessel : o o ; burette : p p m ; SEPARATE filter canister	canister : h h o o m m ; vessel : o o ; burette : p p m ;
burette : c b f f c ; thermos : g g c b c ; SEPARATE empty burette	burette : _ ; thermos : g g c b c ;
cup : y d y ; pitcher : a g d d ; SEPARATE filter cup	cup : y y d ; pitcher : a g d d ;
flask : d y g d ; vessel : f c f g ; flagon : v v b ; thermos : r v c c v ; SEPARATE shift flagon after vessel	flask : d y g d ; vessel : f c f g ; flagon : v v b ; thermos : r v c c v ;
decanter : h h m f ; thermos : v y y ; SEPARATE create cup	decanter : h h m f ; thermos : v y y ; cup : _ ;
flask : o ; jar : a p ; flagon : c m m ; SEPARATE filter flagon	flask : o ; jar : a p ; flagon : c m m ;
beaker : e a e ; burette : v o o v a ; SEPARATE destroy burette	beaker : e a e ;
mug : f v f e ; canister : p r p m ; bottle : p p ; SEPARATE add three fuchsia to mug	mug : f v f e f f f ; canister : p r p m ; bottle : p p ;
vessel : m m ; beaker : e a ; vessel : g m g m ; SEPARATE add two green to first vessel	vessel : m m g g ; beaker : e a ; vessel : g m g m ;
pitcher : m ; jar : g e ; SEPARATE create canister	pitcher : m ; jar : g e ; canister : _ ;
thermos : e ; bottle : e b ; pitcher : o f h h o ; pitcher : p p ; SEPARATE unmix thermos	thermos : e ; bottle : e b ; pitcher : o f h h o ; pitcher : p p ;
canister : g ; flask : o o m c m ; SEPARATE double flask	canister : g ; flask : o o m c m o o m c m ;
canister : a e e h ; canister : e v e ; jar : y y ; canister : v v e e ; SEPARATE shift second canister after third canister	canister : a e e h ; jar : y y ; canister : v v e e ; canister : e v e ;
decanter : e ; mug : c f ; flagon : a a ; SEPARATE create glass	decanter : e ; mug : c f ; flagon : a a ; glass : _ ;
burette : a v v d ; vessel : b b v ; SEPARATE double vessel	burette : a v v d ; vessel : b b v b b v ;
bottle : r f b r ; pitcher : r d m d ; jug : e y b y e ; burette : b d b o d ; SEPARATE create canister	bottle : r f b r ; pitcher : r d m d ; jug : e y b y e ; burette : b d b o d ; canister : _ ;
decanter : g g ; decanter : r c e c ; flask : d ; thermos : p m f ; SEPARATE double second decanter	decanter : g g ; decanter : r c e c r c e c ; flask : d ; thermos : p m f ;
urn : d d ; mug : v ; beaker : y f y o ; thermos : b d ; SEPARATE create flagon	urn : d d ; mug : v ; beaker : y f y o ; thermos : b d ; flagon : _ ;
urn : d o e d o ; pitcher : g b g ; cup : h ; SEPARATE destroy pitcher	urn : d o e d o ; cup : h ;
canister : h h ; beaker : c p p c ; SEPARATE double canister	canister : h h h h ; beaker : c p p c ;
jar : h ; cup : g ; SEPARATE unmix cup	jar : h ; cup : g ;
mug : m ; jar : m h d d ; SEPARATE double mug	mug : m m ; jar : m h d d ;
glass : d m d m g ; burette : p p ; vessel : d d c c ; flagon : r r h v v ; SEPARATE filter vessel	glass : d m d m g ; burette : p p ; vessel : d d c c ; flagon : r r h v v ;
decanter : f p a ; jug : d m a a d m ; mug : e ; thermos : g b b o ; SEPARATE shift jug after decanter	decanter : f p a ; jug : d m a a d m ; mug : e ; thermos : g b b o ;
cup : p p ; flagon : y c o c o ; jug : o v v r r ; SEPARATE create beaker	cup : p p ; flagon : y c o c o ; jug : o v v r r ; beaker : _ ;
bottle : o b ; mug : v v ; SEPARATE destroy mug	bottle : o b ;
flagon : f f ; flask : a o c c ; canister : m m p y y p ; SEPARATE unmix flask	flagon : f f ; flask : a ; flask : o ; flask : c c ; canister : m m p y y p ;
glass : r r g g ; urn : y a y a ; mug : a a ; SEPARATE create bottle	glass : r r g g ; urn : y a y a ; mug : a a ; bottle : _ ;
jar : c c m ; jar : r r ; flagon : e ; SEPARATE empty first jar	jar : _ ; jar : r r ; flagon : e ;
thermos : o h h o ; bottle : f y y ; jug : a p ; SEPARATE empty bottle	thermos : o h h o ; bottle : _ ; jug : a p ;
beaker : y h h ; thermos : h r h ; jar : m ; SEPARATE double beaker	beaker : y h h y h h ; thermos : h r h ; jar : m ;
vessel : m e m ; pitcher : e p ; canister : p r c p ; SEPARATE add three daffodil to pitcher	vessel : m e m ; pitcher : e p d d d ; canister : p r c p ;
canister : y y ; cup : g p p a a ; SEPARATE filter cup	canister : y y ; cup : g p p a a ;
burette : e e a d d ; pitcher : m ; mug : o o ; SEPARATE create thermos	burette : e e a d d ; pitcher : m ; mug : o o ; thermos : _ ;
jar : o y ; cup : c a c e ; burette : y y a ; SEPARATE shift cup before burette	jar : o y ; cup : c a c e ; burette : y y a ;
vessel : y y ; pitcher : o ; urn : m m ; SEPARATE filter urn	vessel : y y ; pitcher : o ; urn : m m ;
burette : h f o f o ; burette : d v r v d ; SEPARATE create urn	burette : h f o f o ; burette : d v r v d ; urn : _ ;
mug : h a h ; jug : e o o e f f ; SEPARATE empty mug	mug : _ ; jug : e o o e f f ;
burette : p a e e ; pitcher : c c ; bottle : f ; canister : e d d ; SEPARATE empty canister	burette : p a e e ; pitcher : c c ; bottle : f ; canister : _ ;
beaker : c ; bottle : y y v ; thermos : b b ; cup : b y y ; SEPARATE unmix bottle	beaker : c ; bottle : y y ; bottle : v ; thermos : b b ; cup : b y y ;
jug : h h b b ; flask : d b d ; SEPARATE shift jug before flask	jug : h h b b ; flask : d b d ;
jar : h h ; vessel : d r ; bottle : c h a h c ; SEPARATE destroy bottle	jar : h h ; vessel : d r ;
jar : v f ; thermos : y a ; SEPARATE double jar	jar : v f v f ; thermos : y a ;
mug : a g e g ; pitcher : o y ; beaker : v g g e ; decanter : o d c c ; SEPARATE destroy mug	pitcher : o y ; beaker : v g g e ; decanter : o d c c ;
beaker : e p p ; decanter : e e a ; SEPARATE shift decanter before beaker	decanter : e e a ; beaker : e p p ;
thermos : f f ; decanter : o ; SEPARATE add five magenta to decanter	thermos : f f ; decanter : o m m m m m ;
urn : e y m ; burette : y o o ; SEPARATE filter urn	urn : e y m ; burette : y o o ;
beaker : f m m o ; cup : p p ; decanter : g g y ; SEPARATE empty decanter	beaker : f m m o ; cup : p p ; decanter : _ ;
burette : p o p ; jar : r m m ; flask : h ; canister : o g y ; SEPARATE unmix burette	burette : p p ; burette : o ; jar : r m m ; flask : h ; canister : o g y ;
flagon : e e ; beaker : a m r a ; jug : e g ; urn : g g o e o ; SEPARATE destroy jug	flagon : e e ; beaker : a m r a ; urn : g g o e o ;
vessel : b p f p ; bottle : c c r ; jar : b a a d d ; beaker : c ; SEPARATE filter beaker	vessel : b p f p ; bottle : c c r ; jar : b a a d d ; beaker : c ;
mug : r h h ; cup : v d v a ; SEPARATE double cup	mug : r h h ; cup : v d v a v d v a ;
burette : p b y p ; canister : c c ; flagon : e e ; SEPARATE create urn	burette : p b y p ; canister : c c ; flagon : e e ; urn : _ ;
mug : r r ; canister : r a f r a ; decanter : y y c p ; mug : p p ; SEPARATE unmix decanter	mug : r r ; canister : r a f r a ; decanter : y y ; decanter : c ; decanter : p ; mug : p p ;
flask : h ; bottle : v h h ; beaker : y h g ; urn : g o g o ; SEPARATE filter bottle	flask : h ; bottle : v h h ; beaker : y h g ; urn : g o g o ;
cup : e e ; pitcher : d d f f ; SEPARATE shift cup after pitcher	pitcher : d d f f ; cup : e e ;
beaker : y ; mug : v b v h ; SEPARATE create glass	beaker : y ; mug : v b v h ; glass : _ ;
beaker : g r f g ; flagon : p y d ; SEPARATE filter beaker	beaker : g g r f ; flagon : p y d ;
jar : c c g g ; flagon : m ; SEPARATE empty flagon	jar : c c g g ; flagon : _ ;
glass : y r y r ; glass : o g g ; decanter : h p h p ; SEPARATE double last glass	glass : y r y r ; glass : o g g o g g ; decanter : h p h p ;
beaker : y o y ; bottle : a a f f m ; mug : h h ; SEPARATE empty mug	beaker : y o y ; bottle : a a f f m ; mug : _ ;
vessel : y e ; burette : y y a ; SEPARATE empty burette	vessel : y e ; burette : _ ;
cup : p p e e y ; jug : g a a ; jug : b f f g b ; beaker : v ; SEPARATE double first jug	cup : p p e e y ; jug : g a a g a a ; jug : b f f g b ; beaker : v ;
jar : g y a a ; cup : a a d ; flask : g c g c ; SEPARATE empty flask	jar : g y a a ; cup : a a d ; flask : _ ;
vessel : g a a g ; beaker : h h ; vessel : o o ; SEPARATE double second vessel	vessel : g a a g ; beaker : h h ; vessel : o o o o ;
decanter : g g y ; jug : v o o ; mug : y y ; SEPARATE create canister	decanter : g g y ; jug : v o o ; mug : y y ; canister : _ ;
