Input	Output
cup : r a r ; burette : f r a a ; pitcher : g e g e ; SEPARATE destroy cup	burette : f r a a ; pitcher : g e g e ;
burette : v h v ; bottle : h h p ; SEPARATE destroy burette	bottle : h h p ;
glass : y m y m ; pitcher : m r p ; SEPARATE destroy glass	pitcher : m r p ;
mug : d h c ; pitcher : y ; SEPARATE destroy pitcher	mug : d h c ;
urn : c ; canister : b b d d ; SEPARATE destroy urn	canister : b b d d ;
flagon : g h g h r ; flagon : a a ; beaker : a c a ; SEPARATE destroy first flagon	flagon : a a ; beaker : a c a ;
glass : m a a ; beaker : b c v ; thermos : r r ; glass : e y b b e ; SEPARATE destroy last glass	glass : m a a ; beaker : b c v ; thermos : r r ;
jar : g v e e g v ; beaker : c o o h c ; decanter : c b b ; SEPARATE destroy jar	beaker : c o o h c ; decanter : c b b ;
flask : o ; thermos : c v a a ; SEPARATE destroy flask	thermos : c v a a ;
flagon : p e o o ; jar : a a ; SEPARATE destroy jar	flagon : p e o o ;
flask : f h g g ; cup : d ; mug : g g h ; SEPARATE destroy flask	cup : d ; mug : g g h ;
bottle : b y b y ; urn : y h h y ; SEPARATE destroy urn	bottle : b y b y ;
flagon : f o o b ; bottle : d b ; SEPARATE destroy bottle	flagon : f o o b ;
vessel : c p p c ; glass : p f ; mug : g ; SEPARATE destroy glass	vessel : c p p c ; mug : g ;
thermos : a r r ; vessel : o g g v ; SEPARATE destroy vessel	thermos : a r r ;
vessel : f f p r r ; glass : o d d p ; SEPARATE destroy vessel	glass : o d d p ;
decanter : c y o o ; thermos : f f r m m ; SEPARATE destroy thermos	decanter : c y o o ;
bottle : y e e ; canister : o r b b r ; SEPARATE destroy bottle	canister : o r b b r ;
jug : o p p ; jug : a a m c ; canister : r r ; glass : f h ; SEPARATE destroy glass	jug : o p p ; jug : a a m c ; canister : r r ;
canister : c ; beaker : r o o ; SEPARATE destroy canister	beaker : r o o ;
pitcher : v v y ; beaker : r e r d ; SEPARATE destroy beaker	pitcher : v v y ;
beaker : r a r a p ; flagon : a a ; canister : h e e ; SEPARATE destroy canister	beaker : r a r a p ; flagon : a a ;
jar : b g g ; bottle : c p ; canister : c a d a c d ; urn : m ; SEPARATE destroy jar	bottle : c p ; canister : c a d a c d ; urn : m ;
canister : a p ; glass : f f p p h ; canister : y p ; jug : a a g ; SEPARATE destroy glass	canister : a p ; canister : y p ; jug : a a g ;
burette : h h ; jar : y g g o ; flask : g g ; SEPARATE destroy flask	burette : h h ; jar : y g g o ;
beaker : y a a ; bottle : g m g ; SEPARATE destroy beaker	bottle : g m g ;
pitcher : h h d e ; vessel : m ; SEPARATE destroy pitcher	vessel : m ;
pitcher : e e f o o ; jug : c c e ; jug : d h d h ; cup : o o f ; SEPARATE destroy first jug	pitcher : e e f o o ; jug : d h d h ; cup : o o f ;
thermos : r f c f r ; decanter : e m e m a ; SEPARATE destroy thermos	decanter : e m e m a ;
mug : h h p m ; jug : c c ; jar : y y p ; SEPARATE destroy mug	jug : c c ; jar : y y p ;
beaker : c c ; glass : c y c y h ; SEPARATE destroy beaker	glass : c y c y h ;
cup : y v ; jug : c ; canister : p p ; SEPARATE destroy cup	jug : c ; canister : p p ;
flagon : a a c c ; decanter : v v ; SEPARATE destroy flagon	decanter : v v ;
vessel : v o o ; vessel : h b g b g ; SEPARATE destroy last vessel	vessel : v o o ;
flask : f h h e f ; flagon : a ; canister : g c c a a ; jug : r m r f ; SEPARATE destroy jug	flask : f h h e f ; flagon : a ; canister : g c c a a ;
burette : p p y r r ; vessel : h ; SEPARATE destroy burette	vessel : h ;
bottle : r r e ; flask : m y a y a ; decanter : h f ; SEPARATE destroy bottle	flask : m y a y a ; decanter : h f ;
bottle : r g g h h r ; thermos : b ; SEPARATE destroy thermos	bottle : r g g h h r ;
flask : v ; canister : d ; vessel : e m m v ; glass : p g h p ; SEPARATE destroy vessel	flask : v ; canister : d ; glass : p g h p ;
flagon : f g r g r ; cup : r r ; SEPARATE destroy cup	flagon : f g r g r ;
beaker : e ; canister : c e c y y ; SEPARATE destroy canister	beaker : e ;
cup : r m r e m ; decanter : b b f ; thermos : p p d ; beaker : g y g v ; SEPARATE destroy beaker	cup : r m r e m ; decanter : b b f ; thermos : p p d ;
vessel : e c ; cup : m o m p o ; glass : p p ; decanter : o g o ; SEPARATE destroy vessel	cup : m o m p o ; glass : p p ; decanter : o g o ;
jar : b b ; bottle : c ; cup : m ; urn : v v ; SEPARATE destroy cup	jar : b b ; bottle : c ; urn : v v ;
burette : e e b ; cup : r f r b f b ; SEPARATE destroy cup	burette : e e b ;
thermos : f b ; vessel : o y o ; vessel : h p f h ; urn : r ; SEPARATE destroy urn	thermos : f b ; vessel : o y o ; vessel : h p f h ;
cup : c c h g h ; burette : f ; beaker : a ; SEPARATE destroy burette	cup : c c h g h ; beaker : a ;
cup : a ; jar : b p a p b a ; SEPARATE destroy cup	jar : b p a p b a ;
decanter : p p ; mug : y ; SEPARATE destroy decanter	mug : y ;
decanter : d g g r d r ; jar : y ; canister : g ; SEPARATE destroy decanter	jar : y ; canister : g ;
jug : f o f ; burette : c c m o o m ; burette : h f f h ; SEPARATE destroy jug	burette : c c m o o m ; burette : h f f h ;
bottle : o o ; decanter : g e ; beaker : h r h o ; SEPARATE destroy beaker	bottle : o o ; decanter : g e ;
jar : o p p o ; pitcher : v b c ; bottle : d f f c ; beaker : d g p ; SEPARATE destroy beaker	jar : o p p o ; pitcher : v b c ; bottle : d f f c ;
cup : v v m ; cup : f ; thermos : e e ; SEPARATE destroy second cup	cup : v v m ; thermos : e e ;
jug : p b b ; beaker : e e ; pitcher : v ; pitcher : c a c ; SEPARATE destroy beaker	jug : p b b ; pitcher : v ; pitcher : c a c ;
decanter : c v v ; glass : e c o o ; SEPARATE destroy decanter	glass : e c o o ;
urn : g ; jug : m m v ; pitcher : g r p ; SEPARATE destroy jug	urn : g ; pitcher : g r p ;
pitcher : c v v ; burette : f f ; flask : y y ; jug : v e v e d ; SEPARATE destroy flask	pitcher : c v v ; burette : f f ; jug : v e v e d ;
decanter : b b d ; cup : o h o d ; SEPARATE destroy decanter	cup : o h o d ;
jar : a d h d ; canister : y a ; flagon : a b a ; SEPARATE destroy flagon	jar : a d h d ; canister : y a ;
cup : e ; decanter : a a ; SEPARATE destroy cup	decanter : a a ;
glass : p c d d c ; canister : v a p ; jug : y ; beaker : m ; SEPARATE destroy jug	glass : p c d d c ; canister : v a p ; beaker : m ;
canister : o o ; flask : c a ; SEPARATE destroy canister	flask : c a ;
jug : g o o g ; jug : h h ; decanter : y y ; SEPARATE destroy decanter	jug : g o o g ; jug : h h ;
burette : p p ; glass : p p m m ; SEPARATE destroy glass	burette : p p ;
decanter : p p ; flagon : h d ; jug : f e a ; SEPARATE destroy flagon	decanter : p p ; jug : f e a ;
thermos : c ; thermos : m v v h m h ; SEPARATE destroy first thermos	thermos : m v v h m h ;
pitcher : p b b p ; decanter : a a ; SEPARATE destroy pitcher	decanter : a a ;
jar : c d c ; canister : p e a p e a ; flagon : p b r ; bottle : d e d g ; SEPARATE destroy canister	jar : c d c ; flagon : p b r ; bottle : d e d g ;
vessel : o r ; flask : b h r b ; cup : b f f ; jar : a a ; SEPARATE destroy cup	vessel : o r ; flask : b h r b ; jar : a a ;
burette : b b ; glass : h p p ; burette : v ; cup : g a g v v ; SEPARATE destroy last burette	burette : b b ; glass : h p p ; cup : g a g v v ;
vessel : r y r y h ; canister : e o o ; thermos : m m ; SEPARATE destroy canister	vessel : r y r y h ; thermos : m m ;
flask : b ; flagon : d p p d ; bottle : e p o o e ; SEPARATE destroy flask	flagon : d p p d ; bottle : e p o o e ;
burette : p ; beaker : v v f f ; flagon : o o ; SEPARATE destroy burette	beaker : v v f f ; flagon : o o ;
burette : y ; jar : h h c ; flagon : p p f f ; SEPARATE destroy flagon	burette : y ; jar : h h c ;
pitcher : b b ; bottle : y f y m ; pitcher : e o ; SEPARATE destroy bottle	pitcher : b b ; pitcher : e o ;
glass : a a ; glass : v p o p ; bottle : c a ; SEPARATE destroy last glass	glass : a a ; bottle : c a ;
flask : y a a y ; canister : m m e ; SEPARATE destroy flask	canister : m m e ;
flagon : o y o y ; decanter : y f f m ; SEPARATE destroy decanter	flagon : o y o y ;
glass : c g c m g ; mug : m r r f f m ; SEPARATE destroy mug	glass : c g c m g ;
decanter : f f ; glass : v b ; beaker : g f g e ; jar : b b ; SEPARATE destroy jar	decanter : f f ; glass : v b ; beaker : g f g e ;
urn : c o h c ; decanter : v v ; SEPARATE destroy urn	decanter : v v ;
burette : f ; jug : v o o ; jug : b y ; SEPARATE destroy last jug	burette : f ; jug : v o o ;
burette : a y o ; pitcher : g g ; decanter : e a a e ; jar : v v g ; SEPARATE destroy jar	burette : a y o ; pitcher : g g ; decanter : e a a e ;
beaker : h ; flask : p m f m p ; SEPARATE destroy flask	beaker : h ;
flagon : v v o ; beaker : g o r g o ; thermos : c c d ; flask : y y ; SEPARATE destroy beaker	flagon : v v o ; thermos : c c d ; flask : y y ;
pitcher : g g ; burette : o ; SEPARATE destroy burette	pitcher : g g ;
thermos : e c r e r ; vessel : m b b m ; mug : o f r f ; SEPARATE destroy vessel	thermos : e c r e r ; mug : o f r f ;
thermos : b e b e ; beaker : f o o f ; SEPARATE destroy beaker	thermos : b e b e ;
vessel : p g m ; jar : m e m ; SEPARATE destroy jar	vessel : p g m ;
canister : p p ; decanter : p b e b ; beaker : m g g ; SEPARATE destroy canister	decanter : p b e b ; beaker : m g g ;
cup : h a a ; pitcher : h a h p ; bottle : g g ; SEPARATE destroy bottle	cup : h a a ; pitcher : h a h p ;
flagon : p b b ; beaker : m b b p p ; burette : v v ; SEPARATE destroy flagon	beaker : m b b p p ; burette : v v ;
beaker : m m a a ; beaker : e o ; vessel : g e y g ; SEPARATE destroy vessel	beaker : m m a a ; beaker : e o ;
pitcher : m c y ; vessel : r ; thermos : m c a c a m ; SEPARATE destroy vessel	pitcher : m c y ; thermos : m c a c a m ;
jug : v b v ; urn : v v ; mug : v v b ; SEPARATE destroy mug	jug : v b v ; urn : v v ;
mug : m m ; canister : a a o ; jar : e e o ; SEPARATE destroy jar	mug : m m ; canister : a a o ;
pitcher : b b p p o ; cup : o ; SEPARATE destroy cup	pitcher : b b p p o ;
canister : m m f g f g ; beaker : r r ; jug : b d b ; jar : h h y ; SEPARATE destroy jar	canister : m m f g f g ; beaker : r r ; jug : b d b ;
bottle : o y o y h ; mug : p p ; flask : p a f f ; SEPARATE destroy flask	bottle : o y o y h ; mug : p p ;
thermos : f f e d d ; flagon : r r ; SEPARATE destroy thermos	flagon : r r ;
urn : c o o b ; pitcher : c c ; glass : o o ; vessel : o p p e ; SEPARATE destroy urn	pitcher : c c ; glass : o o ; vessel : o p p e ;
flagon : f e r ; jug : a f e f a ; jug : r ; SEPARATE destroy last jug	flagon : f e r ; jug : a f e f a ;
canister : o a h a ; flagon : p m b ; bottle : y r y ; flagon : d o d o ; SEPARATE destroy canister	flagon : p m b ; bottle : y r y ; flagon : d o d o ;
burette : e ; glass : e e y p ; thermos : h p y p h y ; vessel : o g a g o ; SEPARATE destroy vessel	burette : e ; glass : e e y p ; thermos : h p y p h y ;
glass : b p ; burette : y y ; SEPARATE destroy burette	glass : b p ;
flagon : a a ; jug : p f c p ; pitcher : o f p f ; SEPARATE destroy flagon	jug : p f c p ; pitcher : o f p f ;
decanter : y a ; flask : c v c ; burette : a ; canister : r r ; SEPARATE destroy decanter	flask : c v c ; burette : a ; canister : r r ;
cup : e o o f ; bottle : p p b o ; burette : g c c ; SEPARATE destroy cup	bottle : p p b o ; burette : g c c ;
pitcher : b b ; bottle : f m m a f ; canister : b c v ; flask : p m ; SEPARATE destroy bottle	pitcher : b b ; canister : b c v ; flask : p m ;
thermos : d d o ; mug : p p a ; bottle : o p m p o ; SEPARATE destroy mug	thermos : d d o ; bottle : o p m p o ;
jug : b ; jug : p ; decanter : m m ; SEPARATE destroy first jug	jug : p ; decanter : m m ;
cup : o h d o h d ; vessel : d ; SEPARATE destroy vessel	cup : o h d o h d ;
thermos : r r a a ; thermos : p ; flagon : h b o o h ; thermos : r ; SEPARATE destroy last thermos	thermos : r r a a ; thermos : p ; flagon : h b o o h ;
vessel : f h h m m ; beaker : y y e p ; beaker : m a e e m a ; SEPARATE destroy second beaker	vessel : f h h m m ; beaker : y y e p ;
thermos : d a c c d ; flagon : o o c ; cup : m m v ; bottle : v ; SEPARATE destroy cup	thermos : d a c c d ; flagon : o o c ; bottle : v ;
cup : f f c ; jar : m f ; SEPARATE destroy jar	cup : f f c ;
vessel : v g g ; urn : o o ; burette : p p ; pitcher : d y g g ; SEPARATE destroy urn	vessel : v g g ; burette : p p ; pitcher : d y g g ;
canister : v v ; urn : m m ; SEPARATE destroy urn	canister : v v ;
canister : f f ; canister : c c ; SEPARATE destroy first canister	canister : c c ;
glass : y o b o y ; decanter : o y o d d ; urn : e a f e f ; SEPARATE destroy urn	glass : y o b o y ; decanter : o y o d d ;
mug : h m y ; flask : p p g ; SEPARATE destroy mug	flask : p p g ;
beaker : h h ; flask : c c v y ; glass : h r h r ; bottle : y ; SEPARATE destroy beaker	flask : c c v y ; glass : h r h r ; bottle : y ;
flask : p ; mug : v r r g v g ; SEPARATE destroy mug	flask : p ;
glass : g ; beaker : f f m ; SEPARATE destroy glass	beaker : f f m ;
pitcher : y o r r o ; beaker : p p ; SEPARATE destroy beaker	pitcher : y o r r o ;
jar : c c ; mug : d d ; flagon : g e g e y ; urn : d m m ; SEPARATE destroy mug	jar : c c ; flagon : g e g e y ; urn : d m m ;
flagon : h h ; vessel : v o v b ; SEPARATE destroy flagon	vessel : v o v b ;
jug : h ; flask : y g g ; mug : f d m f ; thermos : e p ; SEPARATE destroy flask	jug : h ; mug : f d m f ; thermos : e p ;
thermos : p v v ; vessel : b b e ; jug : m v g g m ; pitcher : y y ; SEPARATE destroy thermos	vessel : b b e ; jug : m v g g m ; pitcher : y y ;
pitcher : g f ; flagon : f ; jar : r b c r ; SEPARATE destroy jar	pitcher : g f ; flagon : f ;
beaker : p p y ; decanter : p d ; SEPARATE destroy beaker	decanter : p d ;
beaker : r r ; jar : f d v d ; SEPARATE destroy jar	beaker : r r ;
flask : f f m ; pitcher : m ; jar : h a ; jar : r r ; SEPARATE destroy pitcher	flask : f f m ; jar : h a ; jar : r r ;
flagon : r o r ; jar : d ; flask : e r a e a ; SEPARATE destroy flask	flagon : r o r ; jar : d ;
jug : m m ; jug : h y h ; urn : r a f a r f ; cup : h r a ; SEPARATE destroy urn	jug : m m ; jug : h y h ; cup : h r a ;
beaker : m m v ; flagon : y ; glass : e e y b b ; burette : d r e d ; SEPARATE destroy beaker	flagon : y ; glass : e e y b b ; burette : d r e d ;
bottle : o r r o ; decanter : f v v f ; SEPARATE destroy decanter	bottle : o r r o ;
canister : h ; jar : f f y ; mug : h y m ; mug : o o ; SEPARATE destroy last mug	canister : h ; jar : f f y ; mug : h y m ;
flagon : a h a v ; urn : v ; SEPARATE destroy flagon	urn : v ;
glass : g ; urn : e y g e ; jar : b f h h f ; jug : o o r ; SEPARATE destroy jug	glass : g ; urn : e y g e ; jar : b f h h f ;
bottle : r c c ; mug : a c c f ; vessel : d r a a ; urn : h ; SEPARATE destroy mug	bottle : r c c ; vessel : d r a a ; urn : h ;
urn : b ; urn : b c p ; SEPARATE destroy last urn	urn : b ;
decanter : f v ; jar : p a a o o p ; decanter : c ; burette : m a d a ; SEPARATE destroy jar	decanter : f v ; decanter : c ; burette : m a d a ;
burette : y v b y v ; jar : g g ; pitcher : d d v r ; SEPARATE destroy jar	burette : y v b y v ; pitcher : d d v r ;
flagon : g e g e b ; jug : b c m b m c ; SEPARATE destroy flagon	jug : b c m b m c ;
mug : f y v v y f ; jug : v p f p ; jar : d ; SEPARATE destroy mug	jug : v p f p ; jar : d ;
burette : p d p ; flagon : f f g ; pitcher : b y y ; SEPARATE destroy burette	flagon : f f g ; pitcher : b y y ;
thermos : d a d ; cup : a f ; SEPARATE destroy cup	thermos : d a d ;
flask : h g g ; flask : b f b d ; urn : y p o o ; SEPARATE destroy urn	flask : h g g ; flask : b f b d ;
beaker : o ; jar : h m m h a a ; bottle : r r a ; flagon : v a v ; SEPARATE destroy bottle	beaker : o ; jar : h m m h a a ; flagon : v a v ;
canister : b y ; burette : h h ; SEPARATE destroy canister	burette : h h ;
jug : y ; burette : p e a a ; SEPARATE destroy burette	jug : y ;
decanter : m r r ; mug : m ; jug : y y d d ; pitcher : h ; SEPARATE destroy mug	decanter : m r r ; jug : y y d d ; pitcher : h ;
jug : m m y ; burette : f f ; SEPARATE destroy burette	jug : m m y ;
jug : r r ; burette : d d a a ; SEPARATE destroy jug	burette : d d a a ;
jar : b f b ; decanter : v p p v e e ; SEPARATE destroy jar	decanter : v p p v e e ;
pitcher : c o ; mug : o o ; jug : h r r d ; bottle : g o ; SEPARATE destroy jug	pitcher : c o ; mug : o o ; bottle : g o ;
cup : g ; jar : a a ; mug : a m ; SEPARATE destroy mug	cup : g ; jar : a a ;
canister : o r y ; canister : e r e r ; cup : o v v ; SEPARATE destroy cup	canister : o r y ; canister : e r e r ;
beaker : v y e y ; beaker : p p b a b ; SEPARATE destroy second beaker	beaker : v y e y ;
mug : y ; beaker : d c d ; SEPARATE destroy beaker	mug : y ;
decanter : y y m g m ; bottle : r m m a ; jug : p v c v ; vessel : y y ; SEPARATE destroy bottle	decanter : y y m g m ; jug : p v c v ; vessel : y y ;
beaker : p m d p ; glass : a a c c ; SEPARATE destroy glass	beaker : p m d p ;
cup : v f f v ; cup : o o ; decanter : r r m y ; SEPARATE destroy decanter	cup : v f f v ; cup : o o ;
burette : v r y v ; urn : m b ; urn : f ; SEPARATE destroy burette	urn : m b ; urn : f ;
decanter : f d p f ; pitcher : m e p m p ; SEPARATE destroy decanter	pitcher : m e p m p ;
jug : m d p d ; glass : y d d y ; canister : p a ; SEPARATE destroy glass	jug : m d p d ; canister : p a ;
beaker : a p p y a ; canister : o o ; pitcher : e r e r y y ; SEPARATE destroy beaker	canister : o o ; pitcher : e r e r y y ;
flagon : o c ; urn : m v v d d ; vessel : m ; SEPARATE destroy vessel	flagon : o c ; urn : m v v d d ;
glass : m d ; canister : b b ; decanter : e e ; mug : m o m o ; SEPARATE destroy mug	glass : m d ; canister : b b ; decanter : e e ;
flask : a o o a ; vessel : y a y h ; SEPARATE destroy vessel	flask : a o o a ;
bottle : e e p ; pitcher : b f g ; decanter : p v h ; SEPARATE destroy decanter	bottle : e e p ; pitcher : b f g ;
glass : g g ; urn : a m ; SEPARATE destroy glass	urn : a m ;
thermos : r g r g ; cup : b g g b ; SEPARATE destroy thermos	cup : b g g b ;
flagon : v ; vessel : m f m ; SEPARATE destroy flagon	vessel : m f m ;
flagon : c ; cup : c c ; jug : d d m p ; thermos : h o ; SEPARATE destroy jug	flagon : c ; cup : c c ; thermos : h o ;
decanter : e y e y ; vessel : y g d y g ; SEPARATE destroy vessel	decanter : e y e y ;
urn : e e ; decanter : h h ; SEPARATE destroy decanter	urn : e e ;
urn : r r ; pitcher : o ; SEPARATE destroy pitcher	urn : r r ;
canister : r r ; vessel : y g g r ; SEPARATE destroy vessel	canister : r r ;
burette : a ; jug : h b b a h ; SEPARATE destroy burette	jug : h b b a h ;
beaker : a y y h ; mug : r c c r ; bottle : p ; SEPARATE destroy bottle	beaker : a y y h ; mug : r c c r ;
cup : o ; urn : m m ; flagon : f c f e ; flagon : c g y g ; SEPARATE destroy urn	cup : o ; flagon : f c f e ; flagon : c g y g ;
glass : g o g o e ; urn : v m m v ; cup : b b g d ; SEPARATE destroy glass	urn : v m m v ; cup : b b g d ;
flagon : e e ; cup : e ; urn : f ; burette : c f o c ; SEPARATE destroy cup	flagon : e e ; urn : f ; burette : c f o c ;
jug : c b ; urn : e p y y p ; burette : g y y ; flask : o p o c c ; SEPARATE destroy jug	urn : e p y y p ; burette : g y y ; flask : o p o c c ;
urn : d d ; jar : c c ; cup : a o o ; mug : d d ; SEPARATE destroy jar	urn : d d ; cup : a o o ; mug : d d ;
mug : f a v v ; decanter : f f m m ; SEPARATE destroy decanter	mug : f a v v ;
jug : e h ; flagon : o ; bottle : a c a ; beaker : e ; SEPARATE destroy jug	flagon : o ; bottle : a c a ; beaker : e ;
thermos : r b f f b ; decanter : e ; flagon : g g ; SEPARATE destroy thermos	decanter : e ; flagon : g g ;
burette : d y ; decanter : d d b ; SEPARATE destroy decanter	burette : d y ;
bottle : r p v ; jug : b y y b ; pitcher : m ; SEPARATE destroy bottle	jug : b y y b ; pitcher : m ;
decanter : y f o ; pitcher : c e p p ; bottle : o o ; SEPARATE destroy bottle	decanter : y f o ; pitcher : c e p p ;
flagon : m v m v p ; cup : y y c ; cup : o p v ; SEPARATE destroy first cup	flagon : m v m v p ; cup : o p v ;
thermos : c h y y c ; vessel : o o ; SEPARATE destroy vessel	thermos : c h y y c ;
decanter : e ; urn : c ; flagon : p ; decanter : a r d r d ; SEPARATE destroy flagon	decanter : e ; urn : c ; decanter : a r d r d ;
mug : o ; vessel : c ; urn : h b h b p ; jug : e e a a ; SEPARATE destroy jug	mug : o ; vessel : c ; urn : h b h b p ;
flagon : r f f o ; vessel : c c ; canister : a c f f c ; SEPARATE destroy flagon	vessel : c c ; canister : a c f f c ;
jug : c e d c e ; bottle : h h p d ; thermos : p p h ; SEPARATE destroy bottle	jug : c e d c e ; thermos : p p h ;
decanter : f h r f h ; jar : e g g ; decanter : a ; SEPARATE destroy last decanter	decanter : f h r f h ; jar : e g g ;
urn : b y r ; jug : v ; SEPARATE destroy jug	urn : b y r ;
flask : m m ; urn : a y a ; SEPARATE destroy urn	flask : m m ;
vessel : b c b d ; pitcher : a e ; canister : h g h d ; SEPARATE destroy vessel	pitcher : a e ; canister : h g h d ;
pitcher : y a r r ; pitcher : c d h d c h ; SEPARATE destroy first pitcher	pitcher : c d h d c h ;
bottle : g c f f g c ; bottle : e e d d ; glass : h ; SEPARATE destroy first bottle	bottle : e e d d ; glass : h ;
jug : g ; beaker : p m p f f ; bottle : o e y ; SEPARATE destroy beaker	jug : g ; bottle : o e y ;
flagon : f f ; jar : g v v g ; jug : m a y a m y ; SEPARATE destroy flagon	jar : g v v g ; jug : m a y a m y ;
burette : h e v v h ; thermos : b ; jug : o d b d b ; pitcher : b b y y ; SEPARATE destroy pitcher	burette : h e v v h ; thermos : b ; jug : o d b d b ;
bottle : y y ; pitcher : c a c e a ; decanter : r ; SEPARATE destroy decanter	bottle : y y ; pitcher : c a c e a ;
decanter : e y e ; mug : v c ; jug : c v v ; SEPARATE destroy decanter	mug : v c ; jug : c v v ;
vessel : p p c ; burette : b ; thermos : e o ; SEPARATE destroy vessel	burette : b ; thermos : e o ;
thermos : h y h ; burette : a ; SEPARATE destroy thermos	burette : a ;
flask : f d f h d h ; decanter : g v ; flagon : r o o a ; decanter : o o ; SEPARATE destroy first decanter	flask : f d f h d h ; flagon : r o o a ; decanter : o o ;
burette : a p p c ; glass : c p f p ; urn : e e ; beaker : h h e e ; SEPARATE destroy burette	glass : c p f p ; urn : e e ; beaker : h h e e ;
flask : y ; canister : y g g c ; flagon : b h h b ; SEPARATE destroy flagon	flask : y ; canister : y g g c ;
jar : e e ; bottle : c e f e c ; jar : b b d f ; SEPARATE destroy last jar	jar : e e ; bottle : c e f e c ;
thermos : e e m ; beaker : h e g h g ; SEPARATE destroy beaker	thermos : e e m ;
glass : d f f h h ; jar : v ; pitcher : a d a ; beaker : m y f f ; SEPARATE destroy pitcher	glass : d f f h h ; jar : v ; beaker : m y f f ;
flask : f d d ; mug : a ; vessel : b g ; SEPARATE destroy mug	flask : f d d ; vessel : b g ;
cup : b ; vessel : m m ; jar : y ; pitcher : h m m h b ; SEPARATE destroy pitcher	cup : b ; vessel : m m ; jar : y ;
thermos : y e ; urn : m m f f ; SEPARATE destroy urn	thermos : y e ;
mug : h v g ; jar : a y y ; glass : m m ; SEPARATE destroy mug	jar : a y y ; glass : m m ;
beaker : o ; flagon : r d b ; vessel : f e f m e ; SEPARATE destroy beaker	flagon : r d b ; vessel : f e f m e ;
thermos : f m m h h ; flask : v b c v ; canister : d d ; SEPARATE destroy canister	thermos : f m m h h ; flask : v b c v ;
glass : r r ; mug : o ; SEPARATE destroy mug	glass : r r ;
burette : d d e e ; cup : c p m c ; flask : m a a m ; SEPARATE destroy cup	burette : d d e e ; flask : m a a m ;
