Input	Output
glass : o f f p p o ; vessel : f g f b b g ; jug : r b b v ; SEPARATE empty jug	glass : o f f p p o ; vessel : f g f b b g ; jug : _ ;
flagon : e p p y y ; beaker : d e d e ; mug : m ; bottle : h b e ; SEPARATE empty mug	flagon : e p p y y ; beaker : d e d e ; mug : _ ; bottle : h b e ;
mug : h b f ; thermos : e r e c r ; jar : o v v d d ; SEPARATE destroy mug	thermos : e r e c r ; jar : o v v d d ;
mug : v ; decanter : a b a ; glass : f d f ; cup : h h ; SEPARATE create flagon	mug : v ; decanter : a b a ; glass : f d f ; cup : h h ; flagon : _ ;
jug : o c g g o ; urn : r r y a ; cup : g g ; SEPARATE empty urn	jug : o c g g o ; urn : _ ; cup : g g ;
beaker : e p ; flagon : d e m d e m ; SEPARATE create flask	beaker : e p ; flagon : d e m d e m ; flask : _ ;
cup : c c a ; bottle : a v ; bottle : h r r b ; SEPARATE double last bottle	cup : c c a ; bottle : a v ; bottle : h r r b h r r b ;
canister : f m h m h f ; decanter : y d d ; SEPARATE create decanter	canister : f m h m h f ; decanter : y d d ; decanter : _ ;
thermos : f m f ; beaker : c f f ; SEPARATE empty thermos	thermos : _ ; beaker : c f f ;
cup : o o f d ; glass : h y ; cup : y b ; SEPARATE filter glass	cup : o o f d ; glass : h y ; cup : y b ;
pitcher : a ; vessel : m p m ; thermos : o ; SEPARATE add six red to pitcher	pitcher : a r r r r r r ; vessel : m p m ; thermos : o ;
jar : c e e p p ; beaker : h r ; SEPARATE shift beaker after jar	jar : c e e p p ; beaker : h r ;
thermos : c a f f ; jar : a e e ; jar : p f p f r r ; SEPARATE shift last jar after first jar	thermos : c a f f ; jar : a e e ; jar : p f p f r r ;
glass : d o d ; vessel : m a m r a r ; SEPARATE filter glass	glass : d d o ; vessel : m a m r a r ;
glass : r r ; cup : p r d d r ; thermos : e e o v v o ; SEPARATE double cup	glass : r r ; cup : p r d d r p r d d r ; thermos : e e o v v o ;
urn : c r c ; flask : o ; canister : e b h b h ; SEPARATE double urn	urn : c r c c r c ; flask : o ; canister : e b h b h ;
jug : m m h h ; thermos : c ; vessel : e ; thermos : f o f d ; SEPARATE destroy vessel	jug : m m h h ; thermos : c ; thermos : f o f d ;
beaker : b r e e b ; vessel : d p p e ; urn : o f o h h ; mug : d d a g a g ; SEPARATE shift urn after mug	beaker : b r e e b ; vessel : d p p e ; mug : d d a g a g ; urn : o f o h h ;
flask : d d h h p ; bottle : m ; thermos : p g ; SEPARATE add one daffodil to thermos	flask : d d h h p ; bottle : m ; thermos : p g d ;
thermos : b e e d ; cup : r h c r ; SEPARATE shift cup after thermos	thermos : b e e d ; cup : r h c r ;
cup : y ; pitcher : p v p ; SEPARATE destroy cup	pitcher : p v p ;
jug : g h g h r ; mug : r r a a ; bottle : c e ; flask : y m ; SEPARATE destroy jug	mug : r r a a ; bottle : c e ; flask : y m ;
vessel : d y d ; mug : g g c c ; SEPARATE destroy vessel	mug : g g c c ;
mug : p p ; beaker : p p ; flagon : r ; SEPARATE add four magenta to beaker	mug : p p ; beaker : p p m m m m ; flagon : r ;
flagon : v f v f p ; mug : m a a m v ; SEPARATE double mug	flagon : v f v f p ; mug : m a a m v m a a m v ;
burette : p p ; vessel : c ; flask : r ; SEPARATE create flagon	burette : p p ; vessel : c ; flask : r ; flagon : _ ;
jug : d f f e e ; flagon : d y o d o y ; SEPARATE add three daffodil to jug	jug : d f f e e d d d ; flagon : d y o d o y ;
mug : p ; urn : p y r ; flagon : o o ; SEPARATE shift flagon before mug	flagon : o o ; mug : p ; urn : p y r ;
jug : o a a o h h ; mug : a y ; SEPARATE shift jug before mug	jug : o a a o h h ; mug : a y ;
thermos : f ; urn : h h a ; SEPARATE add three aqua to urn	thermos : f ; urn : h h a a a a ;
decanter : c b ; cup : d o b ; mug : c d e c ; cup : f h f h p ; SEPARATE shift mug before first cup	decanter : c b ; mug : c d e c ; cup : d o b ; cup : f h f h p ;
thermos : g a g a ; canister : h ; SEPARATE destroy thermos	canister : h ;
canister : c b b o c o ; glass : a a ; vessel : d v v ; SEPARATE destroy vessel	canister : c b b o c o ; glass : a a ;
flagon : b g ; pitcher : c ; urn : y b y d ; thermos : v ; SEPARATE shift flagon before pitcher	flagon : b g ; pitcher : c ; urn : y b y d ; thermos : v ;
burette : g g ; jug : b ; SEPARATE add two daffodil to jug	burette : g g ; jug : b d d ;
decanter : o ; beaker : g o ; burette : e ; SEPARATE filter burette	decanter : o ; beaker : g o ; burette : e ;
vessel : b b g g ; bottle : h r r f f h ; glass : a f ; SEPARATE create burette	vessel : b b g g ; bottle : h r r f f h ; glass : a f ; burette : _ ;
vessel : m o o m ; beaker : f r h r h f ; cup : p h ; canister : p v m m ; SEPARATE unmix beaker	vessel : m o o m ; beaker : f f ; beaker : r r ; beaker : h h ; cup : p h ; canister : p v m m ;
canister : o e e ; cup : f f ; pitcher : g h p p g ; decanter : d v v ; SEPARATE create burette	canister : o e e ; cup : f f ; pitcher : g h p p g ; decanter : d v v ; burette : _ ;
glass : v ; mug : a f a ; SEPARATE add three violet to mug	glass : v ; mug : a f a v v v ;
decanter : o p ; decanter : d h g ; beaker : f v v ; SEPARATE empty second decanter	decanter : o p ; decanter : _ ; beaker : f v v ;
mug : p v p ; decanter : b b ; canister : m m p ; flask : y g ; SEPARATE shift decanter before mug	decanter : b b ; mug : p v p ; canister : m m p ; flask : y g ;
bottle : g e g r e r ; thermos : m v m r r ; canister : e e v a ; SEPARATE filter bottle	bottle : g g e e r r ; thermos : m v m r r ; canister : e e v a ;
bottle : b r ; cup : c y d d ; SEPARATE filter cup	bottle : b r ; cup : c y d d ;
vessel : b b ; pitcher : m e v ; SEPARATE destroy vessel	pitcher : m e v ;
flask : d ; decanter : f g g ; jar : a h h a ; vessel : h a h a ; SEPARATE double vessel	flask : d ; decanter : f g g ; jar : a h h a ; vessel : h a h a h a h a ;
glass : f f ; bottle : e ; mug : p p ; beaker : r r ; SEPARATE filter mug	glass : f f ; bottle : e ; mug : p p ; beaker : r r ;
urn : f r d r f ; pitcher : d g d g ; SEPARATE double urn	urn : f r d r f f r d r f ; pitcher : d g d g ;
decanter : v ; pitcher : y y p h h ; bottle : h h d ; pitcher : c a a c ; SEPARATE destroy bottle	decanter : v ; pitcher : y y p h h ; pitcher : c a a c ;
jug : b b d ; urn : r r ; thermos : v v ; SEPARATE shift thermos after urn	jug : b b d ; urn : r r ; thermos : v v ;
flagon : r h a a r ; beaker : d d f ; SEPARATE filter beaker	flagon : r h a a r ; beaker : d d f ;
cup : v v ; jug : b b ; SEPARATE shift jug after cup	cup : v v ; jug : b b ;
flask : f b e b ; pitcher : m d m ; cup : h d d ; SEPARATE filter cup	flask : f b e b ; pitcher : m d m ; cup : h d d ;
cup : p h h c ; mug : v v ; SEPARATE double mug	cup : p h h c ; mug : v v v v ;
beaker : c ; bottle : m m ; SEPARATE shift beaker after bottle	bottle : m m ; beaker : c ;
cup : m f m ; decanter : c c ; pitcher : y y ; SEPARATE filter cup	cup : m m f ; decanter : c c ; pitcher : y y ;
burette : a a e e v v ; decanter : p p m ; SEPARATE empty decanter	burette : a a e e v v ; decanter : _ ;
burette : v b v e e ; pitcher : o m m o ; SEPARATE create glass	burette : v b v e e ; pitcher : o m m o ; glass : _ ;
cup : a d d a v ; jug : m h r h ; beaker : c b b ; SEPARATE empty beaker	cup : a d d a v ; jug : m h r h ; beaker : _ ;
flask : a r ; jug : c c p r ; bottle : g b a g ; mug : d c c a d ; SEPARATE destroy bottle	flask : a r ; jug : c c p r ; mug : d c c a d ;
jug : d d ; flask : e d e c c ; vessel : c ; SEPARATE filter jug	jug : d d ; flask : e d e c c ; vessel : c ;
glass : o h m ; beaker : o b e b o ; decanter : m o m h ; SEPARATE destroy glass	beaker : o b e b o ; decanter : m o m h ;
urn : g f o ; mug : y ; SEPARATE empty urn	urn : _ ; mug : y ;
flask : m h e m h ; vessel : c e e h ; burette : d g g ; SEPARATE create beaker	flask : m h e m h ; vessel : c e e h ; burette : d g g ; beaker : _ ;
mug : o o ; vessel : v v ; beaker : p ; beaker : e ; SEPARATE double first beaker	mug : o o ; vessel : v v ; beaker : p p ; beaker : e ;
flagon : f g g c ; urn : g g ; SEPARATE create decanter	flagon : f g g c ; urn : g g ; decanter : _ ;
cup : a p a ; jug : g ; SEPARATE filter jug	cup : a p a ; jug : g ;
vessel : c y y ; urn : h a a ; decanter : h p p h ; bottle : f f b ; SEPARATE add two daffodil to vessel	vessel : c y y d d ; urn : h a a ; decanter : h p p h ; bottle : f f b ;
glass : p e e y ; jar : v r g r ; mug : a a ; beaker : v v ; SEPARATE filter glass	glass : p e e y ; jar : v r g r ; mug : a a ; beaker : v v ;
urn : e ; burette : g m m ; thermos : e ; SEPARATE empty thermos	urn : e ; burette : g m m ; thermos : _ ;
thermos : a ; flagon : g g p ; glass : a a ; mug : g ; SEPARATE destroy mug	thermos : a ; flagon : g g p ; glass : a a ;
glass : r d r ; pitcher : c m b m ; cup : m m ; flask : d e e d b ; SEPARATE add six violet to cup	glass : r d r ; pitcher : c m b m ; cup : m m v v v v v v ; flask : d e e d b ;
urn : d f d ; jar : b h h b ; SEPARATE filter urn	urn : d d f ; jar : b h h b ;
mug : y o c y o ; thermos : y d y d b ; jug : r ; SEPARATE destroy jug	mug : y o c y o ; thermos : y d y d b ;
flagon : g g ; mug : d ; decanter : m y ; SEPARATE empty flagon	flagon : _ ; mug : d ; decanter : m y ;
mug : d d ; glass : r m m r ; cup : c d c d v ; SEPARATE shift mug before cup	glass : r m m r ; mug : d d ; cup : c d c d v ;
cup : d d ; bottle : b b ; SEPARATE shift bottle before cup	bottle : b b ; cup : d d ;
beaker : e ; beaker : b f b g f ; decanter : a a ; SEPARATE add five fuchsia to last beaker	beaker : e ; beaker : b f b g f f f f f f ; decanter : a a ;
flask : e e g v ; flagon : b ; SEPARATE create bottle	flask : e e g v ; flagon : b ; bottle : _ ;
jug : r r h h ; pitcher : r d r c d ; bottle : r m m ; SEPARATE add six magenta to pitcher	jug : r r h h ; pitcher : r d r c d m m m m m m ; bottle : r m m ;
bottle : p e e m ; thermos : c f o o ; SEPARATE filter bottle	bottle : p e e m ; thermos : c f o o ;
flask : f g g e ; canister : b m b ; SEPARATE filter flask	flask : f g g e ; canister : b m b ;
urn : d p c c d p ; urn : p ; pitcher : o p o m m p ; SEPARATE empty second urn	urn : d p c c d p ; urn : _ ; pitcher : o p o m m p ;
glass : h y a a y h ; beaker : v v ; SEPARATE add one fuchsia to beaker	glass : h y a a y h ; beaker : v v f ;
flask : d r r ; jar : v d d y ; canister : b m m ; beaker : v ; SEPARATE add six blue to flask	flask : d r r b b b b b b ; jar : v d d y ; canister : b m m ; beaker : v ;
decanter : y m d y d m ; cup : f f ; cup : d e b e ; SEPARATE create burette	decanter : y m d y d m ; cup : f f ; cup : d e b e ; burette : _ ;
mug : v ; bottle : f f g g ; canister : o c o ; beaker : f m f ; SEPARATE add five purple to canister	mug : v ; bottle : f f g g ; canister : o c o p p p p p ; beaker : f m f ;
mug : a a ; decanter : y a a ; flask : a d o d ; mug : m c c ; SEPARATE filter first mug	mug : a a ; decanter : y a a ; flask : a d o d ; mug : m c c ;
cup : b b g g o ; flagon : m d d a ; decanter : c e g ; SEPARATE filter decanter	cup : b b g g o ; flagon : m d d a ; decanter : c e g ;
vessel : y r y a ; burette : m m g ; SEPARATE filter burette	vessel : y r y a ; burette : m m g ;
urn : e h e a ; jug : c c b ; cup : f p d ; SEPARATE create burette	urn : e h e a ; jug : c c b ; cup : f p d ; burette : _ ;
vessel : e e ; glass : m e h ; SEPARATE add three harlequin to glass	vessel : e e ; glass : m e h h h h ;
burette : a ; pitcher : r o r e e ; SEPARATE double pitcher	burette : a ; pitcher : r o r e e r o r e e ;
cup : b c c r b r ; urn : o ; decanter : b p b ; jug : f p ; SEPARATE shift jug before cup	jug : f p ; cup : b c c r b r ; urn : o ; decanter : b p b ;
glass : o a a c o c ; urn : m g g ; mug : f f r ; vessel : e ; SEPARATE add four emberiae to urn	glass : o a a c o c ; urn : m g g e e e e ; mug : f f r ; vessel : e ;
bottle : y y ; bottle : m m c v ; thermos : c o d ; vessel : f v b f ; SEPARATE shift first bottle before last bottle	bottle : y y ; bottle : m m c v ; thermos : c o d ; vessel : f v b f ;
glass : g g ; jug : r r p v ; SEPARATE destroy jug	glass : g g ;
glass : a a c ; decanter : e a r r ; SEPARATE shift decanter before glass	decanter : e a r r ; glass : a a c ;
glass : c f ; jug : m ; cup : o o a ; jug : e e g ; SEPARATE double first jug	glass : c f ; jug : m m ; cup : o o a ; jug : e e g ;
burette : r h ; jar : r r ; SEPARATE create decanter	burette : r h ; jar : r r ; decanter : _ ;
flask : v v ; beaker : g ; SEPARATE double beaker	flask : v v ; beaker : g g ;
mug : f r o r ; bottle : v h ; jug : d d ; SEPARATE filter jug	mug : f r o r ; bottle : v h ; jug : d d ;
glass : g e d ; jar : h ; SEPARATE shift jar after glass	glass : g e d ; jar : h ;
glass : o o p ; thermos : v ; SEPARATE filter glass	glass : o o p ; thermos : v ;
mug : p ; burette : a a y ; SEPARATE destroy burette	mug : p ;
mug : y y ; canister : p ; SEPARATE filter mug	mug : y y ; canister : p ;
decanter : b b ; bottle : e ; SEPARATE empty bottle	decanter : b b ; bottle : _ ;
flagon : y f ; canister : b f b d f ; urn : m ; jug : m r ; SEPARATE add five orange to urn	flagon : y f ; canister : b f b d f ; urn : m o o o o o ; jug : m r ;
urn : c r o ; jar : r r g m g ; SEPARATE empty urn	urn : _ ; jar : r r g m g ;
glass : b ; mug : r p b b ; SEPARATE empty mug	glass : b ; mug : _ ;
flagon : h v ; mug : h h ; SEPARATE create vessel	flagon : h v ; mug : h h ; vessel : _ ;
cup : a ; thermos : b b ; SEPARATE create jar	cup : a ; thermos : b b ; jar : _ ;
urn : o ; flagon : m ; jug : d v ; SEPARATE empty jug	urn : o ; flagon : m ; jug : _ ;
vessel : p b m b m ; vessel : m h b b ; flask : f a ; vessel : d d o ; SEPARATE filter first vessel	vessel : p b b m m ; vessel : m h b b ; flask : f a ; vessel : d d o ;
jar : m c c ; jar : m d d m b ; pitcher : f c c f ; SEPARATE shift pitcher after last jar	jar : m c c ; jar : m d d m b ; pitcher : f c c f ;
burette : m m e ; urn : d ; cup : e d ; SEPARATE shift urn after cup	burette : m m e ; cup : e d ; urn : d ;
cup : b b ; burette : c g y ; jug : g h h ; SEPARATE double burette	cup : b b ; burette : c g y c g y ; jug : g h h ;
cup : p d d f f ; bottle : y y ; mug : e r e r ; mug : e e g g ; SEPARATE filter cup	cup : p d d f f ; bottle : y y ; mug : e r e r ; mug : e e g g ;
jar : y p r r ; burette : v h m ; flask : o a y ; SEPARATE destroy jar	burette : v h m ; flask : o a y ;
bottle : v b f f ; burette : o m o m ; SEPARATE filter bottle	bottle : v b f f ; burette : o m o m ;
bottle : v e v e ; thermos : a ; canister : p p ; flagon : h h a ; SEPARATE add four aqua to flagon	bottle : v e v e ; thermos : a ; canister : p p ; flagon : h h a a a a a ;
jar : p p b f f ; beaker : e o e p ; SEPARATE double beaker	jar : p p b f f ; beaker : e o e p e o e p ;
vessel : g ; glass : y y ; cup : c ; SEPARATE create glass	vessel : g ; glass : y y ; cup : c ; glass : _ ;
flagon : a d p a ; beaker : r r b b ; flagon : v v ; SEPARATE add one daffodil to first flagon	flagon : a d p a d ; beaker : r r b b ; flagon : v v ;
jug : o p d o p d ; canister : r ; jug : m f f h m ; glass : y ; SEPARATE shift first jug after last jug	canister : r ; jug : m f f h m ; jug : o p d o p d ; glass : y ;
mug : m m ; flagon : f f ; jug : f f p b p ; SEPARATE destroy flagon	mug : m m ; jug : f f p b p ;
thermos : a ; mug : e e d d ; mug : c ; flagon : f ; SEPARATE double first mug	thermos : a ; mug : e e d d e e d d ; mug : c ; flagon : f ;
urn : m ; bottle : e e ; flagon : h ; flask : f ; SEPARATE create cup	urn : m ; bottle : e e ; flagon : h ; flask : f ; cup : _ ;
pitcher : d ; vessel : o m m h o ; decanter : g p b g p ; SEPARATE destroy pitcher	vessel : o m m h o ; decanter : g p b g p ;
jug : v o b b ; cup : v ; jar : y ; beaker : a b m ; SEPARATE empty cup	jug : v o b b ; cup : _ ; jar : y ; beaker : a b m ;
mug : b y ; flagon : f c m m ; decanter : m ; cup : c ; SEPARATE create jug	mug : b y ; flagon : f c m m ; decanter : m ; cup : c ; jug : _ ;
canister : e p c e p ; glass : g r ; glass : r r e h ; jar : e ; SEPARATE filter canister	canister : e e p p c ; glass : g r ; glass : r r e h ; jar : e ;
vessel : h v h ; beaker : b p e ; beaker : e e f ; SEPARATE empty vessel	vessel : _ ; beaker : b p e ; beaker : e e f ;
flask : p o g o g ; pitcher : r o r o ; SEPARATE shift flask before pitcher	flask : p o g o g ; pitcher : r o r o ;
jar : b b ; canister : d m r r d ; pitcher : e o c o c ; SEPARATE double pitcher	jar : b b ; canister : d m r r d ; pitcher : e o c o c e o c o c ;
mug : f b h h f ; decanter : v ; SEPARATE destroy decanter	mug : f b h h f ;
flagon : y ; bottle : m b m b ; SEPARATE add two yellow to flagon	flagon : y y y ; bottle : m b m b ;
canister : h h y a ; cup : d a d m ; bottle : f m f m ; SEPARATE double bottle	canister : h h y a ; cup : d a d m ; bottle : f m f m f m f m ;
flask : b b e m ; thermos : r p r c c ; mug : o o e p ; beaker : y y b b ; SEPARATE create jug	flask : b b e m ; thermos : r p r c c ; mug : o o e p ; beaker : y y b b ; jug : _ ;
thermos : h ; burette : m f b m f ; SEPARATE filter thermos	thermos : h ; burette : m f b m f ;
flagon : a f ; jar : a ; flask : p m m p y ; vessel : m m c ; SEPARATE create jar	flagon : a f ; jar : a ; flask : p m m p y ; vessel : m m c ; jar : _ ;
glass : y a ; flagon : e g g d ; pitcher : h ; SEPARATE empty flagon	glass : y a ; flagon : _ ; pitcher : h ;
burette : p g p b ; flask : c m c m ; urn : f f ; mug : a r a ; SEPARATE add two green to burette	burette : p g p b g g ; flask : c m c m ; urn : f f ; mug : a r a ;
jug : e f f ; flagon : y y ; decanter : c f c f ; pitcher : m a a g g ; SEPARATE filter jug	jug : e f f ; flagon : y y ; decanter : c f c f ; pitcher : m a a g g ;
mug : r ; flagon : g g ; canister : h h g ; SEPARATE filter canister	mug : r ; flagon : g g ; canister : h h g ;
flask : r c c b ; beaker : h h b ; jug : b h p ; flask : r e r e v ; SEPARATE filter jug	flask : r c c b ; beaker : h h b ; jug : b h p ; flask : r e r e v ;
pitcher : c b b o ; jar : g d ; bottle : y y ; jar : h ; SEPARATE empty last jar	pitcher : c b b o ; jar : g d ; bottle : y y ; jar : _ ;
cup : v v ; jar : f c f ; SEPARATE double jar	cup : v v ; jar : f c f f c f ;
decanter : m e m e ; thermos : a ; SEPARATE shift decanter before thermos	decanter : m e m e ; thermos : a ;
vessel : a d d b ; glass : y y c c g ; SEPARATE shift vessel before glass	vessel : a d d b ; glass : y y c c g ;
jar : y h y ; glass : o b ; SEPARATE destroy glass	jar : y h y ;
jar : c p m p ; burette : h c h c r ; SEPARATE double jar	jar : c p m p c p m p ; burette : h c h c r ;
pitcher : p a g p g ; urn : r r ; mug : c c ; SEPARATE filter urn	pitcher : p a g p g ; urn : r r ; mug : c c ;
pitcher : o o ; canister : b y a a ; SEPARATE double pitcher	pitcher : o o o o ; canister : b y a a ;
beaker : p f p f ; flagon : f f ; beaker : e ; SEPARATE create thermos	beaker : p f p f ; flagon : f f ; beaker : e ; thermos : _ ;
vessel : d d ; mug : b f m b m ; jug : e m ; beaker : o ; SEPARATE destroy beaker	vessel : d d ; mug : b f m b m ; jug : e m ;
flask : c c ; cup : o a d ; SEPARATE double flask	flask : c c c c ; cup : o a d ;
beaker : e h b e b ; mug : f f r m r ; SEPARATE create vessel	beaker : e h b e b ; mug : f f r m r ; vessel : _ ;
urn : y ; glass : c g g ; flask : c m ; flagon : d ; SEPARATE empty flask	urn : y ; glass : c g g ; flask : _ ; flagon : d ;
vessel : o g ; mug : g c a c ; flagon : y y ; decanter : b ; SEPARATE shift vessel before decanter	mug : g c a c ; flagon : y y ; vessel : o g ; decanter : b ;
beaker : e e ; urn : p r ; SEPARATE empty beaker	beaker : _ ; urn : p r ;
thermos : d o ; vessel : h y h y ; SEPARATE empty thermos	thermos : _ ; vessel : h y h y ;
beaker : p p ; glass : g c c ; jar : v d g g d ; cup : d f d ; SEPARATE shift cup after beaker	beaker : p p ; cup : d f d ; glass : g c c ; jar : v d g g d ;
canister : h o o g h ; canister : e e ; vessel : v f ; SEPARATE add two aqua to second canister	canister : h o o g h ; canister : e e a a ; vessel : v f ;
flask : o d o y ; jug : v d v y ; beaker : b ; SEPARATE create bottle	flask : o d o y ; jug : v d v y ; beaker : b ; bottle : _ ;
urn : c c y m ; vessel : v ; SEPARATE create flagon	urn : c c y m ; vessel : v ; flagon : _ ;
jug : y v y m v m ; flask : c f f c ; SEPARATE empty flask	jug : y v y m v m ; flask : _ ;
flask : m f f ; vessel : r ; SEPARATE empty vessel	flask : m f f ; vessel : _ ;
mug : c g ; beaker : g g ; burette : a a e ; bottle : m m ; SEPARATE filter beaker	mug : c g ; beaker : g g ; burette : a a e ; bottle : m m ;
burette : e m y e ; burette : y y p ; bottle : c a a ; SEPARATE double first burette	burette : e m y e e m y e ; burette : y y p ; bottle : c a a ;
pitcher : d a v d v ; beaker : h ; burette : p p m v m ; pitcher : g ; SEPARATE create bottle	pitcher : d a v d v ; beaker : h ; burette : p p m v m ; pitcher : g ; bottle : _ ;
cup : o ; mug : p a p a ; burette : o m d o m ; SEPARATE double cup	cup : o o ; mug : p a p a ; burette : o m d o m ;
urn : y v y ; mug : y o o ; SEPARATE filter urn	urn : y y v ; mug : y o o ;
thermos : y ; thermos : o r y ; canister : c e e c ; canister : f f b d b ; SEPARATE create pitcher	thermos : y ; thermos : o r y ; canister : c e e c ; canister : f f b d b ; pitcher : _ ;
jug : b r b f ; vessel : e b b e ; SEPARATE double jug	jug : b r b f b r b f ; vessel : e b b e ;
flagon : f ; burette : e c e ; canister : o o ; SEPARATE filter canister	flagon : f ; burette : e c e ; canister : o o ;
canister : f f p ; jar : a y a y ; SEPARATE double jar	canister : f f p ; jar : a y a y a y a y ;
canister : e h h c ; canister : o o ; cup : m m ; mug : a h ; SEPARATE empty last canister	canister : e h h c ; canister : _ ; cup : m m ; mug : a h ;
vessel : p p ; burette : h r r h ; beaker : h h ; pitcher : v c v f ; SEPARATE add four purple to beaker	vessel : p p ; burette : h r r h ; beaker : h h p p p p ; pitcher : v c v f ;
burette : o f f a a ; vessel : y y ; SEPARATE destroy burette	vessel : y y ;
mug : p p ; glass : g ; jug : r ; SEPARATE double jug	mug : p p ; glass : g ; jug : r r ;
cup : b b m ; decanter : c a a ; SEPARATE add six cabernet to decanter	cup : b b m ; decanter : c a a c c c c c c ;
jug : v ; jug : o r p p ; SEPARATE double last jug	jug : v ; jug : o r p p o r p p ;
jar : a p ; vessel : h h c a c ; canister : p y o y o ; glass : h ; SEPARATE double glass	jar : a p ; vessel : h h c a c ; canister : p y o y o ; glass : h h ;
urn : p c c r ; jug : v b b h ; urn : g g ; SEPARATE destroy second urn	urn : p c c r ; jug : v b b h ;
mug : p o o h p ; jar : f f d o ; SEPARATE double jar	mug : p o o h p ; jar : f f d o f f d o ;
thermos : a h b h ; beaker : a ; jug : o o v v ; SEPARATE filter thermos	thermos : a h h b ; beaker : a ; jug : o o v v ;
beaker : g y b ; burette : r b ; pitcher : c c ; pitcher : v a d a ; SEPARATE create vessel	beaker : g y b ; burette : r b ; pitcher : c c ; pitcher : v a d a ; vessel : _ ;
cup : p ; flask : g ; jug : g g h ; SEPARATE double cup	cup : p p ; flask : g ; jug : g g h ;
flask : v v ; pitcher : h d b h ; pitcher : e ; flask : h r r y y ; SEPARATE destroy last flask	flask : v v ; pitcher : h d b h ; pitcher : e ;
canister : g g c c ; vessel : c c ; SEPARATE empty canister	canister : _ ; vessel : c c ;
beaker : g g c c ; vessel : d ; glass : y ; SEPARATE shift vessel before beaker	vessel : d ; beaker : g g c c ; glass : y ;
urn : o g o y y ; thermos : v ; vessel : v r v r ; pitcher : g ; SEPARATE shift thermos after pitcher	urn : o g o y y ; vessel : v r v r ; pitcher : g ; thermos : v ;
pitcher : f r b ; jug : b b ; burette : m m ; SEPARATE add four harlequin to burette	pitcher : f r b ; jug : b b ; burette : m m h h h h ;
jug : h m p ; flagon : p e e ; cup : y d a ; cup : y ; SEPARATE filter last cup	jug : h m p ; flagon : p e e ; cup : y d a ; cup : y ;
mug : v v a e ; glass : r d d c ; SEPARATE empty mug	mug : _ ; glass : r d d c ;
bottle : e o o ; beaker : v h v f f h ; burette : m r r m h ; jar : d a d ; SEPARATE destroy burette	bottle : e o o ; beaker : v h v f f h ; jar : d a d ;
decanter : e ; bottle : f f ; mug : a a ; SEPARATE filter decanter	decanter : e ; bottle : f f ; mug : a a ;
decanter : o h a a ; bottle : r ; canister : e d d p e p ; thermos : y y ; SEPARATE add one orange to canister	decanter : o h a a ; bottle : r ; canister : e d d p e p o ; thermos : y y ;
