Input	Output
pitcher : a a ; jug : y y ; SEPARATE add two yellow to pitcher	pitcher : a a y y ; jug : y y ;
vessel : h p p h a a ; bottle : b b ; SEPARATE add five orange to bottle	vessel : h p p h a a ; bottle : b b o o o o o ;
bottle : v p v ; canister : m p y ; jug : r r ; SEPARATE add five green to jug	bottle : v p v ; canister : m p y ; jug : r r g g g g g ;
cup : v ; urn : p p m b ; SEPARATE add four harlequin to urn	cup : v ; urn : p p m b h h h h ;
thermos : f c f r r c ; flask : c g b c b g ; SEPARATE add one magenta to flask	thermos : f c f r r c ; flask : c g b c b g m ;
glass : f ; canister : a ; jug : c h h ; SEPARATE add four harlequin to jug	glass : f ; canister : a ; jug : c h h h h h h ;
glass : d e d ; bottle : o d d ; urn : v p p g ; bottle : y p m ; SEPARATE add four cabernet to first bottle	glass : d e d ; bottle : o d d c c c c ; urn : v p p g ; bottle : y p m ;
beaker : m r v v m ; urn : g g c ; SEPARATE add five violet to urn	beaker : m r v v m ; urn : g g c v v v v v ;
mug : b r b p ; canister : c ; beaker : g g ; SEPARATE add five cabernet to canister	mug : b r b p ; canister : c c c c c c ; beaker : g g ;
vessel : p p ; burette : h r r h ; beaker : h h ; pitcher : v c v f ; SEPARATE add four purple to beaker	vessel : p p ; burette : h r r h ; beaker : h h p p p p ; pitcher : v c v f ;
jar : d f h h d ; burette : d c d c ; urn : r r g g ; mug : a a g ; SEPARATE add two aqua to jar	jar : d f h h d a a ; burette : d c d c ; urn : r r g g ; mug : a a g ;
vessel : c c g a g ; flagon : y y ; decanter : p y y v p v ; SEPARATE add one harlequin to flagon	vessel : c c g a g ; flagon : y y h ; decanter : p y y v p v ;
pitcher : m f f ; flask : a a ; jug : y y m o ; SEPARATE add three cabernet to flask	pitcher : m f f ; flask : a a c c c ; jug : y y m o ;
canister : g g ; decanter : v m m ; flask : c c h a a h ; SEPARATE add six green to decanter	canister : g g ; decanter : v m m g g g g g g ; flask : c c h a a h ;
pitcher : v f v e ; pitcher : g g ; SEPARATE add one blue to last pitcher	pitcher : v f v e ; pitcher : g g b ;
burette : a b e e b ; pitcher : m m ; SEPARATE add six emberiae to burette	burette : a b e e b e e e e e e ; pitcher : m m ;
flagon : p p r ; vessel : e v e v ; SEPARATE add two emberiae to flagon	flagon : p p r e e ; vessel : e v e v ;
glass : g v g v ; mug : r ; jug : r f r f ; pitcher : b y b y ; SEPARATE add six emberiae to mug	glass : g v g v ; mug : r e e e e e e ; jug : r f r f ; pitcher : b y b y ;
vessel : o e c e ; jar : b g o g ; jar : d v a d ; SEPARATE add four aqua to first jar	vessel : o e c e ; jar : b g o g a a a a ; jar : d v a d ;
flagon : m m v ; flagon : y y v ; glass : e f e f ; SEPARATE add six red to glass	flagon : m m v ; flagon : y y v ; glass : e f e f r r r r r r ;
urn : h d ; burette : p ; canister : p p ; vessel : y v v y ; SEPARATE add five fuchsia to urn	urn : h d f f f f f ; burette : p ; canister : p p ; vessel : y v v y ;
urn : b b ; urn : h ; bottle : g c c g d d ; SEPARATE add five magenta to first urn	urn : b b m m m m m ; urn : h ; bottle : g c c g d d ;
jug : r e p e ; pitcher : p ; SEPARATE add one orange to jug	jug : r e p e o ; pitcher : p ;
flask : d d ; flagon : g g y d ; SEPARATE add three magenta to flagon	flask : d d ; flagon : g g y d m m m ;
flagon : h h ; decanter : b g m g m ; canister : v v r g ; decanter : a a ; SEPARATE add one orange to flagon	flagon : h h o ; decanter : b g m g m ; canister : v v r g ; decanter : a a ;
cup : d ; urn : r v c v c ; SEPARATE add three daffodil to urn	cup : d ; urn : r v c v c d d d ;
glass : y e e y ; bottle : d ; SEPARATE add two fuchsia to glass	glass : y e e y f f ; bottle : d ;
vessel : a ; flagon : o g ; SEPARATE add one aqua to flagon	vessel : a ; flagon : o g a ;
jar : p o ; pitcher : m c e ; flagon : m ; SEPARATE add four daffodil to pitcher	jar : p o ; pitcher : m c e d d d d ; flagon : m ;
pitcher : b b ; vessel : o o r r ; vessel : r r ; SEPARATE add two magenta to last vessel	pitcher : b b ; vessel : o o r r ; vessel : r r m m ;
urn : p b m m ; flask : y y ; jug : b e e b ; SEPARATE add five red to urn	urn : p b m m r r r r r ; flask : y y ; jug : b e e b ;
beaker : p p ; canister : y y ; pitcher : g g ; SEPARATE add one yellow to pitcher	beaker : p p ; canister : y y ; pitcher : g g y ;
bottle : b b r v ; bottle : b c o ; burette : o o ; glass : g g ; SEPARATE add one orange to first bottle	bottle : b b r v o ; bottle : b c o ; burette : o o ; glass : g g ;
beaker : r r ; flask : h r ; SEPARATE add three blue to flask	beaker : r r ; flask : h r b b b ;
flask : e e o g o ; thermos : m ; decanter : p p h ; glass : b ; SEPARATE add two orange to flask	flask : e e o g o o o ; thermos : m ; decanter : p p h ; glass : b ;
beaker : g ; cup : p p ; burette : v r v ; SEPARATE add two aqua to burette	beaker : g ; cup : p p ; burette : v r v a a ;
glass : g p f ; cup : r ; pitcher : c ; SEPARATE add two aqua to cup	glass : g p f ; cup : r a a ; pitcher : c ;
jar : h ; bottle : h v h e ; urn : f p b f ; cup : v ; SEPARATE add three green to jar	jar : h g g g ; bottle : h v h e ; urn : f p b f ; cup : v ;
beaker : d r d r ; decanter : d d ; pitcher : e y b b y e ; decanter : b h b ; SEPARATE add one magenta to pitcher	beaker : d r d r ; decanter : d d ; pitcher : e y b b y e m ; decanter : b h b ;
jar : r g h h ; flagon : r ; decanter : p p ; thermos : a a f c ; SEPARATE add five harlequin to flagon	jar : r g h h ; flagon : r h h h h h ; decanter : p p ; thermos : a a f c ;
vessel : v h g ; glass : g ; burette : a h a h c ; SEPARATE add three cabernet to burette	vessel : v h g ; glass : g ; burette : a h a h c c c c ;
beaker : c m c d d ; flask : m m ; mug : y r ; SEPARATE add two magenta to flask	beaker : c m c d d ; flask : m m m m ; mug : y r ;
flagon : d e d e ; cup : r g g c r ; SEPARATE add three green to cup	flagon : d e d e ; cup : r g g c r g g g ;
vessel : g g d f d ; burette : e h ; bottle : a p p ; SEPARATE add four yellow to burette	vessel : g g d f d ; burette : e h y y y y ; bottle : a p p ;
canister : a ; mug : c o ; SEPARATE add two aqua to mug	canister : a ; mug : c o a a ;
pitcher : v f r v r ; decanter : y y ; glass : p p ; SEPARATE add one fuchsia to glass	pitcher : v f r v r ; decanter : y y ; glass : p p f ;
pitcher : b d b ; bottle : b ; SEPARATE add two aqua to pitcher	pitcher : b d b a a ; bottle : b ;
thermos : v v ; flask : v b y ; SEPARATE add four blue to thermos	thermos : v v b b b b ; flask : v b y ;
flask : a y a y ; thermos : c c o ; SEPARATE add one magenta to thermos	flask : a y a y ; thermos : c c o m ;
decanter : b e b e f ; glass : e ; mug : p v ; cup : a ; SEPARATE add two violet to glass	decanter : b e b e f ; glass : e v v ; mug : p v ; cup : a ;
thermos : m r ; flagon : v g r ; canister : p p ; decanter : p m p ; SEPARATE add five violet to flagon	thermos : m r ; flagon : v g r v v v v v ; canister : p p ; decanter : p m p ;
canister : e o e ; glass : g g ; decanter : r p r f ; SEPARATE add five blue to canister	canister : e o e b b b b b ; glass : g g ; decanter : r p r f ;
urn : h ; thermos : g c c g ; SEPARATE add five red to thermos	urn : h ; thermos : g c c g r r r r r ;
decanter : h ; cup : v v ; SEPARATE add five cabernet to decanter	decanter : h c c c c c ; cup : v v ;
canister : g c g c ; urn : f ; flask : e ; SEPARATE add two daffodil to urn	canister : g c g c ; urn : f d d ; flask : e ;
thermos : e e y ; mug : m o o v ; mug : g b o g ; glass : p a a p ; SEPARATE add five daffodil to thermos	thermos : e e y d d d d d ; mug : m o o v ; mug : g b o g ; glass : p a a p ;
jar : b a o o b ; jar : o v ; thermos : d ; SEPARATE add four orange to first jar	jar : b a o o b o o o o ; jar : o v ; thermos : d ;
jar : d o o ; beaker : d p p ; decanter : h o o h ; glass : o o g ; SEPARATE add six harlequin to jar	jar : d o o h h h h h h ; beaker : d p p ; decanter : h o o h ; glass : o o g ;
vessel : f y ; urn : g d g ; thermos : m a m a ; cup : d ; SEPARATE add one aqua to cup	vessel : f y ; urn : g d g ; thermos : m a m a ; cup : d a ;
pitcher : f d ; decanter : e a p ; canister : y r r y d d ; flask : p p b ; SEPARATE add five orange to canister	pitcher : f d ; decanter : e a p ; canister : y r r y d d o o o o o ; flask : p p b ;
pitcher : b f f ; thermos : v p y v ; jar : d h e h d ; SEPARATE add five daffodil to pitcher	pitcher : b f f d d d d d ; thermos : v p y v ; jar : d h e h d ;
cup : m ; vessel : c c ; SEPARATE add three fuchsia to vessel	cup : m ; vessel : c c f f f ;
thermos : b h d ; burette : c d h h d ; SEPARATE add six daffodil to thermos	thermos : b h d d d d d d d ; burette : c d h h d ;
decanter : m o o m ; bottle : v ; jug : a a ; bottle : c g a c a ; SEPARATE add five red to first bottle	decanter : m o o m ; bottle : v r r r r r ; jug : a a ; bottle : c g a c a ;
vessel : o ; pitcher : a a ; decanter : y y m b b ; cup : v ; SEPARATE add two emberiae to pitcher	vessel : o ; pitcher : a a e e ; decanter : y y m b b ; cup : v ;
beaker : h a h b ; jug : c p c p ; decanter : f g ; beaker : c p c ; SEPARATE add four blue to decanter	beaker : h a h b ; jug : c p c p ; decanter : f g b b b b ; beaker : c p c ;
glass : o a a c o c ; urn : m g g ; mug : f f r ; vessel : e ; SEPARATE add four emberiae to urn	glass : o a a c o c ; urn : m g g e e e e ; mug : f f r ; vessel : e ;
jug : h ; vessel : b g ; SEPARATE add one red to jug	jug : h r ; vessel : b g ;
urn : o b v b o ; jug : d m d ; SEPARATE add two magenta to jug	urn : o b v b o ; jug : d m d m m ;
flask : g g ; urn : b o m o b m ; cup : v e o v ; jug : r a ; SEPARATE add four yellow to jug	flask : g g ; urn : b o m o b m ; cup : v e o v ; jug : r a y y y y ;
flagon : g p g ; bottle : v g g ; SEPARATE add four harlequin to bottle	flagon : g p g ; bottle : v g g h h h h ;
urn : y y p e ; decanter : c d d ; burette : f f ; SEPARATE add four magenta to urn	urn : y y p e m m m m ; decanter : c d d ; burette : f f ;
mug : y ; bottle : a b ; pitcher : e h h ; SEPARATE add five green to bottle	mug : y ; bottle : a b g g g g g ; pitcher : e h h ;
mug : v v ; flask : f p p f ; bottle : f e e b ; SEPARATE add three yellow to bottle	mug : v v ; flask : f p p f ; bottle : f e e b y y y ;
decanter : f f y y ; jar : g e ; SEPARATE add six purple to decanter	decanter : f f y y p p p p p p ; jar : g e ;
beaker : c ; jar : p y h h ; SEPARATE add one purple to jar	beaker : c ; jar : p y h h p ;
canister : e e ; glass : c r f ; SEPARATE add four daffodil to canister	canister : e e d d d d ; glass : c r f ;
cup : d d ; decanter : g y ; SEPARATE add one yellow to decanter	cup : d d ; decanter : g y y ;
beaker : f y y h h ; burette : a ; beaker : p p ; canister : a h a ; SEPARATE add four daffodil to first beaker	beaker : f y y h h d d d d ; burette : a ; beaker : p p ; canister : a h a ;
bottle : b b ; glass : c c ; jar : f ; SEPARATE add three cabernet to bottle	bottle : b b c c c ; glass : c c ; jar : f ;
urn : g ; urn : g b g ; decanter : d e d m ; SEPARATE add five blue to last urn	urn : g ; urn : g b g b b b b b ; decanter : d e d m ;
burette : d ; glass : d y d ; SEPARATE add six red to glass	burette : d ; glass : d y d r r r r r r ;
flagon : r ; bottle : c c e h ; cup : d ; SEPARATE add five emberiae to flagon	flagon : r e e e e e ; bottle : c c e h ; cup : d ;
urn : f f o a a ; thermos : a a f m ; decanter : f c c ; SEPARATE add one red to urn	urn : f f o a a r ; thermos : a a f m ; decanter : f c c ;
decanter : y y ; glass : a a ; urn : a r ; vessel : m ; SEPARATE add two harlequin to decanter	decanter : y y h h ; glass : a a ; urn : a r ; vessel : m ;
glass : y o o y ; bottle : g g d ; vessel : o b h o ; SEPARATE add three fuchsia to vessel	glass : y o o y ; bottle : g g d ; vessel : o b h o f f f ;
thermos : o o e ; decanter : m m v o ; SEPARATE add three harlequin to decanter	thermos : o o e ; decanter : m m v o h h h ;
beaker : c ; vessel : m ; SEPARATE add five purple to vessel	beaker : c ; vessel : m p p p p p ;
mug : o h o b ; urn : e e ; SEPARATE add six orange to urn	mug : o h o b ; urn : e e o o o o o o ;
flagon : e ; vessel : f f h ; SEPARATE add three violet to vessel	flagon : e ; vessel : f f h v v v ;
burette : f m m r ; thermos : m m ; vessel : g r m m r g ; SEPARATE add five purple to burette	burette : f m m r p p p p p ; thermos : m m ; vessel : g r m m r g ;
beaker : a m v v ; jug : a a y y b ; flagon : b f f ; SEPARATE add three emberiae to jug	beaker : a m v v ; jug : a a y y b e e e ; flagon : b f f ;
beaker : b m m b ; jar : v m ; jar : o r o r g ; flagon : a c a c ; SEPARATE add one cabernet to last jar	beaker : b m m b ; jar : v m ; jar : o r o r g c ; flagon : a c a c ;
burette : a h a h d ; jar : d ; flagon : f f ; cup : v y ; SEPARATE add five purple to jar	burette : a h a h d ; jar : d p p p p p ; flagon : f f ; cup : v y ;
mug : h h c c ; cup : a d ; pitcher : o f m f o ; SEPARATE add five orange to pitcher	mug : h h c c ; cup : a d ; pitcher : o f m f o o o o o o ;
mug : f ; jar : p c p ; SEPARATE add six daffodil to mug	mug : f d d d d d d ; jar : p c p ;
jug : r c y y c ; cup : d h a a ; glass : d y y d ; SEPARATE add two cabernet to jug	jug : r c y y c c c ; cup : d h a a ; glass : d y y d ;
cup : d d a ; pitcher : c v c v ; mug : y y ; cup : d c c d ; SEPARATE add five fuchsia to last cup	cup : d d a ; pitcher : c v c v ; mug : y y ; cup : d c c d f f f f f ;
beaker : r r ; decanter : h e f h ; SEPARATE add four green to decanter	beaker : r r ; decanter : h e f h g g g g ;
jar : y e y ; jar : c r r ; SEPARATE add six fuchsia to second jar	jar : y e y ; jar : c r r f f f f f f ;
canister : p r b ; cup : r r ; burette : m f d ; pitcher : h h b ; SEPARATE add five cabernet to cup	canister : p r b ; cup : r r c c c c c ; burette : m f d ; pitcher : h h b ;
glass : m p d d m ; vessel : d ; cup : f f ; glass : c c h m ; SEPARATE add six cabernet to cup	glass : m p d d m ; vessel : d ; cup : f f c c c c c c ; glass : c c h m ;
canister : f f ; jug : b b f r f ; flask : m m c ; vessel : p y e p e ; SEPARATE add two harlequin to canister	canister : f f h h ; jug : b b f r f ; flask : m m c ; vessel : p y e p e ;
glass : g e g ; beaker : o r ; bottle : b e b e m ; SEPARATE add five red to glass	glass : g e g r r r r r ; beaker : o r ; bottle : b e b e m ;
bottle : r r ; cup : o o e e y ; SEPARATE add two orange to cup	bottle : r r ; cup : o o e e y o o ;
cup : b g b ; jug : d o ; SEPARATE add five aqua to cup	cup : b g b a a a a a ; jug : d o ;
decanter : h v h v y ; canister : y y ; jar : f f ; bottle : c e e b ; SEPARATE add one red to canister	decanter : h v h v y ; canister : y y r ; jar : f f ; bottle : c e e b ;
cup : f e e ; burette : f g f o ; flagon : v g v ; SEPARATE add four cabernet to flagon	cup : f e e ; burette : f g f o ; flagon : v g v c c c c ;
urn : v ; flagon : b b ; SEPARATE add two yellow to urn	urn : v y y ; flagon : b b ;
urn : a b m a b ; jar : v e d e ; pitcher : m g g r ; SEPARATE add five green to urn	urn : a b m a b g g g g g ; jar : v e d e ; pitcher : m g g r ;
burette : d d ; jar : g g f o f ; beaker : p d p d ; SEPARATE add three blue to beaker	burette : d d ; jar : g g f o f ; beaker : p d p d b b b ;
glass : b ; canister : a b ; SEPARATE add two purple to glass	glass : b p p ; canister : a b ;
cup : m d ; thermos : r y r p ; flagon : b f ; SEPARATE add three aqua to cup	cup : m d a a a ; thermos : r y r p ; flagon : b f ;
burette : r r ; mug : v g v g ; vessel : r p ; SEPARATE add six green to mug	burette : r r ; mug : v g v g g g g g g g ; vessel : r p ;
jug : g e r ; thermos : e m v v e ; SEPARATE add one blue to thermos	jug : g e r ; thermos : e m v v e b ;
bottle : c r ; beaker : o ; glass : c m g c m g ; urn : f f ; SEPARATE add six orange to glass	bottle : c r ; beaker : o ; glass : c m g c m g o o o o o o ; urn : f f ;
decanter : b o g b ; beaker : d f v v f ; vessel : a ; cup : r o o ; SEPARATE add four aqua to beaker	decanter : b o g b ; beaker : d f v v f a a a a ; vessel : a ; cup : r o o ;
bottle : p y p d y ; mug : m ; SEPARATE add one cabernet to bottle	bottle : p y p d y c ; mug : m ;
mug : h g p p ; thermos : f p p o o ; jug : p y y ; SEPARATE add three purple to jug	mug : h g p p ; thermos : f p p o o ; jug : p y y p p p ;
flask : f ; cup : c y d ; flask : y f f y h ; SEPARATE add four aqua to first flask	flask : f a a a a ; cup : c y d ; flask : y f f y h ;
flagon : e ; cup : h ; SEPARATE add three purple to cup	flagon : e ; cup : h p p p ;
cup : c a a ; cup : h h ; vessel : b b o ; glass : p d ; SEPARATE add three violet to first cup	cup : c a a v v v ; cup : h h ; vessel : b b o ; glass : p d ;
mug : a a p p g g ; jug : c f ; SEPARATE add two purple to jug	mug : a a p p g g ; jug : c f p p ;
burette : p g p b ; flask : c m c m ; urn : f f ; mug : a r a ; SEPARATE add two green to burette	burette : p g p b g g ; flask : c m c m ; urn : f f ; mug : a r a ;
urn : e e c c m ; pitcher : v d v d ; thermos : g c c g ; beaker : p ; SEPARATE add five magenta to pitcher	urn : e e c c m ; pitcher : v d v d m m m m m ; thermos : g c c g ; beaker : p ;
canister : e a a e ; jug : d o d a a ; jug : g e g ; SEPARATE add four red to canister	canister : e a a e r r r r ; jug : d o d a a ; jug : g e g ;
mug : c y b y ; mug : m m v v ; urn : d d ; jug : y y e e ; SEPARATE add four blue to urn	mug : c y b y ; mug : m m v v ; urn : d d b b b b ; jug : y y e e ;
flask : c b c r ; vessel : y ; jar : p h h ; SEPARATE add one daffodil to flask	flask : c b c r d ; vessel : y ; jar : p h h ;
canister : v o ; bottle : r d r d v ; glass : g c c p g p ; SEPARATE add three green to canister	canister : v o g g g ; bottle : r d r d v ; glass : g c c p g p ;
flask : e o b b ; mug : c c g ; thermos : g d d g ; bottle : v c c p p ; SEPARATE add three red to mug	flask : e o b b ; mug : c c g r r r ; thermos : g d d g ; bottle : v c c p p ;
bottle : f f ; canister : f d ; thermos : e v ; beaker : h ; SEPARATE add two harlequin to beaker	bottle : f f ; canister : f d ; thermos : e v ; beaker : h h h ;
beaker : e o o ; canister : f f ; glass : c h f h f ; SEPARATE add six green to glass	beaker : e o o ; canister : f f ; glass : c h f h f g g g g g g ;
thermos : y v v ; mug : y y h f f ; vessel : p a ; SEPARATE add five daffodil to thermos	thermos : y v v d d d d d ; mug : y y h f f ; vessel : p a ;
glass : p v p h ; decanter : p r p ; burette : f ; SEPARATE add two fuchsia to decanter	glass : p v p h ; decanter : p r p f f ; burette : f ;
glass : b c v ; flask : p g ; burette : m v v g ; jug : r o r a o ; SEPARATE add one fuchsia to flask	glass : b c v ; flask : p g f ; burette : m v v g ; jug : r o r a o ;
canister : g ; pitcher : h h d ; SEPARATE add five magenta to pitcher	canister : g ; pitcher : h h d m m m m m ;
canister : a f a ; flask : o g g ; vessel : r f r m ; SEPARATE add one aqua to flask	canister : a f a ; flask : o g g a ; vessel : r f r m ;
glass : b b ; flask : r ; beaker : r r ; glass : g e o g ; SEPARATE add five fuchsia to flask	glass : b b ; flask : r f f f f f ; beaker : r r ; glass : g e o g ;
flask : m m ; glass : p p c c ; decanter : o a ; pitcher : g h ; SEPARATE add four red to decanter	flask : m m ; glass : p p c c ; decanter : o a r r r r ; pitcher : g h ;
flask : y y ; jar : b ; SEPARATE add four blue to flask	flask : y y b b b b ; jar : b ;
urn : c c r ; canister : g o o ; vessel : f p f y ; SEPARATE add four cabernet to urn	urn : c c r c c c c ; canister : g o o ; vessel : f p f y ;
urn : y c h ; jar : h e h ; mug : m d p ; SEPARATE add two daffodil to jar	urn : y c h ; jar : h e h d d ; mug : m d p ;
urn : e ; flagon : p v ; decanter : b a b ; SEPARATE add three aqua to flagon	urn : e ; flagon : p v a a a ; decanter : b a b ;
beaker : h ; beaker : v v e ; mug : c g c h ; bottle : v e e r r v ; SEPARATE add two cabernet to last beaker	beaker : h ; beaker : v v e c c ; mug : c g c h ; bottle : v e e r r v ;
decanter : c a a ; beaker : d c c h h d ; SEPARATE add five daffodil to decanter	decanter : c a a d d d d d ; beaker : d c c h h d ;
jar : p p ; vessel : c ; decanter : b a e e a ; flagon : d d ; SEPARATE add five cabernet to decanter	jar : p p ; vessel : c ; decanter : b a e e a c c c c c ; flagon : d d ;
thermos : r p p r ; mug : m g g c ; decanter : f f a a ; vessel : f ; SEPARATE add five orange to thermos	thermos : r p p r o o o o o ; mug : m g g c ; decanter : f f a a ; vessel : f ;
beaker : r f r a ; burette : v ; decanter : v v h ; SEPARATE add four emberiae to beaker	beaker : r f r a e e e e ; burette : v ; decanter : v v h ;
vessel : f f ; flagon : o b o ; SEPARATE add four violet to flagon	vessel : f f ; flagon : o b o v v v v ;
beaker : b m b m ; flask : p p m ; burette : y f ; SEPARATE add two daffodil to flask	beaker : b m b m ; flask : p p m d d ; burette : y f ;
vessel : o o ; jar : o o b b r ; SEPARATE add one cabernet to vessel	vessel : o o c ; jar : o o b b r ;
canister : y v ; flagon : e f e ; mug : y y f p ; SEPARATE add five red to canister	canister : y v r r r r r ; flagon : e f e ; mug : y y f p ;
canister : o b o b ; thermos : e ; flagon : b h b r ; SEPARATE add four yellow to canister	canister : o b o b y y y y ; thermos : e ; flagon : b h b r ;
thermos : d r d ; bottle : b b ; glass : d e ; SEPARATE add two purple to glass	thermos : d r d ; bottle : b b ; glass : d e p p ;
decanter : f f ; glass : a r r ; mug : r r ; SEPARATE add three green to decanter	decanter : f f g g g ; glass : a r r ; mug : r r ;
flask : d ; jug : r e r e ; canister : h h b v ; SEPARATE add three fuchsia to canister	flask : d ; jug : r e r e ; canister : h h b v f f f ;
bottle : y ; burette : c d v ; mug : c ; SEPARATE add four red to bottle	bottle : y r r r r ; burette : c d v ; mug : c ;
glass : v e c ; bottle : e a ; pitcher : b b ; SEPARATE add one green to bottle	glass : v e c ; bottle : e a g ; pitcher : b b ;
flask : f ; flask : f d a f ; SEPARATE add six cabernet to last flask	flask : f ; flask : f d a f c c c c c c ;
decanter : v m m g ; pitcher : d p b ; jar : v v a a ; SEPARATE add five harlequin to jar	decanter : v m m g ; pitcher : d p b ; jar : v v a a h h h h h ;
glass : a a ; flagon : m m c ; jar : e y y e ; thermos : m c c m ; SEPARATE add two harlequin to glass	glass : a a h h ; flagon : m m c ; jar : e y y e ; thermos : m c c m ;
