Input	Output
jar : c b d b ; thermos : p h ; flagon : r ; SEPARATE destroy flagon	jar : c b d b ; thermos : p h ;
glass : d b b d ; beaker : a a ; SEPARATE filter glass	glass : d d b b ; beaker : a a ;
pitcher : h a h o o ; jar : e d d ; SEPARATE filter jar	pitcher : h a h o o ; jar : e d d ;
canister : r e c ; jar : g ; mug : r b p r b ; thermos : a ; SEPARATE empty thermos	canister : r e c ; jar : g ; mug : r b p r b ; thermos : _ ;
pitcher : b b ; thermos : g g c f ; SEPARATE double pitcher	pitcher : b b b b ; thermos : g g c f ;
jar : p p ; canister : c o m c ; vessel : r r ; pitcher : a ; SEPARATE double pitcher	jar : p p ; canister : c o m c ; vessel : r r ; pitcher : a a ;
burette : a v d a ; beaker : b ; cup : o c p ; SEPARATE empty burette	burette : _ ; beaker : b ; cup : o c p ;
flagon : a a g ; thermos : f f r ; flask : p e e ; flask : f f m h m ; SEPARATE double first flask	flagon : a a g ; thermos : f f r ; flask : p e e p e e ; flask : f f m h m ;
beaker : f d d o ; jug : r g ; bottle : b e e ; SEPARATE create pitcher	beaker : f d d o ; jug : r g ; bottle : b e e ; pitcher : _ ;
flagon : c g g c ; decanter : c p ; SEPARATE destroy flagon	decanter : c p ;
glass : g g ; vessel : a e e a ; urn : m e e ; SEPARATE shift vessel after glass	glass : g g ; vessel : a e e a ; urn : m e e ;
glass : e ; mug : e a a e v ; canister : c c p p ; urn : b b h ; SEPARATE shift canister before mug	glass : e ; canister : c c p p ; mug : e a a e v ; urn : b b h ;
cup : y d c c ; flagon : d b b r d ; jar : h p p h a a ; burette : m h m h ; SEPARATE add five cabernet to flagon	cup : y d c c ; flagon : d b b r d c c c c c ; jar : h p p h a a ; burette : m h m h ;
jar : h h m e m ; flagon : r r b ; jug : a m ; SEPARATE filter jar	jar : h h m m e ; flagon : r r b ; jug : a m ;
vessel : g ; pitcher : r g ; pitcher : c y c o ; SEPARATE filter first pitcher	vessel : g ; pitcher : r g ; pitcher : c y c o ;
jug : o v f o v f ; bottle : r p p ; cup : r r a y ; beaker : e f f e ; SEPARATE shift bottle after jug	jug : o v f o v f ; bottle : r p p ; cup : r r a y ; beaker : e f f e ;
flagon : g m g ; beaker : o a m a ; cup : r r ; decanter : e g v v e ; SEPARATE unmix cup	flagon : g m g ; beaker : o a m a ; cup : r r ; decanter : e g v v e ;
mug : o a r r ; jug : b ; pitcher : p a g g p ; pitcher : r ; SEPARATE shift jug before first pitcher	mug : o a r r ; jug : b ; pitcher : p a g g p ; pitcher : r ;
flask : r a ; bottle : h h m g ; jar : c b b d ; SEPARATE empty bottle	flask : r a ; bottle : _ ; jar : c b b d ;
bottle : o c c ; canister : r r c ; canister : y y r r ; canister : a ; SEPARATE empty second canister	bottle : o c c ; canister : r r c ; canister : _ ; canister : a ;
mug : d v v d ; pitcher : h g ; flask : v a a ; flask : m m ; SEPARATE create flask	mug : d v v d ; pitcher : h g ; flask : v a a ; flask : m m ; flask : _ ;
pitcher : y b y b d ; decanter : f f ; SEPARATE filter pitcher	pitcher : y y b b d ; decanter : f f ;
vessel : c ; decanter : b p p b ; SEPARATE shift vessel before decanter	vessel : c ; decanter : b p p b ;
decanter : r h r ; canister : g p p c c ; SEPARATE double decanter	decanter : r h r r h r ; canister : g p p c c ;
mug : b ; burette : f f ; vessel : o f h o f ; thermos : g a c g ; SEPARATE empty thermos	mug : b ; burette : f f ; vessel : o f h o f ; thermos : _ ;
glass : p h p h ; flask : e v v ; thermos : v v ; thermos : y e y ; SEPARATE destroy glass	flask : e v v ; thermos : v v ; thermos : y e y ;
canister : b b ; pitcher : m ; beaker : o p ; SEPARATE filter canister	canister : b b ; pitcher : m ; beaker : o p ;
thermos : h a a y y h ; flagon : p e ; SEPARATE empty flagon	thermos : h a a y y h ; flagon : _ ;
glass : y m b b ; urn : g o o g m ; SEPARATE unmix urn	glass : y m b b ; urn : g g ; urn : o o ; urn : m ;
flask : c f b ; thermos : c p ; jar : c c ; jar : b ; SEPARATE filter thermos	flask : c f b ; thermos : c p ; jar : c c ; jar : b ;
cup : r h p r p ; urn : g f ; bottle : o ; SEPARATE shift urn after cup	cup : r h p r p ; urn : g f ; bottle : o ;
bottle : v e h h e ; flask : m m ; bottle : y y ; SEPARATE unmix second bottle	bottle : v e h h e ; flask : m m ; bottle : y y ;
vessel : v a v r ; glass : d ; vessel : c c ; SEPARATE create flagon	vessel : v a v r ; glass : d ; vessel : c c ; flagon : _ ;
vessel : h b f ; canister : o o ; jug : b b ; SEPARATE destroy vessel	canister : o o ; jug : b b ;
vessel : c o o ; jug : r r ; SEPARATE destroy vessel	jug : r r ;
flask : y y ; jar : v v ; decanter : p v v ; SEPARATE double flask	flask : y y y y ; jar : v v ; decanter : p v v ;
bottle : y y d p d ; thermos : v ; jar : m m c c ; SEPARATE destroy thermos	bottle : y y d p d ; jar : m m c c ;
flagon : e g g e ; flagon : g v b b ; decanter : o y ; bottle : r b h b r ; SEPARATE shift second flagon before decanter	flagon : e g g e ; flagon : g v b b ; decanter : o y ; bottle : r b h b r ;
bottle : f v v ; canister : b b ; SEPARATE double canister	bottle : f v v ; canister : b b b b ;
flask : e r ; vessel : b c h c ; vessel : p p v h ; SEPARATE destroy last vessel	flask : e r ; vessel : b c h c ;
beaker : g y b ; burette : r b ; pitcher : c c ; pitcher : v a d a ; SEPARATE create vessel	beaker : g y b ; burette : r b ; pitcher : c c ; pitcher : v a d a ; vessel : _ ;
jug : g f f ; flagon : v ; cup : f v f h h ; SEPARATE unmix cup	jug : g f f ; flagon : v ; cup : f f ; cup : v ; cup : h h ;
bottle : p ; vessel : h a h ; flagon : c c ; thermos : e e ; SEPARATE create beaker	bottle : p ; vessel : h a h ; flagon : c c ; thermos : e e ; beaker : _ ;
jar : c p g p c g ; canister : c ; burette : d h d h ; SEPARATE filter jar	jar : c c p p g g ; canister : c ; burette : d h d h ;
urn : p p ; decanter : b b ; SEPARATE unmix decanter	urn : p p ; decanter : b b ;
mug : h ; flagon : h ; vessel : h r f f r h ; SEPARATE filter flagon	mug : h ; flagon : h ; vessel : h r f f r h ;
pitcher : d e g ; jar : v v o ; decanter : c c h ; SEPARATE empty jar	pitcher : d e g ; jar : _ ; decanter : c c h ;
flagon : b b ; urn : e b h e h ; flagon : g f ; decanter : r ; SEPARATE shift decanter before first flagon	decanter : r ; flagon : b b ; urn : e b h e h ; flagon : g f ;
glass : r y r y ; flask : f f b b ; bottle : b a c c a ; glass : h g g h ; SEPARATE double flask	glass : r y r y ; flask : f f b b f f b b ; bottle : b a c c a ; glass : h g g h ;
pitcher : h h m o o m ; jar : y y ; SEPARATE unmix jar	pitcher : h h m o o m ; jar : y y ;
pitcher : g g ; burette : o ; SEPARATE destroy burette	pitcher : g g ;
mug : e o ; decanter : y ; glass : a ; SEPARATE create flask	mug : e o ; decanter : y ; glass : a ; flask : _ ;
cup : v v g g ; pitcher : f ; SEPARATE empty cup	cup : _ ; pitcher : f ;
decanter : m p f f m ; vessel : p ; mug : c o m o ; SEPARATE empty decanter	decanter : _ ; vessel : p ; mug : c o m o ;
flagon : b r b r ; glass : o p o y ; SEPARATE destroy flagon	glass : o p o y ;
jar : b b ; burette : m ; jug : f v ; thermos : b b p ; SEPARATE destroy burette	jar : b b ; jug : f v ; thermos : b b p ;
bottle : y y p ; glass : v d y v y ; flagon : a ; cup : v f v r f r ; SEPARATE unmix bottle	bottle : y y ; bottle : p ; glass : v d y v y ; flagon : a ; cup : v f v r f r ;
jug : f a ; canister : p f f ; thermos : o r b b o r ; flagon : d m e d m ; SEPARATE create decanter	jug : f a ; canister : p f f ; thermos : o r b b o r ; flagon : d m e d m ; decanter : _ ;
bottle : p d d ; jar : h h ; burette : g ; SEPARATE create burette	bottle : p d d ; jar : h h ; burette : g ; burette : _ ;
mug : d d ; vessel : h f f a ; SEPARATE shift vessel after mug	mug : d d ; vessel : h f f a ;
cup : h d d h ; thermos : m f o o ; jug : e ; SEPARATE filter jug	cup : h d d h ; thermos : m f o o ; jug : e ;
burette : b ; pitcher : o y y ; SEPARATE create flask	burette : b ; pitcher : o y y ; flask : _ ;
pitcher : o o ; thermos : h f h ; SEPARATE filter pitcher	pitcher : o o ; thermos : h f h ;
canister : d y d p p ; decanter : r ; SEPARATE unmix canister	canister : d d ; canister : y ; canister : p p ; decanter : r ;
thermos : r r a a ; thermos : p ; flagon : h b o o h ; thermos : r ; SEPARATE destroy last thermos	thermos : r r a a ; thermos : p ; flagon : h b o o h ;
flask : e a ; cup : m ; SEPARATE create burette	flask : e a ; cup : m ; burette : _ ;
flagon : f ; canister : g y y ; decanter : f f y y ; flask : y h y f h ; SEPARATE shift flagon after canister	canister : g y y ; flagon : f ; decanter : f f y y ; flask : y h y f h ;
flask : c c ; burette : c ; SEPARATE unmix flask	flask : c c ; burette : c ;
decanter : h d d v ; pitcher : e f e y ; SEPARATE filter pitcher	decanter : h d d v ; pitcher : e e f y ;
decanter : c y o o ; thermos : f f r m m ; SEPARATE destroy thermos	decanter : c y o o ;
bottle : f ; decanter : f e m m f e ; SEPARATE empty bottle	bottle : _ ; decanter : f e m m f e ;
decanter : p d d p o ; jar : e d d c ; SEPARATE destroy decanter	jar : e d d c ;
decanter : a a ; mug : b h p ; urn : b ; SEPARATE double urn	decanter : a a ; mug : b h p ; urn : b b ;
pitcher : a a ; vessel : a o o ; bottle : y e y e ; mug : o o d ; SEPARATE shift pitcher after vessel	vessel : a o o ; pitcher : a a ; bottle : y e y e ; mug : o o d ;
flagon : a o b o a ; pitcher : d r r ; flask : e e y y ; SEPARATE destroy pitcher	flagon : a o b o a ; flask : e e y y ;
jug : g m a g ; burette : b m b m ; SEPARATE filter burette	jug : g m a g ; burette : b b m m ;
canister : r ; pitcher : e e ; mug : y ; thermos : p p h c c h ; SEPARATE destroy mug	canister : r ; pitcher : e e ; thermos : p p h c c h ;
vessel : f ; beaker : d ; jar : d e d ; SEPARATE destroy beaker	vessel : f ; jar : d e d ;
bottle : g g e ; urn : e m e ; beaker : m g g m ; SEPARATE filter urn	bottle : g g e ; urn : e e m ; beaker : m g g m ;
pitcher : v ; pitcher : o o ; pitcher : a ; jar : h h ; SEPARATE double last pitcher	pitcher : v ; pitcher : o o ; pitcher : a a ; jar : h h ;
flask : d m m e e d ; cup : d c d ; thermos : c c f ; SEPARATE filter cup	flask : d m m e e d ; cup : d d c ; thermos : c c f ;
jar : g g ; decanter : b h b ; decanter : d d r ; burette : v p v p c ; SEPARATE create pitcher	jar : g g ; decanter : b h b ; decanter : d d r ; burette : v p v p c ; pitcher : _ ;
beaker : v m v a m a ; thermos : y d y d r ; flagon : h e ; SEPARATE shift thermos after beaker	beaker : v m v a m a ; thermos : y d y d r ; flagon : h e ;
burette : m m e r r ; decanter : a ; SEPARATE unmix decanter	burette : m m e r r ; decanter : a ;
bottle : a b g g a ; glass : r r y a ; SEPARATE destroy glass	bottle : a b g g a ;
vessel : p ; pitcher : b b h h ; flask : m a a ; mug : o r o ; SEPARATE create glass	vessel : p ; pitcher : b b h h ; flask : m a a ; mug : o r o ; glass : _ ;
vessel : e a a e ; jug : a o o ; SEPARATE create canister	vessel : e a a e ; jug : a o o ; canister : _ ;
bottle : o y y c ; vessel : h b y b ; bottle : d d f h ; SEPARATE shift vessel after last bottle	bottle : o y y c ; bottle : d d f h ; vessel : h b y b ;
beaker : g ; flask : m ; cup : m c y ; SEPARATE shift beaker after cup	flask : m ; cup : m c y ; beaker : g ;
flagon : a r f ; jar : d b h ; SEPARATE filter jar	flagon : a r f ; jar : d b h ;
pitcher : y f o f ; jar : d p d ; vessel : c h e e ; pitcher : g ; SEPARATE filter jar	pitcher : y f o f ; jar : d d p ; vessel : c h e e ; pitcher : g ;
bottle : o ; pitcher : y p y p ; SEPARATE create vessel	bottle : o ; pitcher : y p y p ; vessel : _ ;
cup : d d a ; flagon : g a a g o ; glass : e ; SEPARATE create jug	cup : d d a ; flagon : g a a g o ; glass : e ; jug : _ ;
beaker : d d y y e ; thermos : d b ; SEPARATE create flask	beaker : d d y y e ; thermos : d b ; flask : _ ;
decanter : f a a g f ; canister : f f ; thermos : p p e r ; SEPARATE destroy decanter	canister : f f ; thermos : p p e r ;
canister : y ; thermos : b b ; thermos : f ; SEPARATE unmix canister	canister : y ; thermos : b b ; thermos : f ;
flask : c a c v a v ; mug : p d ; jug : r b r b g g ; burette : r r v ; SEPARATE shift jug before burette	flask : c a c v a v ; mug : p d ; jug : r b r b g g ; burette : r r v ;
cup : r y y b b ; beaker : g f g f ; jug : g g m v v ; bottle : a h h a ; SEPARATE add five blue to cup	cup : r y y b b b b b b b ; beaker : g f g f ; jug : g g m v v ; bottle : a h h a ;
decanter : b y y b e ; vessel : a r r a ; SEPARATE destroy vessel	decanter : b y y b e ;
canister : e e ; vessel : b y a y ; burette : g g y b ; SEPARATE shift burette after canister	canister : e e ; burette : g g y b ; vessel : b y a y ;
burette : g d ; thermos : m m ; urn : h h b ; flask : v ; SEPARATE create cup	burette : g d ; thermos : m m ; urn : h h b ; flask : v ; cup : _ ;
beaker : r r ; cup : r f f ; urn : h e h ; SEPARATE filter beaker	beaker : r r ; cup : r f f ; urn : h e h ;
canister : c r e c ; cup : b h h ; cup : y e e ; SEPARATE create beaker	canister : c r e c ; cup : b h h ; cup : y e e ; beaker : _ ;
jar : p o o ; urn : o e o g e ; jar : y p ; mug : b ; SEPARATE double last jar	jar : p o o ; urn : o e o g e ; jar : y p y p ; mug : b ;
mug : o o ; vessel : v v ; beaker : p ; beaker : e ; SEPARATE double first beaker	mug : o o ; vessel : v v ; beaker : p p ; beaker : e ;
glass : p p ; glass : e ; flask : b b ; SEPARATE create jug	glass : p p ; glass : e ; flask : b b ; jug : _ ;
jug : m g g ; jug : h h ; SEPARATE shift first jug after second jug	jug : h h ; jug : m g g ;
flagon : m m ; jar : b ; SEPARATE shift flagon before jar	flagon : m m ; jar : b ;
decanter : y y ; mug : d d ; SEPARATE double mug	decanter : y y ; mug : d d d d ;
cup : o v ; canister : h h o y ; thermos : g c m ; SEPARATE empty thermos	cup : o v ; canister : h h o y ; thermos : _ ;
jug : e o b b ; canister : a a ; flask : c f c ; SEPARATE unmix flask	jug : e o b b ; canister : a a ; flask : c c ; flask : f ;
jar : r g g r ; jar : a r o a r o ; glass : g v d g d ; jug : r v ; SEPARATE double glass	jar : r g g r ; jar : a r o a r o ; glass : g v d g d g v d g d ; jug : r v ;
urn : d d ; glass : f p m f m ; SEPARATE filter glass	urn : d d ; glass : f f p m m ;
flask : o o p ; canister : b b f e ; vessel : v v e f f ; burette : h ; SEPARATE create jar	flask : o o p ; canister : b b f e ; vessel : v v e f f ; burette : h ; jar : _ ;
pitcher : p a g p g ; urn : r r ; mug : c c ; SEPARATE filter urn	pitcher : p a g p g ; urn : r r ; mug : c c ;
flagon : r ; pitcher : p e ; glass : v v ; SEPARATE create jug	flagon : r ; pitcher : p e ; glass : v v ; jug : _ ;
canister : d o p p d ; vessel : p p ; mug : e e r ; SEPARATE unmix vessel	canister : d o p p d ; vessel : p p ; mug : e e r ;
flask : m ; beaker : f p f ; jug : h b b ; SEPARATE unmix jug	flask : m ; beaker : f p f ; jug : h ; jug : b b ;
beaker : f f ; cup : m g ; SEPARATE double beaker	beaker : f f f f ; cup : m g ;
flask : m e ; pitcher : b b ; decanter : o a b ; burette : a a o o ; SEPARATE empty flask	flask : _ ; pitcher : b b ; decanter : o a b ; burette : a a o o ;
decanter : b ; glass : g f b b ; thermos : b f g g b ; SEPARATE create jar	decanter : b ; glass : g f b b ; thermos : b f g g b ; jar : _ ;
bottle : v a a v ; thermos : r r ; jug : o f o e ; SEPARATE create bottle	bottle : v a a v ; thermos : r r ; jug : o f o e ; bottle : _ ;
jug : f b y ; vessel : g ; burette : y y ; jar : v r r ; SEPARATE create glass	jug : f b y ; vessel : g ; burette : y y ; jar : v r r ; glass : _ ;
jar : d ; jar : m o g ; jug : h h e v v ; SEPARATE double first jar	jar : d d ; jar : m o g ; jug : h h e v v ;
jug : v v ; beaker : c r r ; mug : c f c f ; SEPARATE shift mug before jug	mug : c f c f ; jug : v v ; beaker : c r r ;
jug : p v v p b b ; thermos : m m ; SEPARATE filter thermos	jug : p v v p b b ; thermos : m m ;
glass : g g ; jug : a y y ; beaker : v v a ; SEPARATE shift beaker before glass	beaker : v v a ; glass : g g ; jug : a y y ;
vessel : m m ; jar : h a a h ; canister : h h ; SEPARATE shift canister before jar	vessel : m m ; canister : h h ; jar : h a a h ;
canister : v b b ; glass : e c ; vessel : c c a h h ; glass : r o r ; SEPARATE shift vessel before last glass	canister : v b b ; glass : e c ; vessel : c c a h h ; glass : r o r ;
vessel : d c d c v ; glass : g v g ; cup : e e g v g ; burette : m o ; SEPARATE double vessel	vessel : d c d c v d c d c v ; glass : g v g ; cup : e e g v g ; burette : m o ;
jar : e y o e o y ; beaker : c c ; SEPARATE unmix beaker	jar : e y o e o y ; beaker : c c ;
burette : m v d d ; jar : c c ; SEPARATE double burette	burette : m v d d m v d d ; jar : c c ;
vessel : h v ; jug : y a a ; flagon : c c ; thermos : r r ; SEPARATE empty vessel	vessel : _ ; jug : y a a ; flagon : c c ; thermos : r r ;
burette : y v m ; canister : g ; SEPARATE empty canister	burette : y v m ; canister : _ ;
jug : m m ; burette : v v ; burette : b r r h h ; SEPARATE unmix jug	jug : m m ; burette : v v ; burette : b r r h h ;
jug : h d e ; flask : d o a d o ; canister : p p ; canister : f ; SEPARATE create glass	jug : h d e ; flask : d o a d o ; canister : p p ; canister : f ; glass : _ ;
vessel : p f p g ; bottle : c c f d ; SEPARATE create decanter	vessel : p f p g ; bottle : c c f d ; decanter : _ ;
vessel : f d ; decanter : f f a a ; SEPARATE filter decanter	vessel : f d ; decanter : f f a a ;
cup : e y m ; pitcher : m p m ; cup : a r a m ; SEPARATE double first cup	cup : e y m e y m ; pitcher : m p m ; cup : a r a m ;
flask : a a ; cup : g b g c ; flask : a a ; SEPARATE empty cup	flask : a a ; cup : _ ; flask : a a ;
flagon : m o o ; vessel : p h o p ; decanter : e e ; cup : f ; SEPARATE double vessel	flagon : m o o ; vessel : p h o p p h o p ; decanter : e e ; cup : f ;
glass : r r ; cup : h h ; glass : c ; SEPARATE unmix second glass	glass : r r ; cup : h h ; glass : c ;
canister : p p ; beaker : h h ; pitcher : g o d d ; jug : g ; SEPARATE unmix jug	canister : p p ; beaker : h h ; pitcher : g o d d ; jug : g ;
pitcher : v v m ; pitcher : y o h o y h ; cup : f b e f ; SEPARATE shift last pitcher before cup	pitcher : v v m ; pitcher : y o h o y h ; cup : f b e f ;
burette : v h v ; bottle : h h p ; SEPARATE destroy burette	bottle : h h p ;
beaker : c c m ; thermos : r r b f b ; flagon : m e m ; SEPARATE destroy flagon	beaker : c c m ; thermos : r r b f b ;
burette : m h h o ; flask : o m h o h m ; flagon : y y p ; mug : o o c c m m ; SEPARATE add five red to mug	burette : m h h o ; flask : o m h o h m ; flagon : y y p ; mug : o o c c m m r r r r r ;
glass : d c ; burette : m ; SEPARATE empty glass	glass : _ ; burette : m ;
flagon : o m m o ; glass : v d m ; SEPARATE shift glass after flagon	flagon : o m m o ; glass : v d m ;
cup : m g ; vessel : o d d ; flask : v v ; jug : a a ; SEPARATE destroy jug	cup : m g ; vessel : o d d ; flask : v v ;
flask : b b ; decanter : v v ; jar : a ; SEPARATE destroy decanter	flask : b b ; jar : a ;
mug : v v c c a a ; canister : r ; SEPARATE create cup	mug : v v c c a a ; canister : r ; cup : _ ;
urn : f v v ; burette : r b r ; SEPARATE create urn	urn : f v v ; burette : r b r ; urn : _ ;
burette : e e a a ; flagon : p m m y p ; SEPARATE destroy flagon	burette : e e a a ;
urn : h b ; flask : p r m ; decanter : e f e f a ; jug : p y p m ; SEPARATE unmix urn	urn : h ; urn : b ; flask : p r m ; decanter : e f e f a ; jug : p y p m ;
vessel : e g d e d ; jar : f m ; bottle : o a y y ; SEPARATE create glass	vessel : e g d e d ; jar : f m ; bottle : o a y y ; glass : _ ;
bottle : h ; glass : o f f o ; thermos : m y m y h ; jar : o c o m m ; SEPARATE create vessel	bottle : h ; glass : o f f o ; thermos : m y m y h ; jar : o c o m m ; vessel : _ ;
mug : e a r e a ; glass : m v f f ; SEPARATE create flask	mug : e a r e a ; glass : m v f f ; flask : _ ;
burette : e o ; mug : m ; SEPARATE filter mug	burette : e o ; mug : m ;
flagon : e a g e ; bottle : o b b c o ; cup : e y y f e ; vessel : h ; SEPARATE destroy cup	flagon : e a g e ; bottle : o b b c o ; vessel : h ;
vessel : m ; flask : p a a p v ; urn : h ; SEPARATE shift urn after flask	vessel : m ; flask : p a a p v ; urn : h ;
thermos : p p ; burette : a a ; thermos : o c v ; SEPARATE shift burette after second thermos	thermos : p p ; thermos : o c v ; burette : a a ;
urn : g p p h ; decanter : y g a ; canister : m f e f m ; SEPARATE double decanter	urn : g p p h ; decanter : y g a y g a ; canister : m f e f m ;
jar : r h d d ; flask : e e ; SEPARATE unmix jar	jar : r ; jar : h ; jar : d d ; flask : e e ;
jug : b p g g ; jug : b a b v ; beaker : y y b b g g ; SEPARATE filter last jug	jug : b p g g ; jug : b b a v ; beaker : y y b b g g ;
thermos : h e ; mug : a ; glass : b c b ; SEPARATE unmix glass	thermos : h e ; mug : a ; glass : b b ; glass : c ;
flagon : b b e ; flask : e v ; urn : g ; SEPARATE shift flagon after flask	flask : e v ; flagon : b b e ; urn : g ;
beaker : r m m r ; burette : b m m e ; glass : o o ; mug : v o m m o ; SEPARATE create thermos	beaker : r m m r ; burette : b m m e ; glass : o o ; mug : v o m m o ; thermos : _ ;
thermos : h ; jug : y ; burette : f g m f g ; jar : a p c p a c ; SEPARATE shift thermos before burette	jug : y ; thermos : h ; burette : f g m f g ; jar : a p c p a c ;
jug : f f ; urn : f m b b ; flask : g g ; bottle : r r ; SEPARATE empty bottle	jug : f f ; urn : f m b b ; flask : g g ; bottle : _ ;
mug : v g y g y ; pitcher : m m v ; flagon : c y v ; SEPARATE double flagon	mug : v g y g y ; pitcher : m m v ; flagon : c y v c y v ;
vessel : v a ; glass : d g g d ; SEPARATE unmix vessel	vessel : v ; vessel : a ; glass : d g g d ;
urn : b p o ; jug : f m ; burette : y g g r ; SEPARATE unmix jug	urn : b p o ; jug : f ; jug : m ; burette : y g g r ;
cup : d y c c y ; thermos : d o o ; SEPARATE double cup	cup : d y c c y d y c c y ; thermos : d o o ;
burette : h p e e ; urn : g ; jug : a v a c ; SEPARATE destroy urn	burette : h p e e ; jug : a v a c ;
thermos : y y f ; decanter : f o ; SEPARATE destroy decanter	thermos : y y f ;
pitcher : d ; glass : v d c ; mug : r r d f f ; SEPARATE double pitcher	pitcher : d d ; glass : v d c ; mug : r r d f f ;
burette : y p ; mug : g g ; cup : a ; pitcher : g o g p ; SEPARATE shift mug before pitcher	burette : y p ; cup : a ; mug : g g ; pitcher : g o g p ;
canister : h h ; thermos : h y r h y r ; mug : o ; flask : d ; SEPARATE empty mug	canister : h h ; thermos : h y r h y r ; mug : _ ; flask : d ;
bottle : b b e ; pitcher : v v ; SEPARATE empty pitcher	bottle : b b e ; pitcher : _ ;
flask : b a v b ; bottle : e ; urn : a f a ; jug : m h ; SEPARATE empty jug	flask : b a v b ; bottle : e ; urn : a f a ; jug : _ ;
jar : o ; mug : v v ; SEPARATE unmix mug	jar : o ; mug : v v ;
canister : v v ; jar : e e ; SEPARATE shift canister before jar	canister : v v ; jar : e e ;
thermos : r ; pitcher : a a h ; vessel : b o m m b ; SEPARATE filter thermos	thermos : r ; pitcher : a a h ; vessel : b o m m b ;
jar : a f a f d ; flagon : e e d ; cup : a d d a ; canister : f f ; SEPARATE unmix jar	jar : a a ; jar : f f ; jar : d ; flagon : e e d ; cup : a d d a ; canister : f f ;
beaker : m m d ; bottle : a g ; flagon : d d ; urn : c c ; SEPARATE double flagon	beaker : m m d ; bottle : a g ; flagon : d d d d ; urn : c c ;
jug : m d p d ; glass : y d d y ; canister : p a ; SEPARATE destroy glass	jug : m d p d ; canister : p a ;
thermos : o o ; cup : g r r ; SEPARATE destroy cup	thermos : o o ;
mug : c c y f ; flask : f d f ; beaker : b e ; SEPARATE double mug	mug : c c y f c c y f ; flask : f d f ; beaker : b e ;
flask : e a ; decanter : c c r r ; pitcher : f b ; SEPARATE shift decanter before pitcher	flask : e a ; decanter : c c r r ; pitcher : f b ;
vessel : d a d ; pitcher : o m m ; bottle : f m m p ; flask : f f ; SEPARATE unmix bottle	vessel : d a d ; pitcher : o m m ; bottle : f ; bottle : m m ; bottle : p ; flask : f f ;
bottle : g f d d ; pitcher : d a d a ; beaker : h d h d ; SEPARATE empty bottle	bottle : _ ; pitcher : d a d a ; beaker : h d h d ;
jug : y y ; burette : d o o ; SEPARATE destroy burette	jug : y y ;
glass : a a ; decanter : h b b ; flagon : v r p r p ; SEPARATE empty decanter	glass : a a ; decanter : _ ; flagon : v r p r p ;
jar : p p m ; pitcher : h c a a ; vessel : p ; SEPARATE filter pitcher	jar : p p m ; pitcher : h c a a ; vessel : p ;
