Input	Output
vessel : c ; jug : h ; SEPARATE unmix jug	vessel : c ; jug : h ;
bottle : h h y ; pitcher : a ; burette : f g f d ; mug : b ; SEPARATE unmix burette	bottle : h h y ; pitcher : a ; burette : f f ; burette : g ; burette : d ; mug : b ;
thermos : o r ; mug : a b o o b a ; beaker : f ; flask : f f y a ; SEPARATE unmix beaker	thermos : o r ; mug : a b o o b a ; beaker : f ; flask : f f y a ;
bottle : m m ; decanter : e f b b ; mug : a h p a h ; jar : g g ; SEPARATE unmix mug	bottle : m m ; decanter : e f b b ; mug : a a ; mug : h h ; mug : p ; jar : g g ;
flagon : d ; jar : m f m ; SEPARATE unmix flagon	flagon : d ; jar : m f m ;
jar : m f m ; vessel : b b ; SEPARATE unmix vessel	jar : m f m ; vessel : b b ;
jar : d ; cup : e p p f ; canister : f c d ; SEPARATE unmix canister	jar : d ; cup : e p p f ; canister : f ; canister : c ; canister : d ;
flagon : o o f ; thermos : y r r m ; beaker : g ; cup : v ; SEPARATE unmix cup	flagon : o o f ; thermos : y r r m ; beaker : g ; cup : v ;
urn : m m ; urn : h h c ; jar : v v ; decanter : r r ; SEPARATE unmix first urn	urn : m m ; urn : h h c ; jar : v v ; decanter : r r ;
urn : m v m b b v ; bottle : e e r r v ; cup : h d d ; jar : v v ; SEPARATE unmix bottle	urn : m v m b b v ; bottle : e e ; bottle : r r ; bottle : v ; cup : h d d ; jar : v v ;
jug : d a a ; urn : r h h r g ; SEPARATE unmix urn	jug : d a a ; urn : r r ; urn : h h ; urn : g ;
cup : p b y y ; mug : a m a m ; jug : f y m m ; canister : d y v v ; SEPARATE unmix cup	cup : p ; cup : b ; cup : y y ; mug : a m a m ; jug : f y m m ; canister : d y v v ;
jug : e e ; canister : o a o a ; jar : c e e g g ; burette : e y r ; SEPARATE unmix jug	jug : e e ; canister : o a o a ; jar : c e e g g ; burette : e y r ;
flagon : b b ; cup : b b a ; SEPARATE unmix flagon	flagon : b b ; cup : b b a ;
flask : r f ; jug : e e ; SEPARATE unmix jug	flask : r f ; jug : e e ;
jug : g m g m ; vessel : d ; SEPARATE unmix jug	jug : g g ; jug : m m ; vessel : d ;
flagon : o e o ; burette : h ; decanter : r d a d a ; canister : c ; SEPARATE unmix flagon	flagon : o o ; flagon : e ; burette : h ; decanter : r d a d a ; canister : c ;
jar : d v d v y ; beaker : d d p v p v ; mug : m b o b ; vessel : f ; SEPARATE unmix vessel	jar : d v d v y ; beaker : d d p v p v ; mug : m b o b ; vessel : f ;
bottle : f ; jar : o o ; cup : p d f p f ; beaker : f e e f ; SEPARATE unmix jar	bottle : f ; jar : o o ; cup : p d f p f ; beaker : f e e f ;
decanter : b b ; flagon : f e ; flask : f f b r ; SEPARATE unmix decanter	decanter : b b ; flagon : f e ; flask : f f b r ;
jar : a a m r ; canister : v ; SEPARATE unmix canister	jar : a a m r ; canister : v ;
pitcher : a f ; urn : o h h ; SEPARATE unmix pitcher	pitcher : a ; pitcher : f ; urn : o h h ;
bottle : b b ; jug : c d c ; SEPARATE unmix bottle	bottle : b b ; jug : c d c ;
thermos : d r r ; bottle : g e d e ; decanter : c f f g ; cup : d d r r ; SEPARATE unmix cup	thermos : d r r ; bottle : g e d e ; decanter : c f f g ; cup : d d ; cup : r r ;
jug : d ; mug : e e ; jug : f f ; cup : h e e o o ; SEPARATE unmix mug	jug : d ; mug : e e ; jug : f f ; cup : h e e o o ;
decanter : g g ; canister : b b ; bottle : d p d ; SEPARATE unmix bottle	decanter : g g ; canister : b b ; bottle : d d ; bottle : p ;
canister : g o o p ; bottle : b b ; SEPARATE unmix canister	canister : g ; canister : o o ; canister : p ; bottle : b b ;
jug : y m m r ; jug : d g d ; urn : v ; urn : d h d ; SEPARATE unmix second urn	jug : y m m r ; jug : d g d ; urn : v ; urn : d d ; urn : h ;
vessel : c h c ; pitcher : g f ; decanter : c c ; flask : g v b b g ; SEPARATE unmix vessel	vessel : c c ; vessel : h ; pitcher : g f ; decanter : c c ; flask : g v b b g ;
flagon : b y a y a ; jar : y ; SEPARATE unmix flagon	flagon : b ; flagon : y y ; flagon : a a ; jar : y ;
canister : v v ; pitcher : e m v m e ; SEPARATE unmix canister	canister : v v ; pitcher : e m v m e ;
mug : h ; glass : r a ; canister : a m m a ; urn : o r r o ; SEPARATE unmix urn	mug : h ; glass : r a ; canister : a m m a ; urn : o o ; urn : r r ;
decanter : r e p p ; vessel : y y g g ; SEPARATE unmix vessel	decanter : r e p p ; vessel : y y ; vessel : g g ;
vessel : v b o b v ; decanter : d v d ; SEPARATE unmix decanter	vessel : v b o b v ; decanter : d d ; decanter : v ;
glass : r ; jug : b h h y ; decanter : v y v y ; SEPARATE unmix jug	glass : r ; jug : b ; jug : h h ; jug : y ; decanter : v y v y ;
cup : p p d ; bottle : d m d ; jar : a a v ; SEPARATE unmix bottle	cup : p p d ; bottle : d d ; bottle : m ; jar : a a v ;
vessel : c a p a p ; glass : g ; thermos : g ; SEPARATE unmix thermos	vessel : c a p a p ; glass : g ; thermos : g ;
canister : y ; jar : g g b ; urn : f f r p r ; cup : h m m ; SEPARATE unmix canister	canister : y ; jar : g g b ; urn : f f r p r ; cup : h m m ;
flask : y y ; glass : e o o g ; jug : m b b a m a ; SEPARATE unmix glass	flask : y y ; glass : e ; glass : o o ; glass : g ; jug : m b b a m a ;
decanter : c r v r ; urn : r ; pitcher : v b v o b ; SEPARATE unmix pitcher	decanter : c r v r ; urn : r ; pitcher : v v ; pitcher : b b ; pitcher : o ;
burette : o v v o ; glass : r a c c r a ; cup : r r ; thermos : c d c y ; SEPARATE unmix glass	burette : o v v o ; glass : r r ; glass : a a ; glass : c c ; cup : r r ; thermos : c d c y ;
mug : c ; flask : o o ; SEPARATE unmix mug	mug : c ; flask : o o ;
urn : y y ; canister : f e f ; canister : y y ; urn : p b b p r ; SEPARATE unmix second urn	urn : y y ; canister : f e f ; canister : y y ; urn : p p ; urn : b b ; urn : r ;
bottle : b m v ; pitcher : y b r ; SEPARATE unmix bottle	bottle : b ; bottle : m ; bottle : v ; pitcher : y b r ;
bottle : m y ; mug : a p p h ; canister : h h ; mug : f o f g o ; SEPARATE unmix first mug	bottle : m y ; mug : a ; mug : p p ; mug : h ; canister : h h ; mug : f o f g o ;
urn : v p v ; beaker : v v ; bottle : r ; SEPARATE unmix urn	urn : v v ; urn : p ; beaker : v v ; bottle : r ;
flagon : d ; thermos : m g m g ; jar : f o o ; SEPARATE unmix thermos	flagon : d ; thermos : m m ; thermos : g g ; jar : f o o ;
burette : h h ; flask : c b d d c b ; mug : y e m m y ; jar : e p e ; SEPARATE unmix mug	burette : h h ; flask : c b d d c b ; mug : y y ; mug : e ; mug : m m ; jar : e p e ;
thermos : e e d ; thermos : e o e ; beaker : g ; canister : b p y y ; SEPARATE unmix first thermos	thermos : e e ; thermos : d ; thermos : e o e ; beaker : g ; canister : b p y y ;
glass : m p e p ; thermos : c g p c p ; urn : g g ; SEPARATE unmix thermos	glass : m p e p ; thermos : c c ; thermos : g ; thermos : p p ; urn : g g ;
glass : e r e m ; thermos : f o f ; vessel : v y y a a ; SEPARATE unmix glass	glass : e e ; glass : r ; glass : m ; thermos : f o f ; vessel : v y y a a ;
glass : a a ; beaker : p p m o ; thermos : p ; flask : b b ; SEPARATE unmix flask	glass : a a ; beaker : p p m o ; thermos : p ; flask : b b ;
flagon : c c ; bottle : f f ; jar : d o o d c c ; SEPARATE unmix bottle	flagon : c c ; bottle : f f ; jar : d o o d c c ;
glass : f g f g ; mug : o o ; SEPARATE unmix mug	glass : f g f g ; mug : o o ;
mug : a b h h ; beaker : g f ; flagon : o p d p d ; jar : e e ; SEPARATE unmix flagon	mug : a b h h ; beaker : g f ; flagon : o ; flagon : p p ; flagon : d d ; jar : e e ;
canister : d d ; flask : y y ; SEPARATE unmix flask	canister : d d ; flask : y y ;
jug : e o ; vessel : v ; SEPARATE unmix vessel	jug : e o ; vessel : v ;
glass : c d ; flask : h h ; SEPARATE unmix glass	glass : c ; glass : d ; flask : h h ;
burette : h h d ; jug : y d y ; canister : o o ; decanter : e m m e y ; SEPARATE unmix canister	burette : h h d ; jug : y d y ; canister : o o ; decanter : e m m e y ;
glass : v ; glass : m b m e e b ; thermos : a a b y ; canister : c c ; SEPARATE unmix canister	glass : v ; glass : m b m e e b ; thermos : a a b y ; canister : c c ;
burette : g g f ; cup : b b ; pitcher : r m g ; SEPARATE unmix burette	burette : g g ; burette : f ; cup : b b ; pitcher : r m g ;
jar : p h b p h ; thermos : p ; jar : h g d d ; SEPARATE unmix thermos	jar : p h b p h ; thermos : p ; jar : h g d d ;
jar : a a f f ; jar : o o r r b b ; SEPARATE unmix first jar	jar : a a ; jar : f f ; jar : o o r r b b ;
jar : f b g b g ; decanter : h g g h y ; glass : m r ; SEPARATE unmix decanter	jar : f b g b g ; decanter : h h ; decanter : g g ; decanter : y ; glass : m r ;
flagon : g e r g ; burette : p r y r ; SEPARATE unmix flagon	flagon : g g ; flagon : e ; flagon : r ; burette : p r y r ;
mug : f f y ; jug : f ; SEPARATE unmix jug	mug : f f y ; jug : f ;
glass : y d d y v v ; thermos : e h e p p h ; thermos : h f e ; urn : g v f f ; SEPARATE unmix glass	glass : y y ; glass : d d ; glass : v v ; thermos : e h e p p h ; thermos : h f e ; urn : g v f f ;
urn : b g ; beaker : p p b ; mug : o p o p ; SEPARATE unmix mug	urn : b g ; beaker : p p b ; mug : o o ; mug : p p ;
burette : f d m f ; jug : e e f ; burette : g d g d r r ; SEPARATE unmix last burette	burette : f d m f ; jug : e e f ; burette : g g ; burette : d d ; burette : r r ;
vessel : c c v v r ; flagon : a y ; SEPARATE unmix vessel	vessel : c c ; vessel : v v ; vessel : r ; flagon : a y ;
urn : m c h ; glass : p y d d p ; flask : r m m g ; SEPARATE unmix flask	urn : m c h ; glass : p y d d p ; flask : r ; flask : m m ; flask : g ;
vessel : r r ; cup : f ; SEPARATE unmix vessel	vessel : r r ; cup : f ;
jar : d d ; pitcher : h f d h ; SEPARATE unmix pitcher	jar : d d ; pitcher : h h ; pitcher : f ; pitcher : d ;
burette : g ; jug : a ; flask : d r m ; thermos : e e ; SEPARATE unmix thermos	burette : g ; jug : a ; flask : d r m ; thermos : e e ;
urn : e g e o g ; urn : v m v m ; flagon : a v v ; SEPARATE unmix first urn	urn : e e ; urn : g g ; urn : o ; urn : v m v m ; flagon : a v v ;
mug : p p y a a ; mug : b ; SEPARATE unmix last mug	mug : p p y a a ; mug : b ;
jug : h ; burette : e d r r e ; SEPARATE unmix burette	jug : h ; burette : e e ; burette : d ; burette : r r ;
jug : y ; cup : e ; SEPARATE unmix cup	jug : y ; cup : e ;
jug : f f r r ; burette : d d a ; flagon : h ; canister : p a ; SEPARATE unmix canister	jug : f f r r ; burette : d d a ; flagon : h ; canister : p ; canister : a ;
urn : e ; flagon : e e ; thermos : o ; SEPARATE unmix flagon	urn : e ; flagon : e e ; thermos : o ;
glass : g g ; flagon : m c p m ; SEPARATE unmix glass	glass : g g ; flagon : m c p m ;
beaker : h p ; jug : m ; SEPARATE unmix beaker	beaker : h ; beaker : p ; jug : m ;
flagon : e ; cup : a ; glass : v m ; SEPARATE unmix flagon	flagon : e ; cup : a ; glass : v m ;
jar : y y ; jar : d p v v p ; glass : y a y a p p ; SEPARATE unmix first jar	jar : y y ; jar : d p v v p ; glass : y a y a p p ;
jar : b y y b ; bottle : c f c ; thermos : f ; SEPARATE unmix jar	jar : b b ; jar : y y ; bottle : c f c ; thermos : f ;
canister : p p ; vessel : e ; glass : b b ; mug : d ; SEPARATE unmix glass	canister : p p ; vessel : e ; glass : b b ; mug : d ;
jar : g g ; bottle : e v v e ; SEPARATE unmix bottle	jar : g g ; bottle : e e ; bottle : v v ;
cup : e e ; vessel : b f ; canister : v d b ; SEPARATE unmix vessel	cup : e e ; vessel : b ; vessel : f ; canister : v d b ;
thermos : y ; glass : h a ; SEPARATE unmix glass	thermos : y ; glass : h ; glass : a ;
thermos : p p ; mug : v v ; flask : g e g e ; flagon : p d d ; SEPARATE unmix flask	thermos : p p ; mug : v v ; flask : g g ; flask : e e ; flagon : p d d ;
flagon : f f ; flask : a o c c ; canister : m m p y y p ; SEPARATE unmix flask	flagon : f f ; flask : a ; flask : o ; flask : c c ; canister : m m p y y p ;
beaker : o h h o y y ; flask : a ; bottle : m m ; jug : m m c r r ; SEPARATE unmix jug	beaker : o h h o y y ; flask : a ; bottle : m m ; jug : m m ; jug : c ; jug : r r ;
flagon : d m ; beaker : r ; bottle : b b v ; SEPARATE unmix beaker	flagon : d m ; beaker : r ; bottle : b b v ;
jar : c c ; pitcher : a p p c c ; SEPARATE unmix jar	jar : c c ; pitcher : a p p c c ;
cup : o o ; canister : y d a d ; SEPARATE unmix cup	cup : o o ; canister : y d a d ;
decanter : f c ; urn : m m ; canister : h ; canister : v r ; SEPARATE unmix last canister	decanter : f c ; urn : m m ; canister : h ; canister : v ; canister : r ;
bottle : c e c ; canister : r r a ; mug : y b c b y ; SEPARATE unmix canister	bottle : c e c ; canister : r r ; canister : a ; mug : y b c b y ;
vessel : d ; bottle : f ; SEPARATE unmix vessel	vessel : d ; bottle : f ;
thermos : p d d y ; flagon : c o g ; thermos : g b p ; cup : r r m ; SEPARATE unmix second thermos	thermos : p d d y ; flagon : c o g ; thermos : g ; thermos : b ; thermos : p ; cup : r r m ;
vessel : c c ; glass : o ; SEPARATE unmix glass	vessel : c c ; glass : o ;
canister : d a f d f ; pitcher : r ; pitcher : p ; SEPARATE unmix first pitcher	canister : d a f d f ; pitcher : r ; pitcher : p ;
vessel : p p ; mug : y b ; pitcher : e o f f e ; SEPARATE unmix mug	vessel : p p ; mug : y ; mug : b ; pitcher : e o f f e ;
burette : y g ; thermos : p d m ; urn : g h f f g ; SEPARATE unmix burette	burette : y ; burette : g ; thermos : p d m ; urn : g h f f g ;
bottle : h c ; vessel : b p o o ; SEPARATE unmix bottle	bottle : h ; bottle : c ; vessel : b p o o ;
jug : d d b ; flagon : a c c ; thermos : a g a f ; SEPARATE unmix jug	jug : d d ; jug : b ; flagon : a c c ; thermos : a g a f ;
bottle : g ; canister : r b ; SEPARATE unmix canister	bottle : g ; canister : r ; canister : b ;
decanter : h h r y r ; jug : c c v r r v ; jar : d p h h ; urn : c c h y y ; SEPARATE unmix jar	decanter : h h r y r ; jug : c c v r r v ; jar : d ; jar : p ; jar : h h ; urn : c c h y y ;
decanter : c c ; pitcher : v ; glass : y v r y ; thermos : m m ; SEPARATE unmix glass	decanter : c c ; pitcher : v ; glass : y y ; glass : v ; glass : r ; thermos : m m ;
canister : g ; canister : p c p y c ; pitcher : e c e d d ; SEPARATE unmix first canister	canister : g ; canister : p c p y c ; pitcher : e c e d d ;
flagon : d h v h v ; jug : h v c c v h ; SEPARATE unmix flagon	flagon : d ; flagon : h h ; flagon : v v ; jug : h v c c v h ;
pitcher : o g g ; burette : b r h h ; vessel : a a ; SEPARATE unmix vessel	pitcher : o g g ; burette : b r h h ; vessel : a a ;
jar : g m m g ; glass : y p g g ; beaker : v d ; burette : p f c c f ; SEPARATE unmix beaker	jar : g m m g ; glass : y p g g ; beaker : v ; beaker : d ; burette : p f c c f ;
mug : h v ; vessel : r y y d r ; SEPARATE unmix vessel	mug : h v ; vessel : r r ; vessel : y y ; vessel : d ;
decanter : d d ; jug : g g v y ; mug : c ; mug : f m p f p ; SEPARATE unmix decanter	decanter : d d ; jug : g g v y ; mug : c ; mug : f m p f p ;
thermos : p c c p ; mug : b f ; SEPARATE unmix thermos	thermos : p p ; thermos : c c ; mug : b f ;
flask : o g h o ; glass : g p ; SEPARATE unmix flask	flask : o o ; flask : g ; flask : h ; glass : g p ;
bottle : e e o y ; burette : r f r ; beaker : b c g g b ; burette : r c g c r g ; SEPARATE unmix last burette	bottle : e e o y ; burette : r f r ; beaker : b c g g b ; burette : r r ; burette : c c ; burette : g g ;
cup : o f o ; mug : b ; pitcher : m f ; thermos : d h d v ; SEPARATE unmix mug	cup : o f o ; mug : b ; pitcher : m f ; thermos : d h d v ;
decanter : g g d ; thermos : m b a b ; flagon : a c c ; urn : m e e ; SEPARATE unmix thermos	decanter : g g d ; thermos : m ; thermos : b b ; thermos : a ; flagon : a c c ; urn : m e e ;
thermos : m y y d m ; jar : f o f ; beaker : g g a v ; SEPARATE unmix thermos	thermos : m m ; thermos : y y ; thermos : d ; jar : f o f ; beaker : g g a v ;
bottle : b ; flagon : h h d ; decanter : r h r h o ; mug : o ; SEPARATE unmix mug	bottle : b ; flagon : h h d ; decanter : r h r h o ; mug : o ;
decanter : d b d r ; pitcher : a a v ; SEPARATE unmix pitcher	decanter : d b d r ; pitcher : a a ; pitcher : v ;
urn : f v ; cup : m f b ; flask : d f r ; mug : y y e ; SEPARATE unmix urn	urn : f ; urn : v ; cup : m f b ; flask : d f r ; mug : y y e ;
beaker : y y ; cup : b ; SEPARATE unmix cup	beaker : y y ; cup : b ;
vessel : p p m m ; bottle : d b m d b m ; SEPARATE unmix bottle	vessel : p p m m ; bottle : d d ; bottle : b b ; bottle : m m ;
canister : g g ; canister : f a g g ; canister : c h h c ; decanter : m f o ; SEPARATE unmix last canister	canister : g g ; canister : f a g g ; canister : c c ; canister : h h ; decanter : m f o ;
canister : b v ; burette : p p ; SEPARATE unmix canister	canister : b ; canister : v ; burette : p p ;
canister : e v e v ; glass : o m ; decanter : m y y ; SEPARATE unmix decanter	canister : e v e v ; glass : o m ; decanter : m ; decanter : y y ;
cup : b h r r ; pitcher : m c c ; pitcher : v v g p ; SEPARATE unmix last pitcher	cup : b h r r ; pitcher : m c c ; pitcher : v v ; pitcher : g ; pitcher : p ;
thermos : g g ; decanter : e c e ; thermos : r ; mug : c ; SEPARATE unmix first thermos	thermos : g g ; decanter : e c e ; thermos : r ; mug : c ;
glass : g ; vessel : y y ; vessel : e f h ; canister : v o v ; SEPARATE unmix canister	glass : g ; vessel : y y ; vessel : e f h ; canister : v v ; canister : o ;
flask : p y p y ; urn : r r g ; flagon : e ; SEPARATE unmix urn	flask : p y p y ; urn : r r ; urn : g ; flagon : e ;
mug : a g ; urn : r f r ; urn : e c g c g ; SEPARATE unmix first urn	mug : a g ; urn : r r ; urn : f ; urn : e c g c g ;
flask : p r a ; mug : m b b p m p ; SEPARATE unmix mug	flask : p r a ; mug : m m ; mug : b b ; mug : p p ;
bottle : p ; bottle : m m ; SEPARATE unmix last bottle	bottle : p ; bottle : m m ;
