Input	Output
urn : b y r ; jug : v ; SEPARATE destroy jug	urn : b y r ;
glass : v v d ; jug : y ; canister : f ; SEPARATE destroy jug	glass : v v d ; canister : f ;
bottle : v y v y c c ; urn : o m y ; SEPARATE destroy bottle	urn : o m y ;
canister : d ; vessel : g v g ; canister : d d f r r f ; SEPARATE destroy vessel	canister : d ; canister : d d f r r f ;
glass : f f ; thermos : g c g m ; flask : b b a a ; SEPARATE destroy glass	thermos : g c g m ; flask : b b a a ;
flask : e g ; thermos : a f o a ; SEPARATE destroy thermos	flask : e g ;
pitcher : d ; vessel : o m m h o ; decanter : g p b g p ; SEPARATE destroy pitcher	vessel : o m m h o ; decanter : g p b g p ;
pitcher : p b b p ; decanter : a a ; SEPARATE destroy pitcher	decanter : a a ;
jug : h p h ; vessel : a ; SEPARATE destroy jug	vessel : a ;
beaker : f b f e e ; bottle : g f g ; SEPARATE destroy bottle	beaker : f b f e e ;
pitcher : b h e b e ; canister : r o o ; SEPARATE destroy canister	pitcher : b h e b e ;
canister : a m p p a ; jug : c y c ; SEPARATE destroy jug	canister : a m p p a ;
beaker : d ; urn : e ; SEPARATE destroy urn	beaker : d ;
flagon : m c ; beaker : m y m ; jar : y ; pitcher : d ; SEPARATE destroy flagon	beaker : m y m ; jar : y ; pitcher : d ;
burette : p p ; jug : d v d p ; SEPARATE destroy burette	jug : d v d p ;
jug : c g g d ; thermos : o p y p ; SEPARATE destroy thermos	jug : c g g d ;
cup : p e p d d e ; flagon : b d ; SEPARATE destroy cup	flagon : b d ;
jug : o y y ; canister : y y ; burette : g ; beaker : m v ; SEPARATE destroy burette	jug : o y y ; canister : y y ; beaker : m v ;
mug : o o y v v ; flagon : d p d m ; SEPARATE destroy mug	flagon : d p d m ;
thermos : v ; decanter : d d ; mug : o o ; SEPARATE destroy decanter	thermos : v ; mug : o o ;
glass : h g ; burette : v v y y ; SEPARATE destroy glass	burette : v v y y ;
vessel : o o ; flask : a p p ; canister : d ; SEPARATE destroy vessel	flask : a p p ; canister : d ;
glass : y m y m ; pitcher : m r p ; SEPARATE destroy glass	pitcher : m r p ;
decanter : y f o ; pitcher : c e p p ; bottle : o o ; SEPARATE destroy bottle	decanter : y f o ; pitcher : c e p p ;
decanter : g y v v g ; flask : h ; flask : e g e o o ; SEPARATE destroy first flask	decanter : g y v v g ; flask : e g e o o ;
flask : o ; burette : m r y y r m ; SEPARATE destroy burette	flask : o ;
jug : c b c b ; vessel : b ; bottle : e ; SEPARATE destroy bottle	jug : c b c b ; vessel : b ;
cup : o o y ; flagon : y a r y ; SEPARATE destroy flagon	cup : o o y ;
flask : h v v y ; mug : e e ; jar : m m ; SEPARATE destroy flask	mug : e e ; jar : m m ;
jar : g b g r r ; jug : d ; decanter : g c g ; SEPARATE destroy jug	jar : g b g r r ; decanter : g c g ;
canister : p o ; canister : c f c ; flask : h d r d r ; SEPARATE destroy flask	canister : p o ; canister : c f c ;
glass : a ; urn : c a a r ; SEPARATE destroy urn	glass : a ;
urn : a ; urn : v c v ; SEPARATE destroy first urn	urn : v c v ;
jug : m d p d ; glass : y d d y ; canister : p a ; SEPARATE destroy glass	jug : m d p d ; canister : p a ;
flask : e r ; vessel : b c h c ; vessel : p p v h ; SEPARATE destroy last vessel	flask : e r ; vessel : b c h c ;
jug : y ; burette : p e a a ; SEPARATE destroy burette	jug : y ;
glass : o p ; decanter : c c y y ; SEPARATE destroy decanter	glass : o p ;
glass : d h ; beaker : o ; pitcher : r m m ; SEPARATE destroy glass	beaker : o ; pitcher : r m m ;
cup : r r ; burette : y y d ; decanter : r r y ; SEPARATE destroy decanter	cup : r r ; burette : y y d ;
flagon : y y a ; mug : a a c c g ; SEPARATE destroy flagon	mug : a a c c g ;
flagon : d ; jug : m r ; SEPARATE destroy flagon	jug : m r ;
bottle : m h m ; bottle : m p ; jug : d r h r ; SEPARATE destroy jug	bottle : m h m ; bottle : m p ;
flask : o o ; beaker : p p ; SEPARATE destroy beaker	flask : o o ;
urn : g c ; urn : g h g v ; jar : v v ; SEPARATE destroy last urn	urn : g c ; jar : v v ;
flagon : c g g c ; decanter : c p ; SEPARATE destroy flagon	decanter : c p ;
bottle : g c c h ; pitcher : b m a m ; canister : e e ; SEPARATE destroy bottle	pitcher : b m a m ; canister : e e ;
thermos : p h p ; glass : d d g g ; SEPARATE destroy glass	thermos : p h p ;
flask : b b c p c ; jug : d d ; beaker : o d b d o ; SEPARATE destroy beaker	flask : b b c p c ; jug : d d ;
decanter : v v ; canister : f h h f ; bottle : c c ; SEPARATE destroy decanter	canister : f h h f ; bottle : c c ;
vessel : v h v a h ; flagon : g d ; mug : o g ; SEPARATE destroy mug	vessel : v h v a h ; flagon : g d ;
urn : b ; flask : h b r r ; decanter : o ; pitcher : e ; SEPARATE destroy urn	flask : h b r r ; decanter : o ; pitcher : e ;
bottle : m h h y y m ; vessel : a r a ; SEPARATE destroy vessel	bottle : m h h y y m ;
jar : g p ; flagon : a b b ; jug : a a ; SEPARATE destroy jar	flagon : a b b ; jug : a a ;
glass : m m b g ; jar : y ; SEPARATE destroy glass	jar : y ;
flask : v ; mug : v v ; thermos : c c b ; thermos : o m ; SEPARATE destroy mug	flask : v ; thermos : c c b ; thermos : o m ;
decanter : d p p m ; cup : p ; bottle : y h h f ; SEPARATE destroy decanter	cup : p ; bottle : y h h f ;
glass : p v v ; vessel : b o b ; beaker : a g ; SEPARATE destroy vessel	glass : p v v ; beaker : a g ;
flagon : b v m ; bottle : g m o o ; SEPARATE destroy flagon	bottle : g m o o ;
burette : h ; burette : h ; SEPARATE destroy last burette	burette : h ;
flask : b c ; jar : b r ; SEPARATE destroy jar	flask : b c ;
jar : r m m ; thermos : m g d ; SEPARATE destroy thermos	jar : r m m ;
beaker : b e b g e ; jar : a ; canister : g ; SEPARATE destroy beaker	jar : a ; canister : g ;
beaker : f f m h m h ; cup : f d d ; SEPARATE destroy beaker	cup : f d d ;
pitcher : p ; urn : d h d h ; burette : f ; mug : o f o ; SEPARATE destroy urn	pitcher : p ; burette : f ; mug : o f o ;
jug : h h ; glass : g g d ; SEPARATE destroy glass	jug : h h ;
mug : v f f d ; flask : d d ; flask : e r r ; SEPARATE destroy mug	flask : d d ; flask : e r r ;
canister : r r g ; flask : y y ; SEPARATE destroy flask	canister : r r g ;
mug : d d f f ; canister : r r ; decanter : c o d c d ; SEPARATE destroy canister	mug : d d f f ; decanter : c o d c d ;
burette : b b d ; urn : g g ; SEPARATE destroy urn	burette : b b d ;
vessel : a ; cup : y y ; urn : h h e ; glass : d d e ; SEPARATE destroy cup	vessel : a ; urn : h h e ; glass : d d e ;
beaker : r r ; mug : g ; SEPARATE destroy mug	beaker : r r ;
mug : g g p ; flagon : p y p c c ; SEPARATE destroy mug	flagon : p y p c c ;
canister : c p ; vessel : f a f g ; bottle : e g e ; SEPARATE destroy canister	vessel : f a f g ; bottle : e g e ;
glass : g g ; jug : r r p v ; SEPARATE destroy jug	glass : g g ;
canister : e e ; cup : e a ; SEPARATE destroy canister	cup : e a ;
vessel : h h v r r ; pitcher : e e o o c c ; SEPARATE destroy pitcher	vessel : h h v r r ;
thermos : e o e a ; urn : m a a ; glass : e f ; SEPARATE destroy glass	thermos : e o e a ; urn : m a a ;
burette : c c m a a ; mug : g g ; SEPARATE destroy burette	mug : g g ;
urn : d ; mug : e h e f f ; jug : a a ; SEPARATE destroy jug	urn : d ; mug : e h e f f ;
burette : y v v b ; burette : c o o ; SEPARATE destroy last burette	burette : y v v b ;
bottle : o o d f d ; pitcher : f v ; decanter : g g ; SEPARATE destroy decanter	bottle : o o d f d ; pitcher : f v ;
flask : v y g v ; glass : o v ; jar : e o d d o ; SEPARATE destroy glass	flask : v y g v ; jar : e o d d o ;
jar : y o r y r ; cup : o o y g ; SEPARATE destroy jar	cup : o o y g ;
thermos : d c ; mug : h ; thermos : g a ; SEPARATE destroy second thermos	thermos : d c ; mug : h ;
canister : v ; canister : b b c c ; SEPARATE destroy last canister	canister : v ;
mug : v o o g g v ; flask : e ; decanter : d p p d ; SEPARATE destroy decanter	mug : v o o g g v ; flask : e ;
thermos : m ; burette : r y y r ; canister : f ; jug : r r ; SEPARATE destroy jug	thermos : m ; burette : r y y r ; canister : f ;
urn : c c y ; flask : d d ; mug : f f h h ; SEPARATE destroy mug	urn : c c y ; flask : d d ;
decanter : e a g a g ; vessel : v p c c v ; SEPARATE destroy decanter	vessel : v p c c v ;
flagon : m m ; flagon : f d f a a ; SEPARATE destroy first flagon	flagon : f d f a a ;
thermos : e ; jug : g o g a a ; SEPARATE destroy thermos	jug : g o g a a ;
mug : v g a g v ; jug : h ; urn : o d a ; SEPARATE destroy jug	mug : v g a g v ; urn : o d a ;
decanter : c c b o ; glass : o o ; SEPARATE destroy glass	decanter : c c b o ;
vessel : e e ; cup : g m ; burette : b ; SEPARATE destroy vessel	cup : g m ; burette : b ;
flagon : d ; beaker : v ; jar : h ; burette : h e h o ; SEPARATE destroy jar	flagon : d ; beaker : v ; burette : h e h o ;
vessel : y o y e ; bottle : b e e ; SEPARATE destroy vessel	bottle : b e e ;
flask : m m ; bottle : m g m a ; SEPARATE destroy flask	bottle : m g m a ;
thermos : d d ; glass : y v f v ; SEPARATE destroy glass	thermos : d d ;
beaker : c ; thermos : b b ; SEPARATE destroy beaker	thermos : b b ;
jug : v o v ; burette : g g ; glass : y g g a a y ; SEPARATE destroy glass	jug : v o v ; burette : g g ;
pitcher : g f ; flagon : f ; jar : r b c r ; SEPARATE destroy jar	pitcher : g f ; flagon : f ;
beaker : o v c o ; jar : m o m o ; jar : h v v ; SEPARATE destroy first jar	beaker : o v c o ; jar : h v v ;
canister : e e ; flagon : m ; SEPARATE destroy canister	flagon : m ;
canister : m p ; jug : f ; canister : p p ; SEPARATE destroy first canister	jug : f ; canister : p p ;
decanter : c g e g c ; jar : g ; SEPARATE destroy decanter	jar : g ;
burette : f ; jug : v o o ; jug : b y ; SEPARATE destroy last jug	burette : f ; jug : v o o ;
glass : f ; decanter : v v ; SEPARATE destroy glass	decanter : v v ;
decanter : f f m m ; pitcher : y v o o y ; SEPARATE destroy decanter	pitcher : y v o o y ;
vessel : b ; canister : y o o p ; cup : m ; urn : b ; SEPARATE destroy cup	vessel : b ; canister : y o o p ; urn : b ;
vessel : h b f ; canister : o o ; jug : b b ; SEPARATE destroy vessel	canister : o o ; jug : b b ;
jug : r r h h ; beaker : m m d p ; flagon : v y ; SEPARATE destroy jug	beaker : m m d p ; flagon : v y ;
urn : a a ; decanter : b v p p v ; canister : f h y y ; SEPARATE destroy urn	decanter : b v p p v ; canister : f h y y ;
bottle : m r h m r ; flask : a p h h p ; SEPARATE destroy flask	bottle : m r h m r ;
flagon : r f f o ; vessel : c c ; canister : a c f f c ; SEPARATE destroy flagon	vessel : c c ; canister : a c f f c ;
jug : h c h c f ; jar : h v y h v ; SEPARATE destroy jug	jar : h v y h v ;
glass : g y y ; thermos : b ; SEPARATE destroy thermos	glass : g y y ;
thermos : v y ; bottle : o ; SEPARATE destroy bottle	thermos : v y ;
decanter : c ; decanter : p ; SEPARATE destroy last decanter	decanter : c ;
burette : o ; decanter : o v o h v ; jar : r d r ; SEPARATE destroy burette	decanter : o v o h v ; jar : r d r ;
thermos : b o m ; jar : y r ; SEPARATE destroy thermos	jar : y r ;
jar : c b d b ; thermos : p h ; flagon : r ; SEPARATE destroy flagon	jar : c b d b ; thermos : p h ;
canister : a ; canister : e y ; glass : a v v ; flask : r ; SEPARATE destroy second canister	canister : a ; glass : a v v ; flask : r ;
jug : a y ; pitcher : y o r o r ; jug : f p b b ; SEPARATE destroy first jug	pitcher : y o r o r ; jug : f p b b ;
thermos : a a r ; bottle : o a h a h ; SEPARATE destroy bottle	thermos : a a r ;
bottle : m ; jar : m m ; canister : y b f b y f ; SEPARATE destroy canister	bottle : m ; jar : m m ;
pitcher : c e f c e f ; mug : c e m e ; SEPARATE destroy pitcher	mug : c e m e ;
jar : o r r ; glass : r ; SEPARATE destroy glass	jar : o r r ;
glass : g g ; pitcher : g v c c ; glass : v v p ; SEPARATE destroy last glass	glass : g g ; pitcher : g v c c ;
bottle : h v h y ; flagon : g ; SEPARATE destroy bottle	flagon : g ;
thermos : d d p ; bottle : c a c a o o ; burette : m m h ; SEPARATE destroy bottle	thermos : d d p ; burette : m m h ;
beaker : g ; flagon : f f c ; SEPARATE destroy flagon	beaker : g ;
beaker : y y ; beaker : f ; SEPARATE destroy last beaker	beaker : y y ;
pitcher : p p ; urn : o e p ; urn : r ; SEPARATE destroy last urn	pitcher : p p ; urn : o e p ;
cup : h v p v ; glass : y y ; SEPARATE destroy cup	glass : y y ;
flagon : b ; thermos : y ; SEPARATE destroy thermos	flagon : b ;
bottle : c m c f ; glass : y y ; SEPARATE destroy glass	bottle : c m c f ;
jar : p e c e ; beaker : e r e p r ; SEPARATE destroy beaker	jar : p e c e ;
jar : d e d a ; canister : e e ; cup : d m d h m ; SEPARATE destroy jar	canister : e e ; cup : d m d h m ;
mug : y ; cup : m g o m ; glass : d ; burette : g ; SEPARATE destroy glass	mug : y ; cup : m g o m ; burette : g ;
canister : r o r ; jar : e e ; flagon : a a y ; SEPARATE destroy jar	canister : r o r ; flagon : a a y ;
urn : b b h ; decanter : h h ; SEPARATE destroy decanter	urn : b b h ;
flask : h h ; flagon : f p f ; SEPARATE destroy flagon	flask : h h ;
flagon : y ; jar : y y d d ; urn : p e ; SEPARATE destroy urn	flagon : y ; jar : y y d d ;
flask : p g d d g ; cup : p r p ; SEPARATE destroy cup	flask : p g d d g ;
flask : v a b ; jug : p ; SEPARATE destroy jug	flask : v a b ;
jar : f f ; decanter : c c ; jug : b b ; bottle : p ; SEPARATE destroy bottle	jar : f f ; decanter : c c ; jug : b b ;
glass : d a ; decanter : g m v ; pitcher : c y c f ; SEPARATE destroy decanter	glass : d a ; pitcher : c y c f ;
bottle : f d d ; glass : b m r b ; glass : g g d ; SEPARATE destroy bottle	glass : b m r b ; glass : g g d ;
flask : p ; mug : r r ; SEPARATE destroy mug	flask : p ;
mug : m m ; flagon : f f ; jug : f f p b p ; SEPARATE destroy flagon	mug : m m ; jug : f f p b p ;
burette : c c ; beaker : d a ; SEPARATE destroy beaker	burette : c c ;
urn : b ; canister : f b f r ; SEPARATE destroy urn	canister : f b f r ;
jar : e e ; beaker : f v v f d ; urn : p p h ; SEPARATE destroy urn	jar : e e ; beaker : f v v f d ;
bottle : d d o y y ; mug : r r m c c m ; glass : d d ; SEPARATE destroy mug	bottle : d d o y y ; glass : d d ;
jar : y p r r ; burette : v h m ; flask : o a y ; SEPARATE destroy jar	burette : v h m ; flask : o a y ;
mug : g a a ; cup : d m d p ; SEPARATE destroy cup	mug : g a a ;
jar : a a m ; vessel : y d d y ; SEPARATE destroy jar	vessel : y d d y ;
jar : m v h h m ; thermos : y ; SEPARATE destroy thermos	jar : m v h h m ;
flagon : m v v m a ; mug : e f m e ; SEPARATE destroy mug	flagon : m v v m a ;
mug : m m a ; flagon : a a ; canister : m ; urn : g g ; SEPARATE destroy flagon	mug : m m a ; canister : m ; urn : g g ;
vessel : a m a m ; mug : b ; jar : b ; SEPARATE destroy jar	vessel : a m a m ; mug : b ;
glass : v d f f ; flagon : y o b ; jug : d ; SEPARATE destroy flagon	glass : v d f f ; jug : d ;
flask : o v ; jug : v y h y h ; SEPARATE destroy flask	jug : v y h y h ;
beaker : d h b ; urn : b b r ; SEPARATE destroy urn	beaker : d h b ;
mug : h h p m ; jug : c c ; jar : y y p ; SEPARATE destroy mug	jug : c c ; jar : y y p ;
pitcher : b m b m ; bottle : v g o g o ; SEPARATE destroy bottle	pitcher : b m b m ;
flask : b ; flagon : d p p d ; bottle : e p o o e ; SEPARATE destroy flask	flagon : d p p d ; bottle : e p o o e ;
flask : p p h f h ; thermos : r ; SEPARATE destroy flask	thermos : r ;
jug : h y y ; jar : f p p ; jug : a a p ; SEPARATE destroy first jug	jar : f p p ; jug : a a p ;
flask : f f ; flask : b g o b o ; decanter : o o d g d ; SEPARATE destroy decanter	flask : f f ; flask : b g o b o ;
flask : v r r v ; pitcher : b h b ; vessel : d a g g ; SEPARATE destroy pitcher	flask : v r r v ; vessel : d a g g ;
vessel : r r e e ; bottle : o o a g ; SEPARATE destroy vessel	bottle : o o a g ;
vessel : y p p g y ; decanter : r f h r ; canister : b b ; SEPARATE destroy decanter	vessel : y p p g y ; canister : b b ;
flagon : g ; pitcher : h e o h ; canister : c ; flagon : b ; SEPARATE destroy second flagon	flagon : g ; pitcher : h e o h ; canister : c ;
vessel : d y d ; mug : g g c c ; SEPARATE destroy vessel	mug : g g c c ;
glass : e ; jar : h h ; SEPARATE destroy jar	glass : e ;
mug : y y ; burette : e c e c ; urn : m f f m ; SEPARATE destroy burette	mug : y y ; urn : m f f m ;
vessel : y f y f o ; canister : y m y a m ; cup : h ; SEPARATE destroy vessel	canister : y m y a m ; cup : h ;
pitcher : d f ; beaker : g ; beaker : e e ; SEPARATE destroy second beaker	pitcher : d f ; beaker : g ;
mug : d d ; pitcher : g o m ; SEPARATE destroy pitcher	mug : d d ;
burette : m ; glass : v h v y ; pitcher : h y v h v ; SEPARATE destroy pitcher	burette : m ; glass : v h v y ;
decanter : r r ; glass : v p b p ; mug : d c d c ; SEPARATE destroy glass	decanter : r r ; mug : d c d c ;
burette : f ; cup : b f b ; flagon : g g ; SEPARATE destroy flagon	burette : f ; cup : b f b ;
jug : f g f ; burette : e e ; SEPARATE destroy burette	jug : f g f ;
pitcher : g ; pitcher : e ; SEPARATE destroy last pitcher	pitcher : g ;
jar : d d ; jug : a a o o ; decanter : c c d a a ; SEPARATE destroy jar	jug : a a o o ; decanter : c c d a a ;
thermos : d d a a f ; decanter : a c ; SEPARATE destroy decanter	thermos : d d a a f ;
jar : c r r ; urn : r r v ; flagon : r ; SEPARATE destroy flagon	jar : c r r ; urn : r r v ;
mug : g h g h ; beaker : h ; SEPARATE destroy beaker	mug : g h g h ;
glass : e e ; beaker : y p ; canister : a a v ; SEPARATE destroy glass	beaker : y p ; canister : a a v ;
jar : o h c ; jug : v v ; SEPARATE destroy jar	jug : v v ;
vessel : r ; burette : v a y v y ; cup : v v r r o o ; SEPARATE destroy vessel	burette : v a y v y ; cup : v v r r o o ;
jug : d c d o ; beaker : r r ; SEPARATE destroy beaker	jug : d c d o ;
flagon : r m m b ; canister : r y y ; SEPARATE destroy canister	flagon : r m m b ;
beaker : y m y ; cup : d y ; SEPARATE destroy beaker	cup : d y ;
urn : d d v v ; flagon : g ; SEPARATE destroy flagon	urn : d d v v ;
jar : y h y ; glass : o b ; SEPARATE destroy glass	jar : y h y ;
flask : c c d ; bottle : o o ; mug : r ; SEPARATE destroy bottle	flask : c c d ; mug : r ;
flask : h g g ; flask : b f b d ; urn : y p o o ; SEPARATE destroy urn	flask : h g g ; flask : b f b d ;
jar : v m ; vessel : y y r ; SEPARATE destroy jar	vessel : y y r ;
jar : y y ; jar : o o e e ; burette : b ; SEPARATE destroy burette	jar : y y ; jar : o o e e ;
thermos : d d r ; burette : y a y a ; urn : e f a e a ; SEPARATE destroy burette	thermos : d d r ; urn : e f a e a ;
pitcher : f r ; canister : o y ; pitcher : o ; SEPARATE destroy last pitcher	pitcher : f r ; canister : o y ;
urn : e b f b ; mug : c p r p ; urn : p ; SEPARATE destroy first urn	mug : c p r p ; urn : p ;
jar : e g a e a g ; jug : o o v v ; beaker : h ; SEPARATE destroy beaker	jar : e g a e a g ; jug : o o v v ;
canister : p p g ; canister : h r h ; SEPARATE destroy last canister	canister : p p g ;
cup : a a b r r ; vessel : d g ; flagon : g f d d ; SEPARATE destroy cup	vessel : d g ; flagon : g f d d ;
vessel : r r y ; mug : o o ; SEPARATE destroy vessel	mug : o o ;
bottle : v e v g g ; burette : r a r a ; SEPARATE destroy bottle	burette : r a r a ;
canister : r c ; vessel : v e e y ; SEPARATE destroy vessel	canister : r c ;
bottle : y y ; jug : m r y y r ; vessel : m ; SEPARATE destroy jug	bottle : y y ; vessel : m ;
thermos : c h y y c ; vessel : o o ; SEPARATE destroy vessel	thermos : c h y y c ;
flagon : d r d r ; decanter : b p b p ; SEPARATE destroy flagon	decanter : b p b p ;
beaker : y ; glass : m e r ; jar : v v ; SEPARATE destroy glass	beaker : y ; jar : v v ;
bottle : f p f ; decanter : r ; SEPARATE destroy bottle	decanter : r ;
glass : b f d f d ; pitcher : b b c ; SEPARATE destroy pitcher	glass : b f d f d ;
bottle : o y o y h ; mug : p p ; flask : p a f f ; SEPARATE destroy flask	bottle : o y o y h ; mug : p p ;
bottle : e h e ; decanter : r r ; urn : d d ; SEPARATE destroy urn	bottle : e h e ; decanter : r r ;
jug : f b ; pitcher : v ; vessel : d o d h h ; SEPARATE destroy pitcher	jug : f b ; vessel : d o d h h ;
decanter : g g h ; bottle : v r r ; burette : b b ; SEPARATE destroy burette	decanter : g g h ; bottle : v r r ;
urn : e e ; urn : c y f f c ; flagon : g y ; SEPARATE destroy first urn	urn : c y f f c ; flagon : g y ;
cup : h v ; jar : f m f m ; bottle : g ; cup : b ; SEPARATE destroy bottle	cup : h v ; jar : f m f m ; cup : b ;
vessel : y y ; decanter : o o ; canister : m m ; SEPARATE destroy decanter	vessel : y y ; canister : m m ;
cup : p o o ; flask : r r ; SEPARATE destroy flask	cup : p o o ;
glass : f b f g ; thermos : g b g ; jug : p ; SEPARATE destroy glass	thermos : g b g ; jug : p ;
vessel : d g g ; beaker : f ; SEPARATE destroy beaker	vessel : d g g ;
cup : r ; urn : g ; beaker : m d r ; flagon : g b g ; SEPARATE destroy flagon	cup : r ; urn : g ; beaker : m d r ;
beaker : y e r y ; thermos : y d m m y ; burette : g e g e ; SEPARATE destroy beaker	thermos : y d m m y ; burette : g e g e ;
pitcher : m ; burette : v g b ; SEPARATE destroy pitcher	burette : v g b ;
cup : m a m ; thermos : g g ; thermos : f r v f v ; SEPARATE destroy cup	thermos : g g ; thermos : f r v f v ;
bottle : r c f ; mug : g g ; SEPARATE destroy mug	bottle : r c f ;
thermos : y y ; thermos : m h p p ; SEPARATE destroy last thermos	thermos : y y ;
vessel : o o v ; urn : b ; vessel : o ; flask : h ; SEPARATE destroy first vessel	urn : b ; vessel : o ; flask : h ;
bottle : b ; burette : c v v ; glass : a e e ; SEPARATE destroy glass	bottle : b ; burette : c v v ;
decanter : c m r ; beaker : y y ; burette : c c b h ; SEPARATE destroy decanter	beaker : y y ; burette : c c b h ;
burette : p h g g p ; flask : y e y e ; SEPARATE destroy flask	burette : p h g g p ;
thermos : h ; flagon : b v b v c c ; glass : p ; SEPARATE destroy glass	thermos : h ; flagon : b v b v c c ;
burette : p p b b ; beaker : a g a g ; SEPARATE destroy burette	beaker : a g a g ;
urn : d ; jug : o g ; SEPARATE destroy urn	jug : o g ;
flagon : e b b e ; urn : f ; canister : m ; SEPARATE destroy urn	flagon : e b b e ; canister : m ;
canister : r r h ; jar : o c c ; vessel : f ; SEPARATE destroy canister	jar : o c c ; vessel : f ;
burette : a ; canister : p a p a ; SEPARATE destroy burette	canister : p a p a ;
thermos : y e ; urn : m m f f ; SEPARATE destroy urn	thermos : y e ;
canister : v ; canister : c ; SEPARATE destroy first canister	canister : c ;
flagon : c c ; jug : c c a ; jar : f v v ; SEPARATE destroy jar	flagon : c c ; jug : c c a ;
jar : g o m ; canister : o ; flagon : p v p v ; SEPARATE destroy jar	canister : o ; flagon : p v p v ;
bottle : o f ; thermos : d r d ; SEPARATE destroy thermos	bottle : o f ;
bottle : m a b a b m ; urn : a a ; SEPARATE destroy urn	bottle : m a b a b m ;
jar : o o ; bottle : g ; SEPARATE destroy jar	bottle : g ;
jug : y d y d ; bottle : m ; thermos : h c ; SEPARATE destroy jug	bottle : m ; thermos : h c ;
beaker : v y e y ; beaker : p p b a b ; SEPARATE destroy second beaker	beaker : v y e y ;
flask : b b y y p ; jar : h r r h d ; vessel : f ; SEPARATE destroy flask	jar : h r r h d ; vessel : f ;
canister : v f v f c ; cup : v y y ; burette : e ; SEPARATE destroy canister	cup : v y y ; burette : e ;
glass : g r r ; canister : p h ; SEPARATE destroy glass	canister : p h ;
thermos : m v v f ; vessel : e e ; SEPARATE destroy vessel	thermos : m v v f ;
pitcher : p ; canister : c c ; vessel : d f v f ; SEPARATE destroy vessel	pitcher : p ; canister : c c ;
thermos : b o o ; thermos : y y ; canister : r ; SEPARATE destroy canister	thermos : b o o ; thermos : y y ;
jar : o o m m b ; canister : v ; SEPARATE destroy canister	jar : o o m m b ;
