Input	Output
pitcher : o r r o m ; canister : r p ; SEPARATE unmix canister	pitcher : o r r o m ; canister : r ; canister : p ;
urn : r f r f ; jug : h h o ; SEPARATE unmix jug	urn : r f r f ; jug : h h ; jug : o ;
glass : g o g o e ; flask : f f h ; SEPARATE add four aqua to glass	glass : g o g o e a a a a ; flask : f f h ;
urn : h h f ; burette : v v f g f ; thermos : p p ; SEPARATE empty urn	urn : _ ; burette : v v f g f ; thermos : p p ;
beaker : v ; pitcher : v ; decanter : d f f d ; SEPARATE double beaker	beaker : v v ; pitcher : v ; decanter : d f f d ;
flagon : y f ; canister : b f b d f ; urn : m ; jug : m r ; SEPARATE add five orange to urn	flagon : y f ; canister : b f b d f ; urn : m o o o o o ; jug : m r ;
flagon : p e p e v ; pitcher : a c a ; burette : m e ; jug : o o ; SEPARATE destroy jug	flagon : p e p e v ; pitcher : a c a ; burette : m e ;
canister : a a ; thermos : r ; jug : p b o p o ; SEPARATE add four daffodil to jug	canister : a a ; thermos : r ; jug : p b o p o d d d d ;
pitcher : o y ; decanter : h h c c ; SEPARATE add three orange to pitcher	pitcher : o y o o o ; decanter : h h c c ;
cup : r g r g c c ; pitcher : f d f ; decanter : g g ; cup : y a y r r ; SEPARATE add two red to pitcher	cup : r g r g c c ; pitcher : f d f r r ; decanter : g g ; cup : y a y r r ;
vessel : e h p h e ; urn : h c p ; burette : o o ; SEPARATE add six daffodil to burette	vessel : e h p h e ; urn : h c p ; burette : o o d d d d d d ;
beaker : f f y ; decanter : a c c v ; decanter : v c v g g ; SEPARATE filter beaker	beaker : f f y ; decanter : a c c v ; decanter : v c v g g ;
jar : p r p e e ; beaker : b y y a b a ; vessel : v p v h p ; SEPARATE empty jar	jar : _ ; beaker : b y y a b a ; vessel : v p v h p ;
mug : m p e ; bottle : o b o b ; thermos : c c ; SEPARATE empty bottle	mug : m p e ; bottle : _ ; thermos : c c ;
decanter : y ; glass : a r ; mug : h h b b ; pitcher : g g a ; SEPARATE shift mug after pitcher	decanter : y ; glass : a r ; pitcher : g g a ; mug : h h b b ;
cup : o o ; canister : y d a d ; SEPARATE unmix cup	cup : o o ; canister : y d a d ;
flask : f ; burette : d d ; flask : d b g b ; flask : e h y e ; SEPARATE empty first flask	flask : _ ; burette : d d ; flask : d b g b ; flask : e h y e ;
jug : a b b a ; burette : o o ; glass : h r h ; SEPARATE unmix burette	jug : a b b a ; burette : o o ; glass : h r h ;
pitcher : o h d d ; burette : d f d f c ; vessel : c v ; SEPARATE filter pitcher	pitcher : o h d d ; burette : d f d f c ; vessel : c v ;
jug : c c ; cup : v v ; burette : e e c ; decanter : m a ; SEPARATE unmix jug	jug : c c ; cup : v v ; burette : e e c ; decanter : m a ;
vessel : m m f f a ; thermos : o r r ; SEPARATE filter vessel	vessel : m m f f a ; thermos : o r r ;
burette : e b a e a ; flask : o ; SEPARATE unmix flask	burette : e b a e a ; flask : o ;
canister : a a y m m ; flask : a p p o ; SEPARATE shift canister before flask	canister : a a y m m ; flask : a p p o ;
flagon : y y ; mug : h o ; mug : b e c ; SEPARATE shift last mug before flagon	mug : b e c ; flagon : y y ; mug : h o ;
jar : a d d ; urn : f d f ; jar : o o m ; burette : b b m m ; SEPARATE empty urn	jar : a d d ; urn : _ ; jar : o o m ; burette : b b m m ;
jug : a m a m ; glass : v b b d d ; glass : p r v ; SEPARATE filter first glass	jug : a m a m ; glass : v b b d d ; glass : p r v ;
jar : h h ; flagon : h ; SEPARATE create thermos	jar : h h ; flagon : h ; thermos : _ ;
thermos : b b e e ; mug : e ; flagon : f ; decanter : o c c ; SEPARATE empty flagon	thermos : b b e e ; mug : e ; flagon : _ ; decanter : o c c ;
burette : m f ; canister : c c o m ; bottle : e d y ; SEPARATE unmix bottle	burette : m f ; canister : c c o m ; bottle : e ; bottle : d ; bottle : y ;
decanter : h h r y r ; jug : c c v r r v ; jar : d p h h ; urn : c c h y y ; SEPARATE unmix jar	decanter : h h r y r ; jug : c c v r r v ; jar : d ; jar : p ; jar : h h ; urn : c c h y y ;
pitcher : b ; jug : h d d v ; glass : b f f m m b ; flagon : h ; SEPARATE create pitcher	pitcher : b ; jug : h d d v ; glass : b f f m m b ; flagon : h ; pitcher : _ ;
bottle : v b b d v ; jug : c v ; beaker : f f c ; burette : o g g ; SEPARATE create canister	bottle : v b b d v ; jug : c v ; beaker : f f c ; burette : o g g ; canister : _ ;
urn : b b ; glass : p o f ; SEPARATE add four red to glass	urn : b b ; glass : p o f r r r r ;
mug : m ; pitcher : e a ; SEPARATE add three emberiae to pitcher	mug : m ; pitcher : e a e e e ;
thermos : f ; decanter : o ; thermos : b p p ; bottle : v e v ; SEPARATE empty decanter	thermos : f ; decanter : _ ; thermos : b p p ; bottle : v e v ;
cup : f ; flask : o a c ; jar : b b d ; decanter : v v m ; SEPARATE destroy cup	flask : o a c ; jar : b b d ; decanter : v v m ;
jar : a v v o ; beaker : d o a o ; SEPARATE shift beaker before jar	beaker : d o a o ; jar : a v v o ;
bottle : p ; mug : c ; mug : r g e e g ; urn : a a ; SEPARATE empty bottle	bottle : _ ; mug : c ; mug : r g e e g ; urn : a a ;
beaker : d r d r ; decanter : d d ; pitcher : e y b b y e ; decanter : b h b ; SEPARATE add one magenta to pitcher	beaker : d r d r ; decanter : d d ; pitcher : e y b b y e m ; decanter : b h b ;
urn : e v v ; bottle : m m ; thermos : c ; beaker : r r o o ; SEPARATE create burette	urn : e v v ; bottle : m m ; thermos : c ; beaker : r r o o ; burette : _ ;
flask : o ; jar : v v ; SEPARATE filter flask	flask : o ; jar : v v ;
thermos : h h ; flask : c p r r c p ; decanter : r ; SEPARATE double thermos	thermos : h h h h ; flask : c p r r c p ; decanter : r ;
pitcher : f ; mug : o o d h ; flask : v v ; SEPARATE add two violet to flask	pitcher : f ; mug : o o d h ; flask : v v v v ;
jar : r r ; glass : m e m c ; vessel : h c c ; SEPARATE unmix jar	jar : r r ; glass : m e m c ; vessel : h c c ;
flagon : p p g e g ; cup : a a ; jar : e ; glass : p ; SEPARATE double cup	flagon : p p g e g ; cup : a a a a ; jar : e ; glass : p ;
vessel : v ; burette : b y h h y b ; flagon : f v m m ; SEPARATE empty flagon	vessel : v ; burette : b y h h y b ; flagon : _ ;
decanter : b ; glass : g f b b ; thermos : b f g g b ; SEPARATE create jar	decanter : b ; glass : g f b b ; thermos : b f g g b ; jar : _ ;
flagon : h e h c c e ; bottle : y ; beaker : d ; glass : m h h ; SEPARATE unmix bottle	flagon : h e h c c e ; bottle : y ; beaker : d ; glass : m h h ;
canister : v v o ; burette : e m e ; SEPARATE add five harlequin to burette	canister : v v o ; burette : e m e h h h h h ;
jug : y ; cup : p p c ; cup : b b m ; pitcher : f r r f c ; SEPARATE shift last cup before first cup	jug : y ; cup : b b m ; cup : p p c ; pitcher : f r r f c ;
vessel : e f v v ; urn : m d d m ; cup : c c ; canister : o d d ; SEPARATE filter urn	vessel : e f v v ; urn : m m d d ; cup : c c ; canister : o d d ;
beaker : c h ; decanter : r d a r a ; SEPARATE empty decanter	beaker : c h ; decanter : _ ;
burette : r ; jug : p d d p ; SEPARATE shift jug before burette	jug : p d d p ; burette : r ;
thermos : d h h ; thermos : v e b e v ; flagon : g ; SEPARATE filter first thermos	thermos : d h h ; thermos : v e b e v ; flagon : g ;
glass : g h h ; flagon : y ; SEPARATE shift flagon after glass	glass : g h h ; flagon : y ;
flask : r r ; vessel : c c ; decanter : f o o v v f ; jar : o o f ; SEPARATE shift flask after decanter	vessel : c c ; decanter : f o o v v f ; flask : r r ; jar : o o f ;
canister : a p ; glass : f f p p h ; canister : y p ; jug : a a g ; SEPARATE destroy glass	canister : a p ; canister : y p ; jug : a a g ;
burette : y v e e v ; cup : r y r y ; SEPARATE create burette	burette : y v e e v ; cup : r y r y ; burette : _ ;
decanter : o v o ; vessel : a d d ; jar : v v f ; SEPARATE unmix decanter	decanter : o o ; decanter : v ; vessel : a d d ; jar : v v f ;
burette : g ; glass : g c ; jar : v f y ; SEPARATE filter burette	burette : g ; glass : g c ; jar : v f y ;
pitcher : y h h m y ; jug : g g e c e ; SEPARATE add one cabernet to jug	pitcher : y h h m y ; jug : g g e c e c ;
canister : r o r ; burette : v f f ; thermos : b b ; vessel : o c c o ; SEPARATE destroy burette	canister : r o r ; thermos : b b ; vessel : o c c o ;
jar : g d ; vessel : h c r r ; jar : a a c c ; thermos : y y ; SEPARATE add three violet to vessel	jar : g d ; vessel : h c r r v v v ; jar : a a c c ; thermos : y y ;
thermos : c c v ; canister : v m d ; glass : b r b ; SEPARATE shift thermos after glass	canister : v m d ; glass : b r b ; thermos : c c v ;
cup : y d c c ; flagon : d b b r d ; jar : h p p h a a ; burette : m h m h ; SEPARATE add five cabernet to flagon	cup : y d c c ; flagon : d b b r d c c c c c ; jar : h p p h a a ; burette : m h m h ;
jar : o o e v v ; burette : c ; burette : p p ; SEPARATE add one aqua to first burette	jar : o o e v v ; burette : c a ; burette : p p ;
mug : b p b ; beaker : h ; SEPARATE add four orange to beaker	mug : b p b ; beaker : h o o o o ;
vessel : o m o m ; canister : p p ; canister : p p y g g y ; SEPARATE add two yellow to vessel	vessel : o m o m y y ; canister : p p ; canister : p p y g g y ;
thermos : v o g g v o ; flask : f f a a ; SEPARATE create urn	thermos : v o g g v o ; flask : f f a a ; urn : _ ;
jug : h m h ; thermos : e e ; mug : m y f ; SEPARATE double thermos	jug : h m h ; thermos : e e e e ; mug : m y f ;
thermos : f r f ; thermos : a f f ; beaker : p f f a p ; flagon : m ; SEPARATE unmix beaker	thermos : f r f ; thermos : a f f ; beaker : p p ; beaker : f f ; beaker : a ; flagon : m ;
jug : f b y ; vessel : g ; burette : y y ; jar : v r r ; SEPARATE create glass	jug : f b y ; vessel : g ; burette : y y ; jar : v r r ; glass : _ ;
flagon : y m f y f m ; flask : p m m b ; SEPARATE shift flask before flagon	flask : p m m b ; flagon : y m f y f m ;
beaker : y y o c o ; bottle : b c m m ; SEPARATE double beaker	beaker : y y o c o y y o c o ; bottle : b c m m ;
cup : e o ; pitcher : r a a ; SEPARATE add one orange to cup	cup : e o o ; pitcher : r a a ;
bottle : r r p b ; cup : d c e c ; jug : a p d d p a ; SEPARATE unmix jug	bottle : r r p b ; cup : d c e c ; jug : a a ; jug : p p ; jug : d d ;
burette : g o a o a ; urn : f h ; thermos : f h g h f ; SEPARATE create jar	burette : g o a o a ; urn : f h ; thermos : f h g h f ; jar : _ ;
thermos : g ; bottle : m v v p ; SEPARATE shift bottle after thermos	thermos : g ; bottle : m v v p ;
urn : e ; pitcher : o o h ; glass : d d ; SEPARATE shift urn before pitcher	urn : e ; pitcher : o o h ; glass : d d ;
decanter : r v m m ; cup : o b b o v ; vessel : p p ; SEPARATE empty cup	decanter : r v m m ; cup : _ ; vessel : p p ;
decanter : h ; cup : r h ; SEPARATE create glass	decanter : h ; cup : r h ; glass : _ ;
pitcher : v o v m ; decanter : p p ; vessel : r r o ; burette : p f p b b f ; SEPARATE add five cabernet to pitcher	pitcher : v o v m c c c c c ; decanter : p p ; vessel : r r o ; burette : p f p b b f ;
cup : h o r o r ; glass : e e ; pitcher : g m g o m ; decanter : c a a v c ; SEPARATE double cup	cup : h o r o r h o r o r ; glass : e e ; pitcher : g m g o m ; decanter : c a a v c ;
jar : p p ; canister : h h ; jug : r r e ; vessel : c m m d d c ; SEPARATE add five cabernet to vessel	jar : p p ; canister : h h ; jug : r r e ; vessel : c m m d d c c c c c c ;
cup : c c ; jug : a h a ; flagon : c p p r ; SEPARATE add three fuchsia to flagon	cup : c c ; jug : a h a ; flagon : c p p r f f f ;
thermos : d d ; beaker : p ; urn : a ; beaker : m m ; SEPARATE shift thermos before first beaker	thermos : d d ; beaker : p ; urn : a ; beaker : m m ;
decanter : v v ; glass : a f ; SEPARATE shift glass after decanter	decanter : v v ; glass : a f ;
vessel : b ; decanter : h h b m b ; canister : e r e r b ; thermos : y y r b ; SEPARATE shift canister after decanter	vessel : b ; decanter : h h b m b ; canister : e r e r b ; thermos : y y r b ;
canister : m ; bottle : y c m c ; mug : p a ; burette : g ; SEPARATE add five magenta to mug	canister : m ; bottle : y c m c ; mug : p a m m m m m ; burette : g ;
urn : a a ; decanter : g ; urn : r e m ; SEPARATE empty first urn	urn : _ ; decanter : g ; urn : r e m ;
beaker : y ; canister : e o g e ; pitcher : y b b ; pitcher : g c g ; SEPARATE shift canister after last pitcher	beaker : y ; pitcher : y b b ; pitcher : g c g ; canister : e o g e ;
vessel : r a a b ; pitcher : y y r ; jar : p m p ; SEPARATE filter jar	vessel : r a a b ; pitcher : y y r ; jar : p p m ;
mug : v v e h h ; urn : p r m m ; vessel : y a y a d d ; SEPARATE create pitcher	mug : v v e h h ; urn : p r m m ; vessel : y a y a d d ; pitcher : _ ;
flask : e a a ; vessel : d d ; thermos : y y e ; burette : f ; SEPARATE empty flask	flask : _ ; vessel : d d ; thermos : y y e ; burette : f ;
urn : b e ; mug : m o o m e ; vessel : v v c d d ; SEPARATE double mug	urn : b e ; mug : m o o m e m o o m e ; vessel : v v c d d ;
mug : m g y m g ; flask : f e r e f r ; SEPARATE unmix mug	mug : m m ; mug : g g ; mug : y ; flask : f e r e f r ;
urn : v f h v ; burette : c c ; pitcher : p e p ; flagon : o c o c ; SEPARATE empty flagon	urn : v f h v ; burette : c c ; pitcher : p e p ; flagon : _ ;
beaker : a v m ; bottle : g ; SEPARATE double beaker	beaker : a v m a v m ; bottle : g ;
urn : c ; urn : h h c e ; SEPARATE empty second urn	urn : c ; urn : _ ;
pitcher : f g f g e ; glass : y e y e ; mug : b y p b p ; SEPARATE shift pitcher before glass	pitcher : f g f g e ; glass : y e y e ; mug : b y p b p ;
decanter : v b ; flagon : e r e r y ; beaker : d d e r e ; SEPARATE add two violet to beaker	decanter : v b ; flagon : e r e r y ; beaker : d d e r e v v ;
urn : c ; vessel : r ; burette : h m m ; SEPARATE empty vessel	urn : c ; vessel : _ ; burette : h m m ;
glass : y f y ; decanter : v ; urn : g g ; jar : m ; SEPARATE shift decanter before urn	glass : y f y ; decanter : v ; urn : g g ; jar : m ;
urn : m r m ; burette : d b d c c ; flask : h h ; SEPARATE add five blue to urn	urn : m r m b b b b b ; burette : d b d c c ; flask : h h ;
flagon : r r v o o ; jar : m m ; urn : h ; SEPARATE create flask	flagon : r r v o o ; jar : m m ; urn : h ; flask : _ ;
bottle : g e ; canister : y y h ; decanter : a p a ; canister : e e g g ; SEPARATE shift bottle before first canister	bottle : g e ; canister : y y h ; decanter : a p a ; canister : e e g g ;
vessel : y d ; beaker : f d f ; urn : h p ; flagon : b b ; SEPARATE double beaker	vessel : y d ; beaker : f d f f d f ; urn : h p ; flagon : b b ;
beaker : b m b f ; jar : c ; bottle : y f f m ; SEPARATE create flagon	beaker : b m b f ; jar : c ; bottle : y f f m ; flagon : _ ;
burette : c o ; canister : b b ; decanter : o o ; beaker : b b ; SEPARATE unmix decanter	burette : c o ; canister : b b ; decanter : o o ; beaker : b b ;
decanter : h d r h d ; glass : a g b g b ; SEPARATE unmix decanter	decanter : h h ; decanter : d d ; decanter : r ; glass : a g b g b ;
pitcher : g p p f ; glass : f y ; pitcher : m m ; SEPARATE filter glass	pitcher : g p p f ; glass : f y ; pitcher : m m ;
jug : c c ; beaker : v a o v ; canister : a ; jar : y r r p p ; SEPARATE unmix jug	jug : c c ; beaker : v a o v ; canister : a ; jar : y r r p p ;
decanter : d h h d ; mug : p p v v a ; beaker : h f e f e ; vessel : o o ; SEPARATE create urn	decanter : d h h d ; mug : p p v v a ; beaker : h f e f e ; vessel : o o ; urn : _ ;
urn : a g ; thermos : o b b ; SEPARATE empty thermos	urn : a g ; thermos : _ ;
flask : a ; thermos : e r ; SEPARATE create bottle	flask : a ; thermos : e r ; bottle : _ ;
flask : r b d r d ; decanter : b b h h ; SEPARATE double decanter	flask : r b d r d ; decanter : b b h h b b h h ;
glass : g ; flagon : y v y f ; burette : f y ; SEPARATE shift burette after glass	glass : g ; burette : f y ; flagon : y v y f ;
urn : c ; thermos : c h y h c ; SEPARATE create burette	urn : c ; thermos : c h y h c ; burette : _ ;
glass : a o a ; beaker : v ; SEPARATE filter beaker	glass : a o a ; beaker : v ;
beaker : r o a ; decanter : g m g v v m ; SEPARATE add six violet to decanter	beaker : r o a ; decanter : g m g v v m v v v v v v ;
vessel : y a f f ; flask : r r c h h ; burette : a a f ; thermos : p a a c c ; SEPARATE filter vessel	vessel : y a f f ; flask : r r c h h ; burette : a a f ; thermos : p a a c c ;
urn : h y b b ; decanter : o m m v o ; SEPARATE add four orange to decanter	urn : h y b b ; decanter : o m m v o o o o o ;
mug : h y h f ; flagon : r ; pitcher : o y o y ; flask : v ; SEPARATE destroy flask	mug : h y h f ; flagon : r ; pitcher : o y o y ;
glass : e a e p a ; cup : o o f f d ; vessel : p ; thermos : g g ; SEPARATE unmix thermos	glass : e a e p a ; cup : o o f f d ; vessel : p ; thermos : g g ;
mug : g g h r ; vessel : d d ; mug : c ; jug : h h c p ; SEPARATE double second mug	mug : g g h r ; vessel : d d ; mug : c c ; jug : h h c p ;
jug : m f m ; decanter : v v m ; jug : o e e o c ; jug : h c h m ; SEPARATE unmix second jug	jug : m f m ; decanter : v v m ; jug : o o ; jug : e e ; jug : c ; jug : h c h m ;
bottle : a b ; thermos : c m m ; glass : v g v g ; SEPARATE filter glass	bottle : a b ; thermos : c m m ; glass : v v g g ;
beaker : v ; mug : c c ; cup : b b ; SEPARATE create thermos	beaker : v ; mug : c c ; cup : b b ; thermos : _ ;
glass : e a y y a ; pitcher : d f ; jar : b h ; jug : c r r b b ; SEPARATE unmix jar	glass : e a y y a ; pitcher : d f ; jar : b ; jar : h ; jug : c r r b b ;
burette : e g e ; urn : y y b ; SEPARATE create jar	burette : e g e ; urn : y y b ; jar : _ ;
urn : h h ; flagon : m ; flask : r y r y v ; SEPARATE shift flagon after flask	urn : h h ; flask : r y r y v ; flagon : m ;
decanter : o m m f ; flask : c ; urn : v m ; cup : c c ; SEPARATE filter flask	decanter : o m m f ; flask : c ; urn : v m ; cup : c c ;
pitcher : p p ; flagon : r ; SEPARATE unmix pitcher	pitcher : p p ; flagon : r ;
cup : v v h h ; mug : h m ; pitcher : b b f ; SEPARATE unmix mug	cup : v v h h ; mug : h ; mug : m ; pitcher : b b f ;
flagon : m ; thermos : r r f ; decanter : e d r r ; SEPARATE shift thermos after flagon	flagon : m ; thermos : r r f ; decanter : e d r r ;
decanter : e e ; canister : f f ; thermos : r o o ; flask : e e ; SEPARATE double decanter	decanter : e e e e ; canister : f f ; thermos : r o o ; flask : e e ;
decanter : d ; jar : g h ; beaker : e e a a ; cup : o o ; SEPARATE empty jar	decanter : d ; jar : _ ; beaker : e e a a ; cup : o o ;
decanter : g c g ; thermos : p y y ; pitcher : y g ; pitcher : d o d b o ; SEPARATE create cup	decanter : g c g ; thermos : p y y ; pitcher : y g ; pitcher : d o d b o ; cup : _ ;
canister : c m o m o ; decanter : g y c g c ; SEPARATE shift canister before decanter	canister : c m o m o ; decanter : g y c g c ;
burette : c c ; pitcher : e f e b b ; canister : g b b ; glass : m y y c c ; SEPARATE unmix pitcher	burette : c c ; pitcher : e e ; pitcher : f ; pitcher : b b ; canister : g b b ; glass : m y y c c ;
vessel : h h a a ; beaker : o g g o ; cup : e e r r ; SEPARATE filter beaker	vessel : h h a a ; beaker : o o g g ; cup : e e r r ;
thermos : y ; glass : g g ; vessel : r h y ; canister : c r ; SEPARATE shift canister before vessel	thermos : y ; glass : g g ; canister : c r ; vessel : r h y ;
beaker : y h g h y ; urn : m ; SEPARATE filter urn	beaker : y h g h y ; urn : m ;
flask : f f ; burette : v a r a ; cup : o d d e ; SEPARATE shift flask after burette	burette : v a r a ; flask : f f ; cup : o d d e ;
beaker : o a a ; flagon : b c c b ; jar : y y ; SEPARATE double jar	beaker : o a a ; flagon : b c c b ; jar : y y y y ;
