Input	Output
urn : o o ; thermos : b d d b ; jug : f a c c ; beaker : f f m m e ; SEPARATE destroy beaker	urn : o o ; thermos : b d d b ; jug : f a c c ;
canister : o o ; pitcher : e p m m ; flask : c c y ; SEPARATE destroy canister	pitcher : e p m m ; flask : c c y ;
glass : g y y ; thermos : b ; SEPARATE destroy thermos	glass : g y y ;
glass : o o g ; flask : b b r ; pitcher : c h h ; SEPARATE destroy flask	glass : o o g ; pitcher : c h h ;
mug : g c c ; thermos : f c f ; mug : g ; SEPARATE destroy thermos	mug : g c c ; mug : g ;
cup : c e o e o ; vessel : e a a ; pitcher : p v p ; thermos : y h b ; SEPARATE destroy vessel	cup : c e o e o ; pitcher : p v p ; thermos : y h b ;
decanter : r r c c ; cup : o p o p ; decanter : c d d ; SEPARATE destroy first decanter	cup : o p o p ; decanter : c d d ;
vessel : r y r y h ; canister : e o o ; thermos : m m ; SEPARATE destroy canister	vessel : r y r y h ; thermos : m m ;
canister : m m f g f g ; beaker : r r ; jug : b d b ; jar : h h y ; SEPARATE destroy jar	canister : m m f g f g ; beaker : r r ; jug : b d b ;
jar : r r ; flagon : f r c f c ; SEPARATE destroy jar	flagon : f r c f c ;
bottle : a h h ; bottle : y m m ; vessel : c o o ; SEPARATE destroy vessel	bottle : a h h ; bottle : y m m ;
decanter : e a g a g ; vessel : v p c c v ; SEPARATE destroy decanter	vessel : v p c c v ;
decanter : b y y b e ; vessel : a r r a ; SEPARATE destroy vessel	decanter : b y y b e ;
bottle : a b g g a ; glass : r r y a ; SEPARATE destroy glass	bottle : a b g g a ;
flagon : v v p o ; thermos : c p c ; decanter : r f a f ; SEPARATE destroy thermos	flagon : v v p o ; decanter : r f a f ;
mug : p ; flagon : g g ; flask : c a a e ; SEPARATE destroy flask	mug : p ; flagon : g g ;
decanter : e f ; beaker : m h m ; glass : h v ; jug : c c o ; SEPARATE destroy beaker	decanter : e f ; glass : h v ; jug : c c o ;
beaker : c c ; glass : o ; pitcher : c c b ; beaker : h ; SEPARATE destroy glass	beaker : c c ; pitcher : c c b ; beaker : h ;
bottle : y y ; bottle : a a ; flask : g c g m ; SEPARATE destroy last bottle	bottle : y y ; flask : g c g m ;
jug : h ; glass : a a p c c ; SEPARATE destroy jug	glass : a a p c c ;
thermos : r v ; jar : y f ; flask : o d o ; mug : b a a ; SEPARATE destroy jar	thermos : r v ; flask : o d o ; mug : b a a ;
burette : p p d ; canister : e a ; vessel : r y r ; SEPARATE destroy canister	burette : p p d ; vessel : r y r ;
burette : d d o a ; flagon : f m ; SEPARATE destroy burette	flagon : f m ;
jar : d ; canister : m a ; jug : o o c c ; canister : g g ; SEPARATE destroy jar	canister : m a ; jug : o o c c ; canister : g g ;
burette : e r e ; jar : d r g r d ; bottle : v b ; SEPARATE destroy jar	burette : e r e ; bottle : v b ;
flask : r r ; decanter : g r g ; SEPARATE destroy flask	decanter : g r g ;
jar : e m m f e ; urn : v a d a v d ; jug : o r f o f r ; SEPARATE destroy jug	jar : e m m f e ; urn : v a d a v d ;
bottle : p r ; burette : v c c d d ; flask : v o a ; SEPARATE destroy burette	bottle : p r ; flask : v o a ;
urn : f ; thermos : o c d o ; decanter : f ; SEPARATE destroy urn	thermos : o c d o ; decanter : f ;
bottle : f y y m m ; jug : d c c d ; beaker : e y a ; SEPARATE destroy jug	bottle : f y y m m ; beaker : e y a ;
flask : f c m f ; thermos : a c c y a ; SEPARATE destroy flask	thermos : a c c y a ;
canister : a m g g a ; mug : y y ; cup : b e e y b ; urn : a f f ; SEPARATE destroy urn	canister : a m g g a ; mug : y y ; cup : b e e y b ;
decanter : r b b g ; jug : p p ; decanter : v p p ; thermos : y y ; SEPARATE destroy first decanter	jug : p p ; decanter : v p p ; thermos : y y ;
thermos : p r g ; jug : a h ; urn : o o ; SEPARATE destroy thermos	jug : a h ; urn : o o ;
canister : p v v ; beaker : e e f ; SEPARATE destroy canister	beaker : e e f ;
beaker : m g p m ; flagon : a p a r ; flagon : v ; mug : y y ; SEPARATE destroy mug	beaker : m g p m ; flagon : a p a r ; flagon : v ;
jug : e d g d ; mug : a a c ; decanter : g v ; SEPARATE destroy decanter	jug : e d g d ; mug : a a c ;
thermos : a r r ; vessel : o g g v ; SEPARATE destroy vessel	thermos : a r r ;
flagon : a a m ; glass : g d d g ; burette : b ; decanter : b ; SEPARATE destroy burette	flagon : a a m ; glass : g d d g ; decanter : b ;
thermos : r o m r m ; canister : f f ; flask : a e ; pitcher : e g g ; SEPARATE destroy flask	thermos : r o m r m ; canister : f f ; pitcher : e g g ;
urn : m e m d d ; urn : a y y f ; SEPARATE destroy first urn	urn : a y y f ;
mug : m o p m ; cup : b v b ; pitcher : d e e ; cup : m e e r ; SEPARATE destroy first cup	mug : m o p m ; pitcher : d e e ; cup : m e e r ;
thermos : h p p ; decanter : f f ; pitcher : f d d f ; SEPARATE destroy decanter	thermos : h p p ; pitcher : f d d f ;
jar : g g h h ; jug : m ; SEPARATE destroy jug	jar : g g h h ;
flagon : c d c b ; urn : d p d p ; thermos : c r y c ; pitcher : e c c p p ; SEPARATE destroy thermos	flagon : c d c b ; urn : d p d p ; pitcher : e c c p p ;
mug : b f f ; jar : r ; thermos : p h e e ; bottle : r a r c ; SEPARATE destroy jar	mug : b f f ; thermos : p h e e ; bottle : r a r c ;
glass : a a ; mug : a a ; SEPARATE destroy glass	mug : a a ;
beaker : d a a ; vessel : b v d ; SEPARATE destroy vessel	beaker : d a a ;
beaker : m p m b ; jug : d e e f ; SEPARATE destroy jug	beaker : m p m b ;
burette : f ; pitcher : d v v ; SEPARATE destroy burette	pitcher : d v v ;
pitcher : c c ; mug : m e m e ; thermos : b m ; bottle : r r ; SEPARATE destroy thermos	pitcher : c c ; mug : m e m e ; bottle : r r ;
jar : g b g r r ; jug : d ; decanter : g c g ; SEPARATE destroy jug	jar : g b g r r ; decanter : g c g ;
beaker : f f d r d r ; jar : e a e ; SEPARATE destroy beaker	jar : e a e ;
burette : e b r b r ; flask : v v ; jug : e ; SEPARATE destroy jug	burette : e b r b r ; flask : v v ;
thermos : o o ; bottle : f ; SEPARATE destroy bottle	thermos : o o ;
mug : v a a p v p ; pitcher : d d v h ; flagon : g ; jug : p b b e ; SEPARATE destroy mug	pitcher : d d v h ; flagon : g ; jug : p b b e ;
canister : p o p o m ; vessel : p m v p v ; pitcher : p h ; SEPARATE destroy canister	vessel : p m v p v ; pitcher : p h ;
mug : o o y v v ; flagon : d p d m ; SEPARATE destroy mug	flagon : d p d m ;
bottle : h p p ; thermos : a b ; pitcher : y y ; SEPARATE destroy thermos	bottle : h p p ; pitcher : y y ;
decanter : c ; decanter : p ; SEPARATE destroy last decanter	decanter : c ;
glass : e e f c f ; glass : e e p ; SEPARATE destroy last glass	glass : e e f c f ;
mug : y ; cup : m g o m ; glass : d ; burette : g ; SEPARATE destroy glass	mug : y ; cup : m g o m ; burette : g ;
flagon : o y d ; glass : g ; SEPARATE destroy glass	flagon : o y d ;
beaker : m v m f ; flagon : b g b ; flagon : y y ; SEPARATE destroy beaker	flagon : b g b ; flagon : y y ;
pitcher : b b ; bottle : y c y a a ; urn : v ; SEPARATE destroy bottle	pitcher : b b ; urn : v ;
urn : a ; vessel : f g r ; SEPARATE destroy vessel	urn : a ;
burette : o ; mug : v v ; canister : c b b ; flask : p ; SEPARATE destroy burette	mug : v v ; canister : c b b ; flask : p ;
burette : p f p ; mug : e ; SEPARATE destroy burette	mug : e ;
cup : r m r e m ; decanter : b b f ; thermos : p p d ; beaker : g y g v ; SEPARATE destroy beaker	cup : r m r e m ; decanter : b b f ; thermos : p p d ;
glass : v y v d y ; flagon : b b a ; vessel : p y ; jug : o ; SEPARATE destroy jug	glass : v y v d y ; flagon : b b a ; vessel : p y ;
beaker : y f ; jar : r e e a ; SEPARATE destroy jar	beaker : y f ;
beaker : p ; canister : r d h r d h ; flagon : f ; urn : d d m c m c ; SEPARATE destroy canister	beaker : p ; flagon : f ; urn : d d m c m c ;
cup : f ; flask : a a ; SEPARATE destroy flask	cup : f ;
cup : v v m ; cup : f ; thermos : e e ; SEPARATE destroy second cup	cup : v v m ; thermos : e e ;
pitcher : p f f ; flask : p m ; pitcher : m d r m ; glass : p e ; SEPARATE destroy last pitcher	pitcher : p f f ; flask : p m ; glass : p e ;
jug : h h e ; flagon : v v r r ; SEPARATE destroy jug	flagon : v v r r ;
cup : h d g h g ; jug : y y b ; vessel : b r b v ; SEPARATE destroy cup	jug : y y b ; vessel : b r b v ;
jar : a ; bottle : o o ; decanter : p e p e ; SEPARATE destroy bottle	jar : a ; decanter : p e p e ;
beaker : p e y y p ; beaker : a a ; thermos : b c c o b ; SEPARATE destroy first beaker	beaker : a a ; thermos : b c c o b ;
cup : m f m f ; vessel : m m a ; burette : h h m m g ; SEPARATE destroy vessel	cup : m f m f ; burette : h h m m g ;
jug : b ; cup : h y y ; pitcher : v f v h f ; burette : b b h ; SEPARATE destroy cup	jug : b ; pitcher : v f v h f ; burette : b b h ;
jar : g g ; thermos : m ; glass : o d o r ; urn : p r p ; SEPARATE destroy jar	thermos : m ; glass : o d o r ; urn : p r p ;
cup : c b c ; jar : b b ; SEPARATE destroy jar	cup : c b c ;
burette : m m f b f ; jug : r r m m ; SEPARATE destroy jug	burette : m m f b f ;
glass : d a ; decanter : g m v ; pitcher : c y c f ; SEPARATE destroy decanter	glass : d a ; pitcher : c y c f ;
jar : f v ; cup : v m f f ; jar : c c a ; urn : m p ; SEPARATE destroy cup	jar : f v ; jar : c c a ; urn : m p ;
glass : a p ; urn : d f ; mug : h g ; SEPARATE destroy glass	urn : d f ; mug : h g ;
glass : h ; flask : a f f ; flask : b y m y ; SEPARATE destroy first flask	glass : h ; flask : b y m y ;
pitcher : v v p g ; glass : e o e y o ; urn : c y ; SEPARATE destroy glass	pitcher : v v p g ; urn : c y ;
pitcher : e h o o ; glass : e ; SEPARATE destroy glass	pitcher : e h o o ;
thermos : f f ; bottle : y b m ; flask : h e h ; vessel : v v ; SEPARATE destroy flask	thermos : f f ; bottle : y b m ; vessel : v v ;
flagon : b v v ; canister : m m c ; SEPARATE destroy flagon	canister : m m c ;
flagon : g ; pitcher : h e o h ; canister : c ; flagon : b ; SEPARATE destroy second flagon	flagon : g ; pitcher : h e o h ; canister : c ;
flagon : m ; jar : v ; SEPARATE destroy flagon	jar : v ;
flagon : b r b r ; glass : o p o y ; SEPARATE destroy flagon	glass : o p o y ;
canister : v o v ; glass : g e e g ; burette : b b ; SEPARATE destroy glass	canister : v o v ; burette : b b ;
burette : d d e e ; cup : c p m c ; flask : m a a m ; SEPARATE destroy cup	burette : d d e e ; flask : m a a m ;
decanter : f f ; glass : v b ; beaker : g f g e ; jar : b b ; SEPARATE destroy jar	decanter : f f ; glass : v b ; beaker : g f g e ;
bottle : p v p ; pitcher : o o ; SEPARATE destroy pitcher	bottle : p v p ;
canister : m m ; vessel : b ; thermos : g f g f ; cup : d r r c ; SEPARATE destroy thermos	canister : m m ; vessel : b ; cup : d r r c ;
flagon : a a r g ; jar : y e e y ; urn : d ; urn : d f e ; SEPARATE destroy jar	flagon : a a r g ; urn : d ; urn : d f e ;
mug : h ; urn : d ; canister : h h ; SEPARATE destroy mug	urn : d ; canister : h h ;
urn : v ; beaker : p e ; SEPARATE destroy urn	beaker : p e ;
decanter : f f ; thermos : b o y o ; bottle : d v v d p ; SEPARATE destroy bottle	decanter : f f ; thermos : b o y o ;
thermos : p p ; jar : o o ; flagon : r e r e ; jar : h h ; SEPARATE destroy first jar	thermos : p p ; flagon : r e r e ; jar : h h ;
mug : y y ; cup : v ; SEPARATE destroy mug	cup : v ;
flask : c m v c m v ; canister : a ; SEPARATE destroy canister	flask : c m v c m v ;
thermos : g p p g ; beaker : g r ; beaker : f f ; SEPARATE destroy thermos	beaker : g r ; beaker : f f ;
pitcher : d ; vessel : o m m h o ; decanter : g p b g p ; SEPARATE destroy pitcher	vessel : o m m h o ; decanter : g p b g p ;
thermos : c o g o c ; bottle : v c v ; SEPARATE destroy thermos	bottle : v c v ;
flask : r o o e e ; cup : y y ; pitcher : v ; pitcher : b d b e d ; SEPARATE destroy second pitcher	flask : r o o e e ; cup : y y ; pitcher : v ;
urn : o o ; urn : f f c ; SEPARATE destroy first urn	urn : f f c ;
vessel : g f g m f ; beaker : p ; burette : g ; burette : g g ; SEPARATE destroy first burette	vessel : g f g m f ; beaker : p ; burette : g g ;
decanter : a a m ; bottle : a a g g ; SEPARATE destroy bottle	decanter : a a m ;
canister : g d g c c d ; flask : r r m ; jug : y d d ; SEPARATE destroy jug	canister : g d g c c d ; flask : r r m ;
jar : o o ; flask : o a c ; urn : y y f ; SEPARATE destroy flask	jar : o o ; urn : y y f ;
flagon : m m ; flagon : f d f a a ; SEPARATE destroy first flagon	flagon : f d f a a ;
cup : r ; urn : g ; beaker : m d r ; flagon : g b g ; SEPARATE destroy flagon	cup : r ; urn : g ; beaker : m d r ;
pitcher : g c ; flask : b h h ; SEPARATE destroy pitcher	flask : b h h ;
thermos : e ; jug : g o g a a ; SEPARATE destroy thermos	jug : g o g a a ;
bottle : y a a o y ; jug : c c b b ; mug : r c ; SEPARATE destroy jug	bottle : y a a o y ; mug : r c ;
mug : b ; mug : r v r f f v ; pitcher : o r o r ; decanter : r v g v r g ; SEPARATE destroy decanter	mug : b ; mug : r v r f f v ; pitcher : o r o r ;
burette : a f a ; glass : a e m e ; decanter : e p f p f ; beaker : v d v ; SEPARATE destroy glass	burette : a f a ; decanter : e p f p f ; beaker : v d v ;
thermos : f b f ; decanter : g p p ; SEPARATE destroy decanter	thermos : f b f ;
bottle : g g ; decanter : r r ; jug : p p ; thermos : a b b g ; SEPARATE destroy bottle	decanter : r r ; jug : p p ; thermos : a b b g ;
mug : p y p e ; urn : g b a g ; burette : d d y p ; canister : v y y m ; SEPARATE destroy urn	mug : p y p e ; burette : d d y p ; canister : v y y m ;
decanter : h h ; burette : b p b ; SEPARATE destroy burette	decanter : h h ;
cup : r r ; burette : y y d ; decanter : r r y ; SEPARATE destroy decanter	cup : r r ; burette : y y d ;
flask : f d f h d h ; decanter : g v ; flagon : r o o a ; decanter : o o ; SEPARATE destroy first decanter	flask : f d f h d h ; flagon : r o o a ; decanter : o o ;
decanter : g g f f ; bottle : h e ; SEPARATE destroy decanter	bottle : h e ;
glass : y m y m ; pitcher : m r p ; SEPARATE destroy glass	pitcher : m r p ;
urn : p c c r p ; glass : e d ; cup : h ; SEPARATE destroy glass	urn : p c c r p ; cup : h ;
decanter : m h a m ; pitcher : g y ; pitcher : m h ; SEPARATE destroy decanter	pitcher : g y ; pitcher : m h ;
pitcher : m ; jar : a g g a ; flask : b y y ; beaker : m m ; SEPARATE destroy jar	pitcher : m ; flask : b y y ; beaker : m m ;
cup : d ; jug : r ; SEPARATE destroy jug	cup : d ;
flask : h g g h ; bottle : a p ; SEPARATE destroy flask	bottle : a p ;
jar : m ; canister : g o ; SEPARATE destroy canister	jar : m ;
beaker : d m ; burette : d f a ; jug : r d o r o ; SEPARATE destroy burette	beaker : d m ; jug : r d o r o ;
bottle : o f o f ; urn : c r r a a ; SEPARATE destroy urn	bottle : o f o f ;
flask : r d p d ; flask : c h h ; jar : f f o o ; burette : b ; SEPARATE destroy jar	flask : r d p d ; flask : c h h ; burette : b ;
burette : d p r ; jug : m y e m ; canister : b c b ; SEPARATE destroy burette	jug : m y e m ; canister : b c b ;
cup : f p ; flagon : b p p a a ; urn : c v ; burette : v ; SEPARATE destroy cup	flagon : b p p a a ; urn : c v ; burette : v ;
beaker : f h h e ; decanter : e e ; SEPARATE destroy decanter	beaker : f h h e ;
decanter : b m m b ; beaker : p p ; jar : y ; jug : h a h a g ; SEPARATE destroy decanter	beaker : p p ; jar : y ; jug : h a h a g ;
thermos : g g d ; flagon : y v y h v ; urn : o h h ; SEPARATE destroy thermos	flagon : y v y h v ; urn : o h h ;
burette : b b a ; canister : y ; canister : m h h m ; flask : g y h h g ; SEPARATE destroy second canister	burette : b b a ; canister : y ; flask : g y h h g ;
jar : g o m ; canister : o ; flagon : p v p v ; SEPARATE destroy jar	canister : o ; flagon : p v p v ;
jug : h b b h ; flask : a o e o a ; beaker : o b p b p ; SEPARATE destroy flask	jug : h b b h ; beaker : o b p b p ;
urn : c m c m ; burette : b v ; SEPARATE destroy burette	urn : c m c m ;
pitcher : h h b ; decanter : r f r p ; mug : d g ; flagon : d c d g ; SEPARATE destroy flagon	pitcher : h h b ; decanter : r f r p ; mug : d g ;
mug : v g a g v ; jug : h ; urn : o d a ; SEPARATE destroy jug	mug : v g a g v ; urn : o d a ;
urn : c c y ; flask : d d ; mug : f f h h ; SEPARATE destroy mug	urn : c c y ; flask : d d ;
canister : r r e ; flask : h m h m y ; urn : d d ; SEPARATE destroy canister	flask : h m h m y ; urn : d d ;
canister : r c ; vessel : v e e y ; SEPARATE destroy vessel	canister : r c ;
decanter : h g g ; vessel : d o v o ; SEPARATE destroy decanter	vessel : d o v o ;
mug : c d d ; canister : o ; vessel : v v y a ; urn : g f g ; SEPARATE destroy urn	mug : c d d ; canister : o ; vessel : v v y a ;
cup : h e ; decanter : m e d e d ; burette : g g a ; beaker : a c a g g ; SEPARATE destroy burette	cup : h e ; decanter : m e d e d ; beaker : a c a g g ;
bottle : m h h y y m ; vessel : a r a ; SEPARATE destroy vessel	bottle : m h h y y m ;
decanter : d d f ; glass : m m v v ; burette : y y ; SEPARATE destroy burette	decanter : d d f ; glass : m m v v ;
pitcher : a b a ; beaker : e e ; SEPARATE destroy pitcher	beaker : e e ;
jar : g ; thermos : a ; SEPARATE destroy jar	thermos : a ;
bottle : m ; flagon : p p d ; beaker : g ; SEPARATE destroy beaker	bottle : m ; flagon : p p d ;
cup : g b g ; decanter : f a d ; SEPARATE destroy decanter	cup : g b g ;
canister : f r r o ; beaker : p p ; pitcher : h ; SEPARATE destroy canister	beaker : p p ; pitcher : h ;
beaker : m m o ; decanter : b v h ; SEPARATE destroy decanter	beaker : m m o ;
thermos : f o f m ; flagon : d v v d ; urn : m b ; jar : d d f ; SEPARATE destroy jar	thermos : f o f m ; flagon : d v v d ; urn : m b ;
flask : c ; cup : o d o r ; SEPARATE destroy cup	flask : c ;
beaker : d m m h d ; vessel : d ; canister : o h o ; burette : a o a ; SEPARATE destroy burette	beaker : d m m h d ; vessel : d ; canister : o h o ;
vessel : p p ; canister : b ; glass : y b ; urn : v o v ; SEPARATE destroy glass	vessel : p p ; canister : b ; urn : v o v ;
beaker : y e r y ; thermos : y d m m y ; burette : g e g e ; SEPARATE destroy beaker	thermos : y d m m y ; burette : g e g e ;
cup : g y h y h ; glass : f f ; burette : a m c ; canister : b b ; SEPARATE destroy canister	cup : g y h y h ; glass : f f ; burette : a m c ;
decanter : f f v r r ; burette : r d d o ; vessel : b b ; canister : d d ; SEPARATE destroy decanter	burette : r d d o ; vessel : b b ; canister : d d ;
canister : y ; decanter : b ; SEPARATE destroy decanter	canister : y ;
canister : v v ; glass : v o o a ; mug : c ; SEPARATE destroy glass	canister : v v ; mug : c ;
thermos : e e m ; beaker : h e g h g ; SEPARATE destroy beaker	thermos : e e m ;
cup : o h d o h d ; vessel : d ; SEPARATE destroy vessel	cup : o h d o h d ;
decanter : g g h ; bottle : v r r ; burette : b b ; SEPARATE destroy burette	decanter : g g h ; bottle : v r r ;
decanter : b ; decanter : h y h ; SEPARATE destroy second decanter	decanter : b ;
beaker : d p d ; cup : v o o ; vessel : e e o o d ; SEPARATE destroy cup	beaker : d p d ; vessel : e e o o d ;
mug : o p p o ; bottle : v v d ; jar : b ; jug : d m d a a ; SEPARATE destroy mug	bottle : v v d ; jar : b ; jug : d m d a a ;
canister : o d o d m ; burette : m e h e ; beaker : f ; pitcher : m m ; SEPARATE destroy canister	burette : m e h e ; beaker : f ; pitcher : m m ;
canister : a f ; glass : c d c ; SEPARATE destroy glass	canister : a f ;
cup : m ; mug : o c ; canister : m ; SEPARATE destroy cup	mug : o c ; canister : m ;
canister : v m m y ; glass : y a ; pitcher : m ; burette : b e d b e ; SEPARATE destroy burette	canister : v m m y ; glass : y a ; pitcher : m ;
beaker : v y e y ; beaker : p p b a b ; SEPARATE destroy second beaker	beaker : v y e y ;
mug : r v v f f ; flagon : r ; decanter : y d d p y ; bottle : v c ; SEPARATE destroy mug	flagon : r ; decanter : y d d p y ; bottle : v c ;
canister : p p ; vessel : o o p ; SEPARATE destroy vessel	canister : p p ;
urn : d p d c ; mug : m ; cup : v v ; glass : a ; SEPARATE destroy cup	urn : d p d c ; mug : m ; glass : a ;
flagon : b r r h b ; flask : d g ; mug : y y ; SEPARATE destroy flagon	flask : d g ; mug : y y ;
decanter : f o o ; canister : b d d b ; vessel : p e m p ; SEPARATE destroy canister	decanter : f o o ; vessel : p e m p ;
mug : o o ; burette : f ; glass : g v g ; vessel : m v m ; SEPARATE destroy vessel	mug : o o ; burette : f ; glass : g v g ;
vessel : b g d b g d ; flask : a a ; SEPARATE destroy flask	vessel : b g d b g d ;
jug : f f y y ; thermos : v p b v ; burette : y r r p y ; SEPARATE destroy thermos	jug : f f y y ; burette : y r r p y ;
pitcher : p p ; mug : m m a a ; SEPARATE destroy mug	pitcher : p p ;
urn : e ; pitcher : e e d d ; SEPARATE destroy urn	pitcher : e e d d ;
mug : c y a a ; glass : y p ; SEPARATE destroy glass	mug : c y a a ;
thermos : r c r c ; flagon : v g ; jar : v v h h ; jug : c c ; SEPARATE destroy flagon	thermos : r c r c ; jar : v v h h ; jug : c c ;
canister : f f ; flagon : h r h r ; SEPARATE destroy flagon	canister : f f ;
flask : c c d ; bottle : o o ; mug : r ; SEPARATE destroy bottle	flask : c c d ; mug : r ;
jug : r ; glass : v v ; SEPARATE destroy jug	glass : v v ;
cup : v v d d ; cup : o a o ; SEPARATE destroy first cup	cup : o a o ;
flask : a m a m v v ; pitcher : d p d c ; decanter : y v m y m ; SEPARATE destroy decanter	flask : a m a m v v ; pitcher : d p d c ;
urn : y p a y ; burette : g g b b o ; SEPARATE destroy urn	burette : g g b b o ;
beaker : o o ; cup : v ; mug : p p r r f ; bottle : d b ; SEPARATE destroy bottle	beaker : o o ; cup : v ; mug : p p r r f ;
decanter : v v ; thermos : m m ; flask : m r m ; cup : a v a d ; SEPARATE destroy decanter	thermos : m m ; flask : m r m ; cup : a v a d ;
decanter : c y o o ; thermos : f f r m m ; SEPARATE destroy thermos	decanter : c y o o ;
canister : m p ; jug : f ; canister : p p ; SEPARATE destroy first canister	jug : f ; canister : p p ;
bottle : m f f c ; decanter : v v p r r ; cup : e h b e ; bottle : g g ; SEPARATE destroy first bottle	decanter : v v p r r ; cup : e h b e ; bottle : g g ;
jug : a a ; urn : a o ; SEPARATE destroy urn	jug : a a ;
vessel : d y d ; mug : g g c c ; SEPARATE destroy vessel	mug : g g c c ;
flask : p ; mug : v r r g v g ; SEPARATE destroy mug	flask : p ;
glass : b p e e ; urn : a a e ; SEPARATE destroy glass	urn : a a e ;
glass : e e ; burette : o e o p e ; decanter : r ; urn : d b b ; SEPARATE destroy glass	burette : o e o p e ; decanter : r ; urn : d b b ;
jar : r m m r g ; canister : d r ; thermos : b y b o y o ; decanter : g g d p ; SEPARATE destroy canister	jar : r m m r g ; thermos : b y b o y o ; decanter : g g d p ;
thermos : d f r f ; jug : e ; beaker : h ; pitcher : m o d m ; SEPARATE destroy pitcher	thermos : d f r f ; jug : e ; beaker : h ;
burette : y r r y ; canister : c d c ; decanter : h d d v ; cup : e h ; SEPARATE destroy canister	burette : y r r y ; decanter : h d d v ; cup : e h ;
cup : p p ; pitcher : p p ; SEPARATE destroy cup	pitcher : p p ;
thermos : o f ; cup : m m o ; beaker : e ; SEPARATE destroy beaker	thermos : o f ; cup : m m o ;
glass : o h m ; beaker : o b e b o ; decanter : m o m h ; SEPARATE destroy glass	beaker : o b e b o ; decanter : m o m h ;
