Input	Output
jar : a r a m r m ; jug : e ; SEPARATE destroy jar	jug : e ;
pitcher : g g h ; thermos : v ; glass : d g m d ; canister : r r ; SEPARATE destroy pitcher	thermos : v ; glass : d g m d ; canister : r r ;
jar : p p r ; thermos : h m m f ; SEPARATE destroy thermos	jar : p p r ;
urn : r c f r f ; bottle : b b ; flask : g g ; urn : d v d g v ; SEPARATE destroy last urn	urn : r c f r f ; bottle : b b ; flask : g g ;
jar : y y ; canister : c c ; mug : b y ; beaker : o m ; SEPARATE destroy beaker	jar : y y ; canister : c c ; mug : b y ;
urn : r m r ; jug : o ; bottle : e ; cup : y y v ; SEPARATE destroy jug	urn : r m r ; bottle : e ; cup : y y v ;
beaker : y a y ; bottle : h h ; vessel : h h r r ; SEPARATE destroy bottle	beaker : y a y ; vessel : h h r r ;
bottle : r r e ; flask : m y a y a ; decanter : h f ; SEPARATE destroy bottle	flask : m y a y a ; decanter : h f ;
burette : c ; vessel : o ; glass : m m ; SEPARATE destroy burette	vessel : o ; glass : m m ;
glass : o d a ; jar : a f f r ; SEPARATE destroy glass	jar : a f f r ;
bottle : o o c ; flask : b b h h ; decanter : p p b ; SEPARATE destroy bottle	flask : b b h h ; decanter : p p b ;
thermos : h h f v ; urn : v ; pitcher : g e c g e ; thermos : h p p ; SEPARATE destroy first thermos	urn : v ; pitcher : g e c g e ; thermos : h p p ;
urn : f o o a ; jug : h e h d e ; cup : e c c e ; SEPARATE destroy urn	jug : h e h d e ; cup : e c c e ;
jug : a c v c v ; jar : g r d d r ; SEPARATE destroy jar	jug : a c v c v ;
vessel : p y m m ; cup : f f y y ; bottle : g ; SEPARATE destroy cup	vessel : p y m m ; bottle : g ;
vessel : o o a ; vessel : d ; SEPARATE destroy last vessel	vessel : o o a ;
thermos : f v ; burette : r b a r a ; beaker : r e g g ; jar : p p ; SEPARATE destroy beaker	thermos : f v ; burette : r b a r a ; jar : p p ;
mug : o p p ; flask : b c b d ; SEPARATE destroy mug	flask : b c b d ;
burette : o y y ; burette : g d e ; SEPARATE destroy last burette	burette : o y y ;
urn : d p d c ; mug : m ; cup : v v ; glass : a ; SEPARATE destroy cup	urn : d p d c ; mug : m ; glass : a ;
flask : p p ; jug : b ; SEPARATE destroy jug	flask : p p ;
mug : a m e e m ; thermos : g g ; pitcher : g a y g ; SEPARATE destroy thermos	mug : a m e e m ; pitcher : g a y g ;
pitcher : d h ; cup : v v ; decanter : f c c f ; canister : y c ; SEPARATE destroy cup	pitcher : d h ; decanter : f c c f ; canister : y c ;
glass : y b y ; decanter : c c ; SEPARATE destroy decanter	glass : y b y ;
jug : m h h v m ; jug : m h ; SEPARATE destroy first jug	jug : m h ;
jug : r r ; burette : d d a a ; SEPARATE destroy jug	burette : d d a a ;
jug : p o ; burette : r e o r ; flagon : b b v e ; flagon : r c ; SEPARATE destroy first flagon	jug : p o ; burette : r e o r ; flagon : r c ;
jug : f g f ; burette : e e ; SEPARATE destroy burette	jug : f g f ;
urn : p b m p b m ; beaker : a c m a ; beaker : y f f y ; cup : p p e ; SEPARATE destroy second beaker	urn : p b m p b m ; beaker : a c m a ; cup : p p e ;
flask : y ; beaker : o o f ; jug : y y ; flask : o ; SEPARATE destroy beaker	flask : y ; jug : y y ; flask : o ;
decanter : o r b o ; beaker : d m d v v ; glass : r ; glass : o f v f v o ; SEPARATE destroy second glass	decanter : o r b o ; beaker : d m d v v ; glass : r ;
mug : o p p o ; bottle : v v d ; jar : b ; jug : d m d a a ; SEPARATE destroy mug	bottle : v v d ; jar : b ; jug : d m d a a ;
vessel : d d g e e ; pitcher : r c ; SEPARATE destroy vessel	pitcher : r c ;
mug : c d d c ; flask : h y ; canister : r ; decanter : v b v ; SEPARATE destroy canister	mug : c d d c ; flask : h y ; decanter : v b v ;
vessel : d c m d c m ; canister : c ; bottle : m v r m v ; glass : o d o d r ; SEPARATE destroy glass	vessel : d c m d c m ; canister : c ; bottle : m v r m v ;
canister : o a h a ; flagon : p m b ; bottle : y r y ; flagon : d o d o ; SEPARATE destroy canister	flagon : p m b ; bottle : y r y ; flagon : d o d o ;
flagon : m m ; jug : g b d b ; jar : o p e ; SEPARATE destroy jar	flagon : m m ; jug : g b d b ;
vessel : m m ; thermos : f f h ; SEPARATE destroy thermos	vessel : m m ;
bottle : y c r y ; pitcher : o ; SEPARATE destroy pitcher	bottle : y c r y ;
decanter : f h ; burette : v b v m ; thermos : a ; cup : r r ; SEPARATE destroy decanter	burette : v b v m ; thermos : a ; cup : r r ;
bottle : e ; canister : r r v e e ; beaker : d ; SEPARATE destroy bottle	canister : r r v e e ; beaker : d ;
beaker : y m y m ; thermos : p ; flask : b ; SEPARATE destroy thermos	beaker : y m y m ; flask : b ;
vessel : f v v ; cup : a c r a c r ; flask : d g p d ; SEPARATE destroy flask	vessel : f v v ; cup : a c r a c r ;
jug : p p d d ; burette : e e d ; SEPARATE destroy burette	jug : p p d d ;
flagon : e p ; burette : p g g ; SEPARATE destroy burette	flagon : e p ;
jar : o ; beaker : b b f f ; jar : m m ; pitcher : f f ; SEPARATE destroy first jar	beaker : b b f f ; jar : m m ; pitcher : f f ;
jar : h h ; glass : b b ; mug : d d v ; SEPARATE destroy mug	jar : h h ; glass : b b ;
urn : g v g p ; bottle : c m r c ; urn : f p ; SEPARATE destroy first urn	bottle : c m r c ; urn : f p ;
bottle : m r h m r ; flask : a p h h p ; SEPARATE destroy flask	bottle : m r h m r ;
glass : d c d v c v ; urn : v f y v f y ; SEPARATE destroy urn	glass : d c d v c v ;
flask : o o m ; flask : r r p p o o ; burette : e o y ; thermos : v c v ; SEPARATE destroy last flask	flask : o o m ; burette : e o y ; thermos : v c v ;
canister : d g g ; burette : h o o e h ; cup : h b ; SEPARATE destroy burette	canister : d g g ; cup : h b ;
urn : f v m f ; bottle : o c c o ; cup : p ; SEPARATE destroy cup	urn : f v m f ; bottle : o c c o ;
flagon : b ; jug : p d d c c ; flagon : v g g h v ; beaker : o ; SEPARATE destroy jug	flagon : b ; flagon : v g g h v ; beaker : o ;
decanter : y a ; flask : c v c ; burette : a ; canister : r r ; SEPARATE destroy decanter	flask : c v c ; burette : a ; canister : r r ;
urn : r r ; flask : b ; flask : m y m ; vessel : e c ; SEPARATE destroy urn	flask : b ; flask : m y m ; vessel : e c ;
bottle : y ; cup : b f r ; bottle : f b f ; bottle : p p e d ; SEPARATE destroy second bottle	bottle : y ; cup : b f r ; bottle : p p e d ;
vessel : b y c c ; beaker : o ; SEPARATE destroy beaker	vessel : b y c c ;
bottle : h p p ; thermos : a b ; pitcher : y y ; SEPARATE destroy thermos	bottle : h p p ; pitcher : y y ;
bottle : o o ; decanter : g e ; beaker : h r h o ; SEPARATE destroy beaker	bottle : o o ; decanter : g e ;
bottle : o f ; thermos : d r d ; SEPARATE destroy thermos	bottle : o f ;
canister : f r r o ; beaker : p p ; pitcher : h ; SEPARATE destroy canister	beaker : p p ; pitcher : h ;
cup : m ; mug : o c ; canister : m ; SEPARATE destroy cup	mug : o c ; canister : m ;
bottle : e o o ; beaker : v h v f f h ; burette : m r r m h ; jar : d a d ; SEPARATE destroy burette	bottle : e o o ; beaker : v h v f f h ; jar : d a d ;
flask : f f m ; pitcher : m ; jar : h a ; jar : r r ; SEPARATE destroy pitcher	flask : f f m ; jar : h a ; jar : r r ;
thermos : v v ; pitcher : g ; flask : d o d ; pitcher : p ; SEPARATE destroy first pitcher	thermos : v v ; flask : d o d ; pitcher : p ;
pitcher : d d ; urn : g a m ; mug : d g y y ; beaker : r r y d d ; SEPARATE destroy mug	pitcher : d d ; urn : g a m ; beaker : r r y d d ;
decanter : c v v ; glass : e c o o ; SEPARATE destroy decanter	glass : e c o o ;
jar : c ; cup : m ; bottle : g g ; SEPARATE destroy jar	cup : m ; bottle : g g ;
beaker : g ; flagon : f f c ; SEPARATE destroy flagon	beaker : g ;
thermos : d f g d g f ; mug : p a ; mug : b a a ; SEPARATE destroy first mug	thermos : d f g d g f ; mug : b a a ;
decanter : a a m ; bottle : a a g g ; SEPARATE destroy bottle	decanter : a a m ;
pitcher : c f f ; burette : d ; pitcher : g g ; SEPARATE destroy first pitcher	burette : d ; pitcher : g g ;
flagon : y ; burette : g g m f f ; urn : r o r ; SEPARATE destroy burette	flagon : y ; urn : r o r ;
urn : a p a ; thermos : d f p ; cup : v d f d ; SEPARATE destroy urn	thermos : d f p ; cup : v d f d ;
urn : v ; decanter : y v ; SEPARATE destroy urn	decanter : y v ;
thermos : r ; bottle : r v d ; burette : f f ; cup : r ; SEPARATE destroy bottle	thermos : r ; burette : f f ; cup : r ;
jug : g p g o p ; canister : d d ; flagon : d m m d ; SEPARATE destroy flagon	jug : g p g o p ; canister : d d ;
flask : e y y ; mug : p r e e ; SEPARATE destroy mug	flask : e y y ;
flagon : g g v ; decanter : p d p v ; burette : y p ; flagon : y v m ; SEPARATE destroy decanter	flagon : g g v ; burette : y p ; flagon : y v m ;
glass : r r ; pitcher : a r r ; SEPARATE destroy pitcher	glass : r r ;
beaker : c p p m c ; flask : y g ; SEPARATE destroy flask	beaker : c p p m c ;
bottle : e m e ; jug : f f g ; SEPARATE destroy jug	bottle : e m e ;
flagon : h ; canister : e f ; glass : g b g h ; bottle : v v ; SEPARATE destroy flagon	canister : e f ; glass : g b g h ; bottle : v v ;
mug : e e v ; mug : h c g g h ; mug : o g ; SEPARATE destroy first mug	mug : h c g g h ; mug : o g ;
thermos : g g f f ; thermos : b ; SEPARATE destroy first thermos	thermos : b ;
cup : a g a e g ; jug : o o ; bottle : y y m m v v ; pitcher : p p f f g ; SEPARATE destroy jug	cup : a g a e g ; bottle : y y m m v v ; pitcher : p p f f g ;
jug : a h a ; pitcher : d p p ; mug : d y ; SEPARATE destroy jug	pitcher : d p p ; mug : d y ;
beaker : y a a ; bottle : g m g ; SEPARATE destroy beaker	bottle : g m g ;
burette : b m m ; pitcher : c a y c ; flask : o f o h f ; jar : g c c g ; SEPARATE destroy pitcher	burette : b m m ; flask : o f o h f ; jar : g c c g ;
thermos : r y r ; flask : r g r o ; SEPARATE destroy flask	thermos : r y r ;
bottle : m ; beaker : y r ; cup : o o v v p ; SEPARATE destroy bottle	beaker : y r ; cup : o o v v p ;
flagon : d ; beaker : v ; jar : h ; burette : h e h o ; SEPARATE destroy jar	flagon : d ; beaker : v ; burette : h e h o ;
flask : m m ; urn : a y a ; SEPARATE destroy urn	flask : m m ;
burette : o p p ; burette : f r r ; SEPARATE destroy second burette	burette : o p p ;
mug : m m a ; flagon : a a ; canister : m ; urn : g g ; SEPARATE destroy flagon	mug : m m a ; canister : m ; urn : g g ;
burette : b b a ; canister : y ; canister : m h h m ; flask : g y h h g ; SEPARATE destroy second canister	burette : b b a ; canister : y ; flask : g y h h g ;
jug : a o o ; jar : h d d h b ; SEPARATE destroy jug	jar : h d d h b ;
burette : m e e ; flagon : h ; cup : b b ; burette : e d b d b e ; SEPARATE destroy last burette	burette : m e e ; flagon : h ; cup : b b ;
mug : y ; cup : m g o m ; glass : d ; burette : g ; SEPARATE destroy glass	mug : y ; cup : m g o m ; burette : g ;
jug : v v ; burette : o o ; pitcher : v g ; beaker : v ; SEPARATE destroy beaker	jug : v v ; burette : o o ; pitcher : v g ;
thermos : y ; bottle : m ; jar : c v v g c ; SEPARATE destroy jar	thermos : y ; bottle : m ;
flagon : g ; glass : p r p ; jar : r a ; SEPARATE destroy glass	flagon : g ; jar : r a ;
flagon : r p ; cup : c c ; SEPARATE destroy flagon	cup : c c ;
flask : d d ; flask : g ; mug : g g ; SEPARATE destroy mug	flask : d d ; flask : g ;
canister : p p ; vessel : o o p ; SEPARATE destroy vessel	canister : p p ;
flagon : y p a y ; bottle : g g ; mug : h h ; bottle : a d a e ; SEPARATE destroy first bottle	flagon : y p a y ; mug : h h ; bottle : a d a e ;
pitcher : m ; canister : f f h h ; SEPARATE destroy canister	pitcher : m ;
jar : m y r ; flagon : v v ; cup : y y d ; SEPARATE destroy cup	jar : m y r ; flagon : v v ;
jar : v y ; cup : c c ; mug : v ; SEPARATE destroy jar	cup : c c ; mug : v ;
