Input	Output
thermos : y b ; jug : m m ; jar : m m p ; flask : d e m ; SEPARATE double jug	thermos : y b ; jug : m m m m ; jar : m m p ; flask : d e m ;
thermos : p p r ; pitcher : b b ; urn : v o ; SEPARATE add four green to thermos	thermos : p p r g g g g ; pitcher : b b ; urn : v o ;
thermos : p f ; burette : d b ; jar : d d ; canister : r ; SEPARATE double thermos	thermos : p f p f ; burette : d b ; jar : d d ; canister : r ;
bottle : g h e h e ; jug : c c ; urn : g v v g ; beaker : y p c y ; SEPARATE filter beaker	bottle : g h e h e ; jug : c c ; urn : g v v g ; beaker : y y p c ;
flask : b c a c a ; beaker : a o a ; mug : g y g ; SEPARATE create bottle	flask : b c a c a ; beaker : a o a ; mug : g y g ; bottle : _ ;
pitcher : g g ; canister : h ; mug : c c ; SEPARATE add one blue to canister	pitcher : g g ; canister : h b ; mug : c c ;
cup : v b b r ; urn : y v y v m ; thermos : a ; SEPARATE shift cup after thermos	urn : y v y v m ; thermos : a ; cup : v b b r ;
canister : p ; cup : y f f y ; SEPARATE create pitcher	canister : p ; cup : y f f y ; pitcher : _ ;
canister : v v g ; vessel : b ; decanter : p g g p ; flagon : r f r ; SEPARATE shift flagon after canister	canister : v v g ; flagon : r f r ; vessel : b ; decanter : p g g p ;
cup : c b v b ; mug : y y o o ; thermos : e e ; cup : b ; SEPARATE double first cup	cup : c b v b c b v b ; mug : y y o o ; thermos : e e ; cup : b ;
canister : a b g b a ; flagon : g g ; SEPARATE shift canister after flagon	flagon : g g ; canister : a b g b a ;
pitcher : v d v ; jug : f ; flask : r r ; beaker : m m ; SEPARATE double jug	pitcher : v d v ; jug : f f ; flask : r r ; beaker : m m ;
flask : v c d d v c ; cup : d g g d ; bottle : y b c ; SEPARATE shift bottle before cup	flask : v c d d v c ; bottle : y b c ; cup : d g g d ;
mug : m m ; vessel : m p m ; bottle : c c ; SEPARATE unmix mug	mug : m m ; vessel : m p m ; bottle : c c ;
canister : a g f a ; jar : m a v m v ; decanter : y b p y b ; flagon : v b a a ; SEPARATE empty decanter	canister : a g f a ; jar : m a v m v ; decanter : _ ; flagon : v b a a ;
cup : y ; decanter : h h e f ; SEPARATE empty cup	cup : _ ; decanter : h h e f ;
jug : o o ; flask : c m m c ; SEPARATE shift jug before flask	jug : o o ; flask : c m m c ;
bottle : b ; burette : v v ; urn : a a ; SEPARATE unmix burette	bottle : b ; burette : v v ; urn : a a ;
burette : b e e c c ; jug : d d b ; pitcher : p p c e ; decanter : g r b ; SEPARATE add four cabernet to burette	burette : b e e c c c c c c ; jug : d d b ; pitcher : p p c e ; decanter : g r b ;
jar : o o ; jar : f m f ; burette : d y y p ; vessel : d o y o y ; SEPARATE filter burette	jar : o o ; jar : f m f ; burette : d y y p ; vessel : d o y o y ;
vessel : y ; canister : r e r ; SEPARATE shift vessel after canister	canister : r e r ; vessel : y ;
mug : g g m ; urn : v g c v g ; SEPARATE double mug	mug : g g m g g m ; urn : v g c v g ;
urn : a e ; jar : c b b g g c ; vessel : m m ; SEPARATE unmix jar	urn : a e ; jar : c c ; jar : b b ; jar : g g ; vessel : m m ;
glass : o e r ; jar : y h ; flagon : h ; SEPARATE unmix flagon	glass : o e r ; jar : y h ; flagon : h ;
canister : c d d ; vessel : m e d d e ; SEPARATE create thermos	canister : c d d ; vessel : m e d d e ; thermos : _ ;
flask : c c ; canister : e e m ; vessel : o ; SEPARATE create cup	flask : c c ; canister : e e m ; vessel : o ; cup : _ ;
mug : a c ; canister : a f f ; pitcher : v ; SEPARATE unmix canister	mug : a c ; canister : a ; canister : f f ; pitcher : v ;
pitcher : h r o o ; flagon : b ; SEPARATE add four orange to pitcher	pitcher : h r o o o o o o ; flagon : b ;
urn : y ; urn : e ; cup : h ; jug : r r ; SEPARATE unmix first urn	urn : y ; urn : e ; cup : h ; jug : r r ;
flagon : r h a a r ; beaker : d d f ; SEPARATE filter beaker	flagon : r h a a r ; beaker : d d f ;
flask : c c a ; glass : r r ; canister : e e ; SEPARATE unmix glass	flask : c c a ; glass : r r ; canister : e e ;
mug : d d c ; jug : f f r ; mug : f f a h h a ; pitcher : b b m ; SEPARATE empty second mug	mug : d d c ; jug : f f r ; mug : _ ; pitcher : b b m ;
decanter : v m v a m ; decanter : g p p ; bottle : o ; decanter : a ; SEPARATE filter second decanter	decanter : v m v a m ; decanter : g p p ; bottle : o ; decanter : a ;
jar : e o p o p ; jar : a a y ; canister : d ; decanter : f ; SEPARATE shift last jar after canister	jar : e o p o p ; canister : d ; jar : a a y ; decanter : f ;
flagon : h m h ; jug : h h ; jug : d y y d v v ; decanter : g v v d ; SEPARATE filter last jug	flagon : h m h ; jug : h h ; jug : d d y y v v ; decanter : g v v d ;
beaker : r m f m ; mug : r c y r ; SEPARATE shift mug before beaker	mug : r c y r ; beaker : r m f m ;
burette : m h m ; bottle : p y b p y ; SEPARATE filter burette	burette : m m h ; bottle : p y b p y ;
glass : r r p ; bottle : p ; SEPARATE shift bottle before glass	bottle : p ; glass : r r p ;
urn : f v ; cup : m f b ; flask : d f r ; mug : y y e ; SEPARATE unmix urn	urn : f ; urn : v ; cup : m f b ; flask : d f r ; mug : y y e ;
mug : g g ; urn : f m f ; jar : r g r b g b ; thermos : f v ; SEPARATE add one purple to urn	mug : g g ; urn : f m f p ; jar : r g r b g b ; thermos : f v ;
decanter : h h c c ; glass : g g f b b f ; beaker : d d ; SEPARATE empty beaker	decanter : h h c c ; glass : g g f b b f ; beaker : _ ;
jug : y ; flask : r m m r ; canister : b o a ; cup : f r r ; SEPARATE double canister	jug : y ; flask : r m m r ; canister : b o a b o a ; cup : f r r ;
glass : c c ; mug : v r r v a ; mug : h f f ; SEPARATE unmix glass	glass : c c ; mug : v r r v a ; mug : h f f ;
glass : b b ; thermos : d c d ; jug : b b ; decanter : g g r ; SEPARATE double decanter	glass : b b ; thermos : d c d ; jug : b b ; decanter : g g r g g r ;
decanter : g g m v m ; beaker : m y m y ; thermos : a e ; urn : h g v ; SEPARATE add five daffodil to thermos	decanter : g g m v m ; beaker : m y m y ; thermos : a e d d d d d ; urn : h g v ;
glass : g ; flagon : y v y f ; burette : f y ; SEPARATE shift burette after glass	glass : g ; burette : f y ; flagon : y v y f ;
pitcher : p h ; urn : d b b d ; glass : p p b ; SEPARATE create bottle	pitcher : p h ; urn : d b b d ; glass : p p b ; bottle : _ ;
decanter : v a h h ; canister : o v ; mug : a e a e m ; canister : a p g ; SEPARATE create cup	decanter : v a h h ; canister : o v ; mug : a e a e m ; canister : a p g ; cup : _ ;
flask : b b p v ; flagon : f c c ; pitcher : h c h ; jar : c h v v ; SEPARATE add five green to flagon	flask : b b p v ; flagon : f c c g g g g g ; pitcher : h c h ; jar : c h v v ;
pitcher : y r r ; cup : o y c y o c ; SEPARATE filter cup	pitcher : y r r ; cup : o o y y c c ;
flagon : y y ; thermos : o p ; decanter : h h o o ; beaker : e m ; SEPARATE double thermos	flagon : y y ; thermos : o p o p ; decanter : h h o o ; beaker : e m ;
pitcher : b v v b ; canister : e a a ; SEPARATE unmix canister	pitcher : b v v b ; canister : e ; canister : a a ;
urn : g r v ; canister : v v g g ; glass : g g ; SEPARATE filter urn	urn : g r v ; canister : v v g g ; glass : g g ;
thermos : b c b g g ; mug : c c ; SEPARATE create pitcher	thermos : b c b g g ; mug : c c ; pitcher : _ ;
